C_chinensis	chromosome	D_sublineata	chromosome
anno1.g4259.t1	A	rna-XM_056793129.1	A
anno1.g4149.t1	A	rna-XM_056774941.1	A
anno1.g4150.t1	A	rna-XM_056775379.1	A
anno1.g4152.t2	A	rna-XM_056788160.1	A
anno1.g4154.t1	A	rna-XM_056780355.1	A
anno1.g4155.t1	A	rna-XM_056787600.1	A
anno1.g4156.t1	A	rna-XM_056774090.1	A
anno1.g4157.t1	A	rna-XM_056775033.1	A
anno1.g4158.t1	A	rna-XM_056774859.1	A
anno1.g4159.t2	A	rna-XM_056774812.1	A
anno1.g4160.t1	A	rna-XM_056782710.1	A
anno1.g4162.t1	A	rna-XM_056780194.1	A
anno1.g9730.t1	A	rna-XM_056783100.1	A
anno1.g9731.t1	A	rna-XM_056791917.1	A
anno1.g4127.t1	A	rna-XM_056792239.1	A
anno1.g4128.t1	A	rna-XM_056779766.1	A
anno1.g4130.t1	A	rna-XM_056786622.1	A
anno1.g4133.t1	A	rna-XM_056783855.1	A
anno1.g4134.t2	A	rna-XM_056783854.1	A
anno1.g4135.t1	A	rna-XM_056775714.1	A
anno1.g4136.t1	A	rna-XM_056781590.1	A
anno1.g4137.t1	A	rna-XM_056788411.1	A
anno1.g4139.t1	A	rna-XM_056791813.1	A
anno1.g4140.t1	A	rna-XM_056779994.1	A
anno1.g4141.t1	A	rna-XM_056779995.1	A
anno1.g4142.t1	A	rna-XM_056778919.1	A
anno1.g4143.t1	A	rna-XM_056779997.1	A
anno1.g4146.t1	A	rna-XM_056788657.1	A
anno1.g9719.t1	A	rna-XM_056792120.1	A
anno1.g9720.t1	A	rna-XM_056792122.1	A
anno1.g9714.t1	A	rna-XM_056774209.1	A
anno1.g4119.t1	A	rna-XM_056780878.1	A
anno1.g4123.t1	A	rna-XM_056789752.1	A
anno1.g4124.t1	A	rna-XM_056789714.1	A
anno1.g4125.t1	A	rna-XM_056789695.1	A
anno1.g9708.t2	A	rna-XM_056775826.1	A
anno1.g9710.t1	A	rna-XM_056774754.1	A
anno1.g4106.t1	A	rna-XM_056780617.1	A
anno1.g4108.t2	A	rna-XM_056781313.1	A
anno1.g9615.t1	A	rna-XM_056782246.1	A
anno1.g9616.t1	A	rna-XM_056782118.1	A
anno1.g4070.t1	A	rna-XM_056779794.1	A
anno1.g4071.t1	A	rna-XM_056779806.1	A
anno1.g4072.t1	A	rna-XM_056779808.1	A
anno1.g4073.t1	A	rna-XM_056779316.1	A
anno1.g4074.t1	A	rna-XM_056779118.1	A
anno1.g4075.t1	A	rna-XM_056778652.1	A
anno1.g4076.t1	A	rna-XM_056778655.1	A
anno1.g4077.t1	A	rna-XM_056774666.1	A
anno1.g4078.t1	A	rna-XM_056784825.1	A
anno1.g4079.t1	A	rna-XM_056780536.1	A
anno1.g4081.t1	A	rna-XM_056790951.1	A
anno1.g4082.t1	A	rna-XM_056790629.1	A
anno1.g4083.t1	A	rna-XM_056789846.1	A
anno1.g4084.t1	A	rna-XM_056790021.1	A
anno1.g4085.t1	A	rna-XM_056786730.1	A
anno1.g4087.t1	A	rna-XM_056774849.1	A
anno1.g4088.t1	A	rna-XM_056791336.1	A
anno1.g4089.t1	A	rna-XM_056786755.1	A
anno1.g4090.t1	A	rna-XM_056791276.1	A
anno1.g4091.t1	A	rna-XM_056791391.1	A
anno1.g4092.t2	A	rna-XM_056791072.1	A
anno1.g4093.t1	A	rna-XM_056792742.1	A
anno1.g4094.t1	A	rna-XM_056792857.1	A
anno1.g4095.t1	A	rna-XM_056792141.1	A
anno1.g4097.t1	A	rna-XM_056776455.1	A
anno1.g4098.t1	A	rna-XM_056782678.1	A
anno1.g4099.t1	A	rna-XM_056773547.1	A
anno1.g4100.t3	A	rna-XM_056783205.1	A
anno1.g4101.t1	A	rna-XM_056778555.1	A
anno1.g4102.t1	A	rna-XM_056780735.1	A
anno1.g4056.t1	A	rna-XM_056779592.1	A
anno1.g4057.t1	A	rna-XM_056779014.1	A
anno1.g4058.t1	A	rna-XM_056779422.1	A
anno1.g4059.t1	A	rna-XM_056779119.1	A
anno1.g4060.t1	A	rna-XM_056789968.1	X
anno1.g4061.t1	A	rna-XM_056779421.1	A
anno1.g4062.t1	A	rna-XM_056773969.1	A
anno1.g4066.t1	A	rna-XM_056774084.1	A
anno1.g4067.t1	A	rna-XM_056774085.1	A
anno1.g4034.t2	A	rna-XM_056777731.1	A
anno1.g4036.t1	A	rna-XM_056785646.1	A
anno1.g4037.t1	A	rna-XM_056785642.1	A
anno1.g4041.t1	A	rna-XM_056789312.1	X
anno1.g4050.t1	A	rna-XM_056789311.1	X
anno1.g4052.t2	A	rna-XM_056789589.1	X
anno1.g9584.t1	A	rna-XM_056780152.1	A
anno1.g4023.t1	A	rna-XM_056791642.1	A
anno1.g4024.t3	A	rna-XM_056784671.1	A
anno1.g4025.t1	A	rna-XM_056782537.1	A
anno1.g4026.t1	A	rna-XM_056786918.1	A
anno1.g4029.t1	A	rna-XM_056782858.1	A
anno1.g4030.t1	A	rna-XM_056783223.1	A
anno1.g4019.t1	A	rna-XM_056776080.1	A
anno1.g4020.t1	A	rna-XM_056776087.1	A
anno1.g4004.t1	A	rna-XM_056784329.1	A
anno1.g4005.t1	A	rna-XM_056784183.1	A
anno1.g4006.t1	A	rna-XM_056784706.1	A
anno1.g4009.t1	A	rna-XM_056782409.1	A
anno1.g4010.t1	A	rna-XM_056782818.1	A
anno1.g4011.t1	A	rna-XM_056780802.1	A
anno1.g4013.t1	A	rna-XM_056781203.1	A
anno1.g4015.t1	A	rna-XM_056787799.1	A
anno1.g4017.t1	A	rna-XM_056781717.1	A
anno1.g9571.t2	A	rna-XM_056786093.1	A
anno1.g9566.t1	A	rna-XM_056780996.1	A
anno1.g3865.t1	A	rna-XM_056785587.1	A
anno1.g3864.t1	A	rna-XM_056785053.1	A
anno1.g3866.t1	A	rna-XM_056778794.1	A
anno1.g3867.t1	A	rna-XM_056774261.1	A
anno1.g3868.t2	A	rna-XM_056774260.1	A
anno1.g3871.t2	A	rna-XM_056787512.1	A
anno1.g3872.t2	A	rna-XM_056792628.1	A
anno1.g3873.t1	A	rna-XM_056782481.1	A
anno1.g3874.t1	A	rna-XM_056782967.1	A
anno1.g3875.t1	A	rna-XM_056776203.1	A
anno1.g3877.t2	A	rna-XM_056774002.1	A
anno1.g3878.t1	A	rna-XM_056774010.1	A
anno1.g3880.t1	A	rna-XM_056779413.1	A
anno1.g3881.t1	A	rna-XM_056789094.1	X
anno1.g3882.t1	A	rna-XM_056779642.1	A
anno1.g3883.t1	A	rna-XM_056785064.1	A
anno1.g3885.t1	A	rna-XM_056774351.1	A
anno1.g3886.t1	A	rna-XM_056785564.1	A
anno1.g3887.t1	A	rna-XM_056782280.1	A
anno1.g3888.t1	A	rna-XM_056783657.1	A
anno1.g3889.t1	A	rna-XM_056783966.1	A
anno1.g3891.t1	A	rna-XM_056791747.1	A
anno1.g3895.t1	A	rna-XM_056792275.1	A
anno1.g3896.t1	A	rna-XM_056788066.1	A
anno1.g3897.t1	A	rna-XM_056788064.1	A
anno1.g3899.t1	A	rna-XM_056792216.1	A
anno1.g3900.t1	A	rna-XM_056774818.1	A
anno1.g3901.t3	A	rna-XM_056787057.1	A
anno1.g3904.t1	A	rna-XM_056786091.1	A
anno1.g3906.t1	A	rna-XM_056786123.1	A
anno1.g3907.t2	A	rna-XM_056786613.1	A
anno1.g3908.t2	A	rna-XM_056786632.1	A
anno1.g3909.t1	A	rna-XM_056786390.1	A
anno1.g3910.t1	A	rna-XM_056786400.1	A
anno1.g3913.t3	A	rna-XM_056786339.1	A
anno1.g3915.t1	A	rna-XM_056786071.1	A
anno1.g3920.t1	A	rna-XM_056786625.1	A
anno1.g3923.t2	A	rna-XM_056793245.1	A
anno1.g3924.t1	A	rna-XM_056778623.1	A
anno1.g3927.t1	A	rna-XM_056792525.1	A
anno1.g3928.t1	A	rna-XM_056785031.1	A
anno1.g3929.t1	A	rna-XM_056792784.1	A
anno1.g3930.t1	A	rna-XM_056792313.1	A
anno1.g3931.t2	A	rna-XM_056791744.1	A
anno1.g3933.t1	A	rna-XM_056780364.1	A
anno1.g3934.t4	A	rna-XM_056782424.1	A
anno1.g3935.t1	A	rna-XM_056779758.1	A
anno1.g3936.t1	A	rna-XM_056779759.1	A
anno1.g3937.t1	A	rna-XM_056785458.1	A
anno1.g3938.t1	A	rna-XM_056777896.1	A
anno1.g3939.t1	A	rna-XM_056777895.1	A
anno1.g3941.t1	A	rna-XM_056777771.1	A
anno1.g3942.t1	A	rna-XM_056785446.1	A
anno1.g3943.t1	A	rna-XM_056785435.1	A
anno1.g3944.t1	A	rna-XM_056788897.1	A
anno1.g3946.t1	A	rna-XM_056774938.1	A
anno1.g3947.t2	A	rna-XM_056775381.1	A
anno1.g3948.t2	A	rna-XM_056788566.1	A
anno1.g3950.t1	A	rna-XM_056788139.1	A
anno1.g3952.t1	A	rna-XM_056793058.1	A
anno1.g3956.t1	A	rna-XM_056792281.1	A
anno1.g3958.t2	A	rna-XM_056792407.1	A
anno1.g3959.t1	A	rna-XM_056787749.1	A
anno1.g3960.t2	A	rna-XM_056773841.1	A
anno1.g3961.t1	A	rna-XM_056792197.1	A
anno1.g3962.t1	A	rna-XM_056775682.1	A
anno1.g3966.t1	A	rna-XM_056774072.1	A
anno1.g3968.t1	A	rna-XM_056774073.1	A
anno1.g3970.t1	A	rna-XM_056791965.1	A
anno1.g3971.t1	A	rna-XM_056774098.1	A
anno1.g3972.t1	A	rna-XM_056793076.1	A
anno1.g3973.t1	A	rna-XM_056786205.1	A
anno1.g3974.t1	A	rna-XM_056777095.1	A
anno1.g3975.t1	A	rna-XM_056777906.1	A
anno1.g3976.t1	A	rna-XM_056777196.1	A
anno1.g3977.t1	A	rna-XM_056792753.1	A
anno1.g3978.t1	A	rna-XM_056784309.1	A
anno1.g3979.t1	A	rna-XM_056785617.1	A
anno1.g3980.t1	A	rna-XM_056785200.1	A
anno1.g3981.t1	A	rna-XM_056785192.1	A
anno1.g3982.t1	A	rna-XM_056787671.1	A
anno1.g3983.t1	A	rna-XM_056775387.1	A
anno1.g3985.t1	A	rna-XM_056785214.1	A
anno1.g3986.t2	A	rna-XM_056785202.1	A
anno1.g3990.t1	A	rna-XM_056788795.1	A
anno1.g3992.t1	A	rna-XM_056788792.1	A
anno1.g3994.t1	A	rna-XM_056788791.1	A
anno1.g3999.t1	A	rna-XM_056788684.1	A
anno1.g3768.t2	A	rna-XM_056788355.1	A
anno1.g3770.t1	A	rna-XM_056788396.1	A
anno1.g3771.t1	A	rna-XM_056788913.1	A
anno1.g3772.t1	A	rna-XM_056792522.1	A
anno1.g3773.t1	A	rna-XM_056781662.1	A
anno1.g3774.t1	A	rna-XM_056779827.1	A
anno1.g3775.t1	A	rna-XM_056774743.1	A
anno1.g3776.t1	A	rna-XM_056787567.1	A
anno1.g3777.t1	A	rna-XM_056777942.1	A
anno1.g3778.t1	A	rna-XM_056791775.1	A
anno1.g3779.t1	A	rna-XM_056791637.1	A
anno1.g3781.t1	A	rna-XM_056791633.1	A
anno1.g3782.t1	A	rna-XM_056775028.1	A
anno1.g3783.t1	A	rna-XM_056785610.1	A
anno1.g3784.t1	A	rna-XM_056775630.1	A
anno1.g3786.t1	A	rna-XM_056780280.1	A
anno1.g3788.t1	A	rna-XM_056776882.1	A
anno1.g3789.t1	A	rna-XM_056776712.1	A
anno1.g3790.t1	A	rna-XM_056776780.1	A
anno1.g3791.t10	A	rna-XM_056777683.1	A
anno1.g3792.t2	A	rna-XM_056777737.1	A
anno1.g3793.t1	A	rna-XM_056792073.1	A
anno1.g3794.t1	A	rna-XM_056792101.1	A
anno1.g3795.t1	A	rna-XM_056788851.1	A
anno1.g3796.t1	A	rna-XM_056788849.1	A
anno1.g3798.t2	A	rna-XM_056774258.1	A
anno1.g3799.t2	A	rna-XM_056775688.1	A
anno1.g3800.t1	A	rna-XM_056787498.1	A
anno1.g3801.t1	A	rna-XM_056787510.1	A
anno1.g3802.t1	A	rna-XM_056787531.1	A
anno1.g3803.t1	A	rna-XM_056777447.1	A
anno1.g3804.t1	A	rna-XM_056780779.1	A
anno1.g3805.t1	A	rna-XM_056780269.1	A
anno1.g3806.t1	A	rna-XM_056780186.1	A
anno1.g3807.t1	A	rna-XM_056783605.1	A
anno1.g3808.t2	A	rna-XM_056790617.1	X
anno1.g3811.t1	A	rna-XM_056790300.1	X
anno1.g3812.t1	A	rna-XM_056790235.1	X
anno1.g3813.t1	A	rna-XM_056788950.1	A
anno1.g3815.t1	A	rna-XM_056788814.1	A
anno1.g3816.t1	A	rna-XM_056778099.1	A
anno1.g3817.t1	A	rna-XM_056776388.1	A
anno1.g3818.t1	A	rna-XM_056775948.1	A
anno1.g3819.t2	A	rna-XM_056787584.1	A
anno1.g3820.t1	A	rna-XM_056775098.1	A
anno1.g3821.t1	A	rna-XM_056773845.1	A
anno1.g3822.t1	A	rna-XM_056777449.1	A
anno1.g3823.t1	A	rna-XM_056777862.1	A
anno1.g3825.t1	A	rna-XM_056782383.1	A
anno1.g3826.t1	A	rna-XM_056778617.1	A
anno1.g3827.t1	A	rna-XM_056777592.1	A
anno1.g3829.t1	A	rna-XM_056787802.1	A
anno1.g3830.t1	A	rna-XM_056790260.1	X
anno1.g3828.t2	A	rna-XM_056790566.1	X
anno1.g3831.t1	A	rna-XM_056787801.1	A
anno1.g3832.t1	A	rna-XM_056791904.1	A
anno1.g3833.t1	A	rna-XM_056784030.1	A
anno1.g3834.t1	A	rna-XM_056787558.1	A
anno1.g3835.t1	A	rna-XM_056776377.1	A
anno1.g3836.t8	A	rna-XM_056776354.1	A
anno1.g3837.t1	A	rna-XM_056773696.1	A
anno1.g3838.t1	A	rna-XM_056788861.1	A
anno1.g3839.t1	A	rna-XM_056777180.1	A
anno1.g3841.t1	A	rna-XM_056786500.1	A
anno1.g3842.t1	A	rna-XM_056791984.1	A
anno1.g3843.t1	A	rna-XM_056786735.1	A
anno1.g3844.t1	A	rna-XM_056786734.1	A
anno1.g3845.t1	A	rna-XM_056789409.1	X
anno1.g3846.t1	A	rna-XM_056777456.1	A
anno1.g3847.t1	A	rna-XM_056790169.1	X
anno1.g3848.t1	A	rna-XM_056784847.1	A
anno1.g3852.t1	A	rna-XM_056785398.1	A
anno1.g3853.t1	A	rna-XM_056788774.1	A
anno1.g3854.t1	A	rna-XM_056788773.1	A
anno1.g3855.t1	A	rna-XM_056786356.1	A
anno1.g3751.t1	A	rna-XM_056776578.1	A
anno1.g3753.t2	A	rna-XM_056776575.1	A
anno1.g3754.t1	A	rna-XM_056776574.1	A
anno1.g3756.t2	A	rna-XM_056784582.1	A
anno1.g3757.t1	A	rna-XM_056779739.1	A
anno1.g3759.t1	A	rna-XM_056776907.1	A
anno1.g3762.t2	A	rna-XM_056776905.1	A
anno1.g3763.t1	A	rna-XM_056777101.1	A
anno1.g3764.t1	A	rna-XM_056780618.1	A
anno1.g3766.t1	A	rna-XM_056776962.1	A
anno1.g9553.t1	A	rna-XM_056784594.1	A
anno1.g3734.t2	A	rna-XM_056775115.1	A
anno1.g3735.t1	A	rna-XM_056792186.1	A
anno1.g3738.t1	A	rna-XM_056780213.1	A
anno1.g3739.t1	A	rna-XM_056783084.1	A
anno1.g3740.t1	A	rna-XM_056783086.1	A
anno1.g3741.t1	A	rna-XM_056792371.1	A
anno1.g3742.t1	A	rna-XM_056778049.1	A
anno1.g3743.t1	A	rna-XM_056778054.1	A
anno1.g3744.t1	A	rna-XM_056782599.1	A
anno1.g3745.t1	A	rna-XM_056782597.1	A
anno1.g3747.t1	A	rna-XM_056775307.1	A
anno1.g3749.t1	A	rna-XM_056783294.1	A
anno1.g9546.t1	A	rna-XM_056787742.1	A
anno1.g9547.t1	A	rna-XM_056790377.1	A
anno1.g3732.t2	A	rna-XM_056786139.1	A
anno1.g9489.t1	A	rna-XM_056774299.1	A
anno1.g9490.t1	A	rna-XM_056786094.1	A
anno1.g9493.t1	A	rna-XM_056775539.1	A
anno1.g9468.t1	A	rna-XM_056782489.1	A
anno1.g9470.t1	A	rna-XM_056782999.1	A
anno1.g9473.t2	A	rna-XM_056782658.1	A
anno1.g9475.t1	A	rna-XM_056774947.1	A
anno1.g9482.t1	A	rna-XM_056774102.1	A
anno1.g9484.t1	A	rna-XM_056781455.1	A
anno1.g9464.t1	A	rna-XM_056781329.1	A
anno1.g3712.t1	A	rna-XM_056788827.1	A
anno1.g3713.t1	A	rna-XM_056792570.1	A
anno1.g3714.t2	A	rna-XM_056792133.1	A
anno1.g3715.t2	A	rna-XM_056792131.1	A
anno1.g3720.t1	A	rna-XM_056792128.1	A
anno1.g3721.t1	A	rna-XM_056773589.1	A
anno1.g3722.t1	A	rna-XM_056792676.1	A
anno1.g3724.t1	A	rna-XM_056793095.1	A
anno1.g3725.t1	A	rna-XM_056773883.1	A
anno1.g3711.t1	A	rna-XM_056786121.1	A
anno1.g9449.t1	A	rna-XM_056779000.1	A
anno1.g3708.t1	A	rna-XM_056773849.1	A
anno1.g3707.t2	A	rna-XM_056784139.1	A
anno1.g9433.t1	A	rna-XM_056774587.1	A
anno1.g9435.t1	A	rna-XM_056774591.1	A
anno1.g9437.t2	A	rna-XM_056777040.1	A
anno1.g9438.t1	A	rna-XM_056779584.1	A
anno1.g3706.t1	A	rna-XM_056791482.1	A
anno1.g3697.t1	A	rna-XM_056778063.1	A
anno1.g3700.t8	A	rna-XM_056775401.1	A
anno1.g3701.t1	A	rna-XM_056778197.1	A
anno1.g3703.t1	A	rna-XM_056779577.1	A
anno1.g3704.t1	A	rna-XM_056781556.1	A
anno1.g3705.t2	A	rna-XM_056793202.1	A
anno1.g9420.t1	A	rna-XM_056775992.1	A
anno1.g9406.t1	A	rna-XM_056779711.1	A
anno1.g3693.t1	A	rna-XM_056792389.1	A
anno1.g3666.t1	A	rna-XM_056786056.1	A
anno1.g3667.t1	A	rna-XM_056786057.1	A
anno1.g3668.t1	A	rna-XM_056780596.1	A
anno1.g3669.t1	A	rna-XM_056781775.1	A
anno1.g3670.t1	A	rna-XM_056781581.1	A
anno1.g3671.t2	A	rna-XM_056781580.1	A
anno1.g3672.t1	A	rna-XM_056783007.1	A
anno1.g3673.t2	A	rna-XM_056783005.1	A
anno1.g3674.t1	A	rna-XM_056776521.1	A
anno1.g3677.t3	A	rna-XM_056777569.1	A
anno1.g3678.t1	A	rna-XM_056785227.1	A
anno1.g3679.t1	A	rna-XM_056785223.1	A
anno1.g3680.t1	A	rna-XM_056784738.1	A
anno1.g3682.t1	A	rna-XM_056784185.1	A
anno1.g3683.t2	A	rna-XM_056785228.1	A
anno1.g3685.t1	A	rna-XM_056784739.1	A
anno1.g3686.t1	A	rna-XM_056776323.1	A
anno1.g3687.t1	A	rna-XM_056785221.1	A
anno1.g3688.t2	A	rna-XM_056776244.1	A
anno1.g3689.t1	A	rna-XM_056793069.1	A
anno1.g3690.t1	A	rna-XM_056790313.1	X
anno1.g3691.t1	A	rna-XM_056776152.1	A
anno1.g9398.t1	A	rna-XM_056778469.1	A
anno1.g3650.t1	A	rna-XM_056792278.1	A
anno1.g3652.t1	A	rna-XM_056776307.1	A
anno1.g3653.t1	A	rna-XM_056789736.1	X
anno1.g3654.t1	A	rna-XM_056778811.1	A
anno1.g3655.t2	A	rna-XM_056776306.1	A
anno1.g3657.t1	A	rna-XM_056773804.1	A
anno1.g3658.t2	A	rna-XM_056781323.1	A
anno1.g3659.t1	A	rna-XM_056784665.1	A
anno1.g3660.t1	A	rna-XM_056787778.1	A
anno1.g3661.t3	A	rna-XM_056790178.1	X
anno1.g3663.t2	A	rna-XM_056790748.1	A
anno1.g3637.t1	A	rna-XM_056780697.1	A
anno1.g3638.t1	A	rna-XM_056780027.1	A
anno1.g3639.t1	A	rna-XM_056779525.1	A
anno1.g3640.t1	A	rna-XM_056777114.1	A
anno1.g3641.t1	A	rna-XM_056777343.1	A
anno1.g3642.t1	A	rna-XM_056777331.1	A
anno1.g3643.t1	A	rna-XM_056777958.1	A
anno1.g3644.t1	A	rna-XM_056776633.1	A
anno1.g3645.t1	A	rna-XM_056777959.1	A
anno1.g3646.t1	A	rna-XM_056781547.1	A
anno1.g3647.t1	A	rna-XM_056782035.1	A
anno1.g3648.t1	A	rna-XM_056789966.1	X
anno1.g3649.t1	A	rna-XM_056789438.1	X
anno1.g9380.t1	A	rna-XM_056792326.1	A
anno1.g9366.t1	A	rna-XM_056779096.1	A
anno1.g9359.t3	A	rna-XM_056775298.1	A
anno1.g9361.t1	A	rna-XM_056784310.1	A
anno1.g3630.t2	A	rna-XM_056783061.1	A
anno1.g3631.t1	A	rna-XM_056788717.1	A
anno1.g3632.t1	A	rna-XM_056788714.1	A
anno1.g3634.t1	A	rna-XM_056788536.1	A
anno1.g9356.t1	A	rna-XM_056791036.1	X
anno1.g9355.t1	A	rna-XM_056787044.1	A
anno1.g3594.t1	A	rna-XM_056775823.1	A
anno1.g3597.t2	A	rna-XM_056793081.1	A
anno1.g3598.t1	A	rna-XM_056791651.1	A
anno1.g3601.t1	A	rna-XM_056793077.1	A
anno1.g3602.t1	A	rna-XM_056773732.1	A
anno1.g3604.t1	A	rna-XM_056783356.1	A
anno1.g3606.t2	A	rna-XM_056782901.1	A
anno1.g3607.t1	A	rna-XM_056791778.1	A
anno1.g3608.t1	A	rna-XM_056782883.1	A
anno1.g3609.t1	A	rna-XM_056792714.1	A
anno1.g3610.t1	A	rna-XM_056793078.1	A
anno1.g3611.t2	A	rna-XM_056781967.1	A
anno1.g3612.t1	A	rna-XM_056781915.1	A
anno1.g3614.t1	A	rna-XM_056786614.1	A
anno1.g3615.t3	A	rna-XM_056779572.1	A
anno1.g3616.t2	A	rna-XM_056780957.1	A
anno1.g3617.t1	A	rna-XM_056790841.1	X
anno1.g3618.t1	A	rna-XM_056793087.1	A
anno1.g3619.t1	A	rna-XM_056787000.1	A
anno1.g3626.t1	A	rna-XM_056776528.1	A
anno1.g3588.t1	A	rna-XM_056792920.1	A
anno1.g9328.t1	A	rna-XM_056785355.1	A
anno1.g9329.t1	A	rna-XM_056774216.1	A
anno1.g3556.t1	A	rna-XM_056775927.1	A
anno1.g3559.t1	A	rna-XM_056781599.1	A
anno1.g3560.t1	A	rna-XM_056790185.1	A
anno1.g3561.t1	A	rna-XM_056785400.1	A
anno1.g3563.t1	A	rna-XM_056780491.1	A
anno1.g3564.t1	A	rna-XM_056774481.1	A
anno1.g3565.t2	A	rna-XM_056790167.1	X
anno1.g3566.t1	A	rna-XM_056783073.1	A
anno1.g3567.t1	A	rna-XM_056790925.1	X
anno1.g3569.t1	A	rna-XM_056783968.1	A
anno1.g3570.t1	A	rna-XM_056784686.1	A
anno1.g3571.t5	A	rna-XM_056779051.1	A
anno1.g3572.t1	A	rna-XM_056784192.1	A
anno1.g3577.t2	A	rna-XM_056780278.1	A
anno1.g3578.t1	A	rna-XM_056780282.1	A
anno1.g3579.t1	A	rna-XM_056780279.1	A
anno1.g3580.t1	A	rna-XM_056791558.1	A
anno1.g3581.t1	A	rna-XM_056784984.1	A
anno1.g3583.t1	A	rna-XM_056775711.1	A
anno1.g3584.t2	A	rna-XM_056781298.1	A
anno1.g3585.t1	A	rna-XM_056779260.1	A
anno1.g3586.t1	A	rna-XM_056775287.1	A
anno1.g3587.t1	A	rna-XM_056781304.1	A
anno1.g9311.t1	A	rna-XM_056774206.1	A
anno1.g9319.t1	A	rna-XM_056791843.1	A
anno1.g3530.t1	A	rna-XM_056792147.1	A
anno1.g3532.t1	A	rna-XM_056773970.1	A
anno1.g3533.t2	A	rna-XM_056791932.1	A
anno1.g3535.t1	A	rna-XM_056792106.1	A
anno1.g3537.t2	A	rna-XM_056788194.1	A
anno1.g3538.t1	A	rna-XM_056775489.1	A
anno1.g3540.t2	A	rna-XM_056788858.1	A
anno1.g3541.t1	A	rna-XM_056788526.1	A
anno1.g3542.t1	A	rna-XM_056785586.1	A
anno1.g3544.t2	A	rna-XM_056790601.1	X
anno1.g3545.t2	A	rna-XM_056791960.1	A
anno1.g3546.t1	A	rna-XM_056788895.1	A
anno1.g3547.t2	A	rna-XM_056780597.1	A
anno1.g3548.t1	A	rna-XM_056780321.1	A
anno1.g3549.t2	A	rna-XM_056787574.1	A
anno1.g3550.t1	A	rna-XM_056789012.1	A
anno1.g3552.t1	A	rna-XM_056791940.1	A
anno1.g3553.t1	A	rna-XM_056792144.1	A
anno1.g3554.t1	A	rna-XM_056785790.1	A
anno1.g9247.t1	A	rna-XM_056785106.1	A
anno1.g3503.t1	A	rna-XM_056774694.1	A
anno1.g3505.t1	A	rna-XM_056775124.1	A
anno1.g3506.t1	A	rna-XM_056775129.1	A
anno1.g3507.t1	A	rna-XM_056775126.1	A
anno1.g3508.t2	A	rna-XM_056775127.1	A
anno1.g3509.t1	A	rna-XM_056775523.1	A
anno1.g3512.t1	A	rna-XM_056785652.1	A
anno1.g3513.t1	A	rna-XM_056774147.1	A
anno1.g3514.t1	A	rna-XM_056774145.1	A
anno1.g3516.t1	A	rna-XM_056790524.1	X
anno1.g3517.t2	A	rna-XM_056773991.1	A
anno1.g3518.t1	A	rna-XM_056773989.1	A
anno1.g3519.t1	A	rna-XM_056773596.1	A
anno1.g3520.t1	A	rna-XM_056773594.1	A
anno1.g3521.t1	A	rna-XM_056785671.1	A
anno1.g3522.t1	A	rna-XM_056774921.1	A
anno1.g3523.t1	A	rna-XM_056789015.1	A
anno1.g3524.t1	A	rna-XM_056788360.1	A
anno1.g3526.t3	A	rna-XM_056788362.1	A
anno1.g9233.t2	A	rna-XM_056788051.1	A
anno1.g9231.t1	A	rna-XM_056784101.1	A
anno1.g9229.t1	A	rna-XM_056783576.1	A
anno1.g3479.t2	A	rna-XM_056784732.1	A
anno1.g3481.t1	A	rna-XM_056783889.1	A
anno1.g3482.t1	A	rna-XM_056783895.1	A
anno1.g3483.t1	A	rna-XM_056783897.1	A
anno1.g3484.t1	A	rna-XM_056785588.1	A
anno1.g3489.t1	A	rna-XM_056787251.1	A
anno1.g3491.t1	A	rna-XM_056787253.1	A
anno1.g3492.t2	A	rna-XM_056787254.1	A
anno1.g3493.t1	A	rna-XM_056787248.1	A
anno1.g3495.t1	A	rna-XM_056785383.1	A
anno1.g3496.t1	A	rna-XM_056779001.1	A
anno1.g3497.t1	A	rna-XM_056784115.1	A
anno1.g9215.t2	A	rna-XM_056785942.1	A
anno1.g9218.t1	A	rna-XM_056782406.1	A
anno1.g9219.t1	A	rna-XM_056775199.1	A
anno1.g9220.t1	A	rna-XM_056781782.1	A
anno1.g9222.t1	A	rna-XM_056778757.1	A
anno1.g9226.t1	A	rna-XM_056784082.1	A
anno1.g9209.t1	A	rna-XM_056790388.1	A
anno1.g9189.t1	A	rna-XM_056776305.1	A
anno1.g3468.t1	A	rna-XM_056792851.1	A
anno1.g3469.t1	A	rna-XM_056774143.1	A
anno1.g9171.t1	A	rna-XM_056785299.1	A
anno1.g3457.t2	A	rna-XM_056778217.1	A
anno1.g3458.t1	A	rna-XM_056778214.1	A
anno1.g3418.t1	X	rna-XM_056789202.1	X
anno1.g3419.t1	X	rna-XM_056789907.1	X
anno1.g3422.t1	X	rna-XM_056789257.1	X
anno1.g3424.t1	X	rna-XM_056790943.1	X
anno1.g3426.t1	X	rna-XM_056789542.1	X
anno1.g3427.t2	X	rna-XM_056790569.1	X
anno1.g3428.t1	X	rna-XM_056789873.1	X
anno1.g3429.t1	X	rna-XM_056775863.1	A
anno1.g3430.t1	X	rna-XM_056790568.1	X
anno1.g3431.t1	X	rna-XM_056790502.1	X
anno1.g3432.t1	X	rna-XM_056789616.1	X
anno1.g3433.t1	X	rna-XM_056789314.1	X
anno1.g3435.t1	X	rna-XM_056789165.1	X
