D_carinulata	chromosome	B_varius	chromosome
rna-XM_057809737.1	X	anno1.g12015.t5	X
rna-XM_057808490.1	X	anno1.g11844.t1	X
rna-XM_057808502.1	X	anno1.g12223.t2	X
rna-XM_057808528.1	X	anno1.g7739.t1	A
rna-XM_057808564.1	X	anno1.g7741.t1	A
rna-XM_057808549.1	X	anno1.g7742.t1	A
rna-XM_057808577.1	X	anno1.g7743.t1	A
rna-XM_057808589.1	X	anno1.g7711.t1	A
rna-XM_057808602.1	X	anno1.g7712.t2	A
rna-XM_057808642.1	X	anno1.g7713.t2	A
rna-XM_057808654.1	X	anno1.g6068.t1	A
rna-XM_057808667.1	X	anno1.g6074.t1	A
rna-XM_057808680.1	X	anno1.g6072.t1	A
rna-XM_057808747.1	X	anno1.g6058.t1	A
rna-XM_057802033.1	X	anno1.g5416.t1	A
rna-XM_057808853.1	X	anno1.g8302.t1	A
rna-XM_057808886.1	X	anno1.g5330.t1	A
rna-XM_057808897.1	X	anno1.g5331.t1	A
rna-XM_057808909.1	X	anno1.g2909.t1	A
rna-XM_057809337.1	X	anno1.g2938.t1	A
rna-XM_057809326.1	X	anno1.g2937.t1	A
rna-XM_057808922.1	X	anno1.g3015.t1	A
rna-XM_057809266.1	X	anno1.g3526.t1	A
rna-XM_057809371.1	X	anno1.g8670.t1	A
rna-XM_057809349.1	X	anno1.g8671.t1	A
rna-XM_057808945.1	X	anno1.g8672.t2	A
rna-XM_057809382.1	X	anno1.g10179.t1	A
rna-XM_057809360.1	X	anno1.g3595.t1	A
rna-XM_057809314.1	X	anno1.g11459.t1	A
rna-XM_057802888.1	X	anno1.g9257.t1	A
rna-XM_057809957.1	X	anno1.g9252.t1	A
rna-XM_057809958.1	X	anno1.g9255.t1	A
rna-XM_057809959.1	X	anno1.g3925.t1	A
rna-XM_057809960.1	X	anno1.g1496.t1	A
rna-XM_057809972.1	X	anno1.g3928.t1	A
rna-XM_057809993.1	X	anno1.g3927.t1	A
rna-XM_057810005.1	X	anno1.g3926.t1	A
rna-XM_057810026.1	X	anno1.g3921.t1	A
rna-XM_057810039.1	X	anno1.g3920.t1	A
rna-XM_057810071.1	X	anno1.g3924.t1	A
rna-XM_057810059.1	X	anno1.g10597.t1	A
rna-XM_057804109.1	X	anno1.g1099.t1	A
rna-XM_057802330.1	X	anno1.g7088.t1	A
rna-XM_057804121.1	X	anno1.g7090.t1	A
rna-XM_057794867.1	X	anno1.g7710.t1	A
rna-XM_057816935.1	X	anno1.g10628.t1	A
rna-XM_057796599.1	X	anno1.g10645.t2	A
rna-XM_057807626.1	X	anno1.g4125.t1	A
rna-XM_057795052.1	X	anno1.g11080.t1	A
rna-XM_057796523.1	X	anno1.g6334.t1	A
rna-XM_057802408.1	X	anno1.g6260.t1	A
rna-XM_057802399.1	X	anno1.g6259.t1	A
rna-XM_057794903.1	X	anno1.g1809.t1	A
rna-XM_057806968.1	X	anno1.g1773.t1	A
rna-XM_057806907.1	X	anno1.g1774.t1	A
rna-XM_057806938.1	X	anno1.g6163.t1	A
rna-XM_057806840.1	X	anno1.g1402.t1	A
rna-XM_057806926.1	X	anno1.g1808.t1	A
rna-XM_057806949.1	X	anno1.g1807.t2	A
rna-XM_057806859.1	X	anno1.g5332.t2	A
rna-XM_057813941.1	X	anno1.g11079.t1	A
rna-XM_057813953.1	X	anno1.g11078.t1	A
rna-XM_057813977.1	X	anno1.g11077.t1	A
rna-XM_057802516.1	X	anno1.g7660.t1	A
rna-XM_057807526.1	X	anno1.g6658.t1	A
rna-XM_057797954.1	X	anno1.g11075.t1	A
rna-XM_057797916.1	X	anno1.g11074.t1	A
rna-XM_057806352.1	X	anno1.g11081.t1	A
rna-XM_057813229.1	X	anno1.g3934.t2	A
rna-XM_057813241.1	X	anno1.g6659.t1	A
rna-XM_057813252.1	X	anno1.g6100.t1	A
rna-XM_057813271.1	X	anno1.g6463.t2	A
rna-XM_057796488.1	X	anno1.g4187.t1	A
rna-XM_057796074.1	X	anno1.g6937.t1	A
rna-XM_057796363.1	X	anno1.g6657.t1	A
rna-XM_057796130.1	X	anno1.g7661.t1	A
rna-XM_057796196.1	X	anno1.g7664.t1	A
rna-XM_057796262.1	X	anno1.g7665.t1	A
rna-XM_057796336.1	X	anno1.g5728.t1	A
rna-XM_057796118.1	X	anno1.g5599.t1	A
rna-XM_057796274.1	X	anno1.g411.t1	A
rna-XM_057796357.1	X	anno1.g1497.t1	A
rna-XM_057796350.1	X	anno1.g7735.t1	A
rna-XM_057796303.1	X	anno1.g7669.t1	A
rna-XM_057796394.1	X	anno1.g7671.t1	A
rna-XM_057816017.1	X	anno1.g7670.t1	A
rna-XM_057816031.1	X	anno1.g7672.t1	A
rna-XM_057807054.1	X	anno1.g7668.t1	A
rna-XM_057796423.1	X	anno1.g7714.t1	A
rna-XM_057805411.1	X	anno1.g7667.t1	A
rna-XM_057806591.1	X	anno1.g7666.t1	A
rna-XM_057806586.1	X	anno1.g6533.t4	A
rna-XM_057806594.1	X	anno1.g1650.t1	A
rna-XM_057806640.1	X	anno1.g5598.t1	A
rna-XM_057806670.1	X	anno1.g1766.t1	A
rna-XM_057798559.1	X	anno1.g6274.t1	A
rna-XM_057804484.1	X	anno1.g6286.t1	A
rna-XM_057795969.1	X	anno1.g10374.t2	A
rna-XM_057795999.1	X	anno1.g12009.t2	X
rna-XM_057807161.1	X	anno1.g2556.t1	A
rna-XM_057805738.1	X	anno1.g10590.t1	A
rna-XM_057804414.1	X	anno1.g1193.t1	A
rna-XM_057803060.1	X	anno1.g6070.t2	A
rna-XM_057811292.1	X	anno1.g1203.t1	A
rna-XM_057798535.1	X	anno1.g6292.t1	A
rna-XM_057816038.1	X	anno1.g6293.t1	A
rna-XM_057813539.1	X	anno1.g10350.t1	A
rna-XM_057811333.1	X	anno1.g10356.t2	A
rna-XM_057811467.1	X	anno1.g2931.t1	A
rna-XM_057811488.1	X	anno1.g10354.t1	A
rna-XM_057811502.1	X	anno1.g10646.t1	A
rna-XM_057811550.1	X	anno1.g10440.t1	A
rna-XM_057811515.1	X	anno1.g10426.t1	A
rna-XM_057811540.1	X	anno1.g9146.t1	A
rna-XM_057795114.1	X	anno1.g9667.t1	A
rna-XM_057805243.1	X	anno1.g9580.t1	A
rna-XM_057805235.1	X	anno1.g9579.t1	A
rna-XM_057805294.1	X	anno1.g283.t2	A
rna-XM_057805264.1	X	anno1.g10411.t1	A
rna-XM_057805356.1	X	anno1.g10415.t1	A
rna-XM_057805341.1	X	anno1.g10414.t1	A
rna-XM_057805318.1	X	anno1.g10413.t1	A
rna-XM_057805279.1	X	anno1.g10412.t1	A
rna-XM_057795125.1	X	anno1.g10395.t1	A
rna-XM_057809443.1	X	anno1.g3330.t1	A
rna-XM_057809541.1	X	anno1.g2515.t1	A
rna-XM_057809495.1	X	anno1.g2516.t1	A
rna-XM_057795708.1	X	anno1.g5458.t2	A
rna-XM_057795908.1	X	anno1.g5459.t1	A
rna-XM_057796018.1	X	anno1.g6474.t2	A
rna-XM_057812210.1	X	anno1.g5460.t1	A
rna-XM_057812166.1	X	anno1.g4138.t4	A
rna-XM_057798215.1	X	anno1.g4140.t1	A
rna-XM_057798016.1	X	anno1.g4856.t1	A
rna-XM_057803601.1	X	anno1.g4925.t1	A
rna-XM_057803615.1	X	anno1.g9047.t1	A
rna-XM_057810784.1	X	anno1.g8000.t2	A
rna-XM_057810490.1	X	anno1.g8001.t1	A
rna-XM_057811972.1	X	anno1.g7811.t1	A
rna-XM_057811961.1	X	anno1.g9908.t1	A
rna-XM_057811994.1	X	anno1.g9907.t1	A
rna-XM_057810855.1	X	anno1.g9904.t1	A
rna-XM_057810833.1	X	anno1.g4268.t1	A
rna-XM_057812771.1	X	anno1.g9386.t1	A
rna-XM_057812641.1	X	anno1.g9390.t1	A
rna-XM_057816841.1	X	anno1.g7028.t1	A
rna-XM_057807126.1	X	anno1.g7034.t2	A
rna-XM_057797386.1	X	anno1.g7036.t1	A
rna-XM_057816562.1	X	anno1.g6652.t1	A
rna-XM_057807017.1	X	anno1.g6653.t1	A
rna-XM_057804352.1	X	anno1.g6654.t1	A
rna-XM_057813484.1	X	anno1.g6655.t1	A
rna-XM_057813465.1	X	anno1.g6984.t1	A
rna-XM_057810255.1	X	anno1.g6661.t2	A
rna-XM_057810304.1	X	anno1.g6660.t1	A
rna-XM_057810282.1	X	anno1.g5305.t1	A
rna-XM_057810201.1	X	anno1.g10765.t2	A
rna-XM_057810167.1	X	anno1.g3306.t1	A
rna-XM_057810144.1	X	anno1.g3305.t1	A
rna-XM_057810180.1	X	anno1.g10089.t1	A
rna-XM_057810341.1	X	anno1.g10098.t1	A
rna-XM_057815862.1	X	anno1.g1624.t1	A
rna-XM_057802186.1	X	anno1.g1625.t1	A
rna-XM_057807584.1	X	anno1.g7241.t1	A
rna-XM_057807623.1	X	anno1.g7072.t1	A
rna-XM_057807634.1	X	anno1.g8907.t1	A
rna-XM_057807903.1	X	anno1.g6320.t1	A
rna-XM_057807803.1	X	anno1.g1635.t2	A
rna-XM_057807925.1	X	anno1.g1634.t1	A
rna-XM_057807668.1	X	anno1.g6331.t1	A
rna-XM_057807695.1	X	anno1.g8857.t1	A
rna-XM_057807761.1	X	anno1.g5983.t1	A
rna-XM_057807627.1	X	anno1.g6402.t2	A
rna-XM_057807782.1	X	anno1.g6403.t1	A
rna-XM_057807814.1	X	anno1.g6404.t1	A
rna-XM_057807866.1	X	anno1.g6405.t1	A
rna-XM_057808021.1	X	anno1.g6399.t1	A
rna-XM_057808009.1	X	anno1.g6127.t1	A
rna-XM_057808054.1	X	anno1.g6866.t1	A
rna-XM_057808067.1	X	anno1.g6867.t2	A
rna-XM_057808035.1	X	anno1.g6473.t1	A
rna-XM_057808097.1	X	anno1.g959.t1	A
rna-XM_057808237.1	X	anno1.g6735.t1	A
rna-XM_057808210.1	X	anno1.g6394.t1	A
rna-XM_057808250.1	X	anno1.g6395.t2	A
rna-XM_057808262.1	X	anno1.g6397.t1	A
rna-XM_057808300.1	X	anno1.g6187.t1	A
rna-XM_057808276.1	X	anno1.g10018.t1	A
rna-XM_057808288.1	X	anno1.g9775.t1	A
rna-XM_057808323.1	X	anno1.g9756.t1	A
rna-XM_057816503.1	X	anno1.g5995.t1	A
rna-XM_057816516.1	X	anno1.g5998.t1	A
rna-XM_057816703.1	X	anno1.g700.t1	A
rna-XM_057816718.1	X	anno1.g6332.t1	A
rna-XM_057816746.1	X	anno1.g6244.t1	A
rna-XM_057816734.1	X	anno1.g6243.t1	A
rna-XM_057816758.1	X	anno1.g6242.t1	A
rna-XM_057816779.1	X	anno1.g1898.t1	A
rna-XM_057803088.1	X	anno1.g6254.t1	A
rna-XM_057816455.1	X	anno1.g6247.t1	A
rna-XM_057803407.1	X	anno1.g1917.t2	A
rna-XM_057803394.1	X	anno1.g1960.t2	A
rna-XM_057804817.1	X	anno1.g6294.t1	A
rna-XM_057804805.1	X	anno1.g6037.t1	A
rna-XM_057804793.1	X	anno1.g6290.t1	A
rna-XM_057798202.1	X	anno1.g6275.t1	A
rna-XM_057807404.1	X	anno1.g226.t1	A
rna-XM_057807417.1	X	anno1.g10113.t1	A
rna-XM_057810418.1	X	anno1.g10310.t1	A
rna-XM_057801486.1	X	anno1.g10309.t1	A
rna-XM_057814621.1	X	anno1.g4384.t1	A
rna-XM_057815652.1	X	anno1.g9419.t2	A
rna-XM_057798360.1	X	anno1.g6223.t1	A
rna-XM_057807042.1	X	anno1.g10858.t1	A
rna-XM_057795862.1	X	anno1.g10857.t2	A
rna-XM_057795931.1	X	anno1.g9368.t1	A
rna-XM_057795850.1	X	anno1.g6739.t1	A
rna-XM_057795826.1	X	anno1.g9460.t1	A
rna-XM_057795839.1	X	anno1.g10674.t1	A
rna-XM_057795909.1	X	anno1.g10676.t1	A
rna-XM_057795919.1	X	anno1.g10675.t1	A
rna-XM_057795875.1	X	anno1.g10673.t1	A
rna-XM_057795896.1	X	anno1.g10035.t1	A
rna-XM_057795511.1	X	anno1.g10677.t1	A
rna-XM_057795799.1	X	anno1.g11249.t2	A
rna-XM_057813001.1	X	anno1.g5561.t1	A
rna-XM_057813016.1	X	anno1.g7622.t1	A
rna-XM_057808475.1	X	anno1.g5151.t2	A
rna-XM_057799803.1	X	anno1.g6708.t2	A
rna-XM_057812435.1	X	anno1.g6709.t1	A
rna-XM_057812423.1	X	anno1.g9483.t1	A
rna-XM_057813321.1	X	anno1.g4382.t1	A
rna-XM_057813285.1	X	anno1.g4786.t1	A
rna-XM_057797841.1	X	anno1.g11286.t1	A
rna-XM_057797874.1	X	anno1.g10220.t1	A
rna-XM_057797863.1	X	anno1.g11287.t1	A
rna-XM_057815671.1	X	anno1.g10210.t2	A
rna-XM_057797247.1	X	anno1.g11270.t1	A
rna-XM_057797231.1	X	anno1.g10211.t1	A
rna-XM_057815981.1	A	anno1.g2101.t1	A
rna-XM_057815935.1	A	anno1.g8715.t1	A
rna-XM_057815933.1	A	anno1.g5008.t1	A
rna-XM_057815532.1	A	anno1.g4945.t1	A
rna-XM_057815533.1	A	anno1.g2741.t1	A
rna-XM_057815763.1	A	anno1.g802.t1	A
rna-XM_057795426.1	A	anno1.g8714.t1	A
rna-XM_057795427.1	A	anno1.g1510.t1	A
rna-XM_057795421.1	A	anno1.g1509.t1	A
rna-XM_057795424.1	A	anno1.g1508.t1	A
rna-XM_057816860.1	A	anno1.g8716.t1	A
rna-XM_057816856.1	A	anno1.g6586.t1	A
rna-XM_057816859.1	A	anno1.g8717.t1	A
rna-XM_057815420.1	A	anno1.g3184.t1	A
rna-XM_057815687.1	A	anno1.g1507.t1	A
rna-XM_057815668.1	A	anno1.g2419.t1	A
rna-XM_057815672.1	A	anno1.g765.t2	A
rna-XM_057815670.1	A	anno1.g8713.t1	A
rna-XM_057815683.1	A	anno1.g964.t2	A
rna-XM_057815666.1	A	anno1.g8430.t1	A
rna-XM_057815675.1	A	anno1.g8417.t1	A
rna-XM_057815667.1	A	anno1.g853.t1	A
rna-XM_057815681.1	A	anno1.g8407.t1	A
rna-XM_057815669.1	A	anno1.g5322.t1	A
rna-XM_057815673.1	A	anno1.g803.t1	A
rna-XM_057815682.1	A	anno1.g2740.t1	A
rna-XM_057815685.1	A	anno1.g813.t1	A
rna-XM_057815688.1	A	anno1.g5511.t1	A
rna-XM_057815551.1	A	anno1.g919.t1	A
rna-XM_057816538.1	A	anno1.g10291.t2	A
rna-XM_057815014.1	A	anno1.g2392.t1	A
rna-XM_057815091.1	A	anno1.g2901.t1	A
rna-XM_057815067.1	A	anno1.g2899.t1	A
rna-XM_057815027.1	A	anno1.g878.t1	A
rna-XM_057815603.1	A	anno1.g963.t1	A
rna-XM_057815605.1	A	anno1.g965.t1	A
rna-XM_057815557.1	A	anno1.g10300.t1	A
rna-XM_057815558.1	A	anno1.g2410.t1	A
rna-XM_057795366.1	A	anno1.g2924.t1	A
rna-XM_057816205.1	A	anno1.g2925.t1	A
rna-XM_057816204.1	A	anno1.g2910.t1	A
rna-XM_057795408.1	A	anno1.g2919.t1	A
rna-XM_057795399.1	A	anno1.g2920.t1	A
rna-XM_057795402.1	A	anno1.g3170.t4	A
rna-XM_057815878.1	A	anno1.g2911.t1	A
rna-XM_057795409.1	A	anno1.g2912.t1	A
rna-XM_057816854.1	A	anno1.g2914.t1	A
rna-XM_057816845.1	A	anno1.g2915.t4	A
rna-XM_057816636.1	A	anno1.g2916.t1	A
rna-XM_057815616.1	A	anno1.g2917.t1	A
rna-XM_057815618.1	A	anno1.g7906.t1	A
rna-XM_057815791.1	A	anno1.g7905.t1	A
rna-XM_057815796.1	A	anno1.g7904.t1	A
rna-XM_057815792.1	A	anno1.g7903.t1	A
rna-XM_057815801.1	A	anno1.g7902.t1	A
rna-XM_057815794.1	A	anno1.g9458.t1	A
rna-XM_057795207.1	A	anno1.g815.t1	A
rna-XM_057795205.1	A	anno1.g2846.t1	A
rna-XM_057816698.1	A	anno1.g2845.t1	A
rna-XM_057816541.1	A	anno1.g2844.t1	A
rna-XM_057815700.1	A	anno1.g2843.t1	A
rna-XM_057815859.1	A	anno1.g2842.t1	A
rna-XM_057815536.1	A	anno1.g2828.t3	A
rna-XM_057815541.1	A	anno1.g2829.t1	A
rna-XM_057815879.1	A	anno1.g5143.t1	A
rna-XM_057816285.1	A	anno1.g3195.t1	A
rna-XM_057816292.1	A	anno1.g5146.t1	A
rna-XM_057815835.1	A	anno1.g395.t2	A
rna-XM_057815836.1	A	anno1.g392.t1	A
rna-XM_057816649.1	A	anno1.g412.t1	A
rna-XM_057815921.1	A	anno1.g405.t1	A
rna-XM_057815918.1	A	anno1.g415.t1	A
rna-XM_057815919.1	A	anno1.g413.t1	A
rna-XM_057815923.1	A	anno1.g409.t1	A
rna-XM_057815925.1	A	anno1.g408.t1	A
rna-XM_057815926.1	A	anno1.g410.t1	A
rna-XM_057816682.1	A	anno1.g549.t1	A
rna-XM_057795463.1	A	anno1.g4985.t1	A
rna-XM_057795465.1	A	anno1.g111.t1	A
rna-XM_057815826.1	A	anno1.g112.t1	A
rna-XM_057816475.1	A	anno1.g110.t1	A
rna-XM_057816474.1	A	anno1.g4560.t1	A
rna-XM_057816479.1	A	anno1.g10239.t1	A
rna-XM_057816477.1	A	anno1.g10238.t1	A
rna-XM_057816478.1	A	anno1.g3863.t1	A
rna-XM_057816481.1	A	anno1.g3862.t1	A
rna-XM_057816486.1	A	anno1.g3864.t1	A
rna-XM_057816485.1	A	anno1.g5648.t1	A
rna-XM_057816487.1	A	anno1.g11215.t1	A
rna-XM_057816488.1	A	anno1.g11214.t2	A
rna-XM_057816489.1	A	anno1.g10505.t1	A
rna-XM_057816490.1	A	anno1.g10504.t1	A
rna-XM_057815611.1	A	anno1.g9380.t2	A
rna-XM_057794887.1	A	anno1.g9379.t2	A
rna-XM_057815851.1	A	anno1.g179.t1	A
rna-XM_057815884.1	A	anno1.g180.t1	A
rna-XM_057816548.1	A	anno1.g182.t1	A
rna-XM_057816551.1	A	anno1.g186.t2	A
rna-XM_057816566.1	A	anno1.g10894.t1	A
rna-XM_057816568.1	A	anno1.g10898.t1	A
rna-XM_057816577.1	A	anno1.g10900.t1	A
rna-XM_057816570.1	A	anno1.g1171.t1	A
rna-XM_057816578.1	A	anno1.g9420.t1	A
rna-XM_057816592.1	A	anno1.g1212.t1	A
rna-XM_057816583.1	A	anno1.g1213.t1	A
rna-XM_057816595.1	A	anno1.g9750.t1	A
rna-XM_057816632.1	A	anno1.g6549.t1	A
rna-XM_057816624.1	A	anno1.g6547.t1	A
rna-XM_057816626.1	A	anno1.g6548.t2	A
rna-XM_057816628.1	A	anno1.g6184.t1	A
rna-XM_057816630.1	A	anno1.g6444.t1	A
rna-XM_057816629.1	A	anno1.g10945.t1	A
rna-XM_057816603.1	A	anno1.g3766.t1	A
rna-XM_057816138.1	A	anno1.g3769.t1	A
rna-XM_057816141.1	A	anno1.g3771.t1	A
rna-XM_057795209.1	A	anno1.g3743.t1	A
rna-XM_057795211.1	A	anno1.g3758.t1	A
rna-XM_057795216.1	A	anno1.g3757.t2	A
rna-XM_057816411.1	A	anno1.g3754.t1	A
rna-XM_057816412.1	A	anno1.g3753.t1	A
rna-XM_057816402.1	A	anno1.g3233.t1	A
rna-XM_057816355.1	A	anno1.g7100.t1	A
rna-XM_057815840.1	A	anno1.g611.t1	A
rna-XM_057815869.1	A	anno1.g8164.t1	A
rna-XM_057794858.1	A	anno1.g1447.t1	A
rna-XM_057794855.1	A	anno1.g7093.t1	A
rna-XM_057794856.1	A	anno1.g4263.t1	A
rna-XM_057794853.1	A	anno1.g609.t1	A
rna-XM_057794859.1	A	anno1.g6518.t1	A
rna-XM_057816640.1	A	anno1.g6519.t1	A
rna-XM_057795412.1	A	anno1.g9619.t1	A
rna-XM_057795414.1	A	anno1.g9620.t1	A
rna-XM_057795415.1	A	anno1.g9192.t1	A
rna-XM_057816203.1	A	anno1.g1451.t1	A
rna-XM_057815529.1	A	anno1.g1452.t3	A
rna-XM_057815569.1	A	anno1.g9447.t1	A
rna-XM_057815570.1	A	anno1.g6592.t1	A
rna-XM_057815863.1	A	anno1.g6588.t1	A
rna-XM_057816724.1	A	anno1.g6589.t1	A
rna-XM_057816723.1	A	anno1.g6590.t1	A
rna-XM_057816725.1	A	anno1.g6591.t1	A
rna-XM_057816727.1	A	anno1.g6606.t1	A
rna-XM_057816729.1	A	anno1.g6605.t1	A
rna-XM_057815892.1	A	anno1.g6604.t1	A
rna-XM_057795239.1	A	anno1.g6603.t1	A
rna-XM_057795252.1	A	anno1.g6599.t2	A
rna-XM_057795247.1	A	anno1.g9217.t1	A
rna-XM_057795255.1	A	anno1.g6598.t1	A
rna-XM_057795260.1	A	anno1.g3643.t1	A
rna-XM_057795265.1	A	anno1.g1175.t1	A
rna-XM_057795243.1	A	anno1.g3692.t1	A
rna-XM_057795240.1	A	anno1.g3752.t1	A
rna-XM_057795264.1	A	anno1.g550.t1	A
rna-XM_057795246.1	A	anno1.g538.t1	A
rna-XM_057795254.1	A	anno1.g1792.t1	A
rna-XM_057795230.1	A	anno1.g3800.t1	A
rna-XM_057795241.1	A	anno1.g3804.t1	A
rna-XM_057795248.1	A	anno1.g3792.t1	A
rna-XM_057795251.1	A	anno1.g3791.t1	A
rna-XM_057795256.1	A	anno1.g9193.t1	A
rna-XM_057795249.1	A	anno1.g9214.t1	A
rna-XM_057795180.1	A	anno1.g9213.t1	A
rna-XM_057795181.1	A	anno1.g9212.t1	A
rna-XM_057795187.1	A	anno1.g9211.t1	A
rna-XM_057795185.1	A	anno1.g9206.t1	A
rna-XM_057795188.1	A	anno1.g9210.t1	A
rna-XM_057795086.1	A	anno1.g9205.t1	A
rna-XM_057795083.1	A	anno1.g9203.t2	A
rna-XM_057795082.1	A	anno1.g9204.t1	A
rna-XM_057795088.1	A	anno1.g388.t1	A
rna-XM_057816522.1	A	anno1.g543.t1	A
rna-XM_057816517.1	A	anno1.g544.t1	A
rna-XM_057816519.1	A	anno1.g9238.t2	A
rna-XM_057816515.1	A	anno1.g1756.t1	A
rna-XM_057816521.1	A	anno1.g389.t1	A
rna-XM_057816525.1	A	anno1.g11503.t1	A
rna-XM_057816523.1	A	anno1.g7835.t1	A
rna-XM_057816526.1	A	anno1.g6995.t1	A
rna-XM_057816527.1	A	anno1.g6996.t1	A
rna-XM_057816528.1	A	anno1.g2539.t1	A
rna-XM_057816529.1	A	anno1.g396.t1	A
rna-XM_057816245.1	A	anno1.g178.t1	A
rna-XM_057816170.1	A	anno1.g10314.t2	A
rna-XM_057816664.1	A	anno1.g9378.t2	A
rna-XM_057815371.1	A	anno1.g259.t1	A
rna-XM_057815379.1	A	anno1.g258.t1	A
rna-XM_057815383.1	A	anno1.g4026.t2	A
rna-XM_057816317.1	A	anno1.g4029.t1	A
rna-XM_057816263.1	A	anno1.g4032.t1	A
rna-XM_057816314.1	A	anno1.g4033.t1	A
rna-XM_057795177.1	A	anno1.g8549.t1	A
rna-XM_057815745.1	A	anno1.g4025.t1	A
rna-XM_057816421.1	A	anno1.g4023.t1	A
rna-XM_057815906.1	A	anno1.g9171.t1	A
rna-XM_057815690.1	A	anno1.g3393.t1	A
rna-XM_057815692.1	A	anno1.g3691.t1	A
rna-XM_057815789.1	A	anno1.g3667.t1	A
rna-XM_057815787.1	A	anno1.g3744.t1	A
rna-XM_057815788.1	A	anno1.g3669.t1	A
rna-XM_057816135.1	A	anno1.g8901.t1	A
rna-XM_057815559.1	A	anno1.g3672.t1	A
rna-XM_057816658.1	A	anno1.g9709.t1	A
rna-XM_057815748.1	A	anno1.g10296.t2	A
rna-XM_057816259.1	A	anno1.g9713.t1	A
rna-XM_057815595.1	A	anno1.g3670.t1	A
rna-XM_057815565.1	A	anno1.g3671.t1	A
rna-XM_057815954.1	A	anno1.g3665.t1	A
rna-XM_057815615.1	A	anno1.g3666.t1	A
rna-XM_057815598.1	A	anno1.g2088.t1	A
rna-XM_057815983.1	A	anno1.g913.t1	A
rna-XM_057815941.1	A	anno1.g10938.t1	A
rna-XM_057815834.1	A	anno1.g8843.t1	A
rna-XM_057815589.1	A	anno1.g8894.t1	A
rna-XM_057816470.1	A	anno1.g7259.t1	A
rna-XM_057816467.1	A	anno1.g1214.t1	A
rna-XM_057816275.1	A	anno1.g1769.t1	A
rna-XM_057795356.1	A	anno1.g1649.t1	A
rna-XM_057815553.1	A	anno1.g1134.t2	A
rna-XM_057815552.1	A	anno1.g1129.t1	A
rna-XM_057794894.1	A	anno1.g5572.t1	A
rna-XM_057794899.1	A	anno1.g996.t1	A
rna-XM_057794897.1	A	anno1.g10544.t1	A
rna-XM_057794898.1	A	anno1.g10545.t2	A
rna-XM_057816158.1	A	anno1.g10546.t1	A
rna-XM_057816160.1	A	anno1.g11314.t1	A
rna-XM_057816156.1	A	anno1.g11417.t1	A
rna-XM_057816473.1	A	anno1.g11416.t1	A
rna-XM_057816472.1	A	anno1.g11415.t1	A
rna-XM_057816471.1	A	anno1.g11367.t1	A
rna-XM_057815583.1	A	anno1.g11368.t1	A
rna-XM_057815388.1	A	anno1.g11369.t1	A
rna-XM_057815394.1	A	anno1.g11893.t1	X
rna-XM_057815395.1	A	anno1.g1741.t1	A
rna-XM_057815397.1	A	anno1.g3340.t1	A
rna-XM_057815396.1	A	anno1.g8929.t1	A
rna-XM_057795293.1	A	anno1.g3343.t1	A
rna-XM_057795294.1	A	anno1.g3342.t1	A
rna-XM_057795295.1	A	anno1.g3432.t1	A
rna-XM_057815580.1	A	anno1.g7258.t1	A
rna-XM_057815579.1	A	anno1.g7003.t1	A
rna-XM_057815582.1	A	anno1.g7004.t1	A
rna-XM_057795228.1	A	anno1.g7000.t1	A
rna-XM_057815606.1	A	anno1.g10915.t1	A
rna-XM_057815561.1	A	anno1.g10918.t1	A
rna-XM_057815760.1	A	anno1.g10919.t1	A
rna-XM_057815943.1	A	anno1.g10914.t1	A
rna-XM_057795009.1	A	anno1.g10913.t1	A
rna-XM_057795038.1	A	anno1.g10904.t1	A
rna-XM_057795058.1	A	anno1.g1647.t1	A
rna-XM_057795036.1	A	anno1.g10920.t1	A
rna-XM_057795021.1	A	anno1.g9656.t2	A
rna-XM_057795000.1	A	anno1.g10439.t1	A
rna-XM_057795053.1	A	anno1.g9555.t1	A
rna-XM_057795019.1	A	anno1.g966.t1	A
rna-XM_057795055.1	A	anno1.g1648.t1	A
rna-XM_057795048.1	A	anno1.g1761.t1	A
rna-XM_057795051.1	A	anno1.g1646.t1	A
rna-XM_057795060.1	A	anno1.g701.t1	A
rna-XM_057795063.1	A	anno1.g5307.t1	A
rna-XM_057795064.1	A	anno1.g8353.t1	A
rna-XM_057795066.1	A	anno1.g6255.t1	A
rna-XM_057816283.1	A	anno1.g8082.t1	A
rna-XM_057816301.1	A	anno1.g5597.t1	A
rna-XM_057816305.1	A	anno1.g6458.t1	A
rna-XM_057795394.1	A	anno1.g4079.t2	A
rna-XM_057795398.1	A	anno1.g3779.t1	A
rna-XM_057815107.1	A	anno1.g4078.t2	A
rna-XM_057815621.1	A	anno1.g4080.t1	A
rna-XM_057815620.1	A	anno1.g2120.t1	A
rna-XM_057815625.1	A	anno1.g2121.t2	A
rna-XM_057815634.1	A	anno1.g5781.t1	A
rna-XM_057815641.1	A	anno1.g5217.t1	A
rna-XM_057815643.1	A	anno1.g3394.t1	A
rna-XM_057816233.1	A	anno1.g3362.t1	A
rna-XM_057816349.1	A	anno1.g3361.t1	A
rna-XM_057815593.1	A	anno1.g12087.t3	X
rna-XM_057815590.1	A	anno1.g3234.t1	A
rna-XM_057815430.1	A	anno1.g616.t2	A
rna-XM_057815423.1	A	anno1.g6847.t1	A
rna-XM_057815421.1	A	anno1.g1849.t1	A
