D_carinulata	chromosome	C_maculatus	chromosome
rna-XM_057806586.1	X	g11139.t3	A
rna-XM_057806594.1	X	g14475.t1	A
rna-XM_057806640.1	X	g13228.t1	A
rna-XM_057798559.1	X	g2584.t3	A
rna-XM_057804484.1	X	g2598.t1	A
rna-XM_057795969.1	X	g10513.t1	A
rna-XM_057795999.1	X	g1583.t1	X
rna-XM_057796009.1	X	g4108.t1	A
rna-XM_057807161.1	X	g1229.t2	A
rna-XM_057805738.1	X	g10710.t1	A
rna-XM_057804414.1	X	g2037.t1	A
rna-XM_057803060.1	X	g12778.t2	A
rna-XM_057811292.1	X	g14636.t1	A
rna-XM_057798535.1	X	g2669.t2	A
rna-XM_057816038.1	X	g2670.t3	A
rna-XM_057813519.1	X	g10470.t1	A
rna-XM_057813539.1	X	g10471.t1	A
rna-XM_057811333.1	X	g10478.t2	A
rna-XM_057811467.1	X	g10826.t1	A
rna-XM_057811488.1	X	g10474.t1	A
rna-XM_057811502.1	X	g10827.t1	A
rna-XM_057811550.1	X	g10581.t1	A
rna-XM_057811515.1	X	g12560.t1	A
rna-XM_057811540.1	X	g4106.t1	A
rna-XM_057795114.1	X	g4230.t1	A
rna-XM_057805243.1	X	g4117.t1	A
rna-XM_057805235.1	X	g4116.t1	A
rna-XM_057805294.1	X	g478.t1	A
rna-XM_057805356.1	X	g10566.t1	A
rna-XM_057805341.1	X	g10565.t1	A
rna-XM_057805318.1	X	g10564.t1	A
rna-XM_057805377.1	X	g4118.t1	A
rna-XM_057795125.1	X	g10539.t1	A
rna-XM_057809443.1	X	g90.t1	A
rna-XM_057809541.1	X	g1181.t1	A
rna-XM_057809495.1	X	g1182.t2	A
rna-XM_057795708.1	X	g5019.t1	A
rna-XM_057795908.1	X	g5020.t1	A
rna-XM_057796018.1	X	g12889.t1	A
rna-XM_057812210.1	X	g5021.t1	A
rna-XM_057812166.1	X	g8428.t2	A
rna-XM_057798215.1	X	g8430.t1	A
rna-XM_057803601.1	X	g9177.t1	A
rna-XM_057803615.1	X	g6919.t1	A
rna-XM_057810784.1	X	g5793.t2	A
rna-XM_057810490.1	X	g5792.t1	A
rna-XM_057811972.1	X	g9280.t1	A
rna-XM_057811961.1	X	g4462.t1	A
rna-XM_057811994.1	X	g4461.t1	A
rna-XM_057810855.1	X	g4458.t2	A
rna-XM_057810833.1	X	g8540.t1	A
rna-XM_057795138.1	X	g6156.t1	A
rna-XM_057812771.1	X	g3790.t1	A
rna-XM_057812641.1	X	g3786.t2	A
rna-XM_057816841.1	X	g11757.t1	A
rna-XM_057807126.1	X	g11774.t1	A
rna-XM_057797386.1	X	g11776.t1	A
rna-XM_057816648.1	X	g11359.t1	A
rna-XM_057816562.1	X	g11358.t1	A
rna-XM_057807017.1	X	g11356.t1	A
rna-XM_057804352.1	X	g11355.t1	A
rna-XM_057813484.1	X	g11354.t2	A
rna-XM_057813465.1	X	g11712.t1	A
rna-XM_057810255.1	X	g11347.t1	A
rna-XM_057810304.1	X	g11348.t1	A
rna-XM_057810282.1	X	g3101.t1	A
rna-XM_057810167.1	X	g111.t1	A
rna-XM_057810144.1	X	g112.t1	A
rna-XM_057810180.1	X	g4795.t2	A
rna-XM_057810341.1	X	g4786.t1	A
rna-XM_057815862.1	X	g14510.t1	A
rna-XM_057802186.1	X	g14422.t1	A
rna-XM_057807584.1	X	g12084.t1	A
rna-XM_057807623.1	X	g11814.t1	A
rna-XM_057807634.1	X	g6752.t1	A
rna-XM_057807803.1	X	g14439.t1	A
rna-XM_057807925.1	X	g14438.t1	A
rna-XM_057807668.1	X	g2700.t1	A
rna-XM_057807695.1	X	g6870.t2	A
rna-XM_057807761.1	X	g4958.t2	A
rna-XM_057807681.1	X	g6868.t1	A
rna-XM_057807627.1	X	g4879.t1	A
rna-XM_057807782.1	X	g4880.t2	A
rna-XM_057807814.1	X	g4881.t1	A
rna-XM_057807866.1	X	g4882.t1	A
rna-XM_057808021.1	X	g4875.t1	A
rna-XM_057808009.1	X	g12709.t1	A
rna-XM_057808054.1	X	g11578.t1	A
rna-XM_057808067.1	X	g11476.t1	A
rna-XM_057808035.1	X	g12888.t1	A
rna-XM_057808097.1	X	g9531.t1	A
rna-XM_057808121.1	X	g13632.t1	A
rna-XM_057808198.1	X	g1065.t1	A
rna-XM_057808237.1	X	g11206.t1	A
rna-XM_057808210.1	X	g13638.t1	A
rna-XM_057808250.1	X	g4870.t1	A
rna-XM_057808262.1	X	g4873.t1	A
rna-XM_057808300.1	X	g12639.t1	A
rna-XM_057808276.1	X	g4616.t1	A
rna-XM_057808288.1	X	g4318.t1	A
rna-XM_057808323.1	X	g4301.t1	A
rna-XM_057816503.1	X	g4947.t1	A
rna-XM_057816516.1	X	g4943.t1	A
rna-XM_057816703.1	X	g2450.t1	A
rna-XM_057816718.1	X	g2701.t1	A
rna-XM_057816746.1	X	g2552.t1	A
rna-XM_057816734.1	X	g2616.t1	A
rna-XM_057816758.1	X	g2549.t3	A
rna-XM_057816779.1	X	g14690.t1	A
rna-XM_057803088.1	X	g2562.t1	A
rna-XM_057802221.1	X	g2563.t1	A
rna-XM_057806344.1	X	g2629.t1	A
rna-XM_057806000.1	X	g2564.t1	A
rna-XM_057798038.1	X	g2631.t1	A
rna-XM_057802260.1	X	g3168.t1	A
rna-XM_057816455.1	X	g2620.t1	A
rna-XM_057803394.1	X	g14754.t1	A
rna-XM_057804817.1	X	g2672.t1	A
rna-XM_057804805.1	X	g12837.t1	A
rna-XM_057804793.1	X	g2667.t1	A
rna-XM_057798202.1	X	g2651.t1	A
rna-XM_057807343.1	X	g2142.t1	A
rna-XM_057807404.1	X	g7359.t1	A
rna-XM_057807417.1	X	g4769.t1	A
rna-XM_057810418.1	X	g10860.t1	A
rna-XM_057801486.1	X	g10859.t2	A
rna-XM_057814583.1	X	g8672.t1	A
rna-XM_057814621.1	X	g8613.t1	A
rna-XM_057815652.1	X	g3840.t2	A
rna-XM_057798360.1	X	g12608.t1	A
rna-XM_057807042.1	X	g10091.t1	A
rna-XM_057795862.1	X	g10092.t1	A
rna-XM_057795931.1	X	g3780.t1	A
rna-XM_057795850.1	X	g11201.t1	A
rna-XM_057795826.1	X	g3697.t1	A
rna-XM_057795839.1	X	g10789.t1	A
rna-XM_057795909.1	X	g10790.t1	A
rna-XM_057795919.1	X	g10791.t1	A
rna-XM_057795875.1	X	g10792.t1	A
rna-XM_057795896.1	X	g4597.t1	A
rna-XM_057795799.1	X	g9752.t1	A
rna-XM_057813001.1	X	g13265.t2	A
rna-XM_057813016.1	X	g12364.t1	A
rna-XM_057808475.1	X	g13349.t2	A
rna-XM_057799803.1	X	g11237.t1	A
rna-XM_057812435.1	X	g11236.t1	A
rna-XM_057812423.1	X	g3664.t1	A
rna-XM_057813321.1	X	g8673.t1	A
rna-XM_057813285.1	X	g9097.t2	A
rna-XM_057806779.1	X	g6111.t1	A
rna-XM_057806799.1	X	g7184.t5	A
rna-XM_057797925.1	X	g7183.t2	A
rna-XM_057807112.1	X	g11086.t1	A
rna-XM_057797841.1	X	g9716.t1	A
rna-XM_057797874.1	X	g4750.t1	A
rna-XM_057797863.1	X	g9715.t1	A
rna-XM_057815671.1	X	g4737.t2	A
rna-XM_057797247.1	X	g9732.t1	A
rna-XM_057797231.1	X	g4738.t1	A
rna-XM_057815973.1	A	g869.t2	A
rna-XM_057815981.1	A	g868.t1	A
rna-XM_057815935.1	A	g6308.t2	A
rna-XM_057815933.1	A	g9257.t2	A
rna-XM_057815532.1	A	g9161.t1	A
rna-XM_057815533.1	A	g590.t1	A
rna-XM_057815763.1	A	g14221.t1	A
rna-XM_057795426.1	A	g6307.t1	A
rna-XM_057795427.1	A	g3336.t1	A
rna-XM_057795421.1	A	g3337.t1	A
rna-XM_057795424.1	A	g3338.t1	A
rna-XM_057816855.1	A	g13723.t2	A
rna-XM_057816860.1	A	g6309.t1	A
rna-XM_057816856.1	A	g11437.t1	A
rna-XM_057816859.1	A	g6310.t1	A
rna-XM_057815420.1	A	g12461.t2	A
rna-XM_057815687.1	A	g3339.t1	A
rna-XM_057815668.1	A	g1176.t1	A
rna-XM_057815672.1	A	g5471.t1	A
rna-XM_057815670.1	A	g6306.t1	A
rna-XM_057815683.1	A	g9534.t1	A
rna-XM_057815666.1	A	g6570.t1	A
rna-XM_057815675.1	A	g3279.t1	A
rna-XM_057815667.1	A	g14284.t1	A
rna-XM_057815681.1	A	g3272.t1	A
rna-XM_057815669.1	A	g5061.t1	A
rna-XM_057815673.1	A	g13722.t1	A
rna-XM_057815682.1	A	g591.t1	A
rna-XM_057815685.1	A	g14235.t1	A
rna-XM_057815688.1	A	g13322.t1	A
rna-XM_057815551.1	A	g13850.t1	A
rna-XM_057815014.1	A	g944.t1	A
rna-XM_057815091.1	A	g514.t1	A
rna-XM_057815067.1	A	g512.t1	A
rna-XM_057815040.1	A	g2363.t1	A
rna-XM_057815027.1	A	g2364.t1	A
rna-XM_057815603.1	A	g9535.t1	A
rna-XM_057815605.1	A	g9533.t1	A
rna-XM_057815557.1	A	g10850.t1	A
rna-XM_057815558.1	A	g619.t1	A
rna-XM_057795366.1	A	g413.t1	A
rna-XM_057816205.1	A	g412.t1	A
rna-XM_057816204.1	A	g431.t1	A
rna-XM_057795408.1	A	g422.t1	A
rna-XM_057795399.1	A	g421.t1	A
rna-XM_057795402.1	A	g183.t1	A
rna-XM_057815878.1	A	g430.t1	A
rna-XM_057816854.1	A	g428.t1	A
rna-XM_057816845.1	A	g427.t4	A
rna-XM_057816636.1	A	g426.t1	A
rna-XM_057815616.1	A	g425.t1	A
rna-XM_057815618.1	A	g5897.t1	A
rna-XM_057816136.1	A	g5896.t2	A
rna-XM_057815791.1	A	g5895.t1	A
rna-XM_057815796.1	A	g5894.t1	A
rna-XM_057815792.1	A	g5893.t1	A
rna-XM_057815801.1	A	g5892.t1	A
rna-XM_057815794.1	A	g3699.t1	A
rna-XM_057795207.1	A	g14237.t1	A
rna-XM_057795205.1	A	g35.t1	A
rna-XM_057816698.1	A	g32.t1	A
rna-XM_057816541.1	A	g31.t1	A
rna-XM_057815700.1	A	g30.t1	A
rna-XM_057815859.1	A	g29.t1	A
rna-XM_057815960.1	A	g28.t1	A
rna-XM_057815536.1	A	g18.t1	A
rna-XM_057815541.1	A	g21.t2	A
rna-XM_057815879.1	A	g13358.t1	A
rna-XM_057816292.1	A	g13354.t1	A
rna-XM_057815835.1	A	g2298.t1	A
rna-XM_057815836.1	A	g2297.t1	A
rna-XM_057816647.1	A	g14167.t1	A
rna-XM_057816649.1	A	g14827.t1	A
rna-XM_057815921.1	A	g5354.t1	A
rna-XM_057815918.1	A	g14830.t1	A
rna-XM_057815919.1	A	g14828.t1	A
rna-XM_057815923.1	A	g14172.t1	A
rna-XM_057815925.1	A	g9400.t2	A
rna-XM_057815926.1	A	g14171.t1	A
rna-XM_057816682.1	A	g14011.t1	A
rna-XM_057795463.1	A	g9122.t1	A
rna-XM_057795465.1	A	g3454.t1	A
rna-XM_057815826.1	A	g3453.t1	A
rna-XM_057816267.1	A	g13364.t1	A
rna-XM_057816272.1	A	g14853.t1	A
rna-XM_057816475.1	A	g14852.t1	A
rna-XM_057816474.1	A	g8789.t1	A
rna-XM_057816479.1	A	g4829.t1	A
rna-XM_057816477.1	A	g4830.t1	A
rna-XM_057816478.1	A	g7923.t1	A
rna-XM_057816481.1	A	g7924.t1	A
rna-XM_057816484.1	A	g9209.t1	A
rna-XM_057816486.1	A	g7922.t1	A
rna-XM_057816485.1	A	g13184.t1	A
rna-XM_057816487.1	A	g9784.t1	A
rna-XM_057816488.1	A	g9785.t2	A
rna-XM_057816489.1	A	g10653.t1	A
rna-XM_057816490.1	A	g10652.t1	A
rna-XM_057815611.1	A	g3796.t1	A
rna-XM_057794887.1	A	g3798.t1	A
rna-XM_057815851.1	A	g9620.t1	A
rna-XM_057815884.1	A	g7485.t1	A
rna-XM_057816548.1	A	g7488.t1	A
rna-XM_057816550.1	A	g14419.t2	A
rna-XM_057816551.1	A	g7392.t1	A
rna-XM_057816566.1	A	g10056.t1	A
rna-XM_057816568.1	A	g10052.t1	A
rna-XM_057816570.1	A	g1857.t1	A
rna-XM_057816578.1	A	g3841.t1	A
rna-XM_057816595.1	A	g4293.t1	A
rna-XM_057816624.1	A	g11523.t1	A
rna-XM_057816626.1	A	g11524.t2	A
rna-XM_057816628.1	A	g12642.t1	A
rna-XM_057816630.1	A	g12852.t1	A
rna-XM_057816629.1	A	g10312.t1	A
rna-XM_057816603.1	A	g12540.t21	A
rna-XM_057816138.1	A	g12544.t1	A
rna-XM_057816141.1	A	g12545.t1	A
rna-XM_057795209.1	A	g8285.t1	A
rna-XM_057795211.1	A	g8270.t1	A
rna-XM_057795216.1	A	g8271.t2	A
rna-XM_057815889.1	A	g8272.t1	A
rna-XM_057816411.1	A	g8275.t2	A
rna-XM_057816412.1	A	g8276.t1	A
rna-XM_057816402.1	A	g3136.t1	A
rna-XM_057816355.1	A	g11844.t1	A
rna-XM_057815840.1	A	g13944.t1	A
rna-XM_057816323.1	A	g10685.t1	A
rna-XM_057815869.1	A	g5981.t1	A
rna-XM_057794858.1	A	g3378.t1	A
rna-XM_057794855.1	A	g11839.t1	A
rna-XM_057794856.1	A	g8536.t1	A
rna-XM_057794853.1	A	g13946.t1	A
rna-XM_057794859.1	A	g11068.t1	A
rna-XM_057816640.1	A	g11069.t1	A
rna-XM_057795412.1	A	g4168.t1	A
rna-XM_057795414.1	A	g4169.t1	A
rna-XM_057795415.1	A	g4042.t1	A
rna-XM_057816203.1	A	g3384.t1	A
rna-XM_057815529.1	A	g3386.t2	A
rna-XM_057815569.1	A	g3875.t1	A
rna-XM_057815863.1	A	g11435.t1	A
rna-XM_057816724.1	A	g11434.t1	A
rna-XM_057816723.1	A	g11433.t1	A
rna-XM_057816725.1	A	g11432.t1	A
rna-XM_057816727.1	A	g11413.t1	A
rna-XM_057816729.1	A	g11415.t1	A
rna-XM_057815860.1	A	g11419.t1	A
rna-XM_057795239.1	A	g11420.t1	A
rna-XM_057795252.1	A	g11421.t2	A
rna-XM_057795247.1	A	g4014.t1	A
rna-XM_057795255.1	A	g11424.t1	A
rna-XM_057795260.1	A	g7848.t1	A
rna-XM_057795265.1	A	g1860.t1	A
rna-XM_057795243.1	A	g8367.t2	A
rna-XM_057795263.1	A	g8277.t1	A
rna-XM_057795264.1	A	g14010.t1	A
rna-XM_057795246.1	A	g14021.t1	A
rna-XM_057795254.1	A	g2123.t1	A
rna-XM_057795230.1	A	g8233.t1	A
rna-XM_057795241.1	A	g8231.t4	A
rna-XM_057795248.1	A	g8244.t1	A
rna-XM_057795251.1	A	g8245.t1	A
rna-XM_057795256.1	A	g4040.t1	A
rna-XM_057795249.1	A	g4019.t1	A
rna-XM_057795180.1	A	g4020.t1	A
rna-XM_057795181.1	A	g4021.t1	A
rna-XM_057795187.1	A	g4022.t2	A
rna-XM_057795185.1	A	g4023.t2	A
rna-XM_057795188.1	A	g4024.t1	A
rna-XM_057795086.1	A	g4027.t2	A
rna-XM_057795083.1	A	g4030.t1	A
rna-XM_057795082.1	A	g4029.t2	A
rna-XM_057795088.1	A	g2294.t1	A
rna-XM_057816522.1	A	g14016.t1	A
rna-XM_057816517.1	A	g14015.t1	A
rna-XM_057816519.1	A	g3987.t1	A
rna-XM_057816515.1	A	g2167.t2	A
rna-XM_057816521.1	A	g2295.t1	A
rna-XM_057816525.1	A	g9687.t1	A
rna-XM_057816523.1	A	g5586.t1	A
rna-XM_057816526.1	A	g11726.t1	A
rna-XM_057816527.1	A	g11727.t1	A
rna-XM_057816528.1	A	g1209.t1	A
rna-XM_057816529.1	A	g2299.t1	A
rna-XM_057816245.1	A	g5188.t1	A
rna-XM_057816664.1	A	g3799.t1	A
rna-XM_057815371.1	A	g3523.t1	A
rna-XM_057815379.1	A	g3522.t1	A
rna-XM_057815383.1	A	g8104.t2	A
rna-XM_057816317.1	A	g8106.t1	A
rna-XM_057816263.1	A	g8107.t1	A
rna-XM_057816314.1	A	g8108.t1	A
rna-XM_057795177.1	A	g6457.t1	A
rna-XM_057815745.1	A	g8103.t1	A
rna-XM_057816421.1	A	g8101.t1	A
rna-XM_057815690.1	A	g447.t1	A
rna-XM_057815692.1	A	g8368.t2	A
rna-XM_057815962.1	A	g8365.t2	A
rna-XM_057815789.1	A	g7879.t1	A
rna-XM_057815787.1	A	g8284.t1	A
rna-XM_057815788.1	A	g7880.t1	A
rna-XM_057816135.1	A	g6744.t1	A
rna-XM_057815559.1	A	g7885.t1	A
rna-XM_057816658.1	A	g4253.t1	A
rna-XM_057815748.1	A	g3305.t1	A
rna-XM_057816259.1	A	g4264.t1	A
rna-XM_057815595.1	A	g7883.t1	A
rna-XM_057815564.1	A	g7884.t1	A
rna-XM_057815954.1	A	g7877.t1	A
rna-XM_057815615.1	A	g7878.t1	A
rna-XM_057815598.1	A	g921.t1	A
rna-XM_057815983.1	A	g2368.t1	A
rna-XM_057815941.1	A	g10302.t1	A
rna-XM_057815929.1	A	g10301.t1	A
rna-XM_057815770.1	A	g6886.t1	A
rna-XM_057815834.1	A	g6887.t1	A
rna-XM_057815589.1	A	g6735.t2	A
rna-XM_057816470.1	A	g12082.t1	A
rna-XM_057816467.1	A	g1765.t1	A
rna-XM_057816275.1	A	g2149.t2	A
rna-XM_057816281.1	A	g14477.t2	A
rna-XM_057795356.1	A	g14478.t1	A
rna-XM_057815553.1	A	g2494.t1	A
rna-XM_057815552.1	A	g2487.t1	A
rna-XM_057794894.1	A	g13249.t2	A
rna-XM_057794899.1	A	g14350.t1	A
rna-XM_057794898.1	A	g10686.t2	A
rna-XM_057816158.1	A	g10687.t1	A
rna-XM_057816156.1	A	g10158.t1	A
rna-XM_057816473.1	A	g10159.t1	A
rna-XM_057816472.1	A	g10160.t1	A
rna-XM_057816471.1	A	g10029.t1	A
rna-XM_057815583.1	A	g10028.t1	A
rna-XM_057815388.1	A	g10027.t1	A
rna-XM_057815394.1	A	g2887.t1	X
rna-XM_057815395.1	A	g2186.t1	A
rna-XM_057815397.1	A	g73.t1	A
rna-XM_057815396.1	A	g6774.t1	A
rna-XM_057795293.1	A	g71.t1	A
rna-XM_057795295.1	A	g535.t1	A
rna-XM_057815580.1	A	g12006.t1	A
rna-XM_057815579.1	A	g11734.t1	A
rna-XM_057815582.1	A	g11735.t1	A
rna-XM_057795228.1	A	g11730.t1	A
rna-XM_057815606.1	A	g10279.t1	A
rna-XM_057815561.1	A	g10281.t1	A
rna-XM_057815760.1	A	g10283.t1	A
rna-XM_057815943.1	A	g10277.t1	A
rna-XM_057795009.1	A	g10275.t2	A
rna-XM_057795038.1	A	g10266.t3	A
rna-XM_057795023.1	A	g10265.t2	A
rna-XM_057795058.1	A	g14481.t1	A
rna-XM_057795036.1	A	g10284.t1	A
rna-XM_057795021.1	A	g4205.t1	A
rna-XM_057795000.1	A	g10580.t1	A
rna-XM_057795053.1	A	g3592.t1	A
rna-XM_057795019.1	A	g9538.t1	A
rna-XM_057795045.1	A	g10903.t1	A
rna-XM_057795055.1	A	g14480.t1	A
rna-XM_057795048.1	A	g1951.t1	A
rna-XM_057795051.1	A	g14482.t1	A
rna-XM_057795060.1	A	g2449.t1	A
rna-XM_057795063.1	A	g3113.t1	A
rna-XM_057795064.1	A	g9515.t1	A
rna-XM_057816283.1	A	g5728.t1	A
rna-XM_057816301.1	A	g13229.t1	A
rna-XM_057816305.1	A	g12868.t1	A
rna-XM_057795394.1	A	g8154.t1	A
rna-XM_057795398.1	A	g8258.t1	A
rna-XM_057815107.1	A	g8152.t2	A
rna-XM_057815621.1	A	g8155.t2	A
rna-XM_057815620.1	A	g851.t1	A
rna-XM_057815625.1	A	g850.t2	A
rna-XM_057815634.1	A	g13045.t1	A
rna-XM_057815641.1	A	g13544.t2	A
rna-XM_057815643.1	A	g449.t1	A
rna-XM_057816133.1	A	g9425.t1	A
rna-XM_057816233.1	A	g484.t1	A
rna-XM_057816349.1	A	g489.t2	A
rna-XM_057815593.1	A	g1712.t1	X
rna-XM_057815590.1	A	g3135.t1	A
rna-XM_057815430.1	A	g13939.t2	A
rna-XM_057815423.1	A	g11498.t1	A
rna-XM_057815421.1	A	g2047.t1	A
rna-XM_057815984.1	A	g3267.t1	A
rna-XM_057816217.1	A	g11985.t1	A
rna-XM_057816225.1	A	g11336.t1	A
rna-XM_057815573.1	A	g11991.t1	A
rna-XM_057815563.1	A	g10718.t1	A
rna-XM_057815866.1	A	g9220.t1	A
rna-XM_057815868.1	A	g10668.t1	A
rna-XM_057815867.1	A	g10669.t1	A
rna-XM_057816807.1	A	g4689.t1	A
rna-XM_057815739.1	A	g4792.t2	A
rna-XM_057815654.1	A	g4545.t2	A
rna-XM_057816645.1	A	g8828.t1	A
rna-XM_057816294.1	A	g8829.t1	A
rna-XM_057816298.1	A	g8827.t1	A
rna-XM_057815546.1	A	g8097.t1	A
rna-XM_057815819.1	A	g8845.t1	A
rna-XM_057815820.1	A	g4607.t1	A
rna-XM_057815865.1	A	g9597.t1	A
rna-XM_057816839.1	A	g14571.t1	A
rna-XM_057816842.1	A	g9144.t1	A
rna-XM_057815827.1	A	g9141.t1	A
rna-XM_057816646.1	A	g7680.t1	A
rna-XM_057816498.1	A	g9147.t1	A
rna-XM_057815817.1	A	g9149.t1	A
rna-XM_057816102.1	A	g8363.t1	A
rna-XM_057794904.1	A	g1212.t1	A
rna-XM_057794905.1	A	g4826.t1	A
rna-XM_057794910.1	A	g4848.t1	A
rna-XM_057794917.1	A	g7000.t2	A
rna-XM_057816001.1	A	g2606.t1	A
rna-XM_057794918.1	A	g6999.t1	A
rna-XM_057794922.1	A	g13392.t1	A
rna-XM_057794928.1	A	g10328.t1	A
rna-XM_057794926.1	A	g2198.t1	A
rna-XM_057794934.1	A	g3433.t1	A
rna-XM_057794924.1	A	g3140.t1	A
rna-XM_057794977.1	A	g9196.t1	A
rna-XM_057794966.1	A	g10236.t1	A
rna-XM_057794967.1	A	g10235.t1	A
rna-XM_057794939.1	A	g10234.t5	A
rna-XM_057794938.1	A	g10233.t1	A
rna-XM_057794952.1	A	g14473.t1	A
rna-XM_057794963.1	A	g336.t1	A
rna-XM_057794965.1	A	g2708.t1	A
rna-XM_057794975.1	A	g2709.t1	A
rna-XM_057816148.1	A	g2713.t1	A
rna-XM_057794959.1	A	g2714.t1	A
rna-XM_057794933.1	A	g12151.t1	A
rna-XM_057794962.1	A	g12846.t1	A
rna-XM_057794974.1	A	g12847.t1	A
rna-XM_057794942.1	A	g2638.t1	A
rna-XM_057816284.1	A	g2572.t1	A
rna-XM_057816633.1	A	g2637.t1	A
rna-XM_057815845.1	A	g4911.t1	A
rna-XM_057794992.1	A	g6589.t1	A
rna-XM_057794997.1	A	g10023.t1	A
rna-XM_057794993.1	A	g241.t1	A
rna-XM_057815913.1	A	g4368.t1	A
rna-XM_057815875.1	A	g273.t1	A
rna-XM_057816339.1	A	g9076.t1	A
rna-XM_057816112.1	A	g3878.t1	A
rna-XM_057816444.1	A	g9532.t1	A
rna-XM_057815873.1	A	g7697.t1	A
rna-XM_057815872.1	A	g4919.t1	A
rna-XM_057816534.1	A	g5185.t1	A
rna-XM_057815555.1	A	g5184.t1	A
rna-XM_057816162.1	A	g14238.t1	A
rna-XM_057816212.1	A	g9125.t1	A
rna-XM_057815843.1	A	g5183.t1	A
rna-XM_057815916.1	A	g9163.t1	A
rna-XM_057816191.1	A	g13363.t1	A
rna-XM_057816334.1	A	g9642.t1	A
rna-XM_057816331.1	A	g12830.t1	A
rna-XM_057816324.1	A	g12640.t2	A
rna-XM_057816325.1	A	g12641.t1	A
rna-XM_057816333.1	A	g13273.t1	A
rna-XM_057816330.1	A	g5068.t1	A
rna-XM_057816338.1	A	g2692.t1	A
rna-XM_057816169.1	A	g12705.t2	A
rna-XM_057815361.1	A	g12706.t1	A
rna-XM_057815887.1	A	g5144.t1	A
rna-XM_057815897.1	A	g3521.t1	A
rna-XM_057815899.1	A	g3532.t1	A
rna-XM_057815898.1	A	g3531.t1	A
rna-XM_057815596.1	A	g12032.t1	A
rna-XM_057795370.1	A	g3530.t1	A
rna-XM_057795372.1	A	g7336.t1	A
rna-XM_057795376.1	A	g7554.t1	A
rna-XM_057795377.1	A	g7553.t1	A
rna-XM_057795383.1	A	g7547.t1	A
rna-XM_057816035.1	A	g10294.t1	A
rna-XM_057816033.1	A	g2311.t1	A
rna-XM_057816041.1	A	g7782.t2	A
rna-XM_057816042.1	A	g7725.t5	A
rna-XM_057816098.1	A	g8167.t1	A
rna-XM_057816099.1	A	g1073.t1	A
rna-XM_057816100.1	A	g12725.t1	A
rna-XM_057816101.1	A	g14722.t1	A
rna-XM_057815987.1	A	g13331.t1	A
rna-XM_057816258.1	A	g548.t2	A
rna-XM_057816650.1	A	g3818.t1	A
rna-XM_057816651.1	A	g9155.t1	A
rna-XM_057795416.1	A	g9156.t1	A
rna-XM_057795417.1	A	g9157.t1	A
rna-XM_057795418.1	A	g3817.t1	A
rna-XM_057795419.1	A	g7592.t1	A
rna-XM_057816032.1	A	g12368.t1	A
rna-XM_057816826.1	A	g10840.t1	A
rna-XM_057816228.1	A	g5674.t1	A
rna-XM_057816825.1	A	g3837.t1	A
rna-XM_057816827.1	A	g5550.t1	A
rna-XM_057816816.1	A	g11677.t1	A
rna-XM_057816815.1	A	g11676.t1	A
rna-XM_057816828.1	A	g11674.t1	A
rna-XM_057816820.1	A	g11717.t1	A
rna-XM_057816818.1	A	g9176.t1	A
rna-XM_057816829.1	A	g5642.t1	A
rna-XM_057816831.1	A	g1122.t2	A
rna-XM_057795154.1	A	g11678.t1	A
rna-XM_057816694.1	A	g5681.t1	A
rna-XM_057816695.1	A	g11815.t1	A
rna-XM_057795155.1	A	g13889.t1	A
rna-XM_057795158.1	A	g4609.t1	A
rna-XM_057795160.1	A	g4366.t2	A
rna-XM_057795174.1	A	g4370.t1	A
rna-XM_057815883.1	A	g4372.t2	A
rna-XM_057815842.1	A	g4373.t1	A
rna-XM_057816231.1	A	g4374.t1	A
rna-XM_057816832.1	A	g4376.t1	A
rna-XM_057816417.1	A	g7207.t1	A
rna-XM_057816496.1	A	g14258.t1	A
rna-XM_057815813.1	A	g14257.t1	A
rna-XM_057816124.1	A	g14256.t1	A
rna-XM_057815719.1	A	g559.t1	A
rna-XM_057815708.1	A	g5109.t1	A
rna-XM_057816321.1	A	g10243.t1	A
rna-XM_057816416.1	A	g7647.t1	A
rna-XM_057795275.1	A	g12843.t2	A
rna-XM_057795271.1	A	g4032.t1	A
rna-XM_057795280.1	A	g5057.t1	A
rna-XM_057795281.1	A	g6463.t1	A
rna-XM_057794860.1	A	g1082.t1	A
rna-XM_057794900.1	A	g1075.t1	A
rna-XM_057794901.1	A	g13079.t1	A
rna-XM_057794902.1	A	g13055.t1	A
rna-XM_057816113.1	A	g13056.t1	A
rna-XM_057816199.1	A	g13057.t1	A
rna-XM_057816200.1	A	g13059.t1	A
rna-XM_057816806.1	A	g6026.t1	A
rna-XM_057815699.1	A	g5737.t1	A
rna-XM_057816533.1	A	g13304.t1	A
rna-XM_057815609.1	A	g13303.t1	A
rna-XM_057816419.1	A	g13302.t1	A
rna-XM_057816418.1	A	g13301.t1	A
rna-XM_057815951.1	A	g14179.t1	A
rna-XM_057816671.1	A	g14178.t1	A
rna-XM_057816672.1	A	g14177.t2	A
rna-XM_057816675.1	A	g14176.t1	A
rna-XM_057816721.1	A	g3540.t1	A
rna-XM_057815602.1	A	g3539.t1	A
rna-XM_057816244.1	A	g2234.t1	A
rna-XM_057816878.1	A	g1126.t1	A
rna-XM_057816883.1	A	g1154.t1	A
rna-XM_057816882.1	A	g1153.t1	A
rna-XM_057816884.1	A	g1152.t1	A
