C_chinensis	chromosome	C_maculatus	chromosome
anno1.g4259.t1	A	g13354.t1	A
anno1.g4260.t1	A	g13355.t1	A
anno1.g4149.t1	A	g2178.t1	A
anno1.g4150.t1	A	g2179.t1	A
anno1.g4151.t1	A	g2192.t1	A
anno1.g4152.t2	A	g2190.t2	A
anno1.g4153.t1	A	g2189.t1	A
anno1.g4154.t1	A	g2188.t2	A
anno1.g4155.t1	A	g2187.t1	A
anno1.g4156.t1	A	g2186.t1	A
anno1.g4157.t1	A	g2184.t1	A
anno1.g4158.t1	A	g2183.t1	A
anno1.g4159.t2	A	g2182.t2	A
anno1.g4160.t1	A	g2180.t1	A
anno1.g4163.t1	A	g2198.t1	A
anno1.g9730.t1	A	g4748.t1	A
anno1.g9731.t1	A	g4749.t1	A
anno1.g9728.t1	A	g4744.t1	A
anno1.g9727.t1	A	g13023.t1	A
anno1.g4127.t1	A	g9515.t1	A
anno1.g4128.t1	A	g4656.t2	A
anno1.g4129.t1	A	g9516.t1	A
anno1.g4130.t1	A	g7273.t1	X
anno1.g4133.t1	A	g9514.t1	A
anno1.g4134.t2	A	g9513.t1	A
anno1.g4135.t1	A	g9432.t1	A
anno1.g4136.t1	A	g9433.t1	A
anno1.g4137.t1	A	g9435.t1	A
anno1.g4139.t1	A	g9436.t1	A
anno1.g4141.t1	A	g9437.t1	A
anno1.g4142.t1	A	g9438.t1	A
anno1.g4145.t1	A	g9439.t1	A
anno1.g4146.t1	A	g9440.t2	A
anno1.g4147.t1	A	g9441.t1	A
anno1.g9719.t1	A	g10782.t1	A
anno1.g9720.t1	A	g10783.t1	A
anno1.g4123.t1	A	g10749.t1	A
anno1.g4125.t1	A	g10747.t1	A
anno1.g9708.t2	A	g4671.t1	A
anno1.g9710.t1	A	g4673.t1	A
anno1.g4106.t1	A	g10076.t1	A
anno1.g4107.t1	A	g10077.t1	A
anno1.g4108.t2	A	g10078.t2	A
anno1.g4109.t1	A	g10079.t1	A
anno1.g4110.t1	A	g10081.t1	A
anno1.g4112.t1	A	g10082.t2	A
anno1.g9615.t1	A	g12325.t1	A
anno1.g9616.t1	A	g12326.t1	A
anno1.g4069.t1	A	g6393.t1	A
anno1.g4070.t1	A	g10257.t3	A
anno1.g4071.t1	A	g10258.t1	A
anno1.g4072.t1	A	g10259.t2	A
anno1.g4073.t1	A	g10049.t1	A
anno1.g4075.t1	A	g10048.t1	A
anno1.g4076.t1	A	g10045.t1	A
anno1.g4077.t1	A	g10044.t1	A
anno1.g4078.t1	A	g10043.t1	A
anno1.g4079.t1	A	g10042.t1	A
anno1.g4080.t1	A	g10041.t2	A
anno1.g4081.t1	A	g10040.t1	A
anno1.g4082.t1	A	g10039.t1	A
anno1.g4083.t1	A	g10038.t1	A
anno1.g4084.t1	A	g10037.t1	A
anno1.g4085.t1	A	g10036.t1	A
anno1.g4086.t1	A	g10035.t1	A
anno1.g4087.t1	A	g10034.t1	A
anno1.g4088.t1	A	g10033.t1	A
anno1.g4090.t1	A	g10032.t1	A
anno1.g4091.t1	A	g10031.t1	A
anno1.g4092.t2	A	g10030.t1	A
anno1.g4093.t1	A	g10029.t1	A
anno1.g4094.t1	A	g10028.t1	A
anno1.g4095.t1	A	g10027.t1	A
anno1.g4096.t1	A	g10026.t2	A
anno1.g4097.t1	A	g10025.t1	A
anno1.g4098.t1	A	g10024.t1	A
anno1.g4099.t1	A	g10023.t1	A
anno1.g4100.t3	A	g10020.t1	A
anno1.g4101.t1	A	g10019.t1	A
anno1.g4102.t1	A	g10018.t1	A
anno1.g4058.t1	A	g14643.t1	A
anno1.g4059.t1	A	g14641.t1	A
anno1.g4060.t1	A	g14640.t1	A
anno1.g4061.t1	A	g14657.t1	A
anno1.g4062.t1	A	g14658.t1	A
anno1.g4064.t1	A	g14659.t1	A
anno1.g4066.t1	A	g14660.t1	A
anno1.g4067.t1	A	g14661.t1	A
anno1.g9611.t1	A	g462.t1	A
anno1.g9613.t1	A	g457.t1	A
anno1.g4033.t1	A	g4936.t2	A
anno1.g4034.t2	A	g4937.t1	A
anno1.g4035.t1	A	g4938.t1	A
anno1.g4036.t1	A	g4939.t1	A
anno1.g4037.t1	A	g4940.t1	A
anno1.g4038.t1	A	g4941.t1	A
anno1.g4039.t2	A	g4942.t1	A
anno1.g4041.t1	A	g4943.t1	A
anno1.g4050.t1	A	g4947.t1	A
anno1.g4051.t1	A	g4948.t1	A
anno1.g4052.t2	A	g4952.t2	A
anno1.g9601.t1	A	g4363.t1	A
anno1.g9584.t1	A	g13952.t1	A
anno1.g4023.t1	A	g3116.t2	A
anno1.g4026.t1	A	g3196.t1	A
anno1.g4028.t1	A	g3195.t1	A
anno1.g4029.t1	A	g3194.t1	A
anno1.g4019.t1	A	g4933.t2	A
anno1.g4020.t1	A	g4932.t1	A
anno1.g4004.t1	A	g12056.t1	A
anno1.g4005.t1	A	g12058.t1	A
anno1.g4006.t1	A	g12059.t1	A
anno1.g4008.t1	A	g12060.t1	A
anno1.g4009.t1	A	g12045.t1	A
anno1.g4010.t1	A	g12062.t2	A
anno1.g4011.t1	A	g12063.t1	A
anno1.g4012.t1	A	g12064.t1	A
anno1.g4013.t1	A	g12065.t1	A
anno1.g4017.t1	A	g13333.t1	A
anno1.g4018.t1	A	g8733.t1	A
anno1.g9571.t2	A	g14364.t1	A
anno1.g9566.t1	A	g9957.t1	A
anno1.g4001.t1	A	g8416.t2	A
anno1.g3856.t1	A	g7023.t1	A
anno1.g3857.t1	A	g7632.t1	A
anno1.g3859.t1	A	g7021.t1	A
anno1.g3860.t1	A	g7019.t1	A
anno1.g3863.t1	A	g7014.t1	A
anno1.g3865.t1	A	g7013.t1	A
anno1.g3864.t1	A	g7012.t1	A
anno1.g3866.t1	A	g7011.t1	A
anno1.g3867.t1	A	g7010.t1	A
anno1.g3868.t2	A	g7009.t1	A
anno1.g3869.t1	A	g7008.t1	A
anno1.g3870.t2	A	g7007.t1	A
anno1.g3871.t2	A	g7006.t2	A
anno1.g3872.t2	A	g7005.t2	A
anno1.g3873.t1	A	g7004.t1	A
anno1.g3874.t1	A	g7003.t1	A
anno1.g3875.t1	A	g7001.t1	A
anno1.g3877.t2	A	g7000.t2	A
anno1.g3878.t1	A	g6999.t1	A
anno1.g3879.t1	A	g6998.t1	A
anno1.g3880.t1	A	g6997.t1	A
anno1.g3881.t1	A	g6996.t1	A
anno1.g3882.t1	A	g6995.t1	A
anno1.g3883.t1	A	g6994.t1	A
anno1.g3884.t1	A	g6835.t2	A
anno1.g3885.t1	A	g6836.t1	A
anno1.g3886.t1	A	g6837.t1	A
anno1.g3887.t1	A	g6838.t1	A
anno1.g3888.t1	A	g6839.t1	A
anno1.g3889.t1	A	g6840.t1	A
anno1.g3890.t1	A	g6841.t1	A
anno1.g3891.t1	A	g6842.t1	A
anno1.g3894.t1	A	g6844.t1	A
anno1.g3895.t1	A	g6845.t1	A
anno1.g3896.t1	A	g6846.t1	A
anno1.g3897.t1	A	g6847.t1	A
anno1.g3899.t1	A	g5453.t1	A
anno1.g3900.t1	A	g5452.t1	A
anno1.g3901.t3	A	g5451.t2	A
anno1.g3904.t1	A	g6852.t1	A
anno1.g3906.t1	A	g6853.t1	A
anno1.g3907.t2	A	g6854.t2	A
anno1.g3908.t2	A	g6855.t1	A
anno1.g3909.t1	A	g6856.t1	A
anno1.g3910.t1	A	g6365.t1	A
anno1.g3912.t1	A	g9762.t1	A
anno1.g3913.t3	A	g6364.t3	A
anno1.g3915.t1	A	g6363.t1	A
anno1.g3917.t1	A	g6360.t1	A
anno1.g3918.t1	A	g6359.t2	A
anno1.g3919.t1	A	g6357.t1	A
anno1.g3920.t1	A	g6356.t1	A
anno1.g3921.t1	A	g6355.t2	A
anno1.g3922.t1	A	g6354.t1	A
anno1.g3923.t2	A	g6353.t1	A
anno1.g3927.t1	A	g6347.t1	A
anno1.g3928.t1	A	g6346.t1	A
anno1.g3929.t1	A	g6345.t1	A
anno1.g3930.t1	A	g6344.t1	A
anno1.g3931.t2	A	g6343.t2	A
anno1.g3932.t1	A	g6342.t1	A
anno1.g3933.t1	A	g6341.t1	A
anno1.g3934.t4	A	g6340.t1	A
anno1.g3935.t1	A	g6338.t1	A
anno1.g3936.t1	A	g6339.t2	A
anno1.g3937.t1	A	g6337.t1	A
anno1.g3938.t1	A	g6336.t1	A
anno1.g3939.t1	A	g6335.t1	A
anno1.g3940.t1	A	g13711.t1	A
anno1.g3941.t1	A	g6333.t1	A
anno1.g3942.t1	A	g6332.t1	A
anno1.g3943.t1	A	g6331.t1	A
anno1.g3944.t1	A	g6330.t1	A
anno1.g3945.t1	A	g6328.t1	A
anno1.g3946.t1	A	g6327.t1	A
anno1.g3947.t2	A	g6326.t1	A
anno1.g3948.t2	A	g6325.t2	A
anno1.g3949.t1	A	g6323.t1	A
anno1.g3950.t1	A	g6322.t1	A
anno1.g3952.t1	A	g6319.t1	A
anno1.g3954.t1	A	g6318.t1	A
anno1.g3956.t1	A	g6316.t1	A
anno1.g3958.t2	A	g6315.t2	A
anno1.g3959.t1	A	g6314.t1	A
anno1.g3960.t2	A	g6313.t1	A
anno1.g3961.t1	A	g6312.t1	A
anno1.g3962.t1	A	g6311.t1	A
anno1.g3966.t1	A	g6310.t1	A
anno1.g3968.t1	A	g6309.t1	A
anno1.g3970.t1	A	g6308.t2	A
anno1.g3971.t1	A	g6307.t1	A
anno1.g3972.t1	A	g6306.t1	A
anno1.g3973.t1	A	g6305.t1	A
anno1.g3974.t1	A	g6304.t2	A
anno1.g3976.t1	A	g6303.t1	A
anno1.g3977.t1	A	g6302.t1	A
anno1.g3978.t1	A	g6301.t2	A
anno1.g3979.t1	A	g6300.t1	A
anno1.g3980.t1	A	g6299.t1	A
anno1.g3981.t1	A	g6298.t1	A
anno1.g3983.t1	A	g6297.t1	A
anno1.g3984.t1	A	g9007.t1	A
anno1.g3985.t1	A	g6295.t2	A
anno1.g3986.t2	A	g6294.t2	A
anno1.g3987.t1	A	g6293.t2	A
anno1.g3988.t1	A	g6289.t1	A
anno1.g3990.t1	A	g6288.t1	A
anno1.g3995.t1	A	g6282.t1	A
anno1.g3996.t1	A	g6283.t1	A
anno1.g3998.t1	A	g6276.t1	A
anno1.g3999.t1	A	g6275.t1	A
anno1.g3768.t2	A	g5303.t1	A
anno1.g3769.t1	A	g11011.t1	A
anno1.g3770.t1	A	g7634.t1	A
anno1.g3771.t1	A	g11013.t1	A
anno1.g3772.t1	A	g11014.t1	A
anno1.g3773.t1	A	g11015.t1	A
anno1.g3774.t1	A	g11016.t1	A
anno1.g3775.t1	A	g11018.t1	A
anno1.g3776.t1	A	g11918.t1	A
anno1.g3777.t1	A	g11916.t1	A
anno1.g3778.t1	A	g11915.t1	A
anno1.g3779.t1	A	g11913.t1	A
anno1.g3780.t1	A	g11914.t1	A
anno1.g3781.t1	A	g11909.t1	A
anno1.g3782.t1	A	g11908.t1	A
anno1.g3783.t1	A	g11907.t1	A
anno1.g3784.t1	A	g11906.t2	A
anno1.g3786.t1	A	g11905.t1	A
anno1.g3787.t1	A	g11903.t1	A
anno1.g3788.t1	A	g11902.t1	A
anno1.g3789.t1	A	g11901.t1	A
anno1.g3790.t1	A	g11899.t1	A
anno1.g3791.t10	A	g11897.t4	A
anno1.g3792.t2	A	g11898.t2	A
anno1.g3793.t1	A	g11896.t2	A
anno1.g3794.t1	A	g11892.t1	A
anno1.g3795.t1	A	g11891.t1	A
anno1.g3796.t1	A	g11890.t1	A
anno1.g3797.t1	A	g11889.t1	A
anno1.g3798.t2	A	g11888.t1	A
anno1.g3799.t2	A	g11886.t2	A
anno1.g3800.t1	A	g11885.t1	A
anno1.g3801.t1	A	g11884.t1	A
anno1.g3802.t1	A	g11883.t1	A
anno1.g3803.t1	A	g11882.t1	A
anno1.g3804.t1	A	g11881.t2	A
anno1.g3805.t1	A	g11880.t2	A
anno1.g3806.t1	A	g11879.t1	A
anno1.g3807.t1	A	g11878.t1	A
anno1.g3809.t1	A	g11876.t1	A
anno1.g3810.t1	A	g11875.t1	A
anno1.g3811.t1	A	g11874.t1	A
anno1.g3812.t1	A	g11873.t2	A
anno1.g3813.t1	A	g11872.t1	A
anno1.g3814.t1	A	g11871.t1	A
anno1.g3815.t1	A	g11870.t1	A
anno1.g3817.t1	A	g11868.t2	A
anno1.g3818.t1	A	g11867.t1	A
anno1.g3819.t2	A	g11864.t2	A
anno1.g3820.t1	A	g11863.t1	A
anno1.g3821.t1	A	g11862.t2	A
anno1.g3822.t1	A	g11861.t1	A
anno1.g3823.t1	A	g11860.t1	A
anno1.g3825.t1	A	g11859.t1	A
anno1.g3826.t1	A	g11858.t1	A
anno1.g3827.t1	A	g11857.t1	A
anno1.g3829.t1	A	g11856.t1	A
anno1.g3830.t1	A	g11855.t1	A
anno1.g3828.t2	A	g11854.t1	A
anno1.g3831.t1	A	g11852.t1	A
anno1.g3832.t1	A	g11851.t1	A
anno1.g3833.t1	A	g4157.t1	A
anno1.g3834.t1	A	g11848.t1	A
anno1.g3835.t1	A	g11847.t1	A
anno1.g3836.t8	A	g11846.t1	A
anno1.g3837.t1	A	g11844.t1	A
anno1.g3838.t1	A	g11843.t1	A
anno1.g3839.t1	A	g11842.t1	A
anno1.g3840.t1	A	g11841.t1	A
anno1.g3841.t1	A	g11840.t2	A
anno1.g3842.t1	A	g11839.t1	A
anno1.g3843.t1	A	g11838.t5	A
anno1.g3844.t1	A	g11837.t1	A
anno1.g3845.t1	A	g11836.t1	A
anno1.g3846.t1	A	g11835.t1	A
anno1.g3847.t1	A	g11834.t1	A
anno1.g3848.t1	A	g11833.t1	A
anno1.g3849.t1	A	g11832.t1	A
anno1.g3851.t1	A	g11830.t1	A
anno1.g3852.t1	A	g11829.t1	A
anno1.g3853.t1	A	g11828.t1	A
anno1.g3854.t1	A	g11827.t1	A
anno1.g3855.t1	A	g11826.t1	A
anno1.g3751.t1	A	g2506.t1	A
anno1.g3752.t1	A	g2507.t1	A
anno1.g3753.t2	A	g2508.t1	A
anno1.g3754.t1	A	g2509.t1	A
anno1.g3756.t2	A	g2510.t2	A
anno1.g3757.t1	A	g2511.t1	A
anno1.g3758.t1	A	g2512.t1	A
anno1.g3759.t1	A	g12013.t1	A
anno1.g3761.t1	A	g12025.t1	A
anno1.g3762.t2	A	g12015.t2	A
anno1.g3763.t1	A	g12016.t1	A
anno1.g3764.t1	A	g12028.t1	A
anno1.g3766.t1	A	g12029.t1	A
anno1.g3767.t1	A	g12030.t2	A
anno1.g9553.t1	A	g1169.t1	A
anno1.g9554.t2	A	g1167.t1	A
anno1.g3734.t2	A	g1088.t2	A
anno1.g3735.t1	A	g1091.t1	A
anno1.g3737.t1	A	g1092.t1	A
anno1.g3738.t1	A	g1093.t1	A
anno1.g3739.t1	A	g1094.t1	A
anno1.g3740.t1	A	g1095.t1	A
anno1.g3741.t1	A	g1096.t1	A
anno1.g3742.t1	A	g1097.t1	A
anno1.g3743.t1	A	g1098.t1	A
anno1.g3744.t1	A	g1099.t1	A
anno1.g3745.t1	A	g1100.t1	A
anno1.g3746.t1	A	g1101.t1	A
anno1.g3747.t1	A	g1102.t1	A
anno1.g3748.t1	A	g1103.t1	A
anno1.g9546.t1	A	g6490.t1	A
anno1.g9547.t1	A	g6489.t1	A
anno1.g3729.t1	A	g5121.t1	A
anno1.g3730.t1	A	g5124.t1	A
anno1.g3731.t1	A	g5125.t1	A
anno1.g3732.t2	A	g5126.t1	A
anno1.g9489.t1	A	g8879.t1	A
anno1.g9493.t1	A	g8881.t1	A
anno1.g9468.t1	A	g8861.t1	A
anno1.g9470.t1	A	g8863.t1	A
anno1.g9475.t1	A	g8870.t1	A
anno1.g9480.t1	A	g10869.t1	A
anno1.g9482.t1	A	g8872.t1	A
anno1.g9484.t1	A	g8874.t1	A
anno1.g9485.t1	A	g8875.t1	A
anno1.g9487.t1	A	g8877.t2	A
anno1.g9464.t1	A	g11966.t1	A
anno1.g3712.t1	A	g5271.t2	A
anno1.g3713.t1	A	g5267.t1	A
anno1.g3714.t2	A	g5221.t2	A
anno1.g3715.t2	A	g5265.t1	A
anno1.g3717.t1	A	g5262.t1	A
anno1.g3718.t1	A	g2406.t1	A
anno1.g3719.t1	A	g5258.t1	A
anno1.g3721.t1	A	g5256.t1	A
anno1.g3722.t1	A	g5255.t1	A
anno1.g3723.t1	A	g3298.t1	A
anno1.g3724.t1	A	g3299.t1	A
anno1.g3725.t1	A	g5252.t1	A
anno1.g3711.t1	A	g10846.t1	A
anno1.g9449.t1	A	g11325.t1	A
anno1.g3708.t1	A	g3213.t1	A
anno1.g9433.t1	A	g7538.t1	A
anno1.g9436.t1	A	g7352.t1	A
anno1.g9438.t1	A	g7354.t1	A
anno1.g3706.t1	A	g10408.t3	A
anno1.g3697.t1	A	g463.t1	A
anno1.g3699.t1	A	g4298.t1	A
anno1.g3700.t8	A	g461.t6	A
anno1.g3701.t1	A	g460.t1	A
anno1.g3702.t1	A	g459.t1	A
anno1.g3704.t1	A	g458.t1	A
anno1.g3705.t2	A	g456.t1	A
anno1.g9420.t1	A	g12855.t1	A
anno1.g9406.t1	A	g8011.t1	A
anno1.g3693.t1	A	g12799.t2	A
anno1.g3666.t1	A	g3635.t1	A
anno1.g3667.t1	A	g3639.t1	A
anno1.g3668.t1	A	g3640.t2	A
anno1.g3669.t1	A	g3641.t1	A
anno1.g3670.t1	A	g3649.t1	A
anno1.g3671.t2	A	g3648.t1	A
anno1.g3672.t1	A	g3646.t1	A
anno1.g3673.t2	A	g3645.t1	A
anno1.g3674.t1	A	g3644.t1	A
anno1.g3675.t1	A	g3643.t1	A
anno1.g3676.t1	A	g3642.t1	A
anno1.g3677.t3	A	g3650.t1	A
anno1.g3678.t1	A	g3651.t1	A
anno1.g3679.t1	A	g3652.t1	A
anno1.g3680.t1	A	g3653.t1	A
anno1.g3681.t1	A	g3654.t2	A
anno1.g3682.t1	A	g3655.t1	A
anno1.g3683.t2	A	g3657.t2	A
anno1.g3684.t1	A	g3658.t1	A
anno1.g3685.t1	A	g3659.t1	A
anno1.g3686.t1	A	g3660.t1	A
anno1.g3687.t1	A	g3661.t1	A
anno1.g3688.t2	A	g3662.t2	A
anno1.g3689.t1	A	g3663.t1	A
anno1.g3690.t1	A	g3664.t1	A
anno1.g3691.t1	A	g3665.t1	A
anno1.g3692.t1	A	g3667.t1	A
anno1.g9398.t1	A	g3369.t1	A
anno1.g3650.t1	A	g13253.t1	A
anno1.g3651.t1	A	g13255.t1	A
anno1.g3652.t1	A	g13256.t2	A
anno1.g3653.t1	A	g13257.t1	A
anno1.g3654.t1	A	g13258.t1	A
anno1.g3655.t2	A	g13259.t2	A
anno1.g3656.t1	A	g13260.t2	A
anno1.g3658.t2	A	g13261.t1	A
anno1.g3659.t1	A	g13262.t1	A
anno1.g3660.t1	A	g13263.t1	A
anno1.g3661.t3	A	g13265.t2	A
anno1.g3662.t1	A	g13266.t1	A
anno1.g3663.t2	A	g13270.t2	A
anno1.g3637.t1	A	g12895.t1	A
anno1.g3638.t1	A	g12897.t1	A
anno1.g3639.t1	A	g12900.t1	A
anno1.g3640.t1	A	g12901.t1	A
anno1.g3641.t1	A	g12902.t2	A
anno1.g3642.t1	A	g12904.t1	A
anno1.g3643.t1	A	g12906.t1	A
anno1.g3644.t1	A	g12907.t1	A
anno1.g3645.t1	A	g12908.t1	A
anno1.g3646.t1	A	g12910.t1	A
anno1.g3647.t1	A	g12911.t1	A
anno1.g3648.t1	A	g12912.t1	A
anno1.g3649.t1	A	g12913.t1	A
anno1.g9380.t1	A	g9534.t1	A
anno1.g9368.t1	A	g7754.t1	A
anno1.g9359.t3	A	g5365.t1	A
anno1.g9361.t1	A	g9414.t1	A
anno1.g3630.t2	A	g299.t1	A
anno1.g3631.t1	A	g394.t1	A
anno1.g3632.t1	A	g393.t1	A
anno1.g3634.t1	A	g12554.t1	A
anno1.g9356.t1	A	g4738.t1	A
anno1.g9352.t1	A	g5845.t1	A
anno1.g9343.t1	A	g3741.t1	A
anno1.g3593.t1	A	g8268.t1	A
anno1.g3594.t1	A	g8269.t1	A
anno1.g3597.t2	A	g8271.t2	A
anno1.g3598.t1	A	g8273.t1	A
anno1.g3602.t1	A	g8276.t1	A
anno1.g3603.t1	A	g8278.t1	A
anno1.g3604.t1	A	g8279.t1	A
anno1.g3606.t2	A	g8280.t2	A
anno1.g3607.t1	A	g8281.t1	A
anno1.g3608.t1	A	g8283.t1	A
anno1.g3609.t1	A	g8284.t1	A
anno1.g3610.t1	A	g8285.t1	A
anno1.g3611.t2	A	g8286.t2	A
anno1.g3612.t1	A	g8287.t1	A
anno1.g3614.t1	A	g8288.t1	A
anno1.g3615.t3	A	g8290.t1	A
anno1.g3616.t2	A	g8291.t1	A
anno1.g3617.t1	A	g1559.t1	X
anno1.g3618.t1	A	g8292.t2	A
anno1.g3626.t1	A	g8297.t1	A
anno1.g3588.t1	A	g9622.t1	A
anno1.g3589.t1	A	g14416.t1	A
anno1.g9326.t1	A	g962.t1	A
anno1.g9329.t1	A	g957.t1	A
anno1.g3556.t1	A	g10495.t1	A
anno1.g3558.t1	A	g10494.t1	A
anno1.g3559.t1	A	g10493.t1	A
anno1.g3560.t1	A	g10492.t1	A
anno1.g3561.t1	A	g10491.t1	A
anno1.g3562.t1	A	g10482.t1	A
anno1.g3563.t1	A	g10480.t8	A
anno1.g3564.t1	A	g10479.t1	A
anno1.g3565.t2	A	g10478.t2	A
anno1.g3566.t1	A	g10477.t1	A
anno1.g3567.t1	A	g10474.t1	A
anno1.g3568.t1	A	g10473.t2	A
anno1.g3569.t1	A	g7149.t1	A
anno1.g3570.t1	A	g7150.t1	A
anno1.g3571.t5	A	g7152.t1	A
anno1.g3572.t1	A	g7153.t1	A
anno1.g3573.t1	A	g7155.t1	A
anno1.g3575.t1	A	g7156.t1	A
anno1.g3578.t1	A	g7158.t1	A
anno1.g3579.t1	A	g2529.t1	A
anno1.g3580.t1	A	g2528.t1	A
anno1.g3582.t1	A	g2524.t1	A
anno1.g3583.t1	A	g2522.t1	A
anno1.g3584.t2	A	g2521.t2	A
anno1.g3585.t1	A	g2520.t1	A
anno1.g3586.t1	A	g2525.t1	A
anno1.g3587.t1	A	g2526.t1	A
anno1.g9311.t1	A	g954.t1	A
anno1.g9313.t2	A	g952.t3	A
anno1.g9314.t1	A	g951.t1	A
anno1.g9319.t1	A	g947.t1	A
anno1.g3530.t1	A	g14663.t1	A
anno1.g3532.t1	A	g5223.t1	A
anno1.g3533.t2	A	g5224.t1	A
anno1.g3535.t1	A	g5225.t1	A
anno1.g3536.t2	A	g5226.t1	A
anno1.g3537.t2	A	g5228.t1	A
anno1.g3538.t1	A	g5231.t1	A
anno1.g3539.t1	A	g5229.t1	A
anno1.g3540.t2	A	g5227.t1	A
anno1.g3541.t1	A	g5235.t1	A
anno1.g3542.t1	A	g5232.t1	A
anno1.g3543.t1	A	g5233.t2	A
anno1.g3544.t2	A	g5238.t2	A
anno1.g3545.t2	A	g5239.t1	A
anno1.g3546.t1	A	g5240.t1	A
anno1.g3547.t2	A	g5241.t1	A
anno1.g3548.t1	A	g5242.t1	A
anno1.g3549.t2	A	g5244.t2	A
anno1.g3550.t1	A	g5245.t1	A
anno1.g3552.t1	A	g5246.t2	A
anno1.g3553.t1	A	g5250.t1	A
anno1.g3554.t1	A	g3301.t1	A
anno1.g9247.t1	A	g10976.t1	A
anno1.g3503.t1	A	g14181.t1	A
anno1.g3505.t1	A	g14180.t1	A
anno1.g3506.t1	A	g14179.t1	A
anno1.g3507.t1	A	g14178.t1	A
anno1.g3508.t2	A	g14177.t2	A
anno1.g3509.t1	A	g14176.t1	A
anno1.g3510.t1	A	g14175.t1	A
anno1.g3511.t1	A	g14174.t1	A
anno1.g3512.t1	A	g14173.t2	A
anno1.g3513.t1	A	g14172.t1	A
anno1.g3514.t1	A	g14171.t1	A
anno1.g3515.t1	A	g14170.t2	A
anno1.g3516.t1	A	g14826.t1	A
anno1.g3517.t2	A	g14168.t2	A
anno1.g3518.t1	A	g14167.t1	A
anno1.g3519.t1	A	g14828.t1	A
anno1.g3520.t1	A	g14830.t1	A
anno1.g3521.t1	A	g14164.t1	A
anno1.g3522.t1	A	g14163.t1	A
anno1.g3523.t1	A	g14833.t1	A
anno1.g3524.t1	A	g14834.t1	A
anno1.g3526.t3	A	g14157.t2	A
anno1.g9233.t2	A	g4162.t3	A
anno1.g9232.t1	A	g11811.t1	A
anno1.g9231.t1	A	g13901.t1	A
anno1.g3479.t2	A	g11645.t1	A
anno1.g3480.t1	A	g11644.t1	A
anno1.g3481.t1	A	g11643.t1	A
anno1.g3482.t1	A	g3569.t1	A
anno1.g3483.t1	A	g13709.t1	A
anno1.g3484.t1	A	g13710.t1	A
anno1.g3485.t1	A	g7298.t1	X
anno1.g3486.t1	A	g13708.t1	A
anno1.g3488.t1	A	g13706.t1	A
anno1.g3489.t1	A	g13705.t1	A
anno1.g3490.t1	A	g13704.t1	A
anno1.g3491.t1	A	g11639.t2	A
anno1.g3492.t2	A	g11638.t1	A
anno1.g3493.t1	A	g11637.t1	A
anno1.g3494.t1	A	g11636.t1	A
anno1.g3495.t1	A	g11635.t1	A
anno1.g3496.t1	A	g11633.t1	A
anno1.g3497.t1	A	g11632.t1	A
anno1.g9215.t2	A	g10298.t1	A
anno1.g9217.t1	A	g10296.t2	A
anno1.g9218.t1	A	g10295.t2	A
anno1.g9219.t1	A	g10294.t1	A
anno1.g9220.t1	A	g10293.t1	A
anno1.g9226.t1	A	g10288.t1	A
anno1.g9209.t1	A	g4065.t1	A
anno1.g9205.t1	A	g4059.t1	A
anno1.g3473.t1	A	g14702.t1	A
anno1.g3476.t1	A	g14698.t1	A
anno1.g9189.t1	A	g12677.t1	A
anno1.g9171.t1	A	g14060.t1	A
anno1.g3458.t1	A	g12095.t1	A
anno1.g3461.t1	A	g1315.t1	A
anno1.g3462.t1	A	g5263.t1	A
anno1.g3418.t1	X	g1562.t1	X
anno1.g3419.t1	X	g1566.t1	X
anno1.g3420.t1	X	g1567.t2	X
anno1.g3422.t1	X	g7478.t1	X
anno1.g3424.t1	X	g7469.t1	X
anno1.g3426.t1	X	g7470.t1	X
anno1.g3427.t2	X	g7471.t1	X
anno1.g3428.t1	X	g7472.t2	X
anno1.g3429.t1	X	g7473.t1	X
anno1.g3430.t1	X	g7467.t1	X
anno1.g3431.t1	X	g7468.t1	X
anno1.g3432.t1	X	g7476.t1	X
anno1.g3433.t1	X	g7475.t2	X
anno1.g3435.t1	X	g7474.t1	X
anno1.g3437.t1	X	g1548.t1	X
anno1.g3438.t1	X	g7465.t1	X
anno1.g3440.t1	X	g7463.t1	X
anno1.g3441.t1	X	g3927.t1	A
anno1.g3442.t2	X	g7462.t2	X
anno1.g3446.t3	X	g7272.t4	X
anno1.g3447.t1	X	g7271.t1	X
anno1.g3448.t1	X	g2876.t1	X
anno1.g3450.t1	X	g2877.t1	X
anno1.g3451.t1	X	g2878.t1	X
anno1.g3452.t2	X	g2880.t1	X
anno1.g3453.t1	X	g2881.t2	X
anno1.g3454.t1	X	g2883.t1	X
anno1.g9158.t1	A	g204.t1	A
anno1.g3399.t3	A	g4366.t2	A
anno1.g3400.t1	A	g4365.t1	A
anno1.g3401.t1	A	g4364.t2	A
anno1.g3403.t1	A	g4362.t1	A
anno1.g3404.t1	A	g4361.t1	A
anno1.g3405.t1	A	g4360.t1	A
anno1.g3406.t1	A	g4358.t1	A
anno1.g3407.t1	A	g4357.t1	A
anno1.g3408.t2	A	g4356.t2	A
anno1.g3409.t1	A	g4309.t1	A
anno1.g3410.t1	A	g4308.t1	A
anno1.g3411.t1	A	g4307.t1	A
anno1.g3412.t1	A	g4306.t1	A
anno1.g3413.t1	A	g4305.t1	A
