C_maculatus	chromosome	B_varius	chromosome
g1016.t1	A	anno1.g2321.t1	A
g1017.t1	A	anno1.g2320.t1	A
g1018.t1	A	anno1.g2319.t1	A
g1019.t2	A	anno1.g2318.t1	A
g1020.t2	A	anno1.g2317.t1	A
g1021.t1	A	anno1.g2316.t1	A
g1022.t1	A	anno1.g2315.t1	A
g1025.t1	A	anno1.g2314.t1	A
g1026.t1	A	anno1.g2313.t1	A
g1030.t1	A	anno1.g11574.t1	X
g1031.t2	A	anno1.g2192.t1	A
g1033.t1	A	anno1.g2312.t1	A
g1037.t1	A	anno1.g2311.t1	A
g1038.t1	A	anno1.g2310.t1	A
g1039.t1	A	anno1.g2309.t1	A
g1040.t1	A	anno1.g2308.t1	A
g1041.t1	A	anno1.g2307.t3	A
g1042.t1	A	anno1.g2306.t1	A
g1043.t1	A	anno1.g2305.t1	A
g1044.t1	A	anno1.g2303.t2	A
g1045.t3	A	anno1.g2302.t1	A
g1046.t1	A	anno1.g2301.t1	A
g1047.t1	A	anno1.g2300.t1	A
g1049.t1	A	anno1.g2299.t1	A
g1050.t1	A	anno1.g2297.t1	A
g1052.t2	A	anno1.g2296.t1	A
g1053.t1	A	anno1.g2294.t1	A
g1054.t1	A	anno1.g2293.t1	A
g1056.t1	A	anno1.g2292.t1	A
g1057.t1	A	anno1.g2291.t2	A
g1061.t1	A	anno1.g2513.t1	A
g1062.t1	A	anno1.g2512.t1	A
g1063.t1	A	anno1.g2511.t1	A
g1064.t2	A	anno1.g2509.t1	A
g1065.t1	A	anno1.g2508.t2	A
g1066.t1	A	anno1.g2506.t1	A
g1067.t1	A	anno1.g2505.t1	A
g1070.t2	A	anno1.g2504.t1	A
g1071.t1	A	anno1.g2503.t1	A
g1072.t1	A	anno1.g2502.t1	A
g1074.t1	A	anno1.g2500.t1	A
g1075.t1	A	anno1.g2499.t1	A
g1082.t1	A	anno1.g2498.t1	A
g1084.t1	A	anno1.g2497.t1	A
g1088.t2	A	anno1.g2496.t1	A
g1092.t1	A	anno1.g2495.t1	A
g1093.t1	A	anno1.g2494.t1	A
g1094.t1	A	anno1.g2493.t1	A
g1095.t1	A	anno1.g2492.t1	A
g1096.t1	A	anno1.g2491.t1	A
g1097.t1	A	anno1.g2490.t1	A
g1098.t1	A	anno1.g2489.t1	A
g1099.t1	A	anno1.g2488.t1	A
g1100.t1	A	anno1.g2487.t1	A
g1101.t1	A	anno1.g2486.t1	A
g1102.t1	A	anno1.g2484.t1	A
g1103.t1	A	anno1.g2483.t1	A
g1106.t2	A	anno1.g2481.t1	A
g1108.t1	A	anno1.g2480.t1	A
g1109.t1	A	anno1.g2479.t1	A
g1111.t2	A	anno1.g2478.t1	A
g1112.t1	A	anno1.g2477.t2	A
g1113.t2	A	anno1.g2476.t1	A
g1114.t1	A	anno1.g2475.t1	A
g1115.t1	A	anno1.g2474.t1	A
g1116.t1	A	anno1.g2473.t1	A
g1117.t1	A	anno1.g2472.t1	A
g1118.t1	A	anno1.g2471.t1	A
g1119.t1	A	anno1.g2470.t1	A
g1121.t1	A	anno1.g2466.t1	A
g1122.t2	A	anno1.g2464.t1	A
g1123.t1	A	anno1.g2463.t4	A
g1124.t1	A	anno1.g2462.t1	A
g1126.t1	A	anno1.g2461.t1	A
g1127.t1	A	anno1.g2460.t1	A
g1130.t1	A	anno1.g2459.t1	A
g1131.t1	A	anno1.g2458.t1	A
g1132.t1	A	anno1.g2455.t1	A
g1133.t1	A	anno1.g2454.t1	A
g1134.t1	A	anno1.g2453.t1	A
g1135.t1	A	anno1.g2452.t1	A
g1136.t2	A	anno1.g2451.t2	A
g1137.t1	A	anno1.g2449.t1	A
g1140.t1	A	anno1.g2450.t1	A
g1141.t1	A	anno1.g2448.t1	A
g1142.t2	A	anno1.g2447.t1	A
g1143.t3	A	anno1.g2446.t3	A
g1145.t1	A	anno1.g2445.t1	A
g1149.t1	A	anno1.g2444.t1	A
g1150.t1	A	anno1.g2442.t1	A
g1151.t2	A	anno1.g2441.t1	A
g1152.t1	A	anno1.g2440.t1	A
g1153.t1	A	anno1.g2439.t1	A
g1154.t1	A	anno1.g2438.t3	A
g1155.t1	A	anno1.g2437.t1	A
g1158.t1	A	anno1.g2436.t1	A
g1159.t1	A	anno1.g2435.t1	A
g1160.t1	A	anno1.g9014.t1	A
g1162.t3	A	anno1.g2433.t2	A
g1163.t1	A	anno1.g2432.t1	A
g1164.t2	A	anno1.g2431.t4	A
g1167.t1	A	anno1.g2430.t1	A
g1168.t1	A	anno1.g2429.t1	A
g1169.t1	A	anno1.g2428.t1	A
g1170.t1	A	anno1.g2427.t1	A
g1171.t1	A	anno1.g2426.t1	A
g1172.t1	A	anno1.g2425.t1	A
g1174.t20	A	anno1.g2421.t2	A
g1175.t1	A	anno1.g2420.t1	A
g1176.t1	A	anno1.g2419.t1	A
g1177.t1	A	anno1.g2418.t1	A
g1178.t1	A	anno1.g2417.t1	A
g1179.t1	A	anno1.g2415.t2	A
g1180.t1	A	anno1.g2514.t1	A
g1181.t1	A	anno1.g2515.t1	A
g1182.t2	A	anno1.g2516.t1	A
g1183.t1	A	anno1.g2517.t1	A
g1185.t1	A	anno1.g2518.t2	A
g1186.t1	A	anno1.g2519.t1	A
g1188.t1	A	anno1.g2520.t1	A
g1189.t1	A	anno1.g2521.t2	A
g1190.t1	A	anno1.g2522.t1	A
g1191.t1	A	anno1.g1953.t1	A
g1192.t1	A	anno1.g2526.t2	A
g1194.t1	A	anno1.g2527.t1	A
g1196.t1	A	anno1.g2528.t1	A
g1201.t4	A	anno1.g2531.t5	A
g1202.t1	A	anno1.g2532.t1	A
g1203.t1	A	anno1.g2533.t1	A
g1204.t1	A	anno1.g2534.t1	A
g1205.t1	A	anno1.g2535.t2	A
g1206.t1	A	anno1.g2536.t1	A
g1207.t1	A	anno1.g2537.t1	A
g1208.t1	A	anno1.g2538.t1	A
g1209.t1	A	anno1.g2539.t1	A
g1210.t1	A	anno1.g2540.t1	A
g1211.t1	A	anno1.g2541.t1	A
g1212.t1	A	anno1.g2544.t1	A
g1213.t1	A	anno1.g2543.t1	A
g1214.t1	A	anno1.g2542.t1	A
g1215.t1	A	anno1.g2545.t1	A
g1217.t1	A	anno1.g2546.t1	A
g1218.t1	A	anno1.g2547.t1	A
g1220.t1	A	anno1.g2548.t1	A
g1221.t1	A	anno1.g2549.t1	A
g1223.t1	A	anno1.g2550.t1	A
g1224.t1	A	anno1.g2551.t1	A
g1225.t1	A	anno1.g2552.t1	A
g1226.t1	A	anno1.g2553.t1	A
g1227.t2	A	anno1.g2554.t1	A
g1228.t2	A	anno1.g2555.t2	A
g1229.t2	A	anno1.g2556.t1	A
g1230.t1	A	anno1.g1487.t4	A
g1231.t1	A	anno1.g2561.t1	A
g1232.t1	A	anno1.g2562.t1	A
g1234.t2	A	anno1.g2563.t1	A
g1236.t1	A	anno1.g2564.t1	A
g1238.t1	A	anno1.g2567.t1	A
g1239.t1	A	anno1.g2568.t1	A
g1240.t1	A	anno1.g2569.t1	A
g1245.t1	A	anno1.g2581.t1	A
g1246.t1	A	anno1.g2582.t2	A
g1247.t1	A	anno1.g2583.t1	A
g1248.t1	A	anno1.g2584.t1	A
g1249.t1	A	anno1.g2585.t1	A
g1250.t1	A	anno1.g2586.t1	A
g1255.t1	A	anno1.g2587.t1	A
g1258.t1	A	anno1.g2945.t1	A
g1259.t1	A	anno1.g2588.t1	A
g1260.t1	A	anno1.g2589.t2	A
g1261.t1	A	anno1.g2590.t1	A
g1262.t1	A	anno1.g2598.t1	A
g1264.t2	A	anno1.g2599.t1	A
g1265.t1	A	anno1.g2600.t1	A
g1266.t1	A	anno1.g2601.t1	A
g1267.t1	A	anno1.g2602.t1	A
g1268.t1	A	anno1.g2603.t1	A
g1269.t1	A	anno1.g2606.t1	A
g1270.t2	A	anno1.g2605.t1	A
g1271.t1	A	anno1.g2604.t1	A
g1272.t1	A	anno1.g2610.t1	A
g1273.t1	A	anno1.g2609.t1	A
g1274.t1	A	anno1.g2608.t1	A
g1275.t1	A	anno1.g2607.t1	A
g1276.t1	A	anno1.g2611.t1	A
g1277.t1	A	anno1.g2613.t1	A
g1279.t1	A	anno1.g2616.t1	A
g1280.t1	A	anno1.g2617.t1	A
g1281.t1	A	anno1.g2618.t1	A
g1282.t1	A	anno1.g2621.t1	A
g1283.t1	A	anno1.g2619.t1	A
g1284.t1	A	anno1.g2622.t1	A
g1287.t2	A	anno1.g2626.t1	A
g1288.t1	A	anno1.g2627.t1	A
g1292.t1	A	anno1.g2632.t1	A
g1293.t1	A	anno1.g2633.t1	A
g1295.t1	A	anno1.g2629.t1	A
g1296.t1	A	anno1.g2635.t1	A
g1299.t1	A	anno1.g2637.t1	A
g1301.t1	A	anno1.g2639.t1	A
g1302.t1	A	anno1.g2640.t1	A
g1303.t1	A	anno1.g2641.t1	A
g1305.t1	A	anno1.g4160.t1	A
g1306.t1	A	anno1.g2642.t1	A
g1307.t1	A	anno1.g2644.t1	A
g1308.t3	A	anno1.g2645.t2	A
g1311.t1	A	anno1.g2647.t1	A
g1313.t1	A	anno1.g2652.t1	A
g1315.t1	A	anno1.g2657.t1	A
g1316.t1	A	anno1.g2659.t1	A
g1317.t1	A	anno1.g2661.t2	A
g1318.t1	A	anno1.g2662.t1	A
g1319.t1	A	anno1.g2664.t1	A
g1321.t3	A	anno1.g2666.t1	A
g1322.t1	A	anno1.g2667.t2	A
g1323.t2	A	anno1.g2669.t2	A
g1324.t1	A	anno1.g2670.t1	A
g1325.t1	A	anno1.g2671.t1	A
g1326.t1	A	anno1.g2672.t1	A
g1327.t1	A	anno1.g2673.t1	A
g1328.t1	A	anno1.g2674.t1	A
g1329.t1	A	anno1.g2675.t1	A
g1330.t1	A	anno1.g2678.t1	A
g1332.t1	A	anno1.g2679.t1	A
g1333.t1	A	anno1.g2680.t1	A
g1335.t1	A	anno1.g2682.t1	A
g1336.t2	A	anno1.g2683.t1	A
g1337.t1	A	anno1.g2684.t1	A
g1338.t2	A	anno1.g2685.t1	A
g1339.t1	A	anno1.g2687.t1	A
g1340.t1	A	anno1.g2686.t1	A
g1341.t1	A	anno1.g2021.t2	A
g1343.t1	A	anno1.g2020.t1	A
g1344.t1	A	anno1.g2018.t1	A
g1346.t1	A	anno1.g2022.t1	A
g1347.t1	A	anno1.g2023.t1	A
g1348.t1	A	anno1.g2024.t2	A
g1349.t1	A	anno1.g2025.t1	A
g1350.t1	A	anno1.g2026.t1	A
g1351.t1	A	anno1.g2027.t1	A
g1352.t1	A	anno1.g2028.t1	A
g1353.t2	A	anno1.g2029.t1	A
g1354.t1	A	anno1.g2030.t1	A
g1355.t1	A	anno1.g2031.t2	A
g1356.t1	A	anno1.g2032.t1	A
g1358.t1	A	anno1.g2033.t1	A
g1360.t1	A	anno1.g2034.t1	A
g1361.t1	A	anno1.g2035.t1	A
g1363.t2	A	anno1.g2037.t3	A
g1366.t1	A	anno1.g2039.t1	A
g1367.t1	A	anno1.g2040.t1	A
g1368.t1	A	anno1.g2042.t1	A
g1369.t1	A	anno1.g2043.t1	A
g1370.t1	A	anno1.g2044.t1	A
g1371.t1	A	anno1.g2045.t1	A
g1372.t1	A	anno1.g2046.t1	A
g1373.t1	A	anno1.g2047.t1	A
g1374.t1	A	anno1.g2048.t1	A
g1375.t1	A	anno1.g2049.t1	A
g1377.t1	A	anno1.g2050.t1	A
g1378.t2	A	anno1.g2051.t1	A
g1379.t1	A	anno1.g2052.t1	A
g1380.t1	A	anno1.g2055.t1	A
g1381.t1	A	anno1.g2056.t1	A
g1382.t1	A	anno1.g2057.t2	A
g1383.t1	A	anno1.g2058.t1	A
g1384.t1	A	anno1.g2059.t1	A
g1385.t2	A	anno1.g2060.t1	A
g3578.t1	A	anno1.g9144.t1	A
g3579.t1	A	anno1.g9572.t1	A
g3580.t1	A	anno1.g9571.t1	A
g3581.t1	A	anno1.g9570.t2	A
g3582.t1	A	anno1.g9388.t1	A
g3584.t1	A	anno1.g9568.t1	A
g3585.t1	A	anno1.g9565.t1	A
g3587.t1	A	anno1.g9561.t1	A
g3591.t1	A	anno1.g9559.t2	A
g3592.t1	A	anno1.g9555.t1	A
g3593.t2	A	anno1.g9553.t1	A
g3594.t1	A	anno1.g9552.t1	A
g3595.t1	A	anno1.g9551.t1	A
g3597.t1	A	anno1.g9540.t1	A
g3598.t1	A	anno1.g9539.t1	A
g3599.t1	A	anno1.g9537.t1	A
g3600.t1	A	anno1.g9536.t1	A
g3603.t1	A	anno1.g9535.t1	A
g3604.t2	A	anno1.g9534.t3	A
g3605.t1	A	anno1.g9533.t1	A
g3606.t1	A	anno1.g9532.t1	A
g3607.t1	A	anno1.g9531.t1	A
g3608.t1	A	anno1.g9530.t3	A
g3609.t3	A	anno1.g9529.t1	A
g3610.t1	A	anno1.g9528.t1	A
g3611.t1	A	anno1.g9527.t1	A
g3612.t1	A	anno1.g9526.t1	A
g3613.t1	A	anno1.g9525.t1	A
g3614.t1	A	anno1.g9524.t1	A
g3615.t1	A	anno1.g9523.t1	A
g3616.t2	A	anno1.g9522.t1	A
g3618.t1	A	anno1.g9521.t1	A
g3619.t1	A	anno1.g9520.t1	A
g3620.t1	A	anno1.g9519.t1	A
g3621.t1	A	anno1.g9517.t3	A
g3622.t1	A	anno1.g9516.t1	A
g3623.t1	A	anno1.g9515.t1	A
g3624.t1	A	anno1.g8.t1	A
g3625.t1	A	anno1.g9514.t1	A
g3626.t1	A	anno1.g9512.t2	A
g3632.t1	A	anno1.g9511.t1	A
g3633.t1	A	anno1.g9510.t1	A
g3634.t1	A	anno1.g9509.t1	A
g3635.t1	A	anno1.g9508.t1	A
g3639.t1	A	anno1.g9507.t1	A
g3640.t2	A	anno1.g9506.t1	A
g3641.t1	A	anno1.g9505.t1	A
g3642.t1	A	anno1.g9499.t1	A
g3643.t1	A	anno1.g9500.t2	A
g3645.t1	A	anno1.g9501.t1	A
g3646.t1	A	anno1.g9502.t1	A
g3648.t1	A	anno1.g9503.t2	A
g3650.t1	A	anno1.g9498.t1	A
g3651.t1	A	anno1.g9497.t1	A
g3652.t1	A	anno1.g9496.t1	A
g3653.t1	A	anno1.g9495.t2	A
g3654.t2	A	anno1.g9494.t1	A
g3655.t1	A	anno1.g9493.t1	A
g3656.t1	A	anno1.g9492.t1	A
g3657.t2	A	anno1.g9491.t1	A
g3658.t1	A	anno1.g9490.t1	A
g3659.t1	A	anno1.g9489.t1	A
g3660.t1	A	anno1.g9488.t1	A
g3661.t1	A	anno1.g9487.t1	A
g3662.t2	A	anno1.g9486.t2	A
g3663.t1	A	anno1.g9485.t1	A
g3664.t1	A	anno1.g9483.t1	A
g3665.t1	A	anno1.g9484.t1	A
g3666.t1	A	anno1.g9482.t1	A
g3668.t1	A	anno1.g9481.t1	A
g3669.t3	A	anno1.g9478.t3	A
g3678.t1	A	anno1.g9473.t3	A
g3679.t1	A	anno1.g10850.t1	A
g3681.t1	A	anno1.g9472.t1	A
g3684.t1	A	anno1.g9471.t2	A
g3689.t1	A	anno1.g9469.t1	A
g3691.t1	A	anno1.g9467.t1	A
g3692.t1	A	anno1.g9466.t1	A
g3693.t1	A	anno1.g9464.t1	A
g3694.t1	A	anno1.g9463.t1	A
g3695.t1	A	anno1.g9462.t1	A
g3696.t1	A	anno1.g9461.t1	A
g3697.t1	A	anno1.g9460.t1	A
g3698.t1	A	anno1.g9459.t1	A
g3699.t1	A	anno1.g9458.t1	A
g3700.t1	A	anno1.g9457.t1	A
g3701.t1	A	anno1.g9456.t2	A
g3702.t1	A	anno1.g9455.t1	A
g3703.t1	A	anno1.g9454.t1	A
g3704.t2	A	anno1.g9453.t1	A
g3705.t1	A	anno1.g9452.t2	A
g3707.t1	A	anno1.g9304.t1	A
g3711.t1	A	anno1.g9307.t1	A
g3714.t1	A	anno1.g9309.t1	A
g3715.t1	A	anno1.g9310.t1	A
g3716.t1	A	anno1.g9311.t1	A
g3717.t1	A	anno1.g9312.t1	A
g3719.t1	A	anno1.g9313.t1	A
g3720.t1	A	anno1.g9314.t1	A
g3721.t1	A	anno1.g9315.t1	A
g3722.t1	A	anno1.g12117.t1	X
g3723.t1	A	anno1.g9316.t1	A
g3724.t2	A	anno1.g9317.t1	A
g3726.t2	A	anno1.g9318.t2	A
g3727.t1	A	anno1.g9319.t1	A
g3728.t1	A	anno1.g9320.t1	A
g3731.t1	A	anno1.g9321.t1	A
g3732.t1	A	anno1.g9322.t1	A
g3733.t1	A	anno1.g9323.t1	A
g3734.t1	A	anno1.g9324.t1	A
g3735.t1	A	anno1.g9325.t1	A
g3736.t1	A	anno1.g9326.t1	A
g3737.t1	A	anno1.g9327.t1	A
g3738.t1	A	anno1.g9328.t2	A
g3739.t1	A	anno1.g9329.t1	A
g3740.t1	A	anno1.g9330.t2	A
g3741.t1	A	anno1.g9331.t1	A
g3742.t1	A	anno1.g9332.t1	A
g3743.t1	A	anno1.g9333.t1	A
g3744.t1	A	anno1.g9334.t2	A
g3747.t1	A	anno1.g9335.t1	A
g3748.t1	A	anno1.g9336.t1	A
g3749.t1	A	anno1.g9337.t1	A
g3750.t1	A	anno1.g9338.t1	A
g3751.t1	A	anno1.g9339.t1	A
g3752.t1	A	anno1.g9340.t1	A
g3753.t2	A	anno1.g9341.t2	A
g3754.t1	A	anno1.g9342.t1	A
g3756.t1	A	anno1.g9343.t1	A
g3757.t1	A	anno1.g9344.t2	A
g3759.t2	A	anno1.g9345.t1	A
g3761.t1	A	anno1.g9346.t1	A
g3762.t1	A	anno1.g9347.t1	A
g3763.t1	A	anno1.g9349.t1	A
g3764.t1	A	anno1.g9350.t1	A
g3765.t1	A	anno1.g9351.t1	A
g3766.t1	A	anno1.g9352.t1	A
g3767.t1	A	anno1.g9353.t1	A
g3768.t2	A	anno1.g9354.t1	A
g3769.t1	A	anno1.g9355.t2	A
g3770.t1	A	anno1.g9358.t1	A
g3772.t1	A	anno1.g9361.t1	A
g3773.t2	A	anno1.g9363.t1	A
g3776.t2	A	anno1.g9364.t1	A
g3777.t1	A	anno1.g9365.t1	A
g3778.t1	A	anno1.g9366.t1	A
g3779.t1	A	anno1.g9367.t1	A
g3780.t1	A	anno1.g9368.t1	A
g3781.t2	A	anno1.g9369.t2	A
g3783.t1	A	anno1.g9393.t1	A
g3784.t1	A	anno1.g9392.t1	A
g3785.t1	A	anno1.g9391.t1	A
g3786.t2	A	anno1.g9390.t1	A
g3790.t1	A	anno1.g9386.t1	A
g3791.t1	A	anno1.g9385.t1	A
g3792.t1	A	anno1.g9383.t1	A
g3793.t1	A	anno1.g9382.t1	A
g3794.t1	A	anno1.g9381.t1	A
g3795.t1	A	anno1.g3713.t1	A
g3796.t1	A	anno1.g9380.t2	A
g3798.t1	A	anno1.g9379.t2	A
g3799.t1	A	anno1.g9378.t2	A
g3800.t1	A	anno1.g9377.t1	A
g3801.t1	A	anno1.g9376.t1	A
g3805.t1	A	anno1.g9375.t1	A
g3807.t1	A	anno1.g9374.t1	A
g3809.t3	A	anno1.both_agree_g17420.t4	A
g3810.t1	A	anno1.g9372.t1	A
g3813.t1	A	anno1.g9371.t1	A
g3814.t1	A	anno1.g9370.t1	A
g3815.t1	A	anno1.g9394.t1	A
g3816.t1	A	anno1.g9395.t1	A
g3817.t1	A	anno1.g9396.t1	A
g3818.t1	A	anno1.g9398.t1	A
g3819.t1	A	anno1.g9399.t1	A
g3820.t1	A	anno1.g9400.t1	A
g3821.t1	A	anno1.g9401.t1	A
g3822.t1	A	anno1.g9402.t1	A
g3823.t1	A	anno1.g9403.t1	A
g3824.t1	A	anno1.g9404.t1	A
g3825.t1	A	anno1.g9405.t1	A
g3826.t1	A	anno1.g9406.t1	A
g3827.t2	A	anno1.g9407.t1	A
g3828.t1	A	anno1.g9408.t1	A
g3829.t3	A	anno1.g9409.t1	A
g3830.t1	A	anno1.g9410.t2	A
g3832.t1	A	anno1.g9411.t1	A
g3833.t1	A	anno1.g9412.t1	A
g3834.t2	A	anno1.g9413.t1	A
g3835.t3	A	anno1.g9414.t1	A
g3836.t2	A	anno1.g9415.t1	A
g3837.t1	A	anno1.g9416.t1	A
g3838.t1	A	anno1.g9417.t2	A
g3839.t1	A	anno1.g9418.t1	A
g3840.t2	A	anno1.g9419.t2	A
g3841.t1	A	anno1.g9420.t1	A
g3842.t1	A	anno1.g9421.t1	A
g3844.t1	A	anno1.g8762.t1	A
g3847.t1	A	anno1.g9429.t1	A
g3851.t1	A	anno1.g9432.t1	A
g3854.t2	A	anno1.g9436.t1	A
g3859.t1	A	anno1.g9438.t1	A
g3864.t1	A	anno1.g6419.t1	A
g3865.t1	A	anno1.g9441.t1	A
g3867.t1	A	anno1.g9690.t1	A
g3874.t1	A	anno1.g9446.t1	A
g3875.t1	A	anno1.g9447.t1	A
g3876.t1	A	anno1.g9448.t1	A
g3877.t1	A	anno1.g9449.t1	A
g3878.t1	A	anno1.g9450.t1	A
g3880.t1	A	anno1.g9301.t2	A
g3881.t1	A	anno1.g9302.t1	A
g3885.t1	A	anno1.g9427.t1	A
g3886.t1	A	anno1.g9428.t1	A
g3888.t1	A	anno1.g9430.t1	A
g3896.t1	A	anno1.g9439.t1	A
g3897.t1	A	anno1.g9440.t2	A
g3899.t2	A	anno1.g9442.t2	A
g3900.t1	A	anno1.g9444.t1	A
g3907.t1	A	anno1.g9451.t1	A
g3912.t1	A	anno1.g9298.t1	A
g3913.t1	A	anno1.g9297.t1	A
g3915.t1	A	anno1.g9296.t1	A
g3917.t1	A	anno1.g9293.t1	A
g3918.t1	A	anno1.g9292.t1	A
g3919.t1	A	anno1.g9291.t1	A
g3925.t1	A	anno1.g9283.t1	A
g3926.t1	A	anno1.g9282.t1	A
g3931.t1	A	anno1.g9280.t1	A
g3932.t1	A	anno1.g9279.t1	A
g3935.t1	A	anno1.g9277.t1	A
g3936.t1	A	anno1.g9276.t2	A
g3937.t1	A	anno1.g9275.t1	A
g3938.t1	A	anno1.g9274.t1	A
g3940.t1	A	anno1.g9273.t1	A
g3941.t1	A	anno1.g9272.t1	A
g3942.t1	A	anno1.g9271.t1	A
g3943.t1	A	anno1.g9270.t1	A
g3944.t1	A	anno1.g9269.t1	A
g3945.t1	A	anno1.g9268.t1	A
g3946.t1	A	anno1.g9267.t1	A
g3947.t1	A	anno1.g9266.t1	A
g3948.t1	A	anno1.g9262.t2	A
g3950.t1	A	anno1.g9259.t1	A
g3955.t1	A	anno1.g9257.t1	A
g3959.t1	A	anno1.g9252.t1	A
g3964.t1	A	anno1.g9248.t1	A
g3968.t1	A	anno1.g9246.t1	A
g3970.t1	A	anno1.g9250.t1	A
g3973.t2	A	anno1.g9247.t1	A
g3978.t1	A	anno1.g1836.t1	A
g3984.t1	A	anno1.g9241.t1	A
g3985.t1	A	anno1.g9240.t1	A
g3986.t1	A	anno1.g9239.t1	A
g3987.t1	A	anno1.g9238.t2	A
g3988.t1	A	anno1.g9237.t1	A
g3989.t2	A	anno1.g9236.t1	A
g3990.t1	A	anno1.g9235.t1	A
g3991.t1	A	anno1.g9234.t1	A
g3992.t1	A	anno1.g9233.t1	A
g3997.t1	A	anno1.g9231.t1	A
g3998.t1	A	anno1.g11527.t1	X
g4003.t1	A	anno1.g9229.t1	A
g4005.t1	A	anno1.g9228.t3	A
g4006.t1	A	anno1.g9224.t1	A
g4007.t1	A	anno1.g9227.t1	A
g4008.t1	A	anno1.g9223.t1	A
g4009.t1	A	anno1.g9222.t1	A
g4010.t1	A	anno1.g9220.t1	A
g4011.t1	A	anno1.g9221.t1	A
g4012.t1	A	anno1.g9219.t1	A
g4013.t2	A	anno1.g9218.t1	A
g4014.t1	A	anno1.g9217.t1	A
g4015.t1	A	anno1.g9216.t1	A
g4017.t1	A	anno1.g9215.t1	A
g4019.t1	A	anno1.g9214.t1	A
g4020.t1	A	anno1.g9213.t1	A
g4021.t1	A	anno1.g9212.t1	A
g4022.t2	A	anno1.g9211.t1	A
g4023.t2	A	anno1.g9206.t1	A
g4024.t1	A	anno1.g9210.t1	A
g4025.t1	A	anno1.g9209.t1	A
g4026.t1	A	anno1.g9207.t1	A
g4027.t2	A	anno1.g9205.t1	A
g4029.t2	A	anno1.g9204.t1	A
g4030.t1	A	anno1.g9203.t2	A
g4031.t1	A	anno1.g9202.t1	A
g4032.t1	A	anno1.g9201.t3	A
g4033.t1	A	anno1.g1262.t1	A
g4035.t1	A	anno1.g9199.t1	A
g4036.t1	A	anno1.g9198.t1	A
g4037.t1	A	anno1.g9197.t1	A
g4038.t1	A	anno1.g9196.t1	A
g4039.t1	A	anno1.g9195.t1	A
g4040.t1	A	anno1.g9193.t1	A
g4041.t2	A	anno1.g9194.t1	A
g4042.t1	A	anno1.g9192.t1	A
g4045.t1	A	anno1.g9191.t1	A
g4046.t1	A	anno1.g5865.t1	A
g4048.t1	A	anno1.g9190.t2	A
g4049.t1	A	anno1.g9189.t1	A
g4050.t1	A	anno1.g9188.t1	A
g4051.t1	A	anno1.g9187.t1	A
g4053.t1	A	anno1.g9186.t1	A
g4054.t1	A	anno1.g9185.t7	A
g4056.t1	A	anno1.g9184.t1	A
g4058.t2	A	anno1.g9181.t1	A
g4059.t1	A	anno1.g9180.t1	A
g4060.t1	A	anno1.g9179.t1	A
g4061.t1	A	anno1.g9178.t1	A
g4062.t1	A	anno1.g9177.t1	A
g4063.t1	A	anno1.g9176.t1	A
g4066.t1	A	anno1.g9174.t1	A
g4068.t1	A	anno1.g9172.t1	A
g4070.t1	A	anno1.g9170.t1	A
g4071.t1	A	anno1.g9169.t1	A
g4072.t1	A	anno1.g9168.t1	A
g4073.t2	A	anno1.g9167.t1	A
g4074.t2	A	anno1.g9166.t2	A
g4076.t1	A	anno1.g8276.t1	A
g4078.t2	A	anno1.g9165.t3	A
g4079.t1	A	anno1.g9163.t1	A
g4084.t2	A	anno1.g9162.t2	A
g4085.t3	A	anno1.g9160.t2	A
g4086.t2	A	anno1.g9161.t1	A
g4087.t1	A	anno1.g9159.t1	A
g4088.t1	A	anno1.g9158.t1	A
g4089.t1	A	anno1.g9155.t1	A
g4092.t1	A	anno1.g9154.t1	A
g4093.t1	A	anno1.g9153.t1	A
g4094.t1	A	anno1.g9152.t1	A
g4095.t1	A	anno1.g9150.t1	A
g4096.t1	A	anno1.g9149.t1	A
g4097.t1	A	anno1.g9148.t2	A
g4098.t1	A	anno1.g8100.t1	A
g4100.t1	A	anno1.g9147.t1	A
g4103.t1	A	anno1.g9621.t1	A
g4105.t1	A	anno1.g4341.t1	A
g4106.t1	A	anno1.g9146.t1	A
g4107.t1	A	anno1.g9143.t1	A
g4109.t1	A	anno1.g9573.t1	A
g4110.t1	A	anno1.g9574.t1	A
g4111.t1	A	anno1.g9575.t1	A
g4112.t1	A	anno1.g9576.t1	A
g4113.t1	A	anno1.g9577.t1	A
g4116.t1	A	anno1.g9579.t1	A
g4117.t1	A	anno1.g9580.t1	A
g4124.t1	A	anno1.g9583.t1	A
g4127.t1	A	anno1.g614.t2	A
g4128.t1	A	anno1.g9585.t1	A
g4130.t1	A	anno1.g9586.t1	A
g4131.t1	A	anno1.g9587.t1	A
g4133.t1	A	anno1.g9588.t2	A
g4134.t1	A	anno1.g9590.t1	A
g4135.t1	A	anno1.g9591.t1	A
g4138.t1	A	anno1.g9592.t1	A
g4139.t1	A	anno1.g9593.t1	A
g4141.t1	A	anno1.g9594.t1	A
g4144.t1	A	anno1.g9595.t1	A
g4145.t1	A	anno1.g9596.t1	A
g4146.t1	A	anno1.g9597.t2	A
g4147.t1	A	anno1.g9598.t1	A
g4148.t1	A	anno1.g9599.t1	A
g4150.t1	A	anno1.g9600.t1	A
g4151.t2	A	anno1.g9603.t1	A
g4152.t1	A	anno1.g9604.t1	A
g4154.t2	A	anno1.g9606.t1	A
