B_varius	chromosome	A_obtectus	chromosome
anno1.g793.t1	A	anno1.g14261.t1	A
anno1.g794.t1	A	anno1.g14256.t1	A
anno1.g795.t1	A	anno1.g14255.t1	A
anno1.g796.t1	A	anno1.g14254.t1	A
anno1.g797.t1	A	anno1.g14835.t1	A
anno1.g798.t2	A	anno1.g14253.t1	A
anno1.g801.t1	A	anno1.g14225.t1	A
anno1.g802.t1	A	anno1.g14226.t1	A
anno1.g803.t1	A	anno1.g9805.t1	A
anno1.g804.t1	A	anno1.g14228.t1	A
anno1.g805.t1	A	anno1.g14229.t1	A
anno1.g806.t2	A	anno1.g14230.t1	A
anno1.g807.t1	A	anno1.g14231.t1	A
anno1.g808.t1	A	anno1.g14235.t1	A
anno1.g809.t1	A	anno1.g14249.t4	A
anno1.g810.t2	A	anno1.g14247.t1	A
anno1.g811.t1	A	anno1.g14246.t2	A
anno1.g812.t1	A	anno1.g14238.t2	A
anno1.g813.t1	A	anno1.g14237.t1	A
anno1.g814.t1	A	anno1.g14236.t1	A
anno1.g815.t1	A	anno1.g14202.t1	A
anno1.g818.t1	A	anno1.g14309.t1	A
anno1.g819.t1	A	anno1.g1049.t1	A
anno1.g822.t1	A	anno1.g14308.t1	A
anno1.g824.t3	A	anno1.g14205.t2	A
anno1.g825.t1	A	anno1.g14204.t1	A
anno1.g826.t2	A	anno1.g14203.t1	A
anno1.g827.t1	A	anno1.g12395.t2	A
anno1.g828.t1	A	anno1.g12396.t1	A
anno1.g829.t4	A	anno1.g12397.t4	A
anno1.g831.t1	A	anno1.g12398.t1	A
anno1.g834.t1	A	anno1.g12400.t1	A
anno1.g835.t2	A	anno1.g12401.t1	A
anno1.g836.t1	A	anno1.g12402.t1	A
anno1.g837.t1	A	anno1.g12403.t1	A
anno1.g838.t1	A	anno1.g12404.t1	A
anno1.g839.t1	A	anno1.g12406.t2	A
anno1.g840.t1	A	anno1.g12407.t1	A
anno1.g841.t1	A	anno1.g12408.t1	A
anno1.g842.t1	A	anno1.g12412.t1	A
anno1.g843.t2	A	anno1.g12413.t2	A
anno1.g844.t1	A	anno1.g12416.t1	A
anno1.g846.t1	A	anno1.g12417.t1	A
anno1.g847.t1	A	anno1.g12422.t1	A
anno1.g850.t1	A	anno1.g12429.t1	A
anno1.g853.t1	A	anno1.g12458.t1	A
anno1.g854.t1	A	anno1.g12457.t1	A
anno1.g855.t1	A	anno1.g12456.t1	A
anno1.g856.t1	A	anno1.g12455.t1	A
anno1.g857.t1	A	anno1.g12454.t1	A
anno1.g858.t1	A	anno1.g12453.t1	A
anno1.g859.t1	A	anno1.g12452.t1	A
anno1.g861.t1	A	anno1.g8608.t1	A
anno1.g862.t1	A	anno1.g12460.t1	A
anno1.g863.t1	A	anno1.g12461.t1	A
anno1.g864.t1	A	anno1.g12462.t1	A
anno1.g865.t1	A	anno1.g12463.t1	A
anno1.g866.t1	A	anno1.g12464.t1	A
anno1.g868.t1	A	anno1.g12465.t1	A
anno1.g869.t1	A	anno1.g12466.t1	A
anno1.g870.t1	A	anno1.g12467.t1	A
anno1.g871.t1	A	anno1.g12468.t1	A
anno1.g872.t1	A	anno1.g5106.t1	A
anno1.g873.t1	A	anno1.g12469.t1	A
anno1.g874.t1	A	anno1.g12470.t1	A
anno1.g875.t1	A	anno1.g12471.t1	A
anno1.g876.t1	A	anno1.g12472.t1	A
anno1.g878.t1	A	anno1.g12473.t1	A
anno1.g879.t1	A	anno1.g12475.t2	A
anno1.g880.t1	A	anno1.g12476.t2	A
anno1.g881.t1	A	anno1.g12477.t1	A
anno1.g882.t1	A	anno1.g12478.t1	A
anno1.g883.t1	A	anno1.g12479.t1	A
anno1.g884.t1	A	anno1.g12480.t1	A
anno1.g885.t1	A	anno1.g12418.t1	A
anno1.g886.t1	A	anno1.g12482.t1	A
anno1.g887.t1	A	anno1.g12449.t1	A
anno1.g889.t1	A	anno1.g12447.t1	A
anno1.g890.t1	A	anno1.g12446.t1	A
anno1.g891.t1	A	anno1.g12445.t3	A
anno1.g892.t1	A	anno1.g12442.t2	A
anno1.g893.t1	A	anno1.g12443.t1	A
anno1.g894.t1	A	anno1.g12444.t1	A
anno1.g895.t1	A	anno1.g11919.t1	A
anno1.g896.t1	A	anno1.g12441.t1	A
anno1.g897.t1	A	anno1.g12440.t1	A
anno1.g902.t1	A	anno1.g12439.t1	A
anno1.g903.t1	A	anno1.g6652.t1	A
anno1.g904.t1	A	anno1.g12437.t1	A
anno1.g905.t1	A	anno1.g12436.t1	A
anno1.g907.t1	A	anno1.g12432.t1	A
anno1.g908.t1	A	anno1.g12431.t1	A
anno1.g909.t2	A	anno1.g12281.t1	A
anno1.g910.t1	A	anno1.g12280.t1	A
anno1.g911.t1	A	anno1.g12278.t2	A
anno1.g912.t1	A	anno1.g12277.t1	A
anno1.g913.t1	A	anno1.g12276.t1	A
anno1.g914.t1	A	anno1.g12275.t1	A
anno1.g915.t1	A	anno1.g12274.t1	A
anno1.g916.t1	A	anno1.g12273.t1	A
anno1.g917.t1	A	anno1.g12272.t1	A
anno1.g918.t1	A	anno1.g12271.t1	A
anno1.g919.t1	A	anno1.g12270.t1	A
anno1.g920.t1	A	anno1.g12268.t1	A
anno1.g921.t1	A	anno1.g12267.t1	A
anno1.g922.t2	A	anno1.g12266.t3	A
anno1.g923.t1	A	anno1.g12265.t1	A
anno1.g925.t1	A	anno1.g12249.t1	A
anno1.g926.t2	A	anno1.g12247.t1	A
anno1.g930.t1	A	anno1.g7276.t1	A
anno1.g931.t2	A	anno1.g4363.t1	A
anno1.g934.t1	A	anno1.g12487.t1	A
anno1.g937.t1	A	anno1.g14644.t1	A
anno1.g940.t1	A	anno1.g12485.t1	A
anno1.g942.t1	A	anno1.g1163.t3	A
anno1.g943.t1	A	anno1.g12483.t2	A
anno1.g944.t1	A	anno1.g12488.t1	A
anno1.g945.t1	A	anno1.g12489.t1	A
anno1.g947.t1	A	anno1.g12492.t1	A
anno1.g948.t1	A	anno1.g12493.t1	A
anno1.g949.t1	A	anno1.g12494.t1	A
anno1.g950.t1	A	anno1.g12070.t1	A
anno1.g953.t1	A	anno1.g12509.t2	A
anno1.g954.t1	A	anno1.g12510.t1	A
anno1.g955.t1	A	anno1.g12511.t2	A
anno1.g956.t1	A	anno1.g12512.t1	A
anno1.g957.t1	A	anno1.g12513.t1	A
anno1.g958.t2	A	anno1.g12514.t1	A
anno1.g959.t1	A	anno1.g12515.t1	A
anno1.g960.t1	A	anno1.g12516.t1	A
anno1.g961.t1	A	anno1.g12517.t1	A
anno1.g962.t1	A	anno1.g12506.t1	A
anno1.g963.t1	A	anno1.g12519.t1	A
anno1.g964.t2	A	anno1.g12503.t1	A
anno1.g965.t1	A	anno1.g12502.t1	A
anno1.g966.t1	A	anno1.g12501.t1	A
anno1.g968.t1	A	anno1.g12500.t1	A
anno1.g969.t2	A	anno1.g12523.t1	A
anno1.g971.t1	A	anno1.g1012.t1	A
anno1.g972.t1	A	anno1.g3102.t1	A
anno1.g973.t1	A	anno1.g12525.t2	A
anno1.g974.t1	A	anno1.g12526.t1	A
anno1.g975.t1	A	anno1.g12529.t1	A
anno1.g976.t1	A	anno1.g12530.t1	A
anno1.g977.t1	A	anno1.g12533.t1	A
anno1.g978.t1	A	anno1.g12532.t1	A
anno1.g979.t1	A	anno1.g12531.t1	A
anno1.g980.t1	A	anno1.g12535.t1	A
anno1.g981.t1	A	anno1.g12536.t1	A
anno1.g983.t1	A	anno1.g12537.t1	A
anno1.g985.t1	A	anno1.g12540.t1	A
anno1.g986.t1	A	anno1.g12541.t1	A
anno1.g988.t1	A	anno1.g12543.t1	A
anno1.g989.t1	A	anno1.g12544.t1	A
anno1.g990.t1	A	anno1.g12545.t1	A
anno1.g991.t1	A	anno1.g12546.t1	A
anno1.g992.t1	A	anno1.g12548.t1	A
anno1.g996.t1	A	anno1.g12553.t1	A
anno1.g997.t1	A	anno1.g12554.t1	A
anno1.g998.t1	A	anno1.g12555.t1	A
anno1.g999.t1	A	anno1.g12556.t1	A
anno1.g1000.t1	A	anno1.g12557.t1	A
anno1.g1002.t1	A	anno1.g12563.t1	A
anno1.g1003.t1	A	anno1.g12564.t1	A
anno1.g1004.t2	A	anno1.g12565.t1	A
anno1.g1006.t1	A	anno1.g12566.t1	A
anno1.g1007.t2	A	anno1.g12567.t1	A
anno1.g1008.t1	A	anno1.g12568.t1	A
anno1.g1009.t1	A	anno1.g12570.t1	A
anno1.g1010.t1	A	anno1.g12572.t2	A
anno1.g1012.t1	A	anno1.g11832.t1	A
anno1.g1013.t1	A	anno1.g12573.t1	A
anno1.g1014.t1	A	anno1.g12574.t1	A
anno1.g1016.t1	A	anno1.g12582.t1	A
anno1.g1018.t1	A	anno1.g9233.t1	A
anno1.g1021.t1	A	anno1.g12579.t1	A
anno1.g1022.t1	A	anno1.g14182.t1	A
anno1.g1024.t1	A	anno1.g12598.t1	A
anno1.g1025.t1	A	anno1.g12597.t1	A
anno1.g1026.t1	A	anno1.g12596.t1	A
anno1.g1027.t1	A	anno1.g12595.t1	A
anno1.g1028.t1	A	anno1.g12594.t1	A
anno1.g1029.t1	A	anno1.g12593.t2	A
anno1.g1030.t1	A	anno1.g12592.t1	A
anno1.g1031.t1	A	anno1.g12591.t1	A
anno1.g1032.t1	A	anno1.g12601.t1	A
anno1.g1035.t1	A	anno1.g11553.t1	A
anno1.g1036.t1	A	anno1.g12604.t1	A
anno1.g1037.t1	A	anno1.g12605.t1	A
anno1.g1038.t1	A	anno1.g12606.t1	A
anno1.g1039.t3	A	anno1.g12613.t7	A
anno1.g1041.t1	A	anno1.g12612.t1	A
anno1.g1043.t1	A	anno1.g12611.t1	A
anno1.g1044.t1	A	anno1.g12610.t1	A
anno1.g1045.t1	A	anno1.g12608.t1	A
anno1.g1046.t1	A	anno1.g14454.t1	A
anno1.g1047.t1	A	anno1.g14453.t1	A
anno1.g1048.t1	A	anno1.g9742.t1	A
anno1.g1049.t1	A	anno1.g14452.t1	A
anno1.g1050.t2	A	anno1.g12625.t1	A
anno1.g1052.t1	A	anno1.g12627.t1	A
anno1.g1053.t1	A	anno1.g14450.t2	A
anno1.g1054.t1	A	anno1.g12629.t1	A
anno1.g1055.t1	A	anno1.g12630.t1	A
anno1.g1056.t1	A	anno1.g12631.t1	A
anno1.g1057.t1	A	anno1.g12632.t1	A
anno1.g1058.t1	A	anno1.g12633.t1	A
anno1.g1059.t1	A	anno1.g12634.t1	A
anno1.g1060.t1	A	anno1.g12635.t1	A
anno1.g1061.t1	A	anno1.g12636.t1	A
anno1.g1064.t1	A	anno1.g12638.t1	A
anno1.g1065.t1	A	anno1.g12639.t1	A
anno1.g1067.t1	A	anno1.g12641.t1	A
anno1.g1069.t2	A	anno1.g12645.t1	A
anno1.g1070.t1	A	anno1.g12646.t2	A
anno1.g1071.t1	A	anno1.g12647.t1	A
anno1.g1079.t1	A	anno1.g12650.t1	A
anno1.g1082.t1	A	anno1.g12654.t1	A
anno1.g1083.t1	A	anno1.g12655.t1	A
anno1.g1084.t1	A	anno1.g12657.t1	A
anno1.g1085.t1	A	anno1.g3352.t1	A
anno1.g1086.t1	A	anno1.g12664.t1	A
anno1.g1090.t1	A	anno1.g12672.t1	A
anno1.g1095.t1	A	anno1.g14432.t1	A
anno1.g1096.t2	A	anno1.g14433.t1	A
anno1.g1098.t2	A	anno1.g14434.t1	A
anno1.g1099.t1	A	anno1.g14291.t1	A
anno1.g1100.t1	A	anno1.g14295.t2	A
anno1.g1101.t1	A	anno1.g14290.t1	A
anno1.g1102.t1	A	anno1.g14250.t1	A
anno1.g1108.t2	A	anno1.g14213.t1	A
anno1.g1109.t1	A	anno1.g8185.t1	A
anno1.g1110.t1	A	anno1.g11881.t1	A
anno1.g1111.t1	A	anno1.g11879.t1	A
anno1.g1112.t1	A	anno1.g11876.t1	A
anno1.g1113.t2	A	anno1.g11869.t1	A
anno1.g1114.t1	A	anno1.g11872.t1	A
anno1.g1117.t1	A	anno1.g13904.t1	A
anno1.g1120.t2	A	anno1.g14820.t1	A
anno1.g1121.t1	A	anno1.g11863.t1	A
anno1.g1129.t1	A	anno1.g6316.t1	A
anno1.g1133.t2	A	anno1.g575.t1	A
anno1.g1134.t2	A	anno1.g2663.t1	A
anno1.g1137.t1	A	anno1.g6818.t1	A
anno1.g1155.t1	A	anno1.g11887.t1	A
anno1.g1159.t1	A	anno1.g13134.t1	A
anno1.g1161.t2	A	anno1.g13161.t1	A
anno1.g1162.t1	A	anno1.g13163.t2	A
anno1.g1164.t1	A	anno1.g13162.t1	A
anno1.g1166.t1	A	anno1.g13171.t1	A
anno1.g1169.t1	A	anno1.g13168.t1	A
anno1.g1171.t1	A	anno1.g13167.t1	A
anno1.g1172.t1	A	anno1.g13169.t1	A
anno1.g1173.t1	A	anno1.g13175.t1	A
anno1.g1174.t1	A	anno1.g13176.t1	A
anno1.g1175.t1	A	anno1.g13158.t1	A
anno1.g1176.t1	A	anno1.g5669.t1	A
anno1.g1177.t1	A	anno1.g13179.t1	A
anno1.g1178.t1	A	anno1.g13180.t1	A
anno1.g1179.t1	A	anno1.g13181.t1	A
anno1.g1180.t1	A	anno1.g13182.t1	A
anno1.g1181.t1	A	anno1.g13183.t1	A
anno1.g1182.t1	A	anno1.g13184.t1	A
anno1.g1183.t1	A	anno1.g13185.t1	A
anno1.g1184.t1	A	anno1.g13186.t1	A
anno1.g1186.t1	A	anno1.g13188.t1	A
anno1.g1187.t1	A	anno1.g13191.t1	A
anno1.g1188.t1	A	anno1.g13190.t1	A
anno1.g1189.t1	A	anno1.g13189.t1	A
anno1.g1191.t1	A	anno1.g13341.t1	A
anno1.g1192.t1	A	anno1.g13342.t1	A
anno1.g1193.t1	A	anno1.both_agree_g316.t1	A
anno1.g1194.t1	A	anno1.g13337.t6	A
anno1.g1195.t1	A	anno1.g13336.t1	A
anno1.g1196.t1	A	anno1.g13334.t1	A
anno1.g1197.t1	A	anno1.g13906.t2	A
anno1.g1198.t1	A	anno1.g13907.t1	A
anno1.g1199.t1	A	anno1.g13909.t1	A
anno1.g1200.t2	A	anno1.g13910.t1	A
anno1.g1201.t1	A	anno1.g13911.t1	A
anno1.g1202.t1	A	anno1.g13912.t1	A
anno1.g1203.t1	A	anno1.g13913.t1	A
anno1.g1204.t1	A	anno1.g13915.t1	A
anno1.g1205.t1	A	anno1.g13916.t1	A
anno1.g1206.t1	A	anno1.g13917.t2	A
anno1.g1207.t1	A	anno1.g13918.t1	A
anno1.g1208.t1	A	anno1.g13872.t1	A
anno1.g1209.t1	A	anno1.g13902.t1	A
anno1.g1212.t1	A	anno1.g13899.t2	A
anno1.g1213.t1	A	anno1.g13878.t1	A
anno1.g1214.t1	A	anno1.g13880.t1	A
anno1.g1215.t1	A	anno1.g13881.t1	A
anno1.g1216.t1	A	anno1.g13882.t1	A
anno1.g1217.t1	A	anno1.g13883.t1	A
anno1.g1218.t1	A	anno1.g13884.t1	A
anno1.g1219.t1	A	anno1.g13885.t1	A
anno1.g1223.t1	A	anno1.g13896.t1	A
anno1.g1244.t1	A	anno1.g5561.t1	A
anno1.g1246.t1	A	anno1.g732.t1	A
anno1.g1248.t1	A	anno1.g13973.t1	A
anno1.g1249.t1	A	anno1.g13974.t1	A
anno1.g1256.t1	A	anno1.g13976.t1	A
anno1.g1258.t1	A	anno1.g13977.t1	A
anno1.g1259.t1	A	anno1.g13978.t1	A
anno1.g1260.t1	A	anno1.g3244.t1	A
anno1.g1261.t1	A	anno1.g13979.t1	A
anno1.g1262.t1	A	anno1.g14579.t1	A
anno1.g1264.t1	A	anno1.g1020.t1	A
anno1.g1265.t1	A	anno1.g13980.t1	A
anno1.g1266.t1	A	anno1.g13981.t1	A
anno1.g1267.t1	A	anno1.g13982.t1	A
anno1.g1268.t2	A	anno1.g13983.t2	A
anno1.g1269.t2	A	anno1.g13984.t2	A
anno1.g1270.t1	A	anno1.g13985.t1	A
anno1.g1271.t1	A	anno1.g13986.t1	A
anno1.g1273.t1	A	anno1.g13987.t1	A
anno1.g1274.t1	A	anno1.g13988.t1	A
anno1.g1275.t1	A	anno1.g13989.t1	A
anno1.g1276.t1	A	anno1.g13991.t2	A
anno1.g1277.t1	A	anno1.g5834.t1	A
anno1.g1280.t1	A	anno1.g13996.t1	A
anno1.g1291.t1	A	anno1.g14004.t1	A
anno1.g1300.t3	A	anno1.g13969.t1	A
anno1.g1301.t1	A	anno1.g13968.t1	A
anno1.g1302.t1	A	anno1.g13967.t1	A
anno1.g1303.t1	A	anno1.g13966.t1	A
anno1.g1304.t1	A	anno1.g13965.t1	A
anno1.g1306.t1	A	anno1.g13964.t2	A
anno1.g1307.t1	A	anno1.g11998.t1	A
anno1.g1308.t1	A	anno1.g4415.t1	A
anno1.g1313.t1	A	anno1.g13962.t1	A
anno1.g1314.t1	A	anno1.g13960.t1	A
anno1.g1315.t2	A	anno1.g13959.t2	A
anno1.g1317.t1	A	anno1.g3496.t1	A
anno1.g1318.t1	A	anno1.g13958.t1	A
anno1.g1322.t1	A	anno1.g13957.t1	A
anno1.g1323.t1	A	anno1.g13955.t1	A
anno1.g1324.t1	A	anno1.g13954.t1	A
anno1.g1325.t1	A	anno1.g13953.t2	A
anno1.g1326.t1	A	anno1.g13952.t1	A
anno1.g1327.t1	A	anno1.g13951.t1	A
anno1.g1328.t1	A	anno1.g13950.t1	A
anno1.g1329.t1	A	anno1.g12146.t1	A
anno1.g1331.t1	A	anno1.g13949.t1	A
anno1.g1332.t2	A	anno1.g6943.t2	A
anno1.g1333.t1	A	anno1.g13947.t1	A
anno1.g1335.t1	A	anno1.g13946.t1	A
anno1.g1336.t1	A	anno1.g13945.t4	A
anno1.g1337.t1	A	anno1.g13944.t2	A
anno1.g1338.t1	A	anno1.g13943.t1	A
anno1.g1339.t1	A	anno1.g13942.t1	A
anno1.g1340.t1	A	anno1.g13941.t2	A
anno1.g1341.t1	A	anno1.g13940.t2	A
anno1.g1342.t1	A	anno1.g13733.t2	A
anno1.g1343.t1	A	anno1.g13734.t1	A
anno1.g1344.t1	A	anno1.g13735.t1	A
anno1.g1346.t1	A	anno1.g13737.t1	A
anno1.g1348.t1	A	anno1.g13736.t2	A
anno1.g1349.t2	A	anno1.g13739.t2	A
anno1.g1351.t1	A	anno1.g13741.t1	A
anno1.g1352.t1	A	anno1.g13742.t1	A
anno1.g1353.t1	A	anno1.g13745.t1	A
anno1.g1354.t1	A	anno1.g13746.t1	A
anno1.g1355.t1	A	anno1.g13194.t1	A
anno1.g1356.t1	A	anno1.g13193.t1	A
anno1.g1357.t2	A	anno1.g13130.t1	A
anno1.g1358.t1	A	anno1.g13357.t1	A
anno1.g1359.t1	A	anno1.g13358.t1	A
anno1.g1360.t2	A	anno1.g13352.t2	A
anno1.g1361.t1	A	anno1.g13351.t1	A
anno1.g1362.t2	A	anno1.g13350.t2	A
anno1.g1363.t1	A	anno1.g13349.t1	A
anno1.g1364.t1	A	anno1.g13347.t1	A
anno1.g1365.t3	A	anno1.g13346.t2	A
anno1.g1366.t1	A	anno1.g13345.t2	A
anno1.g1367.t2	A	anno1.g13344.t1	A
anno1.g1368.t1	A	anno1.g1069.t2	A
anno1.g1375.t1	A	anno1.g13166.t1	A
anno1.g1376.t1	A	anno1.g13165.t1	A
anno1.g1377.t1	A	anno1.g13157.t3	A
anno1.g1379.t1	A	anno1.g13156.t1	A
anno1.g1380.t1	A	anno1.g13155.t1	A
anno1.g1381.t1	A	anno1.g13154.t1	A
anno1.g1382.t1	A	anno1.g13153.t1	A
anno1.g1383.t1	A	anno1.g13152.t1	A
anno1.g1385.t1	A	anno1.g6340.t1	A
anno1.g1387.t1	A	anno1.g13149.t1	A
anno1.g1388.t2	A	anno1.g13148.t1	A
anno1.g1390.t1	A	anno1.g13146.t1	A
anno1.g1391.t1	A	anno1.g14550.t3	A
anno1.g1393.t1	A	anno1.g14551.t1	A
anno1.g1395.t1	A	anno1.g13143.t1	A
anno1.g1397.t3	A	anno1.g13142.t1	A
anno1.g1398.t1	A	anno1.g13140.t1	A
anno1.g1399.t1	A	anno1.g13139.t1	A
anno1.g1400.t1	A	anno1.g13138.t1	A
anno1.g1401.t1	A	anno1.g13137.t1	A
anno1.g1403.t1	A	anno1.g13136.t1	A
anno1.g1405.t1	A	anno1.g11883.t1	A
anno1.g1406.t1	A	anno1.g11882.t1	A
anno1.g1407.t4	A	anno1.g11886.t3	A
anno1.g1408.t1	A	anno1.g11843.t1	A
anno1.g1409.t1	A	anno1.g11888.t1	A
anno1.g1410.t1	A	anno1.g11841.t1	A
anno1.g1411.t1	A	anno1.g11892.t1	A
anno1.g1412.t1	A	anno1.g11893.t1	A
anno1.g1413.t2	A	anno1.g11895.t2	A
anno1.g1414.t1	A	anno1.g11896.t1	A
anno1.g1415.t1	A	anno1.g11901.t1	A
anno1.g1416.t2	A	anno1.g11902.t3	A
anno1.g1417.t1	A	anno1.g11903.t1	A
anno1.g1418.t1	A	anno1.g11907.t1	A
anno1.g1419.t1	A	anno1.g14187.t1	A
anno1.g1420.t1	A	anno1.g11910.t1	A
anno1.g1421.t2	A	anno1.g11918.t2	A
anno1.g1422.t1	A	anno1.g14186.t1	A
anno1.g1423.t1	A	anno1.g14185.t1	A
anno1.g1424.t2	A	anno1.g14181.t1	A
anno1.g1427.t1	A	anno1.g14180.t3	A
anno1.g1429.t1	A	anno1.g14178.t1	A
anno1.g1432.t1	A	anno1.g14177.t1	A
anno1.g1433.t1	A	anno1.g14174.t1	A
anno1.g1436.t1	A	anno1.g14163.t2	A
anno1.g1437.t1	A	anno1.g14167.t1	A
anno1.g1439.t1	A	anno1.g14168.t2	A
anno1.g1440.t1	A	anno1.g14169.t1	A
anno1.g1441.t1	A	anno1.g14006.t1	A
anno1.g1442.t2	A	anno1.g14173.t1	A
anno1.g1443.t1	A	anno1.g14162.t1	A
anno1.g1444.t1	A	anno1.g14161.t1	A
anno1.g1445.t2	A	anno1.g14160.t1	A
anno1.g1446.t1	A	anno1.g14159.t1	A
anno1.g1447.t1	A	anno1.g14158.t1	A
anno1.g1448.t1	A	anno1.g13328.t1	A
anno1.g1449.t1	A	anno1.g13329.t1	A
anno1.g1450.t1	A	anno1.g13330.t1	A
anno1.g1451.t1	A	anno1.g13325.t1	A
anno1.g1452.t3	A	anno1.g13324.t2	A
anno1.g1453.t1	A	anno1.g13323.t1	A
anno1.g1456.t1	A	anno1.g13321.t1	A
anno1.g1458.t1	A	anno1.g13320.t1	A
anno1.g1459.t1	A	anno1.g13319.t1	A
anno1.g1460.t1	A	anno1.g13318.t1	A
anno1.g1462.t1	A	anno1.g8227.t1	A
anno1.g1463.t1	A	anno1.g13317.t1	A
anno1.g1464.t2	A	anno1.g13315.t1	A
anno1.g1465.t1	A	anno1.g13316.t1	A
anno1.g1466.t2	A	anno1.g13314.t1	A
anno1.g1467.t1	A	anno1.g13313.t1	A
anno1.g1468.t1	A	anno1.g13311.t1	A
anno1.g1473.t1	A	anno1.g13308.t1	A
anno1.g1474.t1	A	anno1.g13306.t2	A
anno1.g1475.t1	A	anno1.g13305.t1	A
anno1.g1476.t1	A	anno1.g13304.t1	A
anno1.g1477.t1	A	anno1.g13300.t1	A
anno1.g1479.t1	A	anno1.g13298.t1	A
anno1.g1480.t1	A	anno1.g13297.t1	A
anno1.g1481.t1	A	anno1.g13296.t1	A
anno1.g1485.t1	A	anno1.g13360.t2	A
anno1.g1486.t1	A	anno1.g13365.t1	A
anno1.g1487.t4	A	anno1.g6416.t1	A
anno1.g1488.t1	A	anno1.g13698.t1	A
anno1.g1489.t1	A	anno1.g13374.t1	A
anno1.g1491.t1	A	anno1.g13376.t2	A
anno1.g1492.t1	A	anno1.g13377.t1	A
anno1.g1493.t1	A	anno1.g13378.t2	A
anno1.g1494.t1	A	anno1.g13379.t2	A
anno1.g1495.t1	A	anno1.g13381.t2	A
anno1.g1496.t1	A	anno1.g13382.t1	A
anno1.g1497.t1	A	anno1.g13383.t1	A
anno1.g1498.t1	A	anno1.g13384.t1	A
anno1.g1500.t1	A	anno1.g13385.t1	A
anno1.g1501.t1	A	anno1.g13386.t1	A
anno1.g1503.t1	A	anno1.g13387.t1	A
anno1.g1504.t2	A	anno1.g13388.t1	A
anno1.g1505.t1	A	anno1.g13389.t1	A
anno1.g1506.t1	A	anno1.g13390.t1	A
anno1.g1507.t1	A	anno1.g13391.t1	A
anno1.g1508.t1	A	anno1.g13392.t1	A
anno1.g1509.t1	A	anno1.g13393.t1	A
anno1.g1510.t1	A	anno1.g13407.t1	A
anno1.g1511.t1	A	anno1.g13408.t1	A
anno1.g1512.t1	A	anno1.g13409.t1	A
anno1.g1513.t1	A	anno1.g13410.t1	A
anno1.g1514.t1	A	anno1.g13411.t1	A
anno1.g1515.t1	A	anno1.g13412.t1	A
anno1.g1516.t1	A	anno1.g13414.t2	A
anno1.g1517.t1	A	anno1.g13416.t1	A
anno1.g1518.t1	A	anno1.g13395.t1	A
anno1.g1519.t1	A	anno1.g13396.t1	A
anno1.g1520.t1	A	anno1.g13397.t1	A
anno1.g1521.t1	A	anno1.g13398.t1	A
anno1.g1522.t1	A	anno1.g13399.t1	A
anno1.g1523.t1	A	anno1.g13422.t1	A
anno1.g1524.t1	A	anno1.g13401.t1	A
anno1.g1525.t1	A	anno1.g13402.t1	A
anno1.g1526.t2	A	anno1.g13404.t2	A
anno1.g1527.t1	A	anno1.g13405.t1	A
anno1.g1529.t1	A	anno1.g13425.t1	A
anno1.g1531.t2	A	anno1.g13426.t1	A
anno1.g1534.t1	A	anno1.g13427.t2	A
anno1.g1535.t1	A	anno1.g13429.t1	A
anno1.g1536.t1	A	anno1.g13430.t1	A
anno1.g1537.t1	A	anno1.g13431.t1	A
anno1.g1538.t1	A	anno1.g13432.t3	A
anno1.g1541.t2	A	anno1.g13442.t1	A
anno1.g1542.t1	A	anno1.g13436.t1	A
anno1.g1543.t1	A	anno1.g13440.t1	A
anno1.g1544.t1	A	anno1.g13438.t1	A
anno1.g1545.t1	A	anno1.g13448.t1	A
anno1.g1546.t1	A	anno1.g13451.t1	A
anno1.g1547.t1	A	anno1.g13473.t1	A
anno1.g1548.t1	A	anno1.g13472.t1	A
anno1.g1549.t1	A	anno1.g13476.t1	A
anno1.g1550.t1	A	anno1.g13470.t1	A
anno1.g1551.t1	A	anno1.g13478.t1	A
anno1.g1553.t1	A	anno1.g13483.t1	A
anno1.g1554.t1	A	anno1.g13484.t1	A
anno1.g1555.t1	A	anno1.g13485.t1	A
anno1.g1556.t1	A	anno1.g13486.t1	A
anno1.g1557.t2	A	anno1.g13487.t1	A
anno1.g1558.t1	A	anno1.g13488.t1	A
anno1.g1559.t1	A	anno1.g13489.t1	A
anno1.g1561.t1	A	anno1.g13491.t1	A
anno1.g1562.t1	A	anno1.g13494.t1	A
anno1.g1563.t1	A	anno1.g13495.t1	A
anno1.g1564.t1	A	anno1.g13493.t1	A
anno1.g1565.t1	A	anno1.g13500.t1	A
anno1.g1566.t1	A	anno1.g12269.t1	A
anno1.g1568.t1	A	anno1.g13502.t1	A
anno1.g1570.t1	A	anno1.g13534.t1	A
anno1.g1574.t1	A	anno1.g13506.t1	A
anno1.g1576.t1	A	anno1.g13507.t1	A
anno1.g1578.t1	A	anno1.g13510.t1	A
anno1.g1579.t1	A	anno1.g13536.t1	A
anno1.g1581.t1	A	anno1.g13514.t1	A
anno1.g1582.t1	A	anno1.g13515.t1	A
anno1.g1585.t1	A	anno1.g13541.t1	A
anno1.g1587.t1	A	anno1.g13543.t1	A
anno1.g1589.t1	A	anno1.g13545.t1	A
anno1.g1590.t1	A	anno1.g13520.t1	A
anno1.g1591.t1	A	anno1.g13546.t1	A
anno1.g1592.t1	A	anno1.g13523.t1	A
