A_obtectus	chromosome	B_siliquastri	chromosome
anno1.g884.t1	A	BRAKERILHT00000010751	A
anno1.g885.t2	A	BRAKERILHT00000011501	A
anno1.g886.t1	A	BRAKERILHT00000011636	A
anno1.g887.t2	A	BRAKERILHT00000012205	A
anno1.g888.t1	A	BRAKERILHT00000011096	A
anno1.g889.t1	A	BRAKERILHT00000011064	A
anno1.g890.t1	A	BRAKERILHT00000012190	A
anno1.g891.t1	A	BRAKERILHT00000011659	A
anno1.g892.t2	A	BRAKERILHT00000011342	A
anno1.g893.t1	A	BRAKERILHT00000011940	A
anno1.g894.t1	A	BRAKERILHT00000011482	A
anno1.g895.t2	A	BRAKERILHT00000010976	A
anno1.g896.t1	A	BRAKERILHT00000010585	A
anno1.g897.t1	A	BRAKERILHT00000010712	A
anno1.g898.t1	A	BRAKERILHT00000012195	A
anno1.g899.t1	A	BRAKERILHT00000011782	A
anno1.g906.t1	A	BRAKERILHT00000012199	A
anno1.g909.t1	A	BRAKERILHT00000010803	A
anno1.g910.t1	A	BRAKERILHT00000012337	A
anno1.g911.t1	A	BRAKERILHT00000010811	A
anno1.g912.t2	A	BRAKERILHT00000011032	A
anno1.g914.t1	A	BRAKERILHT00000011555	A
anno1.g916.t3	A	BRAKERILHT00000011095	A
anno1.g917.t1	A	BRAKERILHT00000011119	A
anno1.g918.t1	A	BRAKERILHT00000012113	A
anno1.g920.t1	A	BRAKERILHT00000011958	A
anno1.g921.t2	A	BRAKERILHT00000011500	A
anno1.g922.t1	A	BRAKERILHT00000010845	A
anno1.g923.t1	A	BRAKERILHT00000012333	A
anno1.g924.t1	A	BRAKERILHT00000011637	A
anno1.g925.t1	A	BRAKERILHT00000011244	A
anno1.g926.t1	A	BRAKERILHT00000010588	A
anno1.g927.t1	A	BRAKERILHT00000012088	A
anno1.g928.t1	A	BRAKERILHT00000012168	A
anno1.g929.t1	A	BRAKERILHT00000011840	A
anno1.g936.t1	A	BRAKERILHT00000015668	A
anno1.g937.t1	A	BRAKERILHT00000011187	A
anno1.g938.t1	A	BRAKERILHT00000010762	A
anno1.g941.t1	A	BRAKERILHT00000010747	A
anno1.g946.t1	A	BRAKERILHT00000011475	A
anno1.g947.t1	A	BRAKERILHT00000010946	A
anno1.g949.t1	A	BRAKERILHT00000012287	A
anno1.g952.t2	A	BRAKERILHT00000011971	A
anno1.g953.t1	A	BRAKERILHT00000010477	A
anno1.g954.t1	A	BRAKERILHT00000002516	A
anno1.g956.t2	A	BRAKERILHT00000012172	A
anno1.g957.t1	A	BRAKERILHT00000010659	A
anno1.g960.t1	A	BRAKERILHT00000011410	A
anno1.g961.t1	A	BRAKERILHT00000010996	A
anno1.g962.t1	A	BRAKERILHT00000011272	A
anno1.g963.t2	A	BRAKERILHT00000010861	A
anno1.g969.t1	A	BRAKERILHT00000011790	A
anno1.g970.t2	A	BRAKERILHT00000010702	A
anno1.g972.t1	A	BRAKERILHT00000012000	A
anno1.g973.t1	A	BRAKERILHT00000010627	A
anno1.g974.t1	A	BRAKERILHT00000011539	A
anno1.g977.t5	A	BRAKERILHT00000010944	A
anno1.g978.t1	A	BRAKERILHT00000011584	A
anno1.g979.t1	A	BRAKERILHT00000012270	A
anno1.g984.t1	A	BRAKERILHT00000012001	A
anno1.g985.t1	A	BRAKERILHT00000012327	A
anno1.g986.t1	A	BRAKERILHT00000011618	A
anno1.g987.t1	A	BRAKERILHT00000011024	A
anno1.g991.t1	A	BRAKERILHT00000004848	A
anno1.g994.t1	A	BRAKERILHT00000011714	A
anno1.g995.t1	A	BRAKERILHT00000012107	A
anno1.g1001.t1	A	BRAKERILHT00000001096	A
anno1.g1002.t1	A	BRAKERILHT00000011452	A
anno1.g1006.t1	A	BRAKERILHT00000010510	A
anno1.g1007.t1	A	BRAKERILHT00000017819	X
anno1.g1010.t1	A	BRAKERILHT00000012072	A
anno1.g1011.t1	A	BRAKERILHT00000011819	A
anno1.g1013.t1	A	BRAKERILHT00000014939	A
anno1.g1016.t2	A	BRAKERILHT00000011225	A
anno1.g1021.t2	A	BRAKERILHT00000011071	A
anno1.g1022.t1	A	BRAKERILHT00000011816	A
anno1.g1023.t1	A	BRAKERILHT00000012189	A
anno1.g1024.t1	A	BRAKERILHT00000011456	A
anno1.g1025.t1	A	BRAKERILHT00000010790	A
anno1.g1028.t1	A	BRAKERILHT00000010676	A
anno1.g1029.t1	A	BRAKERILHT00000012133	A
anno1.g1033.t1	A	BRAKERILHT00000011113	A
anno1.g1036.t1	A	BRAKERILHT00000011733	A
anno1.g1038.t1	A	BRAKERILHT00000011313	A
anno1.g1041.t1	A	BRAKERILHT00000010862	A
anno1.g1045.t1	A	BRAKERILHT00000011678	A
anno1.g1050.t1	A	BRAKERILHT00000011926	A
anno1.g1054.t1	A	BRAKERILHT00000010665	A
anno1.g1055.t1	A	BRAKERILHT00000011747	A
anno1.g1060.t4	A	BRAKERILHT00000011735	A
anno1.g1065.t1	A	BRAKERILHT00000010549	A
anno1.g1075.t1	A	BRAKERILHT00000010922	A
anno1.g1076.t1	A	BRAKERILHT00000011445	A
anno1.g1077.t1	A	BRAKERILHT00000012099	A
anno1.g1078.t1	A	BRAKERILHT00000011818	A
anno1.g1081.t2	A	BRAKERILHT00000011045	A
anno1.g1082.t1	A	BRAKERILHT00000011855	A
anno1.g1084.t1	A	BRAKERILHT00000011781	A
anno1.g1085.t2	A	BRAKERILHT00000010891	A
anno1.g1086.t3	A	BRAKERILHT00000012134	A
anno1.g1087.t1	A	BRAKERILHT00000010634	A
anno1.g1088.t1	A	BRAKERILHT00000010619	A
anno1.g1089.t2	A	BRAKERILHT00000011789	A
anno1.g1090.t1	A	BRAKERILHT00000011359	A
anno1.g1091.t1	A	BRAKERILHT00000011449	A
anno1.g1092.t3	A	BRAKERILHT00000010784	A
anno1.g1093.t1	A	BRAKERILHT00000012143	A
anno1.g1094.t2	A	BRAKERILHT00000010773	A
anno1.g1095.t1	A	BRAKERILHT00000011056	A
anno1.g1096.t1	A	BRAKERILHT00000011116	A
anno1.g1097.t1	A	BRAKERILHT00000011868	A
anno1.g1098.t1	A	BRAKERILHT00000010497	A
anno1.g1099.t1	A	BRAKERILHT00000010776	A
anno1.g1100.t2	A	BRAKERILHT00000011299	A
anno1.g1101.t1	A	BRAKERILHT00000011616	A
anno1.g1102.t1	A	BRAKERILHT00000012169	A
anno1.g1104.t1	A	BRAKERILHT00000010876	A
anno1.g1105.t1	A	BRAKERILHT00000011155	A
anno1.g1106.t1	A	BRAKERILHT00000012037	A
anno1.g1108.t1	A	BRAKERILHT00000017515	X
anno1.g1109.t6	A	BRAKERILHT00000010426	A
anno1.g1113.t1	A	BRAKERILHT00000010743	A
anno1.g1114.t1	A	BRAKERILHT00000011577	A
anno1.g1116.t2	A	BRAKERILHT00000011291	A
anno1.g1117.t1	A	BRAKERILHT00000011741	A
anno1.g1118.t1	A	BRAKERILHT00000012152	A
anno1.g1119.t2	A	BRAKERILHT00000010757	A
anno1.g1120.t1	A	BRAKERILHT00000011561	A
anno1.g1121.t1	A	BRAKERILHT00000011885	A
anno1.g1123.t1	A	BRAKERILHT00000011622	A
anno1.g1124.t1	A	BRAKERILHT00000012161	A
anno1.g1125.t1	A	BRAKERILHT00000010637	A
anno1.g1126.t1	A	BRAKERILHT00000011657	A
anno1.g1127.t1	A	BRAKERILHT00000011487	A
anno1.g1128.t1	A	BRAKERILHT00000011990	A
anno1.g1129.t1	A	BRAKERILHT00000011257	A
anno1.g1130.t1	A	BRAKERILHT00000011804	A
anno1.g1131.t1	A	BRAKERILHT00000010806	A
anno1.g1133.t1	A	BRAKERILHT00000011059	A
anno1.g1134.t1	A	BRAKERILHT00000011044	A
anno1.g1135.t2	A	BRAKERILHT00000011559	A
anno1.g1137.t3	A	BRAKERILHT00000011866	A
anno1.g1139.t1	A	BRAKERILHT00000010480	A
anno1.g1140.t1	A	BRAKERILHT00000011180	A
anno1.g1141.t2	A	BRAKERILHT00000011700	A
anno1.g1142.t1	A	BRAKERILHT00000011448	A
anno1.g1143.t1	A	BRAKERILHT00000010664	A
anno1.g1144.t1	A	BRAKERILHT00000012218	A
anno1.g1146.t1	A	BRAKERILHT00000010631	A
anno1.g1147.t1	A	BRAKERILHT00000011075	A
anno1.g1148.t1	A	BRAKERILHT00000011653	A
anno1.g1149.t1	A	BRAKERILHT00000012023	A
anno1.g1151.t1	A	BRAKERILHT00000011387	A
anno1.g1154.t1	A	BRAKERILHT00000011137	A
anno1.g1161.t1	A	BRAKERILHT00000011921	A
anno1.g1165.t1	A	BRAKERILHT00000011252	A
anno1.g1166.t1	A	BRAKERILHT00000011405	A
anno1.g1168.t1	A	BRAKERILHT00000011322	A
anno1.g1171.t3	A	BRAKERILHT00000010546	A
anno1.g1172.t1	A	BRAKERILHT00000010927	A
anno1.g1173.t1	A	BRAKERILHT00000007689	A
anno1.g1175.t2	A	BRAKERILHT00000012223	A
anno1.g1176.t1	A	BRAKERILHT00000010711	A
anno1.g1177.t1	A	BRAKERILHT00000010804	A
anno1.g1178.t1	A	BRAKERILHT00000011813	A
anno1.g1181.t1	A	BRAKERILHT00000010630	A
anno1.g1182.t1	A	BRAKERILHT00000011648	A
anno1.g1183.t1	A	BRAKERILHT00000011770	A
anno1.g1185.t1	A	BRAKERILHT00000011271	A
anno1.g1187.t2	A	BRAKERILHT00000010855	A
anno1.g1188.t1	A	BRAKERILHT00000011983	A
anno1.g1189.t1	A	BRAKERILHT00000010938	A
anno1.g1190.t1	A	BRAKERILHT00000010809	A
anno1.g1193.t1	A	BRAKERILHT00000011600	A
anno1.g1195.t1	A	BRAKERILHT00000011596	A
anno1.g1196.t1	A	BRAKERILHT00000010488	A
anno1.g1197.t1	A	BRAKERILHT00000011052	A
anno1.g1198.t1	A	BRAKERILHT00000011899	A
anno1.g1199.t2	A	BRAKERILHT00000010900	A
anno1.g1200.t1	A	BRAKERILHT00000011693	A
anno1.g1201.t1	A	BRAKERILHT00000011161	A
anno1.g1202.t2	A	BRAKERILHT00000011877	A
anno1.g1203.t2	A	BRAKERILHT00000010516	A
anno1.g1206.t2	A	BRAKERILHT00000010732	A
anno1.g1207.t1	A	BRAKERILHT00000011140	A
anno1.g1208.t1	A	BRAKERILHT00000010949	A
anno1.g1209.t1	A	BRAKERILHT00000011484	A
anno1.g1210.t1	A	BRAKERILHT00000012027	A
anno1.g1211.t1	A	BRAKERILHT00000010633	A
anno1.g1212.t1	A	BRAKERILHT00000011920	A
anno1.g1213.t1	A	BRAKERILHT00000010505	A
anno1.g1214.t1	A	BRAKERILHT00000011065	A
anno1.g1215.t1	A	BRAKERILHT00000011606	A
anno1.g1216.t1	A	BRAKERILHT00000012094	A
anno1.g1217.t1	A	BRAKERILHT00000011565	A
anno1.g1218.t1	A	BRAKERILHT00000012011	A
anno1.g1219.t1	A	BRAKERILHT00000010550	A
anno1.g1223.t1	A	BRAKERILHT00000011680	A
anno1.g1224.t1	A	BRAKERILHT00000010970	A
anno1.g1221.t3	A	BRAKERILHT00000011372	A
anno1.g1225.t4	A	BRAKERILHT00000012289	A
anno1.g1226.t1	A	BRAKERILHT00000011787	A
anno1.g1228.t1	A	BRAKERILHT00000011925	A
anno1.g1229.t4	A	BRAKERILHT00000010635	A
anno1.g1230.t1	A	BRAKERILHT00000011068	A
anno1.g1231.t1	A	BRAKERILHT00000011528	A
anno1.g1232.t1	A	BRAKERILHT00000012147	A
anno1.g1233.t1	A	BRAKERILHT00000010884	A
anno1.g1234.t1	A	BRAKERILHT00000012047	A
anno1.g1235.t1	A	BRAKERILHT00000010800	A
anno1.g1236.t1	A	BRAKERILHT00000011268	A
anno1.g1237.t1	A	BRAKERILHT00000010733	A
anno1.g1238.t3	A	BRAKERILHT00000011265	A
anno1.g1239.t1	A	BRAKERILHT00000011011	A
anno1.g1240.t1	A	BRAKERILHT00000011598	A
anno1.g1241.t2	A	BRAKERILHT00000012059	A
anno1.g1242.t2	A	BRAKERILHT00000011173	A
anno1.g1243.t1	A	BRAKERILHT00000011709	A
anno1.g1244.t1	A	BRAKERILHT00000012034	A
anno1.g1245.t1	A	BRAKERILHT00000010603	A
anno1.g1246.t1	A	BRAKERILHT00000010918	A
anno1.g1247.t3	A	BRAKERILHT00000010518	A
anno1.g1248.t1	A	BRAKERILHT00000010825	A
anno1.g1249.t1	A	BRAKERILHT00000010808	A
anno1.g1250.t2	A	BRAKERILHT00000012228	A
anno1.g1251.t1	A	BRAKERILHT00000011704	A
anno1.g1252.t1	A	BRAKERILHT00000011175	A
anno1.g1253.t1	A	BRAKERILHT00000010573	A
anno1.g1254.t1	A	BRAKERILHT00000011950	A
anno1.g1255.t1	A	BRAKERILHT00000011262	A
anno1.g1256.t2	A	BRAKERILHT00000011687	A
anno1.g1257.t1	A	BRAKERILHT00000011165	A
anno1.g1258.t1	A	BRAKERILHT00000010643	A
anno1.g1259.t1	A	BRAKERILHT00000013941	A
anno1.g1262.t2	A	BRAKERILHT00000012231	A
anno1.g1263.t1	A	BRAKERILHT00000011806	A
anno1.g1264.t2	A	BRAKERILHT00000010458	A
anno1.g1265.t1	A	BRAKERILHT00000011518	A
anno1.g1268.t1	A	BRAKERILHT00000011481	A
anno1.g1269.t1	A	BRAKERILHT00000011556	A
anno1.g1271.t1	A	BRAKERILHT00000011363	A
anno1.g1274.t1	A	BRAKERILHT00000011994	A
anno1.g1275.t1	A	BRAKERILHT00000011207	A
anno1.g1278.t1	A	BRAKERILHT00000012056	A
anno1.g1284.t1	A	BRAKERILHT00000010624	A
anno1.g1286.t1	A	BRAKERILHT00000011665	A
anno1.g1287.t1	A	BRAKERILHT00000010902	A
anno1.g1289.t1	A	BRAKERILHT00000011810	A
anno1.g1290.t1	A	BRAKERILHT00000011169	A
anno1.g1291.t1	A	BRAKERILHT00000010597	A
anno1.g1294.t1	A	BRAKERILHT00000010890	A
anno1.g1295.t2	A	BRAKERILHT00000011347	A
anno1.g1299.t1	A	BRAKERILHT00000011756	A
anno1.g1301.t1	A	BRAKERILHT00000012112	A
anno1.g1305.t1	A	BRAKERILHT00000011875	A
anno1.g1308.t1	A	BRAKERILHT00000011807	A
anno1.g1310.t1	A	BRAKERILHT00000011255	A
anno1.g1311.t1	A	BRAKERILHT00000010872	A
anno1.g1313.t1	A	BRAKERILHT00000012225	A
anno1.g1314.t1	A	BRAKERILHT00000010713	A
anno1.g1315.t1	A	BRAKERILHT00000012301	A
anno1.g1316.t1	A	BRAKERILHT00000011233	A
anno1.g1317.t2	A	BRAKERILHT00000011692	A
anno1.g1318.t1	A	BRAKERILHT00000011115	A
anno1.g1319.t1	A	BRAKERILHT00000011529	A
anno1.g1320.t1	A	BRAKERILHT00000012177	A
anno1.g1322.t1	A	BRAKERILHT00000010417	A
anno1.g1323.t1	A	BRAKERILHT00000011808	A
anno1.g1324.t1	A	BRAKERILHT00000011536	A
anno1.g1330.t1	A	BRAKERILHT00000010739	A
anno1.g1331.t1	A	BRAKERILHT00000011535	A
anno1.g1334.t1	A	BRAKERILHT00000010606	A
anno1.g1335.t2	A	BRAKERILHT00000010999	A
anno1.g1336.t1	A	BRAKERILHT00000011443	A
anno1.g1337.t1	A	BRAKERILHT00000011498	A
anno1.g1338.t1	A	BRAKERILHT00000010415	A
anno1.g1339.t1	A	BRAKERILHT00000011349	A
anno1.g1340.t1	A	BRAKERILHT00000011768	A
anno1.g1344.t1	A	BRAKERILHT00000011886	A
anno1.g1345.t2	A	BRAKERILHT00000010602	A
anno1.g1346.t2	A	BRAKERILHT00000010461	A
anno1.g1347.t1	A	BRAKERILHT00000011852	A
anno1.g1348.t2	A	BRAKERILHT00000011224	A
anno1.g1349.t1	A	BRAKERILHT00000011493	A
anno1.g1350.t1	A	BRAKERILHT00000011031	A
anno1.g1351.t1	A	BRAKERILHT00000010715	A
anno1.g1352.t1	A	BRAKERILHT00000011954	A
anno1.g1353.t1	A	BRAKERILHT00000010432	A
anno1.g1354.t1	A	BRAKERILHT00000011835	A
anno1.g1355.t1	A	BRAKERILHT00000010517	A
anno1.g1356.t1	A	BRAKERILHT00000012087	A
anno1.g1360.t1	A	BRAKERILHT00000011589	A
anno1.g1364.t1	A	BRAKERILHT00000011178	A
anno1.g1365.t1	A	BRAKERILHT00000010847	A
anno1.g1369.t1	A	BRAKERILHT00000012104	A
anno1.g1373.t1	A	BRAKERILHT00000010431	A
anno1.g1379.t1	A	BRAKERILHT00000010961	A
anno1.g1381.t2	A	BRAKERILHT00000010752	A
anno1.g1382.t1	A	BRAKERILHT00000011267	A
anno1.g1383.t1	A	BRAKERILHT00000011828	A
anno1.g1386.t2	A	BRAKERILHT00000010754	A
anno1.g1388.t1	A	BRAKERILHT00000010475	A
anno1.g1389.t1	A	BRAKERILHT00000011306	A
anno1.g1390.t2	A	BRAKERILHT00000012184	A
anno1.g1391.t1	A	BRAKERILHT00000010726	A
anno1.g1392.t1	A	BRAKERILHT00000012292	A
anno1.g1393.t1	A	BRAKERILHT00000012062	A
anno1.g1395.t1	A	BRAKERILHT00000011162	A
anno1.g1396.t3	A	BRAKERILHT00000012164	A
anno1.g1397.t1	A	BRAKERILHT00000011619	A
anno1.g1398.t1	A	BRAKERILHT00000010648	A
anno1.g1404.t1	A	BRAKERILHT00000000757	A
anno1.g1407.t1	A	BRAKERILHT00000010992	A
anno1.g1413.t1	A	BRAKERILHT00000010499	A
anno1.g1415.t2	A	BRAKERILHT00000011185	A
anno1.g1416.t2	A	BRAKERILHT00000012080	A
anno1.g1417.t1	A	BRAKERILHT00000010455	A
anno1.g1418.t1	A	BRAKERILHT00000012207	A
anno1.g1420.t1	A	BRAKERILHT00000010910	A
anno1.g1422.t1	A	BRAKERILHT00000011377	A
anno1.g1423.t1	A	BRAKERILHT00000012291	A
anno1.g1424.t1	A	BRAKERILHT00000011122	A
anno1.g1425.t1	A	BRAKERILHT00000012173	A
anno1.g1427.t1	A	BRAKERILHT00000011057	A
anno1.g1428.t1	A	BRAKERILHT00000010437	A
anno1.g1429.t1	A	BRAKERILHT00000011486	A
anno1.g1431.t1	A	BRAKERILHT00000011910	A
anno1.g1435.t1	A	BRAKERILHT00000010859	A
anno1.g1439.t2	A	BRAKERILHT00000011660	A
anno1.g1441.t1	A	BRAKERILHT00000012232	A
anno1.g1442.t1	A	BRAKERILHT00000011397	A
anno1.g1443.t3	A	BRAKERILHT00000010877	A
anno1.g1445.t1	A	BRAKERILHT00000010558	A
anno1.g1446.t1	A	BRAKERILHT00000011289	A
anno1.g1447.t2	A	BRAKERILHT00000010924	A
anno1.g1448.t2	A	BRAKERILHT00000011446	A
anno1.g1449.t1	A	BRAKERILHT00000011995	A
anno1.g1450.t1	A	BRAKERILHT00000011352	A
anno1.g1451.t1	A	BRAKERILHT00000011865	A
anno1.g1455.t1	A	BRAKERILHT00000012100	A
anno1.g1456.t1	A	BRAKERILHT00000011992	A
anno1.g1457.t1	A	BRAKERILHT00000011550	A
anno1.g1458.t1	A	BRAKERILHT00000012077	A
anno1.g1459.t2	A	BRAKERILHT00000011892	A
anno1.g1460.t1	A	BRAKERILHT00000010787	A
anno1.g1461.t2	A	BRAKERILHT00000012303	A
anno1.g1463.t1	A	BRAKERILHT00000010453	A
anno1.g1464.t1	A	BRAKERILHT00000011153	A
anno1.g1466.t3	A	BRAKERILHT00000011538	A
anno1.g1468.t1	A	BRAKERILHT00000010614	A
anno1.g1469.t3	A	BRAKERILHT00000011694	A
anno1.g1474.t1	A	BRAKERILHT00000011651	A
anno1.g1475.t1	A	BRAKERILHT00000010749	A
anno1.g1477.t2	A	BRAKERILHT00000010526	A
anno1.g1480.t1	A	BRAKERILHT00000011771	A
anno1.g1481.t1	A	BRAKERILHT00000011223	A
anno1.g1482.t1	A	BRAKERILHT00000011109	A
anno1.g1483.t1	A	BRAKERILHT00000011976	A
anno1.g1486.t1	A	BRAKERILHT00000010524	A
anno1.g1487.t1	A	BRAKERILHT00000011907	A
anno1.g1490.t1	A	BRAKERILHT00000011318	A
anno1.g1492.t3	A	BRAKERILHT00000011196	A
anno1.g1495.t1	A	BRAKERILHT00000010769	A
anno1.g1499.t2	A	BRAKERILHT00000012145	A
anno1.g1500.t1	A	BRAKERILHT00000011126	A
anno1.g1502.t1	A	BRAKERILHT00000010616	A
anno1.g1503.t1	A	BRAKERILHT00000011988	A
anno1.g1504.t1	A	BRAKERILHT00000011396	A
anno1.g1505.t1	A	BRAKERILHT00000011013	A
anno1.g1506.t1	A	BRAKERILHT00000012017	A
anno1.g1507.t1	A	BRAKERILHT00000010742	A
anno1.g1508.t1	A	BRAKERILHT00000011163	A
anno1.g1509.t1	A	BRAKERILHT00000010720	A
anno1.g1510.t1	A	BRAKERILHT00000011240	A
anno1.g1511.t2	A	BRAKERILHT00000011766	A
anno1.g1512.t2	A	BRAKERILHT00000012055	A
anno1.g1513.t2	A	BRAKERILHT00000010694	A
anno1.g1514.t1	A	BRAKERILHT00000012227	A
anno1.g1515.t2	A	BRAKERILHT00000011775	A
anno1.g1519.t1	A	BRAKERILHT00000011572	A
anno1.g1520.t1	A	BRAKERILHT00000010557	A
anno1.g1521.t1	A	BRAKERILHT00000012293	A
anno1.g1522.t2	A	BRAKERILHT00000010952	A
anno1.g1523.t1	A	BRAKERILHT00000010422	A
anno1.g1524.t1	A	BRAKERILHT00000011551	A
anno1.g1525.t2	A	BRAKERILHT00000011599	A
anno1.g1528.t1	A	BRAKERILHT00000012236	A
anno1.g1533.t1	A	BRAKERILHT00000011719	A
anno1.g1535.t2	A	BRAKERILHT00000012140	A
anno1.g1537.t1	A	BRAKERILHT00000010610	A
anno1.g1538.t2	A	BRAKERILHT00000011027	A
anno1.g1539.t1	A	BRAKERILHT00000011439	A
anno1.g1540.t1	A	BRAKERILHT00000011889	A
anno1.g1541.t1	A	BRAKERILHT00000010919	A
anno1.g1542.t1	A	BRAKERILHT00000010871	A
anno1.g1549.t1	A	BRAKERILHT00000011298	A
anno1.g1550.t2	A	BRAKERILHT00000012079	A
anno1.g1556.t1	A	BRAKERILHT00000010932	A
anno1.g1557.t1	A	BRAKERILHT00000011522	A
anno1.g1562.t1	A	BRAKERILHT00000010985	A
anno1.g1564.t1	A	BRAKERILHT00000012344	A
anno1.g1566.t1	A	BRAKERILHT00000010960	A
anno1.g1567.t1	A	BRAKERILHT00000011785	A
anno1.g1568.t1	A	BRAKERILHT00000010428	A
anno1.g1569.t5	A	BRAKERILHT00000011311	A
anno1.g1570.t1	A	BRAKERILHT00000010782	A
anno1.g1571.t1	A	BRAKERILHT00000012341	A
anno1.g1572.t1	A	BRAKERILHT00000010450	A
anno1.g1573.t1	A	BRAKERILHT00000010984	A
anno1.g1574.t1	A	BRAKERILHT00000010443	A
anno1.g1575.t6	A	BRAKERILHT00000011777	A
anno1.g1576.t1	A	BRAKERILHT00000012042	A
anno1.g1577.t1	A	BRAKERILHT00000011504	A
anno1.g1578.t1	A	BRAKERILHT00000012215	A
anno1.g1579.t1	A	BRAKERILHT00000010562	A
anno1.g1580.t1	A	BRAKERILHT00000012194	A
anno1.g1581.t2	A	BRAKERILHT00000011366	A
anno1.g1583.t1	A	BRAKERILHT00000011517	A
anno1.g1584.t1	A	BRAKERILHT00000010728	A
anno1.g1585.t1	A	BRAKERILHT00000010642	A
anno1.g1586.t1	A	BRAKERILHT00000012073	A
anno1.g1587.t1	A	BRAKERILHT00000011734	A
anno1.g1588.t1	A	BRAKERILHT00000012183	A
anno1.g1589.t1	A	BRAKERILHT00000011362	A
anno1.g1590.t1	A	BRAKERILHT00000012242	A
anno1.g1591.t1	A	BRAKERILHT00000010547	A
anno1.g1593.t1	A	BRAKERILHT00000012350	A
anno1.g1594.t1	A	BRAKERILHT00000010888	A
anno1.g1595.t2	A	BRAKERILHT00000010822	A
anno1.g1596.t1	A	BRAKERILHT00000010850	A
anno1.g1597.t1	A	BRAKERILHT00000011760	A
anno1.g1598.t1	A	BRAKERILHT00000010532	A
anno1.g1599.t2	A	BRAKERILHT00000010439	A
anno1.g1600.t2	A	BRAKERILHT00000011784	A
anno1.g1601.t1	A	BRAKERILHT00000011264	A
anno1.g1602.t1	A	BRAKERILHT00000010707	A
anno1.g1603.t2	A	BRAKERILHT00000011226	A
anno1.g1604.t1	A	BRAKERILHT00000011494	A
anno1.g1605.t1	A	BRAKERILHT00000011079	A
anno1.g1606.t1	A	BRAKERILHT00000012342	A
anno1.g1607.t1	A	BRAKERILHT00000011547	A
anno1.g1608.t1	A	BRAKERILHT00000010763	A
anno1.g1609.t1	A	BRAKERILHT00000011254	A
anno1.g1612.t1	A	BRAKERILHT00000010849	A
anno1.g1613.t1	A	BRAKERILHT00000011274	A
anno1.g1614.t2	A	BRAKERILHT00000011467	A
anno1.g1615.t1	A	BRAKERILHT00000011238	A
anno1.g1617.t1	A	BRAKERILHT00000010474	A
anno1.g1618.t1	A	BRAKERILHT00000006596	A
anno1.g1619.t1	A	BRAKERILHT00000012067	A
anno1.g1620.t1	A	BRAKERILHT00000011527	A
anno1.g1621.t1	A	BRAKERILHT00000011230	A
anno1.g1622.t1	A	BRAKERILHT00000010832	A
anno1.g1623.t1	A	BRAKERILHT00000011261	A
anno1.g1624.t1	A	BRAKERILHT00000011973	A
anno1.g1625.t2	A	BRAKERILHT00000010471	A
anno1.g1626.t1	A	BRAKERILHT00000011894	A
anno1.g1628.t1	A	BRAKERILHT00000011440	A
anno1.g1631.t1	A	BRAKERILHT00000011191	A
anno1.g1633.t1	A	BRAKERILHT00000011235	A
anno1.g1634.t1	A	BRAKERILHT00000011511	A
anno1.g1635.t1	A	BRAKERILHT00000011641	A
anno1.g1637.t1	A	BRAKERILHT00000011028	A
anno1.g1638.t1	A	BRAKERILHT00000010607	A
anno1.g1645.t1	A	BRAKERILHT00000011368	A
anno1.g1646.t1	A	BRAKERILHT00000012216	A
anno1.g1647.t2	A	BRAKERILHT00000010813	A
anno1.g1648.t1	A	BRAKERILHT00000011674	A
anno1.g1650.t1	A	BRAKERILHT00000010655	A
anno1.g1651.t2	A	BRAKERILHT00000012203	A
anno1.g1658.t1	X	BRAKERILHT00000017194	X
anno1.g1689.t1	X	BRAKERILHT00000008142	A
anno1.g1691.t1	X	BRAKERILHT00000002769	A
anno1.g1702.t1	X	BRAKERILHT00000000423	A
anno1.g1716.t1	X	BRAKERILHT00000017156	X
anno1.g1717.t1	X	BRAKERILHT00000017305	X
anno1.g1718.t1	X	BRAKERILHT00000017233	X
anno1.g1719.t1	X	BRAKERILHT00000017562	X
anno1.g1720.t1	X	BRAKERILHT00000017865	X
anno1.g1721.t1	X	BRAKERILHT00000017603	X
anno1.g1722.t1	X	BRAKERILHT00000017449	X
anno1.g1723.t1	X	BRAKERILHT00000018003	X
anno1.g1726.t1	X	BRAKERILHT00000017889	X
anno1.g1727.t2	X	BRAKERILHT00000017367	X
anno1.g1728.t1	X	BRAKERILHT00000017802	X
anno1.g1731.t1	X	BRAKERILHT00000017566	X
anno1.g1739.t1	X	BRAKERILHT00000017295	X
anno1.g1740.t1	X	BRAKERILHT00000017488	X
anno1.g1741.t2	X	BRAKERILHT00000017181	X
anno1.g1742.t1	X	BRAKERILHT00000017330	X
anno1.g1743.t1	X	BRAKERILHT00000017629	X
anno1.g1744.t2	X	BRAKERILHT00000017772	X
anno1.g1747.t1	X	BRAKERILHT00000017001	X
anno1.g1748.t1	X	BRAKERILHT00000014508	A
anno1.g1749.t1	X	BRAKERILHT00000017211	X
anno1.g1750.t1	X	BRAKERILHT00000017462	X
anno1.g1751.t3	X	BRAKERILHT00000017408	X
anno1.g1752.t1	X	BRAKERILHT00000017568	X
anno1.g1753.t1	X	BRAKERILHT00000017053	X
anno1.g1754.t1	X	BRAKERILHT00000017438	X
anno1.g1759.t2	X	BRAKERILHT00000005628	A
