D_carinulata	chromosome	D_sublineata	chromosome
rna-XM_057803061.1	X	rna-XM_056790100.1	X
rna-XM_057804386.1	X	rna-XM_056789595.1	X
rna-XM_057804422.1	X	rna-XM_056789441.1	X
rna-XM_057816341.1	X	rna-XM_056789789.1	X
rna-XM_057799806.1	X	rna-XM_056789713.1	X
rna-XM_057799818.1	X	rna-XM_056789717.1	X
rna-XM_057799844.1	X	rna-XM_056789721.1	X
rna-XM_057799831.1	X	rna-XM_056789718.1	X
rna-XM_057799915.1	X	rna-XM_056789719.1	X
rna-XM_057799877.1	X	rna-XM_056789724.1	X
rna-XM_057799926.1	X	rna-XM_056789725.1	X
rna-XM_057799863.1	X	rna-XM_056789723.1	X
rna-XM_057801892.1	X	rna-XM_056790247.1	X
rna-XM_057806536.1	X	rna-XM_056790812.1	X
rna-XM_057816370.1	X	rna-XM_056790814.1	X
rna-XM_057807952.1	X	rna-XM_056790816.1	X
rna-XM_057805148.1	X	rna-XM_056789990.1	X
rna-XM_057804672.1	X	rna-XM_056789988.1	X
rna-XM_057804781.1	X	rna-XM_056790031.1	X
rna-XM_057816586.1	X	rna-XM_056790955.1	X
rna-XM_057809804.1	X	rna-XM_056790956.1	X
rna-XM_057809833.1	X	rna-XM_056790959.1	X
rna-XM_057809864.1	X	rna-XM_056790470.1	X
rna-XM_057809851.1	X	rna-XM_056790317.1	X
rna-XM_057802490.1	X	rna-XM_056790354.1	X
rna-XM_057799914.1	X	rna-XM_056789061.1	X
rna-XM_057799805.1	X	rna-XM_056790678.1	X
rna-XM_057815904.1	X	rna-XM_056789645.1	X
rna-XM_057807197.1	X	rna-XM_056790948.1	X
rna-XM_057802439.1	X	rna-XM_056790945.1	X
rna-XM_057814390.1	X	rna-XM_056790950.1	X
rna-XM_057814403.1	X	rna-XM_056790954.1	X
rna-XM_057811057.1	X	rna-XM_056790397.1	X
rna-XM_057811079.1	X	rna-XM_056790396.1	X
rna-XM_057811003.1	X	rna-XM_056790394.1	X
rna-XM_057811883.1	X	rna-XM_056789819.1	X
rna-XM_057812014.1	X	rna-XM_056789636.1	X
rna-XM_057812390.1	X	rna-XM_056790090.1	X
rna-XM_057812783.1	X	rna-XM_056790088.1	X
rna-XM_057812901.1	X	rna-XM_056790095.1	X
rna-XM_057801904.1	X	rna-XM_056789879.1	X
rna-XM_057813025.1	X	rna-XM_056780993.1	A
rna-XM_057813184.1	X	rna-XM_056789801.1	X
rna-XM_057814055.1	X	rna-XM_056789919.1	X
rna-XM_057814266.1	X	rna-XM_056789512.1	X
rna-XM_057814639.1	X	rna-XM_056789472.1	X
rna-XM_057815146.1	X	rna-XM_056789096.1	X
rna-XM_057815013.1	X	rna-XM_056789095.1	X
rna-XM_057815259.1	X	rna-XM_056789102.1	X
rna-XM_057815321.1	X	rna-XM_056789346.1	X
rna-XM_057815440.1	X	rna-XM_056789800.1	X
rna-XM_057801009.1	X	rna-XM_056789773.1	X
rna-XM_057795183.1	X	rna-XM_056789682.1	X
rna-XM_057815480.1	X	rna-XM_056789628.1	X
rna-XM_057815495.1	X	rna-XM_056789629.1	X
rna-XM_057815459.1	X	rna-XM_056791156.1	X
rna-XM_057795471.1	X	rna-XM_056791154.1	X
rna-XM_057802544.1	X	rna-XM_056791158.1	X
rna-XM_057794913.1	X	rna-XM_056789195.1	X
rna-XM_057803514.1	X	rna-XM_056790292.1	X
rna-XM_057803539.1	X	rna-XM_056790230.1	X
rna-XM_057803553.1	X	rna-XM_056790233.1	X
rna-XM_057801078.1	X	rna-XM_056790249.1	X
rna-XM_057806291.1	X	rna-XM_056789611.1	X
rna-XM_057795182.1	X	rna-XM_056790320.1	X
rna-XM_057795469.1	X	rna-XM_056789530.1	X
rna-XM_057801925.1	X	rna-XM_056789532.1	X
rna-XM_057802121.1	X	rna-XM_056790526.1	X
rna-XM_057795085.1	X	rna-XM_056789891.1	X
rna-XM_057810935.1	X	rna-XM_056790518.1	X
rna-XM_057810970.1	X	rna-XM_056790520.1	X
rna-XM_057810957.1	X	rna-XM_056790519.1	X
rna-XM_057810917.1	X	rna-XM_056790516.1	X
rna-XM_057812967.1	X	rna-XM_056791235.1	X
rna-XM_057816426.1	X	rna-XM_056789764.1	X
rna-XM_057799772.1	X	rna-XM_056790358.1	X
rna-XM_057797261.1	X	rna-XM_056789942.1	X
rna-XM_057797274.1	X	rna-XM_056789945.1	X
rna-XM_057803709.1	X	rna-XM_056789946.1	X
rna-XM_057811090.1	X	rna-XM_056790960.1	X
rna-XM_057811115.1	X	rna-XM_056790964.1	X
rna-XM_057811103.1	X	rna-XM_056790962.1	X
rna-XM_057811126.1	X	rna-XM_056790965.1	X
rna-XM_057816397.1	X	rna-XM_056789587.1	X
rna-XM_057807177.1	X	rna-XM_056789309.1	X
rna-XM_057802611.1	X	rna-XM_056790415.1	X
rna-XM_057802638.1	X	rna-XM_056789542.1	X
rna-XM_057796509.1	X	rna-XM_056790346.1	X
rna-XM_057806484.1	X	rna-XM_056790347.1	X
rna-XM_057815861.1	X	rna-XM_056790997.1	X
rna-XM_057816048.1	X	rna-XM_056791000.1	X
rna-XM_057816168.1	X	rna-XM_056791001.1	X
rna-XM_057816454.1	X	rna-XM_056791006.1	X
rna-XM_057812630.1	X	rna-XM_056789150.1	X
rna-XM_057812596.1	X	rna-XM_056789148.1	X
rna-XM_057804230.1	X	rna-XM_056790309.1	X
rna-XM_057804281.1	X	rna-XM_056790311.1	X
rna-XM_057804252.1	X	rna-XM_056789352.1	X
rna-XM_057813395.1	X	rna-XM_056790482.1	X
rna-XM_057813383.1	X	rna-XM_056790350.1	X
rna-XM_057801984.1	X	rna-XM_056789881.1	X
rna-XM_057813406.1	X	rna-XM_056790529.1	X
rna-XM_057801165.1	X	rna-XM_056789256.1	X
rna-XM_057797784.1	X	rna-XM_056789882.1	X
rna-XM_057797720.1	X	rna-XM_056789626.1	X
rna-XM_057794881.1	X	rna-XM_056789650.1	X
rna-XM_057806191.1	X	rna-XM_056789706.1	X
rna-XM_057806209.1	X	rna-XM_056789702.1	X
rna-XM_057799733.1	X	rna-XM_056789191.1	X
rna-XM_057810640.1	X	rna-XM_056789193.1	X
rna-XM_057810662.1	X	rna-XM_056789490.1	X
rna-XM_057810822.1	X	rna-XM_056789505.1	X
rna-XM_057811322.1	X	rna-XM_056790932.1	X
rna-XM_057816869.1	X	rna-XM_056789489.1	X
rna-XM_057810880.1	X	rna-XM_056789437.1	X
rna-XM_057802012.1	X	rna-XM_056789883.1	X
rna-XM_057794999.1	X	rna-XM_056789605.1	X
rna-XM_057804374.1	X	rna-XM_056790414.1	X
rna-XM_057803025.1	X	rna-XM_056790302.1	X
rna-XM_057806400.1	X	rna-XM_056789886.1	X
rna-XM_057812493.1	X	rna-XM_056789208.1	X
rna-XM_057812521.1	X	rna-XM_056791217.1	X
rna-XM_057803493.1	X	rna-XM_056790279.1	X
rna-XM_057802024.1	X	rna-XM_056789887.1	X
rna-XM_057802757.1	X	rna-XM_056790581.1	X
rna-XM_057802854.1	X	rna-XM_056790334.1	X
rna-XM_057802866.1	X	rna-XM_056790258.1	X
rna-XM_057796611.1	X	rna-XM_056790260.1	X
rna-XM_057798757.1	X	rna-XM_056790261.1	X
rna-XM_057795159.1	X	rna-XM_056789733.1	X
rna-XM_057796669.1	X	rna-XM_056789593.1	X
rna-XM_057805387.1	X	rna-XM_056790165.1	X
rna-XM_057809584.1	X	rna-XM_056791119.1	X
rna-XM_057809720.1	X	rna-XM_056789753.1	X
rna-XM_057809737.1	X	rna-XM_056789754.1	X
rna-XM_057808490.1	X	rna-XM_056790343.1	X
rna-XM_057808502.1	X	rna-XM_056790538.1	X
rna-XM_057808528.1	X	rna-XM_056790540.1	X
rna-XM_057808564.1	X	rna-XM_056789993.1	X
rna-XM_057808549.1	X	rna-XM_056789994.1	X
rna-XM_057808577.1	X	rna-XM_056789947.1	X
rna-XM_057808589.1	X	rna-XM_056790301.1	X
rna-XM_057808602.1	X	rna-XM_056790530.1	X
rna-XM_057808630.1	X	rna-XM_056789710.1	X
rna-XM_057808642.1	X	rna-XM_056789711.1	X
rna-XM_057808654.1	X	rna-XM_056789455.1	X
rna-XM_057808667.1	X	rna-XM_056789902.1	X
rna-XM_057808680.1	X	rna-XM_056789769.1	X
rna-XM_057808714.1	X	rna-XM_056789448.1	X
rna-XM_057808747.1	X	rna-XM_056789450.1	X
rna-XM_057808763.1	X	rna-XM_056790332.1	X
rna-XM_057808823.1	X	rna-XM_056789617.1	X
rna-XM_057808853.1	X	rna-XM_056789365.1	X
rna-XM_057808886.1	X	rna-XM_056789630.1	X
rna-XM_057808897.1	X	rna-XM_056789631.1	X
rna-XM_057808909.1	X	rna-XM_056789388.1	X
rna-XM_057809337.1	X	rna-XM_056790273.1	X
rna-XM_057809326.1	X	rna-XM_056790271.1	X
rna-XM_057808922.1	X	rna-XM_056790265.1	X
rna-XM_057809266.1	X	rna-XM_056790267.1	X
rna-XM_057809371.1	X	rna-XM_056790276.1	X
rna-XM_057809349.1	X	rna-XM_056790004.1	X
rna-XM_057808945.1	X	rna-XM_056791196.1	X
rna-XM_057809382.1	X	rna-XM_056789627.1	X
rna-XM_057809360.1	X	rna-XM_056789039.1	X
rna-XM_057809277.1	X	rna-XM_056789612.1	X
rna-XM_057809235.1	X	rna-XM_056790573.1	X
rna-XM_057809314.1	X	rna-XM_056790574.1	X
rna-XM_057797985.1	X	rna-XM_056790575.1	X
rna-XM_057802888.1	X	rna-XM_056790464.1	X
rna-XM_057802916.1	X	rna-XM_056790510.1	X
rna-XM_057802929.1	X	rna-XM_056790515.1	X
rna-XM_057802380.1	X	rna-XM_056790182.1	X
rna-XM_057816612.1	X	rna-XM_056790856.1	X
rna-XM_057809957.1	X	rna-XM_056790860.1	X
rna-XM_057809958.1	X	rna-XM_056790857.1	X
rna-XM_057809959.1	X	rna-XM_056790859.1	X
rna-XM_057809960.1	X	rna-XM_056790333.1	X
rna-XM_057809972.1	X	rna-XM_056789691.1	X
rna-XM_057810005.1	X	rna-XM_056789427.1	X
rna-XM_057810026.1	X	rna-XM_056789170.1	X
rna-XM_057810039.1	X	rna-XM_056789513.1	X
rna-XM_057810048.1	X	rna-XM_056789514.1	X
rna-XM_057810071.1	X	rna-XM_056789999.1	X
rna-XM_057810059.1	X	rna-XM_056789423.1	X
rna-XM_057800048.1	X	rna-XM_056790392.1	X
rna-XM_057802045.1	X	rna-XM_056790462.1	X
rna-XM_057804109.1	X	rna-XM_056790076.1	X
rna-XM_057802330.1	X	rna-XM_056790169.1	X
rna-XM_057804121.1	X	rna-XM_056789409.1	X
rna-XM_057794867.1	X	rna-XM_056789487.1	X
rna-XM_057816935.1	X	rna-XM_056789485.1	X
rna-XM_057796599.1	X	rna-XM_056790471.1	X
rna-XM_057795073.1	X	rna-XM_056789889.1	X
rna-XM_057795052.1	X	rna-XM_056789576.1	X
rna-XM_057796523.1	X	rna-XM_056789508.1	X
rna-XM_057802408.1	X	rna-XM_056789065.1	X
rna-XM_057802399.1	X	rna-XM_056789064.1	X
rna-XM_057794903.1	X	rna-XM_056789410.1	X
rna-XM_057806968.1	X	rna-XM_056789200.1	X
rna-XM_057806907.1	X	rna-XM_056789199.1	X
rna-XM_057806938.1	X	rna-XM_056790190.1	X
rna-XM_057806840.1	X	rna-XM_056790363.1	X
rna-XM_057806926.1	X	rna-XM_056789790.1	X
rna-XM_057806949.1	X	rna-XM_056789791.1	X
rna-XM_057806979.1	X	rna-XM_056789799.1	X
rna-XM_057806885.1	X	rna-XM_056789795.1	X
rna-XM_057806859.1	X	rna-XM_056789792.1	X
rna-XM_057802070.1	X	rna-XM_056789737.1	X
rna-XM_057813941.1	X	rna-XM_056790975.1	X
rna-XM_057813953.1	X	rna-XM_056790976.1	X
rna-XM_057813977.1	X	rna-XM_056790980.1	X
rna-XM_057802516.1	X	rna-XM_056790404.1	X
rna-XM_057807526.1	X	rna-XM_056790863.1	X
rna-XM_057807562.1	X	rna-XM_056790864.1	X
rna-XM_057807541.1	X	rna-XM_056790866.1	X
rna-XM_057797954.1	X	rna-XM_056790867.1	X
rna-XM_057797916.1	X	rna-XM_056790451.1	X
rna-XM_057806352.1	X	rna-XM_056790453.1	X
rna-XM_057813229.1	X	rna-XM_056789525.1	X
rna-XM_057813241.1	X	rna-XM_056789355.1	X
rna-XM_057813252.1	X	rna-XM_056790503.1	X
rna-XM_057813271.1	X	rna-XM_056790695.1	X
rna-XM_057807291.1	X	rna-XM_056790700.1	X
rna-XM_057796488.1	X	rna-XM_056790699.1	X
rna-XM_057816469.1	X	rna-XM_056789421.1	X
rna-XM_057796019.1	X	rna-XM_056790770.1	X
rna-XM_057796074.1	X	rna-XM_056790768.1	X
rna-XM_057796363.1	X	rna-XM_056790773.1	X
rna-XM_057796130.1	X	rna-XM_056790241.1	X
rna-XM_057796196.1	X	rna-XM_056789465.1	X
rna-XM_057796262.1	X	rna-XM_056789470.1	X
rna-XM_057796336.1	X	rna-XM_056790263.1	X
rna-XM_057796118.1	X	rna-XM_056790262.1	X
rna-XM_057796274.1	X	rna-XM_056790524.1	X
rna-XM_057796357.1	X	rna-XM_056789770.1	X
rna-XM_057796038.1	X	rna-XM_056789042.1	X
rna-XM_057796350.1	X	rna-XM_056789048.1	X
rna-XM_057796303.1	X	rna-XM_056789043.1	X
rna-XM_057796394.1	X	rna-XM_056789041.1	X
rna-XM_057816017.1	X	rna-XM_056790499.1	X
rna-XM_057816031.1	X	rna-XM_056790500.1	X
rna-XM_057807054.1	X	rna-XM_056789517.1	X
rna-XM_057796423.1	X	rna-XM_056789679.1	X
rna-XM_057805411.1	X	rna-XM_056789890.1	X
rna-XM_057805393.1	X	rna-XM_056789413.1	X
rna-XM_057806591.1	X	rna-XM_056790331.1	X
rna-XM_057806586.1	X	rna-XM_056790330.1	X
rna-XM_057806594.1	X	rna-XM_056790323.1	X
rna-XM_057806640.1	X	rna-XM_056789603.1	X
rna-XM_057806670.1	X	rna-XM_056789544.1	X
rna-XM_057798559.1	X	rna-XM_056790078.1	X
rna-XM_057804484.1	X	rna-XM_056790679.1	X
rna-XM_057795969.1	X	rna-XM_056790824.1	X
rna-XM_057795999.1	X	rna-XM_056790821.1	X
rna-XM_057796009.1	X	rna-XM_056790822.1	X
rna-XM_057807161.1	X	rna-XM_056790820.1	X
rna-XM_057805738.1	X	rna-XM_056790819.1	X
rna-XM_057804414.1	X	rna-XM_056789665.1	X
rna-XM_057803060.1	X	rna-XM_056789657.1	X
rna-XM_057811292.1	X	rna-XM_056789985.1	X
rna-XM_057798535.1	X	rna-XM_056789984.1	X
rna-XM_057816038.1	X	rna-XM_056790847.1	X
rna-XM_057795956.1	X	rna-XM_056791142.1	X
rna-XM_057813519.1	X	rna-XM_056790845.1	X
rna-XM_057813539.1	X	rna-XM_056790846.1	X
rna-XM_057811333.1	X	rna-XM_056790167.1	X
rna-XM_057811467.1	X	rna-XM_056790166.1	X
rna-XM_057811488.1	X	rna-XM_056790925.1	X
rna-XM_057811502.1	X	rna-XM_056790929.1	X
rna-XM_057811528.1	X	rna-XM_056790920.1	X
rna-XM_057811550.1	X	rna-XM_056790930.1	X
rna-XM_057811515.1	X	rna-XM_056790919.1	X
rna-XM_057811540.1	X	rna-XM_056790922.1	X
rna-XM_057801090.1	X	rna-XM_056791141.1	X
rna-XM_057795114.1	X	rna-XM_056789401.1	X
rna-XM_057802115.1	X	rna-XM_056791131.1	X
rna-XM_057805243.1	X	rna-XM_056789404.1	X
rna-XM_057805235.1	X	rna-XM_056789400.1	X
rna-XM_057805294.1	X	rna-XM_056789399.1	X
rna-XM_057805264.1	X	rna-XM_056790681.1	X
rna-XM_057805356.1	X	rna-XM_056790689.1	X
rna-XM_057805341.1	X	rna-XM_056790687.1	X
rna-XM_057805318.1	X	rna-XM_056790686.1	X
rna-XM_057805279.1	X	rna-XM_056790682.1	X
rna-XM_057805377.1	X	rna-XM_056789463.1	X
rna-XM_057795125.1	X	rna-XM_056789156.1	X
rna-XM_057802141.1	X	rna-XM_056789151.1	X
rna-XM_057809416.1	X	rna-XM_056789050.1	X
rna-XM_057802151.1	X	rna-XM_056790240.1	X
rna-XM_057809443.1	X	rna-XM_056789371.1	X
rna-XM_057809541.1	X	rna-XM_056789949.1	X
rna-XM_057809495.1	X	rna-XM_056789948.1	X
rna-XM_057795708.1	X	rna-XM_056791226.1	X
rna-XM_057795908.1	X	rna-XM_056791111.1	X
rna-XM_057796018.1	X	rna-XM_056791225.1	X
rna-XM_057812210.1	X	rna-XM_056791116.1	X
rna-XM_057812166.1	X	rna-XM_056791114.1	X
rna-XM_057798215.1	X	rna-XM_056789581.1	X
rna-XM_057798016.1	X	rna-XM_056789578.1	X
rna-XM_057803601.1	X	rna-XM_056790180.1	X
rna-XM_057803615.1	X	rna-XM_056790181.1	X
rna-XM_057810784.1	X	rna-XM_056789434.1	X
rna-XM_057810490.1	X	rna-XM_056789429.1	X
rna-XM_057811940.1	X	rna-XM_056790995.1	X
rna-XM_057811972.1	X	rna-XM_056790996.1	X
rna-XM_057811961.1	X	rna-XM_056790994.1	X
rna-XM_057811994.1	X	rna-XM_056790852.1	X
rna-XM_057810855.1	X	rna-XM_056790855.1	X
rna-XM_057810833.1	X	rna-XM_056790849.1	X
rna-XM_057795138.1	X	rna-XM_056790446.1	X
rna-XM_057812793.1	X	rna-XM_056789786.1	X
rna-XM_057812771.1	X	rna-XM_056789354.1	X
rna-XM_057812641.1	X	rna-XM_056789816.1	X
rna-XM_057816841.1	X	rna-XM_056789619.1	X
rna-XM_057798062.1	X	rna-XM_056791071.1	X
rna-XM_057807126.1	X	rna-XM_056789411.1	X
rna-XM_057797386.1	X	rna-XM_056789784.1	X
rna-XM_057802599.1	X	rna-XM_056789904.1	X
rna-XM_057798735.1	X	rna-XM_056789696.1	X
rna-XM_057798674.1	X	rna-XM_056789692.1	X
rna-XM_057816648.1	X	rna-XM_056789575.1	X
rna-XM_057802565.1	X	rna-XM_056790248.1	X
rna-XM_057803696.1	X	rna-XM_056791070.1	X
rna-XM_057802576.1	X	rna-XM_056790467.1	X
rna-XM_057816562.1	X	rna-XM_056789506.1	X
rna-XM_057797936.1	X	rna-XM_056790014.1	X
rna-XM_057807017.1	X	rna-XM_056789415.1	X
rna-XM_057804352.1	X	rna-XM_056790484.1	X
rna-XM_057813484.1	X	rna-XM_056790487.1	X
rna-XM_057813465.1	X	rna-XM_056790485.1	X
rna-XM_057810132.1	X	rna-XM_056790489.1	X
rna-XM_057810255.1	X	rna-XM_056790490.1	X
rna-XM_057810304.1	X	rna-XM_056790498.1	X
rna-XM_057810282.1	X	rna-XM_056790496.1	X
rna-XM_057810201.1	X	rna-XM_056791032.1	X
rna-XM_057810167.1	X	rna-XM_056791025.1	X
rna-XM_057810144.1	X	rna-XM_056791023.1	X
rna-XM_057810180.1	X	rna-XM_056791027.1	X
rna-XM_057810341.1	X	rna-XM_056791068.1	X
rna-XM_057810318.1	X	rna-XM_056789390.1	X
rna-XM_057802174.1	X	rna-XM_056791067.1	X
rna-XM_057796537.1	X	rna-XM_056790827.1	X
rna-XM_057815862.1	X	rna-XM_056791109.1	X
rna-XM_057815871.1	X	rna-XM_056790097.1	X
rna-XM_057797743.1	X	rna-XM_056790766.1	X
rna-XM_057797731.1	X	rna-XM_056790765.1	X
rna-XM_057807584.1	X	rna-XM_056790764.1	X
rna-XM_057807597.1	X	rna-XM_056790759.1	X
rna-XM_057807610.1	X	rna-XM_056790757.1	X
rna-XM_057807623.1	X	rna-XM_056790758.1	X
rna-XM_057807634.1	X	rna-XM_056790754.1	X
rna-XM_057807903.1	X	rna-XM_056790752.1	X
rna-XM_057807803.1	X	rna-XM_056790746.1	X
rna-XM_057807925.1	X	rna-XM_056790750.1	X
rna-XM_057807668.1	X	rna-XM_056790745.1	X
rna-XM_057807845.1	X	rna-XM_056790747.1	X
rna-XM_057807695.1	X	rna-XM_056790732.1	X
rna-XM_057807761.1	X	rna-XM_056790744.1	X
rna-XM_057807681.1	X	rna-XM_056790723.1	X
rna-XM_057807627.1	X	rna-XM_056790722.1	X
rna-XM_057807782.1	X	rna-XM_056790725.1	X
rna-XM_057807890.1	X	rna-XM_056790731.1	X
rna-XM_057807814.1	X	rna-XM_056790728.1	X
rna-XM_057807866.1	X	rna-XM_056790730.1	X
rna-XM_057807997.1	X	rna-XM_056791066.1	X
rna-XM_057808021.1	X	rna-XM_056790721.1	X
rna-XM_057808009.1	X	rna-XM_056790719.1	X
rna-XM_057808054.1	X	rna-XM_056790716.1	X
rna-XM_057808067.1	X	rna-XM_056790718.1	X
rna-XM_057808035.1	X	rna-XM_056790708.1	X
rna-XM_057808097.1	X	rna-XM_056790710.1	X
rna-XM_057808121.1	X	rna-XM_056790701.1	X
rna-XM_057808198.1	X	rna-XM_056790481.1	X
rna-XM_057808237.1	X	rna-XM_056789983.1	X
rna-XM_057808210.1	X	rna-XM_056789980.1	X
rna-XM_057808250.1	X	rna-XM_056791043.1	X
rna-XM_057808300.1	X	rna-XM_056789213.1	X
rna-XM_057808276.1	X	rna-XM_056789211.1	X
rna-XM_057808288.1	X	rna-XM_056789212.1	X
rna-XM_057808323.1	X	rna-XM_056790463.1	X
rna-XM_057816503.1	X	rna-XM_056789311.1	X
rna-XM_057816516.1	X	rna-XM_056789312.1	X
rna-XM_057816703.1	X	rna-XM_056789741.1	X
rna-XM_057816718.1	X	rna-XM_056790305.1	X
rna-XM_057816746.1	X	rna-XM_056789037.1	X
rna-XM_057816734.1	X	rna-XM_056789033.1	X
rna-XM_057816758.1	X	rna-XM_056789027.1	X
rna-XM_057816779.1	X	rna-XM_056789029.1	X
rna-XM_057803088.1	X	rna-XM_056790065.1	X
rna-XM_057802221.1	X	rna-XM_056789207.1	X
rna-XM_057806000.1	X	rna-XM_056791041.1	X
rna-XM_057798038.1	X	rna-XM_056789905.1	X
rna-XM_057802260.1	X	rna-XM_056791040.1	X
rna-XM_057816455.1	X	rna-XM_056789708.1	X
rna-XM_057816925.1	X	rna-XM_056789539.1	X
rna-XM_057803407.1	X	rna-XM_056789084.1	X
rna-XM_057803394.1	X	rna-XM_056789082.1	X
rna-XM_057804817.1	X	rna-XM_056789090.1	X
rna-XM_057804805.1	X	rna-XM_056790360.1	X
rna-XM_057804793.1	X	rna-XM_056790359.1	X
rna-XM_057798202.1	X	rna-XM_056790439.1	X
rna-XM_057807343.1	X	rna-XM_056791084.1	X
rna-XM_057807404.1	X	rna-XM_056791083.1	X
rna-XM_057807417.1	X	rna-XM_056791074.1	X
rna-XM_057810371.1	X	rna-XM_056791059.1	X
rna-XM_057810418.1	X	rna-XM_056791065.1	X
rna-XM_057801486.1	X	rna-XM_056791055.1	X
rna-XM_057806511.1	X	rna-XM_056791054.1	X
rna-XM_057814583.1	X	rna-XM_056791053.1	X
rna-XM_057814621.1	X	rna-XM_056791048.1	X
rna-XM_057815652.1	X	rna-XM_056791045.1	X
rna-XM_057815640.1	X	rna-XM_056791044.1	X
rna-XM_057798360.1	X	rna-XM_056791046.1	X
rna-XM_057800022.1	X	rna-XM_056789247.1	X
rna-XM_057807042.1	X	rna-XM_056789249.1	X
rna-XM_057795862.1	X	rna-XM_056789248.1	X
rna-XM_057795931.1	X	rna-XM_056789250.1	X
rna-XM_057795850.1	X	rna-XM_056789062.1	X
rna-XM_057795826.1	X	rna-XM_056790993.1	X
rna-XM_057795839.1	X	rna-XM_056790990.1	X
rna-XM_057795909.1	X	rna-XM_056790991.1	X
rna-XM_057795919.1	X	rna-XM_056790992.1	X
rna-XM_057795875.1	X	rna-XM_056789814.1	X
rna-XM_057795896.1	X	rna-XM_056789810.1	X
rna-XM_057795511.1	X	rna-XM_056791179.1	X
rna-XM_057795799.1	X	rna-XM_056790252.1	X
rna-XM_057813001.1	X	rna-XM_056790178.1	X
rna-XM_057813016.1	X	rna-XM_056790572.1	X
rna-XM_057808475.1	X	rna-XM_056790571.1	X
rna-XM_057799803.1	X	rna-XM_056789950.1	X
rna-XM_057812435.1	X	rna-XM_056790314.1	X
rna-XM_057812423.1	X	rna-XM_056790313.1	X
rna-XM_057813321.1	X	rna-XM_056790349.1	X
rna-XM_057813285.1	X	rna-XM_056789937.1	X
rna-XM_057806744.1	X	rna-XM_056789330.1	X
rna-XM_057806779.1	X	rna-XM_056789337.1	X
rna-XM_057806799.1	X	rna-XM_056789333.1	X
rna-XM_057806825.1	X	rna-XM_056789329.1	X
rna-XM_057807112.1	X	rna-XM_056789451.1	X
rna-XM_057797841.1	X	rna-XM_056789520.1	X
rna-XM_057797874.1	X	rna-XM_056789521.1	X
rna-XM_057797863.1	X	rna-XM_056789518.1	X
rna-XM_057815671.1	X	rna-XM_056790164.1	X
rna-XM_057797247.1	X	rna-XM_056791038.1	X
rna-XM_057797231.1	X	rna-XM_056791036.1	X
rna-XM_057815973.1	A	rna-XM_056791968.1	A
rna-XM_057815981.1	A	rna-XM_056791970.1	A
rna-XM_057815935.1	A	rna-XM_056791965.1	A
rna-XM_057815933.1	A	rna-XM_056791964.1	A
rna-XM_057815532.1	A	rna-XM_056792640.1	A
rna-XM_057815533.1	A	rna-XM_056792641.1	A
rna-XM_057815763.1	A	rna-XM_056792319.1	A
rna-XM_057795426.1	A	rna-XM_056774098.1	A
rna-XM_057795421.1	A	rna-XM_056774096.1	A
rna-XM_057795424.1	A	rna-XM_056774092.1	A
rna-XM_057816855.1	A	rna-XM_056774068.1	A
rna-XM_057816860.1	A	rna-XM_056774073.1	A
rna-XM_057816856.1	A	rna-XM_056774071.1	A
rna-XM_057816859.1	A	rna-XM_056774072.1	A
rna-XM_057815420.1	A	rna-XM_056792906.1	A
rna-XM_057815687.1	A	rna-XM_056792905.1	A
rna-XM_057815668.1	A	rna-XM_056792646.1	A
rna-XM_057815672.1	A	rna-XM_056792645.1	A
rna-XM_057815670.1	A	rna-XM_056793076.1	A
rna-XM_057815683.1	A	rna-XM_056792326.1	A
rna-XM_057815666.1	A	rna-XM_056792677.1	A
rna-XM_057815675.1	A	rna-XM_056773949.1	A
rna-XM_057815667.1	A	rna-XM_056773946.1	A
rna-XM_057815686.1	A	rna-XM_056792910.1	A
rna-XM_057815681.1	A	rna-XM_056792403.1	A
rna-XM_057815669.1	A	rna-XM_056792072.1	A
rna-XM_057815673.1	A	rna-XM_056792074.1	A
rna-XM_057815682.1	A	rna-XM_056792076.1	A
rna-XM_057815685.1	A	rna-XM_056792927.1	A
rna-XM_057815688.1	A	rna-XM_056792926.1	A
rna-XM_057815551.1	A	rna-XM_056792908.1	A
rna-XM_057816538.1	A	rna-XM_056792907.1	A
rna-XM_057815014.1	A	rna-XM_056792602.1	A
rna-XM_057815091.1	A	rna-XM_056792166.1	A
rna-XM_057815067.1	A	rna-XM_056792301.1	A
rna-XM_057815040.1	A	rna-XM_056792298.1	A
rna-XM_057815027.1	A	rna-XM_056792297.1	A
rna-XM_057815603.1	A	rna-XM_056792993.1	A
rna-XM_057815605.1	A	rna-XM_056792996.1	A
rna-XM_057815557.1	A	rna-XM_056792995.1	A
rna-XM_057815558.1	A	rna-XM_056792990.1	A
rna-XM_057795366.1	A	rna-XM_056792987.1	A
rna-XM_057816205.1	A	rna-XM_056792315.1	A
rna-XM_057816204.1	A	rna-XM_056792314.1	A
rna-XM_057795408.1	A	rna-XM_056792986.1	A
rna-XM_057795399.1	A	rna-XM_056792984.1	A
rna-XM_057795402.1	A	rna-XM_056792368.1	A
rna-XM_057815878.1	A	rna-XM_056792859.1	A
rna-XM_057795411.1	A	rna-XM_056792590.1	A
rna-XM_057795409.1	A	rna-XM_056792279.1	A
rna-XM_057816854.1	A	rna-XM_056792687.1	A
rna-XM_057816845.1	A	rna-XM_056792683.1	A
rna-XM_057816636.1	A	rna-XM_056792796.1	A
