C_chinensis	chromosome	B_siliquastri	chromosome
anno1.g9909.t1	A	BRAKERILHT00000010272	A
anno1.g9912.t1	A	BRAKERILHT00000008882	A
anno1.g9913.t1	A	BRAKERILHT00000009478	A
anno1.g9915.t1	A	BRAKERILHT00000009050	A
anno1.g9907.t1	A	BRAKERILHT00000005151	A
anno1.g9847.t2	A	BRAKERILHT00000016683	A
anno1.g4314.t1	A	BRAKERILHT00000006852	A
anno1.g4315.t1	A	BRAKERILHT00000014523	A
anno1.g4317.t1	A	BRAKERILHT00000006574	A
anno1.g4318.t1	A	BRAKERILHT00000007229	A
anno1.g4319.t1	A	BRAKERILHT00000008217	A
anno1.g4320.t1	A	BRAKERILHT00000008418	A
anno1.g4321.t1	A	BRAKERILHT00000008351	A
anno1.g4322.t1	A	BRAKERILHT00000006891	A
anno1.g4323.t1	A	BRAKERILHT00000007479	A
anno1.g4324.t1	A	BRAKERILHT00000008158	A
anno1.g4325.t1	A	BRAKERILHT00000006617	A
anno1.g4326.t1	A	BRAKERILHT00000007178	A
anno1.g4311.t1	A	BRAKERILHT00000007026	A
anno1.g9839.t1	A	BRAKERILHT00000011071	A
anno1.g9834.t1	A	BRAKERILHT00000001189	A
anno1.g9835.t2	A	BRAKERILHT00000000235	A
anno1.g9831.t1	A	BRAKERILHT00000015704	A
anno1.g4288.t1	A	BRAKERILHT00000003293	A
anno1.g4289.t1	A	BRAKERILHT00000003036	A
anno1.g4290.t1	A	BRAKERILHT00000004272	A
anno1.g4291.t1	A	BRAKERILHT00000003264	A
anno1.g4292.t2	A	BRAKERILHT00000002638	A
anno1.g4293.t1	A	BRAKERILHT00000003372	A
anno1.g4294.t1	A	BRAKERILHT00000003049	A
anno1.g4295.t1	A	BRAKERILHT00000003530	A
anno1.g4298.t1	A	BRAKERILHT00000002597	A
anno1.g4302.t1	A	BRAKERILHT00000003346	A
anno1.g4303.t1	A	BRAKERILHT00000002287	A
anno1.g4304.t1	A	BRAKERILHT00000004127	A
anno1.g4305.t1	A	BRAKERILHT00000002613	A
anno1.g4306.t1	A	BRAKERILHT00000004025	A
anno1.g4307.t1	A	BRAKERILHT00000003804	A
anno1.g4308.t1	A	BRAKERILHT00000003017	A
anno1.g9830.t1	A	BRAKERILHT00000001687	A
anno1.g9825.t1	A	BRAKERILHT00000000565	A
anno1.g4277.t1	A	BRAKERILHT00000004093	A
anno1.g4278.t1	A	BRAKERILHT00000003717	A
anno1.g4280.t1	A	BRAKERILHT00000003975	A
anno1.g4282.t1	A	BRAKERILHT00000002921	A
anno1.g4285.t3	A	BRAKERILHT00000004005	A
anno1.g4286.t1	A	BRAKERILHT00000017263	X
anno1.g9805.t1	A	BRAKERILHT00000015668	A
anno1.g9806.t1	A	BRAKERILHT00000016064	A
anno1.g9794.t1	A	BRAKERILHT00000003891	A
anno1.g9795.t1	A	BRAKERILHT00000002793	A
anno1.g4266.t1	A	BRAKERILHT00000004736	A
anno1.g4267.t1	A	BRAKERILHT00000005303	A
anno1.g4268.t1	A	BRAKERILHT00000005580	A
anno1.g4271.t1	A	BRAKERILHT00000017129	X
anno1.g4273.t1	A	BRAKERILHT00000005869	A
anno1.g4274.t1	A	BRAKERILHT00000006166	A
anno1.g9793.t1	A	BRAKERILHT00000003000	A
anno1.g4262.t1	A	BRAKERILHT00000005099	A
anno1.g4263.t1	A	BRAKERILHT00000005601	A
anno1.g4164.t1	A	BRAKERILHT00000007257	A
anno1.g4165.t1	A	BRAKERILHT00000008231	A
anno1.g4169.t1	A	BRAKERILHT00000008320	A
anno1.g4171.t1	A	BRAKERILHT00000007741	A
anno1.g4172.t1	A	BRAKERILHT00000007858	A
anno1.g4173.t1	A	BRAKERILHT00000007071	A
anno1.g4174.t1	A	BRAKERILHT00000006646	A
anno1.g4175.t1	A	BRAKERILHT00000008229	A
anno1.g4176.t1	A	BRAKERILHT00000006547	A
anno1.g4177.t1	A	BRAKERILHT00000006733	A
anno1.g4178.t1	A	BRAKERILHT00000006514	A
anno1.g4181.t1	A	BRAKERILHT00000008036	A
anno1.g4182.t1	A	BRAKERILHT00000007385	A
anno1.g4184.t1	A	BRAKERILHT00000008110	A
anno1.g4185.t1	A	BRAKERILHT00000007389	A
anno1.g4186.t1	A	BRAKERILHT00000007250	A
anno1.g4187.t1	A	BRAKERILHT00000007871	A
anno1.g4188.t1	A	BRAKERILHT00000007091	A
anno1.g4189.t1	A	BRAKERILHT00000007673	A
anno1.g4190.t1	A	BRAKERILHT00000008109	A
anno1.g4192.t1	A	BRAKERILHT00000006518	A
anno1.g4193.t2	A	BRAKERILHT00000007761	A
anno1.g4194.t2	A	BRAKERILHT00000006716	A
anno1.g4195.t2	A	BRAKERILHT00000007018	A
anno1.g4196.t1	A	BRAKERILHT00000008296	A
anno1.g4197.t1	A	BRAKERILHT00000007025	A
anno1.g4198.t1	A	BRAKERILHT00000007598	A
anno1.g4199.t1	A	BRAKERILHT00000007859	A
anno1.g4200.t1	A	BRAKERILHT00000008443	A
anno1.g4201.t1	A	BRAKERILHT00000007376	A
anno1.g4202.t2	A	BRAKERILHT00000007954	A
anno1.g4203.t1	A	BRAKERILHT00000008298	A
anno1.g4204.t1	A	BRAKERILHT00000006823	A
anno1.g4205.t1	A	BRAKERILHT00000007553	A
anno1.g4206.t1	A	BRAKERILHT00000007779	A
anno1.g4207.t1	A	BRAKERILHT00000007570	A
anno1.g4208.t1	A	BRAKERILHT00000008155	A
anno1.g4209.t1	A	BRAKERILHT00000007346	A
anno1.g4210.t1	A	BRAKERILHT00000007950	A
anno1.g4211.t2	A	BRAKERILHT00000008172	A
anno1.g4212.t2	A	BRAKERILHT00000008341	A
anno1.g4213.t1	A	BRAKERILHT00000007926	A
anno1.g4214.t3	A	BRAKERILHT00000007294	A
anno1.g4215.t1	A	BRAKERILHT00000006815	A
anno1.g4216.t1	A	BRAKERILHT00000007227	A
anno1.g4217.t1	A	BRAKERILHT00000007925	A
anno1.g4218.t1	A	BRAKERILHT00000008382	A
anno1.g4219.t1	A	BRAKERILHT00000006602	A
anno1.g4220.t1	A	BRAKERILHT00000007947	A
anno1.g4221.t1	A	BRAKERILHT00000007991	A
anno1.g4222.t2	A	BRAKERILHT00000008029	A
anno1.g4223.t1	A	BRAKERILHT00000006601	A
anno1.g4224.t1	A	BRAKERILHT00000007122	A
anno1.g4225.t1	A	BRAKERILHT00000007713	A
anno1.g4226.t1	A	BRAKERILHT00000006945	A
anno1.g4227.t2	A	BRAKERILHT00000006997	A
anno1.g4228.t1	A	BRAKERILHT00000007064	A
anno1.g4229.t1	A	BRAKERILHT00000008181	A
anno1.g4230.t1	A	BRAKERILHT00000007316	A
anno1.g4235.t1	A	BRAKERILHT00000007042	A
anno1.g4236.t1	A	BRAKERILHT00000006512	A
anno1.g4238.t1	A	BRAKERILHT00000008454	A
anno1.g4240.t1	A	BRAKERILHT00000007628	A
anno1.g4241.t1	A	BRAKERILHT00000006770	A
anno1.g4242.t2	A	BRAKERILHT00000007780	A
anno1.g4243.t1	A	BRAKERILHT00000008455	A
anno1.g4244.t4	A	BRAKERILHT00000006753	A
anno1.g4245.t1	A	BRAKERILHT00000006582	A
anno1.g4246.t1	A	BRAKERILHT00000007013	A
anno1.g4247.t1	A	BRAKERILHT00000007720	A
anno1.g4248.t1	A	BRAKERILHT00000008174	A
anno1.g4249.t2	A	BRAKERILHT00000006790	A
anno1.g4250.t1	A	BRAKERILHT00000007222	A
anno1.g4251.t1	A	BRAKERILHT00000007935	A
anno1.g4252.t1	A	BRAKERILHT00000008419	A
anno1.g4254.t1	A	BRAKERILHT00000007195	A
anno1.g4255.t1	A	BRAKERILHT00000007526	A
anno1.g4256.t1	A	BRAKERILHT00000008082	A
anno1.g4257.t16	A	BRAKERILHT00000006869	A
anno1.g4258.t1	A	BRAKERILHT00000007424	A
anno1.g4259.t1	A	BRAKERILHT00000007975	A
anno1.g4260.t1	A	BRAKERILHT00000006853	A
anno1.g4149.t1	A	BRAKERILHT00000016127	A
anno1.g4150.t1	A	BRAKERILHT00000015756	A
anno1.g4152.t2	A	BRAKERILHT00000015963	A
anno1.g4153.t1	A	BRAKERILHT00000016389	A
anno1.g4154.t1	A	BRAKERILHT00000015998	A
anno1.g4155.t1	A	BRAKERILHT00000015788	A
anno1.g4156.t1	A	BRAKERILHT00000016771	A
anno1.g4157.t1	A	BRAKERILHT00000015690	A
anno1.g4158.t1	A	BRAKERILHT00000015988	A
anno1.g4159.t2	A	BRAKERILHT00000016465	A
anno1.g4160.t1	A	BRAKERILHT00000016783	A
anno1.g4161.t1	A	BRAKERILHT00000016758	A
anno1.g4162.t1	A	BRAKERILHT00000015770	A
anno1.g4163.t1	A	BRAKERILHT00000015637	A
anno1.g9730.t1	A	BRAKERILHT00000013468	A
anno1.g9731.t1	A	BRAKERILHT00000013937	A
anno1.g4127.t1	A	BRAKERILHT00000010307	A
anno1.g4128.t1	A	BRAKERILHT00000013655	A
anno1.g4129.t1	A	BRAKERILHT00000009867	A
anno1.g4130.t1	A	BRAKERILHT00000013505	A
anno1.g4131.t1	A	BRAKERILHT00000015164	A
anno1.g4133.t1	A	BRAKERILHT00000009251	A
anno1.g4134.t2	A	BRAKERILHT00000009702	A
anno1.g4135.t1	A	BRAKERILHT00000000766	A
anno1.g4136.t1	A	BRAKERILHT00000010343	A
anno1.g4137.t1	A	BRAKERILHT00000009926	A
anno1.g4139.t1	A	BRAKERILHT00000009353	A
anno1.g4140.t1	A	BRAKERILHT00000008542	A
anno1.g4141.t1	A	BRAKERILHT00000008522	A
anno1.g4142.t1	A	BRAKERILHT00000009083	A
anno1.g4143.t1	A	BRAKERILHT00000010205	A
anno1.g4146.t1	A	BRAKERILHT00000009512	A
anno1.g4147.t1	A	BRAKERILHT00000008960	A
anno1.g9719.t1	A	BRAKERILHT00000012031	A
anno1.g9720.t1	A	BRAKERILHT00000011826	A
anno1.g4123.t1	A	BRAKERILHT00000012108	A
anno1.g4124.t1	A	BRAKERILHT00000011668	A
anno1.g4125.t1	A	BRAKERILHT00000010968	A
anno1.g9711.t1	A	BRAKERILHT00000015217	A
anno1.g9708.t2	A	BRAKERILHT00000013181	A
anno1.g9710.t1	A	BRAKERILHT00000012421	A
anno1.g4106.t1	A	BRAKERILHT00000010712	A
anno1.g4107.t1	A	BRAKERILHT00000012195	A
anno1.g4108.t2	A	BRAKERILHT00000011782	A
anno1.g4111.t1	A	BRAKERILHT00000003857	A
anno1.g4112.t1	A	BRAKERILHT00000010839	A
anno1.g4114.t1	A	BRAKERILHT00000010670	A
anno1.g9615.t1	A	BRAKERILHT00000002512	A
anno1.g9616.t1	A	BRAKERILHT00000002766	A
anno1.g4070.t1	A	BRAKERILHT00000011860	A
anno1.g4071.t1	A	BRAKERILHT00000012202	A
anno1.g4072.t1	A	BRAKERILHT00000012300	A
anno1.g4073.t1	A	BRAKERILHT00000010572	A
anno1.g4074.t1	A	BRAKERILHT00000010577	A
anno1.g4075.t1	A	BRAKERILHT00000011411	A
anno1.g4076.t1	A	BRAKERILHT00000011006	A
anno1.g4077.t1	A	BRAKERILHT00000012076	A
anno1.g4078.t1	A	BRAKERILHT00000011300	A
anno1.g4079.t1	A	BRAKERILHT00000010640	A
anno1.g4080.t1	A	BRAKERILHT00000012187	A
anno1.g4081.t1	A	BRAKERILHT00000010921	A
anno1.g4082.t1	A	BRAKERILHT00000011546	A
anno1.g4083.t1	A	BRAKERILHT00000011989	A
anno1.g4084.t1	A	BRAKERILHT00000010716	A
anno1.g4085.t1	A	BRAKERILHT00000011120	A
anno1.g4087.t1	A	BRAKERILHT00000010579	A
anno1.g4089.t1	A	BRAKERILHT00000011423	A
anno1.g4090.t1	A	BRAKERILHT00000011723	A
anno1.g4091.t1	A	BRAKERILHT00000012267	A
anno1.g4092.t2	A	BRAKERILHT00000010513	A
anno1.g4093.t1	A	BRAKERILHT00000011400	A
anno1.g4094.t1	A	BRAKERILHT00000010756	A
anno1.g4095.t1	A	BRAKERILHT00000010706	A
anno1.g4096.t1	A	BRAKERILHT00000003106	A
anno1.g4097.t1	A	BRAKERILHT00000010919	A
anno1.g4098.t1	A	BRAKERILHT00000011812	A
anno1.g4099.t1	A	BRAKERILHT00000012082	A
anno1.g4100.t3	A	BRAKERILHT00000012315	A
anno1.g4101.t1	A	BRAKERILHT00000011755	A
anno1.g4102.t1	A	BRAKERILHT00000012302	A
anno1.g4056.t1	A	BRAKERILHT00000015751	A
anno1.g4057.t1	A	BRAKERILHT00000016695	A
anno1.g4058.t1	A	BRAKERILHT00000016904	A
anno1.g4059.t1	A	BRAKERILHT00000015784	A
anno1.g4060.t1	A	BRAKERILHT00000016615	A
anno1.g4061.t1	A	BRAKERILHT00000016594	A
anno1.g4062.t1	A	BRAKERILHT00000015993	A
anno1.g4064.t1	A	BRAKERILHT00000015691	A
anno1.g4065.t1	A	BRAKERILHT00000016778	A
anno1.g4066.t1	A	BRAKERILHT00000016473	A
anno1.g4067.t1	A	BRAKERILHT00000016179	A
anno1.g9613.t1	A	BRAKERILHT00000001410	A
anno1.g4033.t1	A	BRAKERILHT00000007280	A
anno1.g4034.t2	A	BRAKERILHT00000006544	A
anno1.g4035.t1	A	BRAKERILHT00000008186	A
anno1.g4036.t1	A	BRAKERILHT00000007629	A
anno1.g4037.t1	A	BRAKERILHT00000007041	A
anno1.g4038.t1	A	BRAKERILHT00000008394	A
anno1.g4039.t2	A	BRAKERILHT00000008012	A
anno1.g4050.t1	A	BRAKERILHT00000007285	A
anno1.g4051.t1	A	BRAKERILHT00000007860	A
anno1.g4052.t2	A	BRAKERILHT00000006725	A
anno1.g4053.t1	A	BRAKERILHT00000012115	A
anno1.g9583.t1	A	BRAKERILHT00000014127	A
anno1.g9584.t1	A	BRAKERILHT00000014486	A
anno1.g4023.t1	A	BRAKERILHT00000000060	A
anno1.g4024.t3	A	BRAKERILHT00000002098	A
anno1.g4025.t1	A	BRAKERILHT00000000275	A
anno1.g4026.t1	A	BRAKERILHT00000001241	A
anno1.g4028.t1	A	BRAKERILHT00000000777	A
anno1.g4029.t1	A	BRAKERILHT00000001038	A
anno1.g4030.t1	A	BRAKERILHT00000001165	A
anno1.g4019.t1	A	BRAKERILHT00000007850	A
anno1.g4020.t1	A	BRAKERILHT00000008311	A
anno1.g4004.t1	A	BRAKERILHT00000012243	A
anno1.g4005.t1	A	BRAKERILHT00000003510	A
anno1.g4006.t1	A	BRAKERILHT00000002332	A
anno1.g4008.t1	A	BRAKERILHT00000003117	A
anno1.g4009.t1	A	BRAKERILHT00000002477	A
anno1.g4010.t1	A	BRAKERILHT00000004420	A
anno1.g4011.t1	A	BRAKERILHT00000002833	A
anno1.g4013.t1	A	BRAKERILHT00000003413	A
anno1.g4015.t1	A	BRAKERILHT00000002952	A
anno1.g9571.t2	A	BRAKERILHT00000012550	A
anno1.g9566.t1	A	BRAKERILHT00000010920	A
anno1.g9564.t1	A	BRAKERILHT00000012134	A
anno1.g3856.t1	A	BRAKERILHT00000008977	A
anno1.g3857.t1	A	BRAKERILHT00000010383	A
anno1.g3863.t1	A	BRAKERILHT00000010009	A
anno1.g3865.t1	A	BRAKERILHT00000009307	A
anno1.g3864.t1	A	BRAKERILHT00000008939	A
anno1.g3866.t1	A	BRAKERILHT00000010095	A
anno1.g3867.t1	A	BRAKERILHT00000009675	A
anno1.g3868.t2	A	BRAKERILHT00000008979	A
anno1.g3869.t1	A	BRAKERILHT00000008575	A
anno1.g3870.t2	A	BRAKERILHT00000009833	A
anno1.g3871.t2	A	BRAKERILHT00000009403	A
anno1.g3872.t2	A	BRAKERILHT00000009775	A
anno1.g3873.t1	A	BRAKERILHT00000009296	A
anno1.g3874.t1	A	BRAKERILHT00000008945	A
anno1.g3875.t1	A	BRAKERILHT00000010002	A
anno1.g3877.t2	A	BRAKERILHT00000009434	A
anno1.g3878.t1	A	BRAKERILHT00000009144	A
anno1.g3879.t1	A	BRAKERILHT00000008961	A
anno1.g3880.t1	A	BRAKERILHT00000008678	A
anno1.g3881.t1	A	BRAKERILHT00000010065	A
anno1.g3882.t1	A	BRAKERILHT00000008779	A
anno1.g3883.t1	A	BRAKERILHT00000010086	A
anno1.g3884.t1	A	BRAKERILHT00000008996	A
anno1.g3885.t1	A	BRAKERILHT00000008781	A
anno1.g3886.t1	A	BRAKERILHT00000009112	A
anno1.g3887.t1	A	BRAKERILHT00000009678	A
anno1.g3888.t1	A	BRAKERILHT00000009957	A
anno1.g3889.t1	A	BRAKERILHT00000008571	A
anno1.g3890.t1	A	BRAKERILHT00000008745	A
anno1.g3891.t1	A	BRAKERILHT00000009277	A
anno1.g3894.t1	A	BRAKERILHT00000009770	A
anno1.g3895.t1	A	BRAKERILHT00000010206	A
anno1.g3896.t1	A	BRAKERILHT00000008736	A
anno1.g3897.t1	A	BRAKERILHT00000009108	A
anno1.g3899.t1	A	BRAKERILHT00000009744	A
anno1.g3900.t1	A	BRAKERILHT00000009486	A
anno1.g3901.t3	A	BRAKERILHT00000010255	A
anno1.g3904.t1	A	BRAKERILHT00000008628	A
anno1.g3906.t1	A	BRAKERILHT00000009129	A
anno1.g3907.t2	A	BRAKERILHT00000009435	A
anno1.g3908.t2	A	BRAKERILHT00000008890	A
anno1.g3909.t1	A	BRAKERILHT00000009429	A
anno1.g3910.t1	A	BRAKERILHT00000009457	A
anno1.g3913.t3	A	BRAKERILHT00000009425	A
anno1.g3915.t1	A	BRAKERILHT00000009740	A
anno1.g3917.t1	A	BRAKERILHT00000010297	A
anno1.g3918.t1	A	BRAKERILHT00000008981	A
anno1.g3919.t1	A	BRAKERILHT00000009708	A
anno1.g3920.t1	A	BRAKERILHT00000010235	A
anno1.g3921.t1	A	BRAKERILHT00000009402	A
anno1.g3922.t1	A	BRAKERILHT00000008700	A
anno1.g3923.t2	A	BRAKERILHT00000010092	A
anno1.g3924.t1	A	BRAKERILHT00000010263	A
anno1.g3925.t1	A	BRAKERILHT00000009097	A
anno1.g3926.t1	A	BRAKERILHT00000009808	A
anno1.g3927.t1	A	BRAKERILHT00000009334	A
anno1.g3928.t1	A	BRAKERILHT00000008539	A
anno1.g3929.t1	A	BRAKERILHT00000009946	A
anno1.g3930.t1	A	BRAKERILHT00000009610	A
anno1.g3931.t2	A	BRAKERILHT00000009069	A
anno1.g3932.t1	A	BRAKERILHT00000009227	A
anno1.g3933.t1	A	BRAKERILHT00000008938	A
anno1.g3934.t4	A	BRAKERILHT00000010328	A
anno1.g3935.t1	A	BRAKERILHT00000009026	A
anno1.g3936.t1	A	BRAKERILHT00000010326	A
anno1.g3937.t1	A	BRAKERILHT00000009180	A
anno1.g3938.t1	A	BRAKERILHT00000010208	A
anno1.g3939.t1	A	BRAKERILHT00000010005	A
anno1.g3941.t1	A	BRAKERILHT00000010391	A
anno1.g3942.t1	A	BRAKERILHT00000009644	A
anno1.g3943.t1	A	BRAKERILHT00000009360	A
anno1.g3944.t1	A	BRAKERILHT00000008883	A
anno1.g3946.t1	A	BRAKERILHT00000008548	A
anno1.g3947.t2	A	BRAKERILHT00000009687	A
anno1.g3948.t2	A	BRAKERILHT00000010236	A
anno1.g3949.t1	A	BRAKERILHT00000008855	A
anno1.g3950.t1	A	BRAKERILHT00000009387	A
anno1.g3952.t1	A	BRAKERILHT00000009136	A
anno1.g3954.t1	A	BRAKERILHT00000009323	A
anno1.g3956.t1	A	BRAKERILHT00000008580	A
anno1.g3958.t2	A	BRAKERILHT00000009766	A
anno1.g3959.t1	A	BRAKERILHT00000009211	A
anno1.g3960.t2	A	BRAKERILHT00000008904	A
anno1.g3961.t1	A	BRAKERILHT00000009824	A
anno1.g3962.t1	A	BRAKERILHT00000010030	A
anno1.g3966.t1	A	BRAKERILHT00000010213	A
anno1.g3967.t1	A	BRAKERILHT00000009164	A
anno1.g3968.t1	A	BRAKERILHT00000008946	A
anno1.g3970.t1	A	BRAKERILHT00000010340	A
anno1.g3971.t1	A	BRAKERILHT00000009433	A
anno1.g3972.t1	A	BRAKERILHT00000009370	A
anno1.g3973.t1	A	BRAKERILHT00000010152	A
anno1.g3974.t1	A	BRAKERILHT00000009717	A
anno1.g3976.t1	A	BRAKERILHT00000009501	A
anno1.g3978.t1	A	BRAKERILHT00000008762	A
anno1.g3979.t1	A	BRAKERILHT00000009906	A
anno1.g3980.t1	A	BRAKERILHT00000010198	A
anno1.g3981.t1	A	BRAKERILHT00000010093	A
anno1.g3982.t1	A	BRAKERILHT00000009545	A
anno1.g3983.t1	A	BRAKERILHT00000009006	A
anno1.g3984.t1	A	BRAKERILHT00000001571	A
anno1.g3986.t2	A	BRAKERILHT00000010301	A
anno1.g3987.t1	A	BRAKERILHT00000009763	A
anno1.g3989.t1	A	BRAKERILHT00000009976	A
anno1.g3990.t1	A	BRAKERILHT00000009669	A
anno1.g3992.t1	A	BRAKERILHT00000009115	A
anno1.g3994.t1	A	BRAKERILHT00000010274	A
anno1.g3995.t1	A	BRAKERILHT00000009328	A
anno1.g3996.t1	A	BRAKERILHT00000009871	A
anno1.g3999.t1	A	BRAKERILHT00000010044	A
anno1.g3768.t2	A	BRAKERILHT00000002302	A
anno1.g3769.t1	A	BRAKERILHT00000004328	A
anno1.g3770.t1	A	BRAKERILHT00000002536	A
anno1.g3772.t1	A	BRAKERILHT00000003949	A
anno1.g3773.t1	A	BRAKERILHT00000002607	A
anno1.g3774.t1	A	BRAKERILHT00000003254	A
anno1.g3775.t1	A	BRAKERILHT00000003805	A
anno1.g3776.t1	A	BRAKERILHT00000004188	A
anno1.g3777.t1	A	BRAKERILHT00000003483	A
anno1.g3778.t1	A	BRAKERILHT00000004017	A
anno1.g3779.t1	A	BRAKERILHT00000003545	A
anno1.g3781.t1	A	BRAKERILHT00000003860	A
anno1.g3782.t1	A	BRAKERILHT00000002576	A
anno1.g3784.t1	A	BRAKERILHT00000003250	A
anno1.g3786.t1	A	BRAKERILHT00000004363	A
anno1.g3788.t1	A	BRAKERILHT00000003654	A
anno1.g3789.t1	A	BRAKERILHT00000003071	A
anno1.g3791.t10	A	BRAKERILHT00000003716	A
anno1.g3792.t2	A	BRAKERILHT00000003673	A
anno1.g3793.t1	A	BRAKERILHT00000002504	A
anno1.g3794.t1	A	BRAKERILHT00000002242	A
anno1.g3795.t1	A	BRAKERILHT00000003016	A
anno1.g3796.t1	A	BRAKERILHT00000003728	A
anno1.g3799.t2	A	BRAKERILHT00000003967	A
anno1.g3800.t1	A	BRAKERILHT00000003098	A
anno1.g3801.t1	A	BRAKERILHT00000003489	A
anno1.g3802.t1	A	BRAKERILHT00000004111	A
anno1.g3803.t1	A	BRAKERILHT00000003261	A
anno1.g3804.t1	A	BRAKERILHT00000003330	A
anno1.g3805.t1	A	BRAKERILHT00000004399	A
anno1.g3806.t1	A	BRAKERILHT00000002480	A
anno1.g3807.t1	A	BRAKERILHT00000003237	A
anno1.g3808.t2	A	BRAKERILHT00000003515	A
anno1.g3809.t1	A	BRAKERILHT00000004145	A
anno1.g3810.t1	A	BRAKERILHT00000002873	A
anno1.g3811.t1	A	BRAKERILHT00000004424	A
anno1.g3812.t1	A	BRAKERILHT00000003753	A
anno1.g3813.t1	A	BRAKERILHT00000004445	A
anno1.g3814.t1	A	BRAKERILHT00000003648	A
anno1.g3815.t1	A	BRAKERILHT00000004264	A
anno1.g3816.t1	A	BRAKERILHT00000003745	A
anno1.g3817.t1	A	BRAKERILHT00000003064	A
anno1.g3818.t1	A	BRAKERILHT00000002573	A
anno1.g3819.t2	A	BRAKERILHT00000004002	A
anno1.g3820.t1	A	BRAKERILHT00000003491	A
anno1.g3821.t1	A	BRAKERILHT00000002679	A
anno1.g3822.t1	A	BRAKERILHT00000002909	A
anno1.g3823.t1	A	BRAKERILHT00000003550	A
anno1.g3825.t1	A	BRAKERILHT00000004218	A
anno1.g3826.t1	A	BRAKERILHT00000002592	A
anno1.g3827.t1	A	BRAKERILHT00000003231	A
anno1.g3829.t1	A	BRAKERILHT00000003872	A
anno1.g3830.t1	A	BRAKERILHT00000002425	A
anno1.g3828.t2	A	BRAKERILHT00000002755	A
anno1.g3832.t1	A	BRAKERILHT00000003155	A
anno1.g3833.t1	A	BRAKERILHT00000004034	A
anno1.g3834.t1	A	BRAKERILHT00000002577	A
anno1.g3835.t1	A	BRAKERILHT00000002781	A
anno1.g3836.t8	A	BRAKERILHT00000003543	A
anno1.g3837.t1	A	BRAKERILHT00000004020	A
anno1.g3838.t1	A	BRAKERILHT00000002688	A
anno1.g3839.t1	A	BRAKERILHT00000002919	A
anno1.g3840.t1	A	BRAKERILHT00000002601	A
anno1.g3841.t1	A	BRAKERILHT00000003100	A
anno1.g3842.t1	A	BRAKERILHT00000002324	A
anno1.g3843.t1	A	BRAKERILHT00000003748	A
anno1.g3844.t1	A	BRAKERILHT00000003077	A
anno1.g3845.t1	A	BRAKERILHT00000004138	A
anno1.g3846.t1	A	BRAKERILHT00000004026	A
anno1.g3847.t1	A	BRAKERILHT00000002253	A
anno1.g3848.t1	A	BRAKERILHT00000004437	A
anno1.g3849.t1	A	BRAKERILHT00000002672	A
anno1.g3851.t1	A	BRAKERILHT00000003080	A
anno1.g3852.t1	A	BRAKERILHT00000004143	A
anno1.g3853.t1	A	BRAKERILHT00000002750	A
anno1.g3855.t1	A	BRAKERILHT00000004256	A
anno1.g3751.t1	A	BRAKERILHT00000003449	A
anno1.g3753.t2	A	BRAKERILHT00000003985	A
anno1.g3754.t1	A	BRAKERILHT00000003069	A
anno1.g3756.t2	A	BRAKERILHT00000003616	A
anno1.g3757.t1	A	BRAKERILHT00000003223	A
anno1.g3758.t1	A	BRAKERILHT00000003704	A
anno1.g3759.t1	A	BRAKERILHT00000003235	A
anno1.g3760.t1	A	BRAKERILHT00000003093	A
anno1.g3762.t2	A	BRAKERILHT00000003405	A
anno1.g3763.t1	A	BRAKERILHT00000003398	A
anno1.g3764.t1	A	BRAKERILHT00000002203	A
anno1.g3766.t1	A	BRAKERILHT00000003782	A
anno1.g3767.t1	A	BRAKERILHT00000002792	A
anno1.g9553.t1	A	BRAKERILHT00000000038	A
anno1.g3735.t1	A	BRAKERILHT00000001358	A
anno1.g3737.t1	A	BRAKERILHT00000000265	A
anno1.g3738.t1	A	BRAKERILHT00000001974	A
anno1.g3739.t1	A	BRAKERILHT00000001508	A
anno1.g3740.t1	A	BRAKERILHT00000002066	A
anno1.g3742.t1	A	BRAKERILHT00000000517	A
anno1.g3743.t1	A	BRAKERILHT00000001117	A
anno1.g3744.t1	A	BRAKERILHT00000000297	A
anno1.g3745.t1	A	BRAKERILHT00000000890	A
anno1.g3746.t1	A	BRAKERILHT00000002100	A
anno1.g3747.t1	A	BRAKERILHT00000002041	A
anno1.g3748.t1	A	BRAKERILHT00000000474	A
anno1.g3749.t1	A	BRAKERILHT00000001330	A
anno1.g9546.t1	A	BRAKERILHT00000010358	A
anno1.g9547.t1	A	BRAKERILHT00000009747	A
anno1.g3729.t1	A	BRAKERILHT00000014449	A
anno1.g3730.t1	A	BRAKERILHT00000015466	A
anno1.g3731.t1	A	BRAKERILHT00000015574	A
anno1.g3732.t2	A	BRAKERILHT00000015137	A
anno1.g9489.t1	A	BRAKERILHT00000005293	A
anno1.g9493.t1	A	BRAKERILHT00000005687	A
anno1.g9468.t1	A	BRAKERILHT00000005201	A
anno1.g9470.t1	A	BRAKERILHT00000006312	A
anno1.g9479.t2	A	BRAKERILHT00000005093	A
anno1.g9482.t1	A	BRAKERILHT00000004673	A
anno1.g9484.t1	A	BRAKERILHT00000005519	A
anno1.g9485.t1	A	BRAKERILHT00000006248	A
anno1.g9487.t1	A	BRAKERILHT00000005804	A
anno1.g9464.t1	A	BRAKERILHT00000004132	A
anno1.g3712.t1	A	BRAKERILHT00000015629	A
anno1.g3713.t1	A	BRAKERILHT00000016894	A
