A_obtectus	chromosome	D_carinulata	chromosome
anno1.g987.t1	A	rna-XM_057809484.1	A
anno1.g991.t1	A	rna-XM_057800194.1	A
anno1.g994.t1	A	rna-XM_057799839.1	A
anno1.g995.t1	A	rna-XM_057799834.1	A
anno1.g1001.t1	A	rna-XM_057799290.1	A
anno1.g1006.t1	A	rna-XM_057814584.1	A
anno1.g1009.t1	A	rna-XM_057809102.1	A
anno1.g1010.t1	A	rna-XM_057796624.1	A
anno1.g1011.t1	A	rna-XM_057799529.1	A
anno1.g1016.t2	A	rna-XM_057796360.1	A
anno1.g1018.t2	A	rna-XM_057812438.1	A
anno1.g1020.t1	A	rna-XM_057815077.1	A
anno1.g1022.t1	A	rna-XM_057811091.1	A
anno1.g1023.t1	A	rna-XM_057811106.1	A
anno1.g1024.t1	A	rna-XM_057811298.1	A
anno1.g1025.t1	A	rna-XM_057815815.1	A
anno1.g1027.t1	A	rna-XM_057813379.1	A
anno1.g1028.t1	A	rna-XM_057810945.1	A
anno1.g1029.t1	A	rna-XM_057794928.1	A
anno1.g1033.t1	A	rna-XM_057813362.1	A
anno1.g1036.t1	A	rna-XM_057814455.1	A
anno1.g1038.t1	A	rna-XM_057815785.1	A
anno1.g1041.t1	A	rna-XM_057812873.1	A
anno1.g1044.t1	A	rna-XM_057812880.1	A
anno1.g1045.t1	A	rna-XM_057812887.1	A
anno1.g1054.t1	A	rna-XM_057798484.1	A
anno1.g1055.t1	A	rna-XM_057813224.1	A
anno1.g1060.t4	A	rna-XM_057811690.1	A
anno1.g1065.t1	A	rna-XM_057810141.1	A
anno1.g1075.t1	A	rna-XM_057805195.1	A
anno1.g1076.t1	A	rna-XM_057813363.1	A
anno1.g1078.t1	A	rna-XM_057814505.1	A
anno1.g1080.t1	A	rna-XM_057813418.1	A
anno1.g1081.t2	A	rna-XM_057814520.1	A
anno1.g1082.t1	A	rna-XM_057814518.1	A
anno1.g1084.t1	A	rna-XM_057798614.1	A
anno1.g1085.t2	A	rna-XM_057803355.1	A
anno1.g1086.t3	A	rna-XM_057799264.1	A
anno1.g1087.t1	A	rna-XM_057799271.1	A
anno1.g1088.t1	A	rna-XM_057799262.1	A
anno1.g1089.t2	A	rna-XM_057798524.1	A
anno1.g1090.t1	A	rna-XM_057798868.1	A
anno1.g1092.t3	A	rna-XM_057798859.1	A
anno1.g1093.t1	A	rna-XM_057798855.1	A
anno1.g1094.t2	A	rna-XM_057806352.1	X
anno1.g1095.t1	A	rna-XM_057810122.1	A
anno1.g1096.t1	A	rna-XM_057795052.1	X
anno1.g1097.t1	A	rna-XM_057813941.1	X
anno1.g1098.t1	A	rna-XM_057813953.1	X
anno1.g1099.t1	A	rna-XM_057813977.1	X
anno1.g1100.t2	A	rna-XM_057805478.1	A
anno1.g1101.t1	A	rna-XM_057797954.1	X
anno1.g1102.t1	A	rna-XM_057797916.1	X
anno1.g1104.t1	A	rna-XM_057809520.1	A
anno1.g1105.t1	A	rna-XM_057806894.1	A
anno1.g1106.t1	A	rna-XM_057803447.1	A
anno1.g1107.t1	A	rna-XM_057796352.1	A
anno1.g1109.t6	A	rna-XM_057811295.1	A
anno1.g1114.t1	A	rna-XM_057813242.1	A
anno1.g1116.t2	A	rna-XM_057804396.1	A
anno1.g1117.t1	A	rna-XM_057807086.1	A
anno1.g1118.t1	A	rna-XM_057807025.1	A
anno1.g1119.t2	A	rna-XM_057806896.1	A
anno1.g1120.t1	A	rna-XM_057806904.1	A
anno1.g1121.t1	A	rna-XM_057800403.1	A
anno1.g1123.t1	A	rna-XM_057802824.1	A
anno1.g1124.t1	A	rna-XM_057800753.1	A
anno1.g1125.t1	A	rna-XM_057804884.1	A
anno1.g1126.t1	A	rna-XM_057801711.1	A
anno1.g1127.t1	A	rna-XM_057801712.1	A
anno1.g1128.t1	A	rna-XM_057811682.1	A
anno1.g1129.t1	A	rna-XM_057814769.1	A
anno1.g1130.t1	A	rna-XM_057801930.1	A
anno1.g1131.t1	A	rna-XM_057801511.1	A
anno1.g1133.t1	A	rna-XM_057800921.1	A
anno1.g1134.t1	A	rna-XM_057801506.1	A
anno1.g1135.t2	A	rna-XM_057803281.1	A
anno1.g1136.t1	A	rna-XM_057796763.1	A
anno1.g1137.t3	A	rna-XM_057812782.1	A
anno1.g1138.t3	A	rna-XM_057803283.1	A
anno1.g1139.t1	A	rna-XM_057803285.1	A
anno1.g1140.t1	A	rna-XM_057802966.1	A
anno1.g1141.t2	A	rna-XM_057810624.1	A
anno1.g1142.t1	A	rna-XM_057802416.1	A
anno1.g1143.t1	A	rna-XM_057795841.1	A
anno1.g1144.t1	A	rna-XM_057795845.1	A
anno1.g1146.t1	A	rna-XM_057798398.1	A
anno1.g1147.t1	A	rna-XM_057803235.1	A
anno1.g1148.t1	A	rna-XM_057812805.1	A
anno1.g1161.t1	A	rna-XM_057801668.1	A
anno1.g1165.t1	A	rna-XM_057806683.1	A
anno1.g1166.t1	A	rna-XM_057795115.1	A
anno1.g1167.t1	A	rna-XM_057798590.1	A
anno1.g1171.t3	A	rna-XM_057809948.1	A
anno1.g1173.t1	A	rna-XM_057795125.1	X
anno1.g1176.t1	A	rna-XM_057795735.1	A
anno1.g1177.t1	A	rna-XM_057796484.1	A
anno1.g1178.t1	A	rna-XM_057802631.1	A
anno1.g1181.t1	A	rna-XM_057802629.1	A
anno1.g1184.t1	A	rna-XM_057806395.1	A
anno1.g1185.t1	A	rna-XM_057809842.1	A
anno1.g1186.t1	A	rna-XM_057809845.1	A
anno1.g1188.t1	A	rna-XM_057807050.1	A
anno1.g1189.t1	A	rna-XM_057807048.1	A
anno1.g1190.t1	A	rna-XM_057805264.1	X
anno1.g1193.t1	A	rna-XM_057798047.1	A
anno1.g1196.t1	A	rna-XM_057805318.1	X
anno1.g1197.t1	A	rna-XM_057805341.1	X
anno1.g1198.t1	A	rna-XM_057805356.1	X
anno1.g1199.t2	A	rna-XM_057814608.1	A
anno1.g1200.t1	A	rna-XM_057795189.1	A
anno1.g1201.t1	A	rna-XM_057816422.1	A
anno1.g1203.t2	A	rna-XM_057816432.1	A
anno1.g1206.t2	A	rna-XM_057795284.1	A
anno1.g1207.t1	A	rna-XM_057811515.1	X
anno1.g1208.t1	A	rna-XM_057806766.1	A
anno1.g1209.t1	A	rna-XM_057796481.1	A
anno1.g1210.t1	A	rna-XM_057803953.1	A
anno1.g1211.t1	A	rna-XM_057804188.1	A
anno1.g1212.t1	A	rna-XM_057811121.1	A
anno1.g1213.t1	A	rna-XM_057811120.1	A
anno1.g1214.t1	A	rna-XM_057812998.1	A
anno1.g1215.t1	A	rna-XM_057811376.1	A
anno1.g1216.t1	A	rna-XM_057811378.1	A
anno1.g1217.t1	A	rna-XM_057811377.1	A
anno1.g1218.t1	A	rna-XM_057810382.1	A
anno1.g1219.t1	A	rna-XM_057803087.1	A
anno1.g1223.t1	A	rna-XM_057797693.1	A
anno1.g1224.t1	A	rna-XM_057807170.1	A
anno1.g1221.t3	A	rna-XM_057810370.1	A
anno1.g1225.t4	A	rna-XM_057797387.1	A
anno1.g1226.t1	A	rna-XM_057798153.1	A
anno1.g1228.t1	A	rna-XM_057806505.1	A
anno1.g1229.t4	A	rna-XM_057795000.1	A
anno1.g1230.t1	A	rna-XM_057811550.1	X
anno1.g1231.t1	A	rna-XM_057798601.1	A
anno1.g1232.t1	A	rna-XM_057815946.1	A
anno1.g1233.t1	A	rna-XM_057816870.1	A
anno1.g1234.t1	A	rna-XM_057810007.1	A
anno1.g1235.t1	A	rna-XM_057810010.1	A
anno1.g1236.t1	A	rna-XM_057810386.1	A
anno1.g1237.t1	A	rna-XM_057814590.1	A
anno1.g1238.t3	A	rna-XM_057814830.1	A
anno1.g1239.t1	A	rna-XM_057799641.1	A
anno1.g1240.t1	A	rna-XM_057813412.1	A
anno1.g1241.t2	A	rna-XM_057812096.1	A
anno1.g1242.t2	A	rna-XM_057809277.1	X
anno1.g1243.t1	A	rna-XM_057813413.1	A
anno1.g1244.t1	A	rna-XM_057816826.1	A
anno1.g1245.t1	A	rna-XM_057801028.1	A
anno1.g1246.t1	A	rna-XM_057816935.1	X
anno1.g1247.t3	A	rna-XM_057798156.1	A
anno1.g1250.t2	A	rna-XM_057804629.1	A
anno1.g1251.t1	A	rna-XM_057807919.1	A
anno1.g1252.t1	A	rna-XM_057805337.1	A
anno1.g1253.t1	A	rna-XM_057806160.1	A
anno1.g1254.t1	A	rna-XM_057806162.1	A
anno1.g1255.t1	A	rna-XM_057806084.1	A
anno1.g1256.t2	A	rna-XM_057810902.1	A
anno1.g1257.t1	A	rna-XM_057814811.1	A
anno1.g1258.t1	A	rna-XM_057796874.1	A
anno1.g1264.t2	A	rna-XM_057812995.1	A
anno1.g1268.t1	A	rna-XM_057797617.1	A
anno1.g1269.t1	A	rna-XM_057797869.1	A
anno1.g1270.t1	A	rna-XM_057806037.1	X
anno1.g1271.t1	A	rna-XM_057811715.1	A
anno1.g1272.t1	A	rna-XM_057811713.1	A
anno1.g1274.t1	A	rna-XM_057814799.1	A
anno1.g1275.t1	A	rna-XM_057816489.1	A
anno1.g1276.t1	A	rna-XM_057816490.1	A
anno1.g1278.t1	A	rna-XM_057814746.1	A
anno1.g1284.t1	A	rna-XM_057799850.1	A
anno1.g1287.t1	A	rna-XM_057815024.1	A
anno1.g1289.t1	A	rna-XM_057800350.1	A
anno1.g1290.t1	A	rna-XM_057796013.1	A
anno1.g1291.t1	A	rna-XM_057798485.1	A
anno1.g1294.t1	A	rna-XM_057798539.1	A
anno1.g1295.t2	A	rna-XM_057815868.1	A
anno1.g1299.t1	A	rna-XM_057807321.1	A
anno1.g1300.t1	A	rna-XM_057814090.1	A
anno1.g1301.t1	A	rna-XM_057812536.1	A
anno1.g1308.t1	A	rna-XM_057812538.1	A
anno1.g1310.t1	A	rna-XM_057812520.1	A
anno1.g1314.t1	A	rna-XM_057805237.1	A
anno1.g1317.t2	A	rna-XM_057801317.1	A
anno1.g1318.t1	A	rna-XM_057812510.1	A
anno1.g1319.t1	A	rna-XM_057797831.1	A
anno1.g1322.t1	A	rna-XM_057802165.1	A
anno1.g1324.t1	A	rna-XM_057799052.1	A
anno1.g1329.t1	A	rna-XM_057798816.1	A
anno1.g1330.t1	A	rna-XM_057799644.1	A
anno1.g1331.t1	A	rna-XM_057799643.1	A
anno1.g1332.t1	A	rna-XM_057798518.1	A
anno1.g1333.t1	A	rna-XM_057812033.1	A
anno1.g1334.t1	A	rna-XM_057798078.1	A
anno1.g1335.t2	A	rna-XM_057799642.1	A
anno1.g1336.t1	A	rna-XM_057799776.1	A
anno1.g1337.t1	A	rna-XM_057799775.1	A
anno1.g1338.t1	A	rna-XM_057797668.1	A
anno1.g1339.t1	A	rna-XM_057811285.1	A
anno1.g1340.t1	A	rna-XM_057813560.1	A
anno1.g1344.t1	A	rna-XM_057808212.1	A
anno1.g1345.t2	A	rna-XM_057804636.1	A
anno1.g1347.t1	A	rna-XM_057810031.1	A
anno1.g1348.t2	A	rna-XM_057800441.1	A
anno1.g1349.t1	A	rna-XM_057801263.1	X
anno1.g1350.t1	A	rna-XM_057806951.1	A
anno1.g1351.t1	A	rna-XM_057795799.1	X
anno1.g1352.t1	A	rna-XM_057803411.1	A
anno1.g1353.t1	A	rna-XM_057802680.1	A
anno1.g1354.t1	A	rna-XM_057802293.1	A
anno1.g1356.t1	A	rna-XM_057801787.1	A
anno1.g1360.t1	A	rna-XM_057800054.1	A
anno1.g1364.t1	A	rna-XM_057802593.1	A
anno1.g1373.t1	A	rna-XM_057797847.1	A
anno1.g1377.t1	A	rna-XM_057802500.1	A
anno1.g1379.t1	A	rna-XM_057804631.1	A
anno1.g1380.t1	A	rna-XM_057804616.1	A
anno1.g1381.t2	A	rna-XM_057805002.1	A
anno1.g1382.t1	A	rna-XM_057807759.1	A
anno1.g1383.t1	A	rna-XM_057799846.1	A
anno1.g1386.t2	A	rna-XM_057797247.1	X
anno1.g1388.t1	A	rna-XM_057803915.1	A
anno1.g1389.t1	A	rna-XM_057797829.1	A
anno1.g1391.t1	A	rna-XM_057799660.1	A
anno1.g1392.t1	A	rna-XM_057812020.1	A
anno1.g1393.t1	A	rna-XM_057812834.1	A
anno1.g1395.t1	A	rna-XM_057801475.1	A
anno1.g1396.t3	A	rna-XM_057800255.1	A
anno1.g1398.t1	A	rna-XM_057800830.1	A
anno1.g1408.t1	A	rna-XM_057800204.1	A
anno1.g1410.t1	A	rna-XM_057799133.1	A
anno1.g1416.t2	A	rna-XM_057806096.1	A
anno1.g1418.t1	A	rna-XM_057807522.1	A
anno1.g1420.t1	A	rna-XM_057797841.1	X
anno1.g1421.t1	A	rna-XM_057797863.1	X
anno1.g1422.t1	A	rna-XM_057814972.1	A
anno1.g1423.t1	A	rna-XM_057812916.1	A
anno1.g1424.t1	A	rna-XM_057806930.1	A
anno1.g1426.t1	A	rna-XM_057806932.1	A
anno1.g1427.t1	A	rna-XM_057807213.1	A
anno1.g1428.t1	A	rna-XM_057807031.1	A
anno1.g1429.t1	A	rna-XM_057812917.1	A
anno1.g1430.t1	A	rna-XM_057811250.1	A
anno1.g1431.t1	A	rna-XM_057799801.1	A
anno1.g1435.t1	A	rna-XM_057800358.1	A
anno1.g1441.t1	A	rna-XM_057800065.1	A
anno1.g1442.t1	A	rna-XM_057815929.1	A
anno1.g1443.t3	A	rna-XM_057815941.1	A
anno1.g1445.t1	A	rna-XM_057804368.1	A
anno1.g1446.t1	A	rna-XM_057816158.1	A
anno1.g1447.t2	A	rna-XM_057794898.1	A
anno1.g1448.t2	A	rna-XM_057794897.1	A
anno1.g1449.t1	A	rna-XM_057816323.1	A
anno1.g1450.t1	A	rna-XM_057794872.1	A
anno1.g1455.t1	A	rna-XM_057815994.1	A
anno1.g1456.t1	A	rna-XM_057806906.1	A
anno1.g1457.t1	A	rna-XM_057804407.1	A
anno1.g1458.t1	A	rna-XM_057812537.1	A
anno1.g1459.t2	A	rna-XM_057801540.1	A
anno1.g1460.t1	A	rna-XM_057811613.1	A
anno1.g1461.t2	A	rna-XM_057801545.1	A
anno1.g1463.t1	A	rna-XM_057798482.1	A
anno1.g1464.t1	A	rna-XM_057811485.1	A
anno1.g1466.t3	A	rna-XM_057811497.1	A
anno1.g1467.t2	A	rna-XM_057796462.1	A
anno1.g1469.t3	A	rna-XM_057807931.1	A
anno1.g1475.t1	A	rna-XM_057801678.1	A
anno1.g1477.t2	A	rna-XM_057807763.1	A
anno1.g1480.t1	A	rna-XM_057808072.1	A
anno1.g1481.t1	A	rna-XM_057797889.1	A
anno1.g1482.t1	A	rna-XM_057803681.1	A
anno1.g1483.t1	A	rna-XM_057800380.1	A
anno1.g1486.t1	A	rna-XM_057798254.1	A
anno1.g1487.t1	A	rna-XM_057809806.1	A
anno1.g1495.t1	A	rna-XM_057811466.1	A
anno1.g1499.t2	A	rna-XM_057808060.1	A
anno1.g1500.t1	A	rna-XM_057808069.1	A
anno1.g1502.t1	A	rna-XM_057808068.1	A
anno1.g1503.t1	A	rna-XM_057808790.1	A
anno1.g1504.t1	A	rna-XM_057814503.1	A
anno1.g1505.t1	A	rna-XM_057802014.1	A
anno1.g1506.t1	A	rna-XM_057796788.1	A
anno1.g1507.t1	A	rna-XM_057800472.1	A
anno1.g1508.t1	A	rna-XM_057802375.1	A
anno1.g1509.t1	A	rna-XM_057802376.1	A
anno1.g1510.t1	A	rna-XM_057807659.1	A
anno1.g1511.t2	A	rna-XM_057802562.1	A
anno1.g1512.t2	A	rna-XM_057801709.1	A
anno1.g1513.t2	A	rna-XM_057802566.1	A
anno1.g1514.t1	A	rna-XM_057803191.1	A
anno1.g1515.t2	A	rna-XM_057801706.1	A
anno1.g1519.t1	A	rna-XM_057803201.1	A
anno1.g1520.t1	A	rna-XM_057809314.1	X
anno1.g1521.t1	A	rna-XM_057799242.1	A
anno1.g1522.t2	A	rna-XM_057808555.1	A
anno1.g1523.t1	A	rna-XM_057808571.1	A
anno1.g1524.t1	A	rna-XM_057808556.1	A
anno1.g1525.t2	A	rna-XM_057808550.1	A
anno1.g1533.t1	A	rna-XM_057808934.1	A
anno1.g1537.t1	A	rna-XM_057814593.1	A
anno1.g1538.t2	A	rna-XM_057814594.1	A
anno1.g1539.t1	A	rna-XM_057800640.1	A
anno1.g1540.t1	A	rna-XM_057800384.1	A
anno1.g1541.t1	A	rna-XM_057807830.1	A
anno1.g1551.t2	A	rna-XM_057808496.1	A
anno1.g1556.t1	A	rna-XM_057803017.1	A
anno1.g1562.t1	A	rna-XM_057807778.1	A
anno1.g1564.t1	A	rna-XM_057806961.1	A
anno1.g1566.t1	A	rna-XM_057807193.1	A
anno1.g1567.t1	A	rna-XM_057816114.1	A
anno1.g1568.t1	A	rna-XM_057806665.1	A
anno1.g1569.t5	A	rna-XM_057807618.1	A
anno1.g1570.t1	A	rna-XM_057797879.1	A
anno1.g1571.t1	A	rna-XM_057816525.1	A
anno1.g1572.t1	A	rna-XM_057808268.1	A
anno1.g1573.t1	A	rna-XM_057799367.1	A
anno1.g1574.t1	A	rna-XM_057803223.1	A
anno1.g1575.t6	A	rna-XM_057803222.1	A
anno1.g1576.t1	A	rna-XM_057803228.1	A
anno1.g1578.t1	A	rna-XM_057807553.1	A
anno1.g1579.t1	A	rna-XM_057807020.1	A
anno1.g1580.t1	A	rna-XM_057808284.1	A
anno1.g1581.t2	A	rna-XM_057807812.1	A
anno1.g1583.t1	A	rna-XM_057808843.1	A
anno1.g1584.t1	A	rna-XM_057808793.1	A
anno1.g1585.t1	A	rna-XM_057808791.1	A
anno1.g1586.t1	A	rna-XM_057807946.1	A
anno1.g1587.t1	A	rna-XM_057808083.1	A
anno1.g1588.t1	A	rna-XM_057808199.1	A
anno1.g1589.t1	A	rna-XM_057808200.1	A
anno1.g1590.t1	A	rna-XM_057807710.1	A
anno1.g1592.t1	A	rna-XM_057808192.1	A
anno1.g1593.t1	A	rna-XM_057795589.1	A
anno1.g1594.t1	A	rna-XM_057804695.1	X
anno1.g1595.t2	A	rna-XM_057795604.1	A
anno1.g1599.t2	A	rna-XM_057808603.1	A
anno1.g1600.t2	A	rna-XM_057808601.1	A
anno1.g1601.t1	A	rna-XM_057808599.1	A
anno1.g1602.t1	A	rna-XM_057808706.1	A
anno1.g1603.t2	A	rna-XM_057808889.1	A
anno1.g1605.t1	A	rna-XM_057807771.1	A
anno1.g1606.t1	A	rna-XM_057808570.1	A
anno1.g1607.t1	A	rna-XM_057795888.1	A
anno1.g1608.t1	A	rna-XM_057808721.1	A
anno1.g1609.t1	A	rna-XM_057796662.1	A
anno1.g1611.t1	A	rna-XM_057800579.1	A
anno1.g1612.t1	A	rna-XM_057808505.1	A
anno1.g1613.t1	A	rna-XM_057808204.1	A
anno1.g1614.t2	A	rna-XM_057808274.1	A
anno1.g1615.t1	A	rna-XM_057798946.1	A
anno1.g1617.t1	A	rna-XM_057798943.1	A
anno1.g1618.t1	A	rna-XM_057809613.1	A
anno1.g1619.t1	A	rna-XM_057806052.1	A
anno1.g1620.t1	A	rna-XM_057808548.1	A
anno1.g1621.t1	A	rna-XM_057795887.1	A
anno1.g1622.t1	A	rna-XM_057797722.1	A
anno1.g1623.t1	A	rna-XM_057798556.1	A
anno1.g1624.t1	A	rna-XM_057814501.1	A
anno1.g1625.t2	A	rna-XM_057814499.1	A
anno1.g1626.t1	A	rna-XM_057816156.1	A
anno1.g1628.t1	A	rna-XM_057816472.1	A
anno1.g1631.t1	A	rna-XM_057802152.1	A
anno1.g1634.t1	A	rna-XM_057795493.1	A
anno1.g1635.t1	A	rna-XM_057807983.1	A
anno1.g1637.t1	A	rna-XM_057803238.1	A
anno1.g1638.t1	A	rna-XM_057808553.1	A
anno1.g1640.t1	A	rna-XM_057816473.1	A
anno1.g1645.t1	A	rna-XM_057803178.1	A
anno1.g1646.t1	A	rna-XM_057803237.1	A
anno1.g1647.t2	A	rna-XM_057803217.1	A
anno1.g1648.t1	A	rna-XM_057808708.1	A
anno1.g1649.t1	A	rna-XM_057808581.1	A
anno1.g1651.t2	A	rna-XM_057808561.1	A
anno1.g1701.t1	X	rna-XM_057816001.1	A
anno1.g1717.t1	X	rna-XM_057801892.1	X
anno1.g1719.t1	X	rna-XM_057796449.1	X
anno1.g1721.t1	X	rna-XM_057795471.1	X
anno1.g1722.t1	X	rna-XM_057805995.1	X
anno1.g1723.t1	X	rna-XM_057805102.1	A
anno1.g1724.t1	X	rna-XM_057810880.1	X
anno1.g1727.t2	X	rna-XM_057806056.1	X
anno1.g1728.t1	X	rna-XM_057802737.1	X
anno1.g1731.t1	X	rna-XM_057803918.1	X
anno1.g1739.t1	X	rna-XM_057796205.1	A
anno1.g1740.t1	X	rna-XM_057810640.1	X
anno1.g1741.t2	X	rna-XM_057810662.1	X
anno1.g1742.t1	X	rna-XM_057799412.1	X
anno1.g1743.t1	X	rna-XM_057799425.1	X
anno1.g1744.t2	X	rna-XM_057799371.1	X
anno1.g1747.t1	X	rna-XM_057799462.1	X
anno1.g1748.t1	X	rna-XM_057808412.1	X
anno1.g1750.t1	X	rna-XM_057799585.1	X
anno1.g1751.t3	X	rna-XM_057806209.1	X
anno1.g1752.t1	X	rna-XM_057802611.1	X
anno1.g1753.t1	X	rna-XM_057810576.1	X
anno1.g1754.t1	X	rna-XM_057813184.1	X
anno1.g1755.t1	X	rna-XM_057814488.1	X
anno1.g1756.t1	X	rna-XM_057811906.1	X
anno1.g1758.t2	X	rna-XM_057796984.1	X
anno1.g1759.t2	X	rna-XM_057796935.1	X
anno1.g1760.t1	X	rna-XM_057800373.1	X
anno1.g1761.t1	X	rna-XM_057803382.1	X
anno1.g1763.t1	X	rna-XM_057804472.1	X
anno1.g1778.t1	X	rna-XM_057806287.1	A
anno1.g1783.t1	X	rna-XM_057803181.1	X
anno1.g1787.t1	X	rna-XM_057808461.1	X
anno1.g1788.t2	X	rna-XM_057806128.1	X
anno1.g1789.t1	X	rna-XM_057805696.1	X
anno1.g1792.t2	X	rna-XM_057800962.1	X
anno1.g1793.t1	X	rna-XM_057800906.1	X
anno1.g1794.t3	X	rna-XM_057798479.1	X
anno1.g1795.t1	X	rna-XM_057802482.1	A
anno1.g1796.t1	X	rna-XM_057803514.1	X
anno1.g1797.t3	X	rna-XM_057796413.1	X
anno1.g1798.t1	X	rna-XM_057805720.1	X
anno1.g1799.t1	X	rna-XM_057804862.1	X
anno1.g1800.t1	X	rna-XM_057795469.1	X
anno1.g1801.t1	X	rna-XM_057799148.1	X
anno1.g1802.t1	X	rna-XM_057806722.1	X
anno1.g1803.t1	X	rna-XM_057801603.1	X
anno1.g1804.t1	X	rna-XM_057797367.1	X
anno1.g1810.t1	X	rna-XM_057794980.1	X
anno1.g1811.t1	X	rna-XM_057801775.1	X
anno1.g1812.t1	X	rna-XM_057797120.1	X
anno1.g1813.t1	X	rna-XM_057797385.1	X
anno1.g1814.t1	X	rna-XM_057797602.1	X
anno1.g1815.t1	X	rna-XM_057802665.1	X
anno1.g1816.t1	X	rna-XM_057814055.1	X
anno1.g1818.t1	X	rna-XM_057810917.1	X
anno1.g1819.t1	X	rna-XM_057806006.1	X
anno1.g1820.t1	X	rna-XM_057806024.1	X
anno1.g1822.t1	X	rna-XM_057795420.1	X
anno1.g1825.t1	X	rna-XM_057816176.1	X
anno1.g1826.t2	X	rna-XM_057795432.1	X
anno1.g1828.t3	X	rna-XM_057803588.1	X
anno1.g1829.t3	X	rna-XM_057805218.1	X
anno1.g1830.t1	X	rna-XM_057815459.1	X
anno1.g1832.t2	X	rna-XM_057805148.1	X
anno1.g1833.t1	X	rna-XM_057799844.1	X
anno1.g1834.t1	X	rna-XM_057802525.1	X
anno1.g1836.t1	X	rna-XM_057795479.1	X
anno1.g1837.t1	X	rna-XM_057799549.1	X
anno1.g1838.t1	X	rna-XM_057804134.1	X
anno1.g1839.t1	X	rna-XM_057804190.1	X
anno1.g1840.t2	X	rna-XM_057804178.1	X
anno1.g1841.t1	X	rna-XM_057804156.1	X
anno1.g1844.t2	X	rna-XM_057804217.1	X
anno1.g1845.t2	X	rna-XM_057814971.1	A
anno1.g1846.t2	X	rna-XM_057798461.1	X
anno1.g1847.t1	X	rna-XM_057815961.1	X
anno1.g1848.t1	X	rna-XM_057808852.1	X
anno1.g1849.t2	X	rna-XM_057816218.1	X
anno1.g1850.t1	X	rna-XM_057803709.1	X
anno1.g1851.t1	X	rna-XM_057806689.1	X
anno1.g1852.t5	X	rna-XM_057797603.1	X
anno1.g1853.t2	X	rna-XM_057815206.1	X
anno1.g1855.t1	X	rna-XM_057799215.1	X
anno1.g1856.t1	X	rna-XM_057801745.1	X
anno1.g1857.t1	X	rna-XM_057798323.1	X
anno1.g1858.t1	X	rna-XM_057807079.1	X
anno1.g1859.t1	X	rna-XM_057797261.1	X
anno1.g1860.t1	X	rna-XM_057794957.1	X
anno1.g1862.t1	X	rna-XM_057815495.1	X
anno1.g1863.t5	X	rna-XM_057799081.1	X
anno1.g1864.t1	X	rna-XM_057802490.1	X
anno1.g1865.t5	X	rna-XM_057798800.1	X
anno1.g1867.t1	X	rna-XM_057807185.1	X
anno1.g1868.t1	X	rna-XM_057816116.1	X
anno1.g1869.t1	X	rna-XM_057810927.1	A
anno1.g1871.t1	X	rna-XM_057794892.1	X
anno1.g1872.t1	X	rna-XM_057816165.1	X
anno1.g1873.t1	X	rna-XM_057799283.1	X
anno1.g1874.t1	X	rna-XM_057805360.1	A
anno1.g1875.t1	X	rna-XM_057815394.1	A
anno1.g1876.t2	X	rna-XM_057815480.1	X
anno1.g1877.t1	X	rna-XM_057795183.1	X
anno1.g1879.t1	X	rna-XM_057809916.1	X
anno1.g1880.t2	X	rna-XM_057809902.1	X
anno1.g1883.t2	X	rna-XM_057803483.1	X
anno1.g1884.t1	X	rna-XM_057801564.1	X
anno1.g1887.t1	X	rna-XM_057807318.1	X
anno1.g1891.t1	X	rna-XM_057812445.1	X
anno1.g1892.t1	X	rna-XM_057812476.1	X
anno1.g1893.t1	X	rna-XM_057814766.1	A
anno1.g1895.t1	X	rna-XM_057807177.1	X
anno1.g1896.t1	X	rna-XM_057797700.1	X
anno1.g1897.t1	X	rna-XM_057804672.1	X
anno1.g1898.t1	X	rna-XM_057803473.1	A
anno1.g1900.t1	X	rna-XM_057795999.1	X
anno1.g1901.t1	X	rna-XM_057810970.1	X
anno1.g1902.t1	X	rna-XM_057807005.1	X
anno1.g1903.t1	X	rna-XM_057811322.1	X
anno1.g1904.t1	X	rna-XM_057799451.1	X
anno1.g1905.t1	X	rna-XM_057799437.1	X
anno1.g1906.t1	X	rna-XM_057811883.1	X
anno1.g1907.t1	X	rna-XM_057805482.1	X
anno1.g1908.t2	X	rna-XM_057805469.1	X
anno1.g1909.t2	X	rna-XM_057807263.1	X
anno1.g1910.t1	X	rna-XM_057811260.1	X
anno1.g1911.t1	X	rna-XM_057811833.1	A
anno1.g1912.t1	X	rna-XM_057798373.1	X
anno1.g1913.t2	X	rna-XM_057802588.1	X
anno1.g1914.t1	X	rna-XM_057799997.1	X
anno1.g1915.t1	X	rna-XM_057800894.1	A
anno1.g1916.t1	X	rna-XM_057799863.1	X
anno1.g1917.t1	X	rna-XM_057812051.1	A
anno1.g1918.t1	X	rna-XM_057813238.1	A
anno1.g1920.t1	X	rna-XM_057799877.1	X
anno1.g1922.t1	X	rna-XM_057813371.1	X
anno1.g1923.t1	X	rna-XM_057805423.1	X
anno1.g1924.t1	X	rna-XM_057806676.1	A
anno1.g1925.t1	X	rna-XM_057796697.1	X
anno1.g1928.t1	X	rna-XM_057795225.1	A
anno1.g1929.t1	X	rna-XM_057809887.1	X
anno1.g1930.t2	X	rna-XM_057809938.1	X
anno1.g1931.t3	X	rna-XM_057801009.1	X
