D_sublineata	chromosome	B_siliquastri	chromosome
rna-XM_056778422.1	A	BRAKERILHT00000003367	A
rna-XM_056778427.1	A	BRAKERILHT00000006932	A
rna-XM_056778439.1	A	BRAKERILHT00000007553	A
rna-XM_056778453.1	A	BRAKERILHT00000006823	A
rna-XM_056791853.1	A	BRAKERILHT00000012271	A
rna-XM_056791855.1	A	BRAKERILHT00000011630	A
rna-XM_056780527.1	A	BRAKERILHT00000017088	X
rna-XM_056780551.1	A	BRAKERILHT00000007818	A
rna-XM_056778220.1	A	BRAKERILHT00000015285	A
rna-XM_056778233.1	A	BRAKERILHT00000015198	A
rna-XM_056773868.1	A	BRAKERILHT00000008833	A
rna-XM_056773851.1	A	BRAKERILHT00000005811	A
rna-XM_056791781.1	A	BRAKERILHT00000009065	A
rna-XM_056783940.1	A	BRAKERILHT00000006779	A
rna-XM_056782791.1	A	BRAKERILHT00000014846	A
rna-XM_056785310.1	A	BRAKERILHT00000014305	A
rna-XM_056785432.1	A	BRAKERILHT00000006598	A
rna-XM_056777942.1	A	BRAKERILHT00000003483	A
rna-XM_056775334.1	A	BRAKERILHT00000001939	A
rna-XM_056780088.1	A	BRAKERILHT00000009965	A
rna-XM_056784009.1	A	BRAKERILHT00000009891	A
rna-XM_056784020.1	A	BRAKERILHT00000008761	A
rna-XM_056784033.1	A	BRAKERILHT00000009323	A
rna-XM_056784046.1	A	BRAKERILHT00000009591	A
rna-XM_056784059.1	A	BRAKERILHT00000000133	A
rna-XM_056784984.1	A	BRAKERILHT00000009331	A
rna-XM_056791558.1	A	BRAKERILHT00000010217	A
rna-XM_056777527.1	A	BRAKERILHT00000015375	A
rna-XM_056777515.1	A	BRAKERILHT00000014212	A
rna-XM_056777044.1	A	BRAKERILHT00000001359	A
rna-XM_056777085.1	A	BRAKERILHT00000001516	A
rna-XM_056777073.1	A	BRAKERILHT00000012838	A
rna-XM_056780764.1	A	BRAKERILHT00000013417	A
rna-XM_056783001.1	A	BRAKERILHT00000014929	A
rna-XM_056791752.1	A	BRAKERILHT00000015525	A
rna-XM_056791754.1	A	BRAKERILHT00000015333	A
rna-XM_056777900.1	A	BRAKERILHT00000005670	A
rna-XM_056791560.1	A	BRAKERILHT00000015441	A
rna-XM_056774592.1	A	BRAKERILHT00000014444	A
rna-XM_056774615.1	A	BRAKERILHT00000014104	A
rna-XM_056774628.1	A	BRAKERILHT00000015304	A
rna-XM_056784436.1	A	BRAKERILHT00000012446	A
rna-XM_056775066.1	A	BRAKERILHT00000013780	A
rna-XM_056791561.1	A	BRAKERILHT00000013079	A
rna-XM_056781842.1	A	BRAKERILHT00000013442	A
rna-XM_056773805.1	A	BRAKERILHT00000013549	A
rna-XM_056773839.1	A	BRAKERILHT00000007321	A
rna-XM_056780194.1	A	BRAKERILHT00000015770	A
rna-XM_056778476.1	A	BRAKERILHT00000011806	A
rna-XM_056778514.1	A	BRAKERILHT00000015100	A
rna-XM_056774227.1	A	BRAKERILHT00000015689	A
rna-XM_056775966.1	A	BRAKERILHT00000008185	A
rna-XM_056781133.1	A	BRAKERILHT00000007058	A
rna-XM_056790940.1	A	BRAKERILHT00000014709	A
rna-XM_056790952.1	A	BRAKERILHT00000015451	A
rna-XM_056779801.1	A	BRAKERILHT00000006516	A
rna-XM_056779875.1	A	BRAKERILHT00000013693	A
rna-XM_056787453.1	A	BRAKERILHT00000013895	A
rna-XM_056780938.1	A	BRAKERILHT00000012603	A
rna-XM_056779908.1	A	BRAKERILHT00000014638	A
rna-XM_056792114.1	A	BRAKERILHT00000007228	A
rna-XM_056792126.1	A	BRAKERILHT00000013391	A
rna-XM_056792136.1	A	BRAKERILHT00000014744	A
rna-XM_056781714.1	A	BRAKERILHT00000015097	A
rna-XM_056775347.1	A	BRAKERILHT00000012585	A
rna-XM_056775439.1	A	BRAKERILHT00000010121	A
rna-XM_056775367.1	A	BRAKERILHT00000008997	A
rna-XM_056775429.1	A	BRAKERILHT00000010128	A
rna-XM_056791878.1	A	BRAKERILHT00000004685	A
rna-XM_056791486.1	A	BRAKERILHT00000009868	A
rna-XM_056783883.1	A	BRAKERILHT00000008760	A
rna-XM_056785063.1	A	BRAKERILHT00000009499	A
rna-XM_056774940.1	A	BRAKERILHT00000015264	A
rna-XM_056774952.1	A	BRAKERILHT00000010165	A
rna-XM_056774798.1	A	BRAKERILHT00000009798	A
rna-XM_056782005.1	A	BRAKERILHT00000010354	A
rna-XM_056782028.1	A	BRAKERILHT00000009110	A
rna-XM_056791620.1	A	BRAKERILHT00000010314	A
rna-XM_056778175.1	A	BRAKERILHT00000016081	A
rna-XM_056786024.1	A	BRAKERILHT00000014354	A
rna-XM_056785927.1	A	BRAKERILHT00000010834	A
rna-XM_056786149.1	A	BRAKERILHT00000011447	A
rna-XM_056791809.1	A	BRAKERILHT00000010829	A
rna-XM_056775286.1	A	BRAKERILHT00000004727	A
rna-XM_056775263.1	A	BRAKERILHT00000010769	A
rna-XM_056791645.1	A	BRAKERILHT00000011514	A
rna-XM_056791651.1	A	BRAKERILHT00000005560	A
rna-XM_056791650.1	A	BRAKERILHT00000010267	A
rna-XM_056791652.1	A	BRAKERILHT00000000866	A
rna-XM_056791628.1	A	BRAKERILHT00000000163	A
rna-XM_056791653.1	A	BRAKERILHT00000001143	A
rna-XM_056791658.1	A	BRAKERILHT00000011507	A
rna-XM_056791629.1	A	BRAKERILHT00000010899	A
rna-XM_056791660.1	A	BRAKERILHT00000010511	A
rna-XM_056791681.1	A	BRAKERILHT00000011413	A
rna-XM_056791672.1	A	BRAKERILHT00000011153	A
rna-XM_056791662.1	A	BRAKERILHT00000011538	A
rna-XM_056791667.1	A	BRAKERILHT00000011962	A
rna-XM_056791680.1	A	BRAKERILHT00000011147	A
rna-XM_056784628.1	A	BRAKERILHT00000011936	A
rna-XM_056791630.1	A	BRAKERILHT00000012070	A
rna-XM_056785702.1	A	BRAKERILHT00000005861	A
rna-XM_056779384.1	A	BRAKERILHT00000012447	A
rna-XM_056784232.1	A	BRAKERILHT00000013145	A
rna-XM_056774094.1	A	BRAKERILHT00000002715	A
rna-XM_056783915.1	A	BRAKERILHT00000005061	A
rna-XM_056783928.1	A	BRAKERILHT00000004466	A
rna-XM_056778162.1	A	BRAKERILHT00000004771	A
rna-XM_056791916.1	A	BRAKERILHT00000016045	A
rna-XM_056791912.1	A	BRAKERILHT00000003490	A
rna-XM_056779071.1	A	BRAKERILHT00000003301	A
rna-XM_056791644.1	A	BRAKERILHT00000003806	A
rna-XM_056791795.1	A	BRAKERILHT00000003383	A
rna-XM_056791784.1	A	BRAKERILHT00000003556	A
rna-XM_056792691.1	A	BRAKERILHT00000009076	A
rna-XM_056791682.1	A	BRAKERILHT00000001392	A
rna-XM_056791869.1	A	BRAKERILHT00000007005	A
rna-XM_056791872.1	A	BRAKERILHT00000010900	A
rna-XM_056789153.1	A	BRAKERILHT00000008834	A
rna-XM_056789239.1	A	BRAKERILHT00000009727	A
rna-XM_056789176.1	A	BRAKERILHT00000010367	A
rna-XM_056789189.1	A	BRAKERILHT00000008742	A
rna-XM_056789224.1	A	BRAKERILHT00000013297	A
rna-XM_056789163.1	A	BRAKERILHT00000013674	A
rna-XM_056792188.1	A	BRAKERILHT00000011931	A
rna-XM_056791657.1	A	BRAKERILHT00000010666	A
rna-XM_056791671.1	A	BRAKERILHT00000011221	A
rna-XM_056791720.1	A	BRAKERILHT00000012564	A
rna-XM_056791715.1	A	BRAKERILHT00000000433	A
rna-XM_056776149.1	A	BRAKERILHT00000013144	A
rna-XM_056778959.1	A	BRAKERILHT00000012573	A
rna-XM_056783591.1	A	BRAKERILHT00000013998	A
rna-XM_056783963.1	A	BRAKERILHT00000013798	A
rna-XM_056774734.1	A	BRAKERILHT00000013247	A
rna-XM_056779985.1	A	BRAKERILHT00000011082	A
rna-XM_056783673.1	A	BRAKERILHT00000011113	A
rna-XM_056791721.1	A	BRAKERILHT00000000335	A
rna-XM_056781335.1	A	BRAKERILHT00000010458	A
rna-XM_056781363.1	A	BRAKERILHT00000011994	A
rna-XM_056781386.1	A	BRAKERILHT00000004133	A
rna-XM_056781440.1	A	BRAKERILHT00000004299	A
rna-XM_056781455.1	A	BRAKERILHT00000005519	A
rna-XM_056781505.1	A	BRAKERILHT00000006772	A
rna-XM_056781519.1	A	BRAKERILHT00000012870	A
rna-XM_056781543.1	A	BRAKERILHT00000006014	A
rna-XM_056781563.1	A	BRAKERILHT00000004666	A
rna-XM_056781576.1	A	BRAKERILHT00000007009	A
rna-XM_056779176.1	A	BRAKERILHT00000007079	A
rna-XM_056779212.1	A	BRAKERILHT00000012845	A
rna-XM_056779227.1	A	BRAKERILHT00000007259	A
rna-XM_056787789.1	A	BRAKERILHT00000004502	A
rna-XM_056776677.1	A	BRAKERILHT00000007302	A
rna-XM_056791622.1	A	BRAKERILHT00000000678	A
rna-XM_056777963.1	A	BRAKERILHT00000007437	A
rna-XM_056790748.1	A	BRAKERILHT00000007458	A
rna-XM_056790735.1	A	BRAKERILHT00000016647	A
rna-XM_056774848.1	A	BRAKERILHT00000016637	A
rna-XM_056779044.1	A	BRAKERILHT00000015658	A
rna-XM_056779032.1	A	BRAKERILHT00000016308	A
rna-XM_056791851.1	A	BRAKERILHT00000010028	A
rna-XM_056786625.1	A	BRAKERILHT00000009402	A
rna-XM_056781020.1	A	BRAKERILHT00000007393	A
rna-XM_056773659.1	A	BRAKERILHT00000008589	A
rna-XM_056778208.1	A	BRAKERILHT00000008974	A
rna-XM_056778187.1	A	BRAKERILHT00000004912	A
rna-XM_056791555.1	A	BRAKERILHT00000014588	A
rna-XM_056791557.1	A	BRAKERILHT00000006771	A
rna-XM_056785521.1	A	BRAKERILHT00000003810	A
rna-XM_056781065.1	A	BRAKERILHT00000001022	A
rna-XM_056783672.1	A	BRAKERILHT00000014367	A
rna-XM_056783978.1	A	BRAKERILHT00000014524	A
rna-XM_056783787.1	A	BRAKERILHT00000014129	A
rna-XM_056792278.1	A	BRAKERILHT00000008255	A
rna-XM_056792444.1	A	BRAKERILHT00000006213	A
rna-XM_056783547.1	A	BRAKERILHT00000006638	A
rna-XM_056783579.1	A	BRAKERILHT00000010733	A
rna-XM_056784671.1	A	BRAKERILHT00000002098	A
rna-XM_056791641.1	A	BRAKERILHT00000010317	A
rna-XM_056791642.1	A	BRAKERILHT00000000060	A
rna-XM_056791638.1	A	BRAKERILHT00000015099	A
rna-XM_056783122.1	A	BRAKERILHT00000015217	A
rna-XM_056792774.1	A	BRAKERILHT00000014184	A
rna-XM_056792033.1	A	BRAKERILHT00000015118	A
rna-XM_056786880.1	A	BRAKERILHT00000014785	A
rna-XM_056777830.1	A	BRAKERILHT00000014604	A
rna-XM_056777878.1	A	BRAKERILHT00000015283	A
rna-XM_056788214.1	A	BRAKERILHT00000014845	A
rna-XM_056775309.1	A	BRAKERILHT00000013510	A
rna-XM_056775298.1	A	BRAKERILHT00000014378	A
rna-XM_056774919.1	A	BRAKERILHT00000012851	A
rna-XM_056777790.1	A	BRAKERILHT00000014808	A
rna-XM_056777803.1	A	BRAKERILHT00000014743	A
rna-XM_056777817.1	A	BRAKERILHT00000014942	A
rna-XM_056791061.1	A	BRAKERILHT00000014593	A
rna-XM_056791099.1	A	BRAKERILHT00000014782	A
rna-XM_056791126.1	A	BRAKERILHT00000014543	A
rna-XM_056791148.1	A	BRAKERILHT00000014526	A
rna-XM_056782534.1	A	BRAKERILHT00000014484	A
rna-XM_056783765.1	A	BRAKERILHT00000014903	A
rna-XM_056779895.1	A	BRAKERILHT00000015358	A
rna-XM_056779478.1	A	BRAKERILHT00000015256	A
rna-XM_056792046.1	A	BRAKERILHT00000014343	A
rna-XM_056792061.1	A	BRAKERILHT00000014304	A
rna-XM_056784273.1	A	BRAKERILHT00000015393	A
rna-XM_056784295.1	A	BRAKERILHT00000014180	A
rna-XM_056777260.1	A	BRAKERILHT00000015407	A
rna-XM_056784698.1	A	BRAKERILHT00000003258	A
rna-XM_056791744.1	A	BRAKERILHT00000009069	A
rna-XM_056780364.1	A	BRAKERILHT00000008938	A
rna-XM_056791691.1	A	BRAKERILHT00000013491	A
rna-XM_056791699.1	A	BRAKERILHT00000013237	A
rna-XM_056791698.1	A	BRAKERILHT00000012897	A
rna-XM_056788245.1	A	BRAKERILHT00000012760	A
rna-XM_056787704.1	A	BRAKERILHT00000013281	A
rna-XM_056787674.1	A	BRAKERILHT00000012511	A
rna-XM_056787731.1	A	BRAKERILHT00000013907	A
rna-XM_056787777.1	A	BRAKERILHT00000011018	A
rna-XM_056785906.1	A	BRAKERILHT00000011086	A
rna-XM_056789987.1	A	BRAKERILHT00000011861	A
rna-XM_056792607.1	A	BRAKERILHT00000012508	A
rna-XM_056780050.1	A	BRAKERILHT00000014956	A
rna-XM_056792916.1	A	BRAKERILHT00000011323	A
rna-XM_056781181.1	A	BRAKERILHT00000005143	A
rna-XM_056791922.1	A	BRAKERILHT00000005429	A
rna-XM_056776550.1	A	BRAKERILHT00000005396	A
rna-XM_056782546.1	A	BRAKERILHT00000012036	A
rna-XM_056775644.1	A	BRAKERILHT00000012305	A
rna-XM_056791885.1	A	BRAKERILHT00000011486	A
rna-XM_056791884.1	A	BRAKERILHT00000012291	A
rna-XM_056791888.1	A	BRAKERILHT00000002087	A
rna-XM_056791890.1	A	BRAKERILHT00000000906	A
rna-XM_056779467.1	A	BRAKERILHT00000010812	A
rna-XM_056777419.1	A	BRAKERILHT00000015299	A
rna-XM_056773804.1	A	BRAKERILHT00000006855	A
rna-XM_056774003.1	A	BRAKERILHT00000011577	A
rna-XM_056773990.1	A	BRAKERILHT00000015526	A
rna-XM_056781323.1	A	BRAKERILHT00000006856	A
rna-XM_056778526.1	A	BRAKERILHT00000002793	A
rna-XM_056773647.1	A	BRAKERILHT00000011926	A
rna-XM_056778004.1	A	BRAKERILHT00000011567	A
rna-XM_056777976.1	A	BRAKERILHT00000004057	A
rna-XM_056791685.1	A	BRAKERILHT00000005748	A
rna-XM_056791683.1	A	BRAKERILHT00000012251	A
rna-XM_056791688.1	A	BRAKERILHT00000011142	A
rna-XM_056775015.1	A	BRAKERILHT00000007410	A
rna-XM_056783861.1	A	BRAKERILHT00000011148	A
rna-XM_056785919.1	A	BRAKERILHT00000011846	A
rna-XM_056791904.1	A	BRAKERILHT00000003155	A
rna-XM_056791911.1	A	BRAKERILHT00000011244	A
rna-XM_056779711.1	A	BRAKERILHT00000004996	A
rna-XM_056775123.1	A	BRAKERILHT00000005434	A
rna-XM_056776003.1	A	BRAKERILHT00000010426	A
rna-XM_056780652.1	A	BRAKERILHT00000011456	A
rna-XM_056782560.1	A	BRAKERILHT00000012220	A
rna-XM_056782574.1	A	BRAKERILHT00000010843	A
rna-XM_056791842.1	A	BRAKERILHT00000002160	A
rna-XM_056791829.1	A	BRAKERILHT00000001582	A
rna-XM_056781925.1	A	BRAKERILHT00000011478	A
rna-XM_056777128.1	A	BRAKERILHT00000008432	A
rna-XM_056780100.1	A	BRAKERILHT00000006120	A
rna-XM_056784824.1	A	BRAKERILHT00000010794	A
rna-XM_056784868.1	A	BRAKERILHT00000016793	A
rna-XM_056784804.1	A	BRAKERILHT00000011815	A
rna-XM_056784887.1	A	BRAKERILHT00000011345	A
rna-XM_056781854.1	A	BRAKERILHT00000011904	A
rna-XM_056781894.1	A	BRAKERILHT00000011051	A
rna-XM_056788762.1	A	BRAKERILHT00000011285	A
rna-XM_056788748.1	A	BRAKERILHT00000012106	A
rna-XM_056788618.1	A	BRAKERILHT00000010942	A
rna-XM_056788671.1	A	BRAKERILHT00000010862	A
rna-XM_056788575.1	A	BRAKERILHT00000011671	A
rna-XM_056788716.1	A	BRAKERILHT00000011678	A
rna-XM_056788683.1	A	BRAKERILHT00000000237	A
rna-XM_056788630.1	A	BRAKERILHT00000011222	A
rna-XM_056788641.1	A	BRAKERILHT00000012030	A
rna-XM_056788597.1	A	BRAKERILHT00000011108	A
rna-XM_056774029.1	A	BRAKERILHT00000010947	A
rna-XM_056776160.1	A	BRAKERILHT00000013703	A
rna-XM_056792157.1	A	BRAKERILHT00000013058	A
rna-XM_056792177.1	A	BRAKERILHT00000013818	A
rna-XM_056774050.1	A	BRAKERILHT00000013421	A
rna-XM_056774062.1	A	BRAKERILHT00000014806	A
rna-XM_056774074.1	A	BRAKERILHT00000013400	A
rna-XM_056774750.1	A	BRAKERILHT00000012437	A
rna-XM_056784538.1	A	BRAKERILHT00000008372	A
rna-XM_056792203.1	A	BRAKERILHT00000001400	A
rna-XM_056792255.1	A	BRAKERILHT00000001216	A
rna-XM_056788205.1	A	BRAKERILHT00000000578	A
rna-XM_056791250.1	A	BRAKERILHT00000001996	A
rna-XM_056791256.1	A	BRAKERILHT00000001371	A
rna-XM_056791277.1	A	BRAKERILHT00000014913	A
rna-XM_056791259.1	A	BRAKERILHT00000002234	A
rna-XM_056791290.1	A	BRAKERILHT00000003969	A
rna-XM_056783692.1	A	BRAKERILHT00000014073	A
rna-XM_056778050.1	A	BRAKERILHT00000007047	A
rna-XM_056778147.1	A	BRAKERILHT00000012876	A
rna-XM_056781967.1	A	BRAKERILHT00000006335	A
rna-XM_056776032.1	A	BRAKERILHT00000001684	A
rna-XM_056776243.1	A	BRAKERILHT00000001565	A
rna-XM_056780331.1	A	BRAKERILHT00000000613	A
rna-XM_056780462.1	A	BRAKERILHT00000011990	A
rna-XM_056785191.1	A	BRAKERILHT00000000663	A
rna-XM_056784989.1	A	BRAKERILHT00000001812	A
rna-XM_056785036.1	A	BRAKERILHT00000001191	A
rna-XM_056785000.1	A	BRAKERILHT00000011257	A
rna-XM_056775593.1	A	BRAKERILHT00000000592	A
rna-XM_056775619.1	A	BRAKERILHT00000005629	A
rna-XM_056775565.1	A	BRAKERILHT00000009945	A
rna-XM_056779737.1	A	BRAKERILHT00000017093	X
rna-XM_056779853.1	A	BRAKERILHT00000007036	A
rna-XM_056790447.1	A	BRAKERILHT00000013548	A
rna-XM_056790514.1	A	BRAKERILHT00000006910	A
rna-XM_056780755.1	A	BRAKERILHT00000012582	A
rna-XM_056775107.1	A	BRAKERILHT00000013846	A
rna-XM_056780861.1	A	BRAKERILHT00000008210	A
rna-XM_056781048.1	A	BRAKERILHT00000007403	A
rna-XM_056781167.1	A	BRAKERILHT00000015515	A
rna-XM_056781296.1	A	BRAKERILHT00000014545	A
rna-XM_056781590.1	A	BRAKERILHT00000010343	A
rna-XM_056781755.1	A	BRAKERILHT00000009950	A
rna-XM_056781877.1	A	BRAKERILHT00000010346	A
rna-XM_056782487.1	A	BRAKERILHT00000008907	A
rna-XM_056782001.1	A	BRAKERILHT00000008488	A
rna-XM_056776923.1	A	BRAKERILHT00000008570	A
rna-XM_056781780.1	A	BRAKERILHT00000009009	A
rna-XM_056781792.1	A	BRAKERILHT00000009468	A
rna-XM_056792406.1	A	BRAKERILHT00000010243	A
rna-XM_056782769.1	A	BRAKERILHT00000010138	A
rna-XM_056788801.1	A	BRAKERILHT00000009875	A
rna-XM_056788822.1	A	BRAKERILHT00000010299	A
rna-XM_056788832.1	A	BRAKERILHT00000013264	A
rna-XM_056788839.1	A	BRAKERILHT00000016934	A
rna-XM_056788366.1	A	BRAKERILHT00000015768	A
rna-XM_056788345.1	A	BRAKERILHT00000016141	A
rna-XM_056788380.1	A	BRAKERILHT00000016058	A
rna-XM_056788323.1	A	BRAKERILHT00000016650	A
rna-XM_056788392.1	A	BRAKERILHT00000016254	A
rna-XM_056791830.1	A	BRAKERILHT00000015759	A
rna-XM_056775670.1	A	BRAKERILHT00000016923	A
rna-XM_056775922.1	A	BRAKERILHT00000016270	A
rna-XM_056785740.1	A	BRAKERILHT00000010242	A
rna-XM_056774433.1	A	BRAKERILHT00000016322	A
rna-XM_056791818.1	A	BRAKERILHT00000016219	A
rna-XM_056791820.1	A	BRAKERILHT00000016513	A
rna-XM_056791821.1	A	BRAKERILHT00000016971	A
rna-XM_056788422.1	A	BRAKERILHT00000016094	A
rna-XM_056788451.1	A	BRAKERILHT00000015611	A
rna-XM_056788468.1	A	BRAKERILHT00000004376	A
rna-XM_056788480.1	A	BRAKERILHT00000016149	A
rna-XM_056788535.1	A	BRAKERILHT00000015663	A
rna-XM_056788526.1	A	BRAKERILHT00000016761	A
rna-XM_056785598.1	A	BRAKERILHT00000013603	A
rna-XM_056785586.1	A	BRAKERILHT00000015748	A
rna-XM_056773620.1	A	BRAKERILHT00000016974	A
rna-XM_056787800.1	A	BRAKERILHT00000015826	A
rna-XM_056788191.1	A	BRAKERILHT00000006536	A
rna-XM_056788199.1	A	BRAKERILHT00000000261	A
rna-XM_056780597.1	A	BRAKERILHT00000016027	A
rna-XM_056780321.1	A	BRAKERILHT00000016956	A
rna-XM_056773679.1	A	BRAKERILHT00000003868	A
rna-XM_056776529.1	A	BRAKERILHT00000009194	A
rna-XM_056781643.1	A	BRAKERILHT00000004008	A
rna-XM_056781662.1	A	BRAKERILHT00000002607	A
rna-XM_056787579.1	A	BRAKERILHT00000002590	A
rna-XM_056787567.1	A	BRAKERILHT00000004188	A
rna-XM_056774743.1	A	BRAKERILHT00000003805	A
rna-XM_056778246.1	A	BRAKERILHT00000010308	A
rna-XM_056791963.1	A	BRAKERILHT00000017571	X
rna-XM_056779272.1	A	BRAKERILHT00000014787	A
rna-XM_056785832.1	A	BRAKERILHT00000015981	A
rna-XM_056788107.1	A	BRAKERILHT00000015696	A
rna-XM_056787686.1	A	BRAKERILHT00000015890	A
rna-XM_056788339.1	A	BRAKERILHT00000016261	A
rna-XM_056773634.1	A	BRAKERILHT00000016444	A
rna-XM_056777454.1	A	BRAKERILHT00000016634	A
rna-XM_056786910.1	A	BRAKERILHT00000016595	A
rna-XM_056789091.1	A	BRAKERILHT00000015293	A
rna-XM_056789069.1	A	BRAKERILHT00000014136	A
rna-XM_056789120.1	A	BRAKERILHT00000013590	A
rna-XM_056775500.1	A	BRAKERILHT00000012201	A
rna-XM_056774215.1	A	BRAKERILHT00000014338	A
rna-XM_056773725.1	A	BRAKERILHT00000004814	A
rna-XM_056776266.1	A	BRAKERILHT00000005559	A
rna-XM_056776309.1	A	BRAKERILHT00000005133	A
rna-XM_056782923.1	A	BRAKERILHT00000004877	A
rna-XM_056782883.1	A	BRAKERILHT00000005438	A
rna-XM_056782901.1	A	BRAKERILHT00000005732	A
rna-XM_056782851.1	A	BRAKERILHT00000005690	A
rna-XM_056792266.1	A	BRAKERILHT00000004619	A
rna-XM_056791779.1	A	BRAKERILHT00000005806	A
rna-XM_056791778.1	A	BRAKERILHT00000006234	A
rna-XM_056786346.1	A	BRAKERILHT00000005234	A
rna-XM_056791825.1	A	BRAKERILHT00000004535	A
rna-XM_056791828.1	A	BRAKERILHT00000004611	A
rna-XM_056780681.1	A	BRAKERILHT00000004738	A
rna-XM_056791513.1	A	BRAKERILHT00000005232	A
rna-XM_056791463.1	A	BRAKERILHT00000006224	A
rna-XM_056787609.1	A	BRAKERILHT00000005326	A
rna-XM_056787633.1	A	BRAKERILHT00000005852	A
rna-XM_056776476.1	A	BRAKERILHT00000015428	A
rna-XM_056787645.1	A	BRAKERILHT00000010512	A
rna-XM_056776602.1	A	BRAKERILHT00000012247	A
rna-XM_056787665.1	A	BRAKERILHT00000010553	A
rna-XM_056787590.1	A	BRAKERILHT00000016414	A
rna-XM_056791574.1	A	BRAKERILHT00000011022	A
rna-XM_056791578.1	A	BRAKERILHT00000011997	A
rna-XM_056791603.1	A	BRAKERILHT00000011479	A
rna-XM_056791604.1	A	BRAKERILHT00000011168	A
rna-XM_056791607.1	A	BRAKERILHT00000010909	A
rna-XM_056791606.1	A	BRAKERILHT00000010667	A
rna-XM_056776725.1	A	BRAKERILHT00000011089	A
rna-XM_056776342.1	A	BRAKERILHT00000011211	A
rna-XM_056775146.1	A	BRAKERILHT00000011595	A
rna-XM_056785431.1	A	BRAKERILHT00000010966	A
rna-XM_056774340.1	A	BRAKERILHT00000011144	A
rna-XM_056784598.1	A	BRAKERILHT00000011751	A
rna-XM_056784682.1	A	BRAKERILHT00000011324	A
rna-XM_056776864.1	A	BRAKERILHT00000010679	A
rna-XM_056776989.1	A	BRAKERILHT00000012154	A
rna-XM_056777228.1	A	BRAKERILHT00000011403	A
rna-XM_056777110.1	A	BRAKERILHT00000010510	A
rna-XM_056792385.1	A	BRAKERILHT00000012312	A
rna-XM_056781817.1	A	BRAKERILHT00000012900	A
rna-XM_056791710.1	A	BRAKERILHT00000011690	A
rna-XM_056791712.1	A	BRAKERILHT00000011214	A
rna-XM_056791713.1	A	BRAKERILHT00000011664	A
rna-XM_056779323.1	A	BRAKERILHT00000011131	A
rna-XM_056776571.1	A	BRAKERILHT00000011544	A
rna-XM_056777538.1	A	BRAKERILHT00000010467	A
rna-XM_056777341.1	A	BRAKERILHT00000010693	A
rna-XM_056777564.1	A	BRAKERILHT00000012272	A
rna-XM_056779562.1	A	BRAKERILHT00000010722	A
rna-XM_056779965.1	A	BRAKERILHT00000010563	A
rna-XM_056786794.1	A	BRAKERILHT00000011429	A
rna-XM_056784649.1	A	BRAKERILHT00000011871	A
rna-XM_056784660.1	A	BRAKERILHT00000015670	A
rna-XM_056777802.1	A	BRAKERILHT00000011626	A
rna-XM_056782068.1	A	BRAKERILHT00000012068	A
rna-XM_056782082.1	A	BRAKERILHT00000012130	A
rna-XM_056785502.1	A	BRAKERILHT00000007425	A
rna-XM_056778605.1	A	BRAKERILHT00000002275	A
rna-XM_056774641.1	A	BRAKERILHT00000002206	A
rna-XM_056783028.1	A	BRAKERILHT00000006559	A
rna-XM_056783039.1	A	BRAKERILHT00000008103	A
rna-XM_056783076.1	A	BRAKERILHT00000003306	A
rna-XM_056787283.1	A	BRAKERILHT00000003460	A
rna-XM_056777185.1	A	BRAKERILHT00000007088	A
rna-XM_056775159.1	A	BRAKERILHT00000008277	A
rna-XM_056781906.1	A	BRAKERILHT00000013377	A
rna-XM_056776411.1	A	BRAKERILHT00000002602	A
rna-XM_056780248.1	A	BRAKERILHT00000008529	A
rna-XM_056780217.1	A	BRAKERILHT00000000642	A
rna-XM_056780261.1	A	BRAKERILHT00000008596	A
rna-XM_056778283.1	A	BRAKERILHT00000003217	A
rna-XM_056792148.1	A	BRAKERILHT00000002903	A
rna-XM_056787555.1	A	BRAKERILHT00000002503	A
rna-XM_056776688.1	A	BRAKERILHT00000003052	A
rna-XM_056776203.1	A	BRAKERILHT00000010002	A
rna-XM_056778623.1	A	BRAKERILHT00000002541	A
rna-XM_056778747.1	A	BRAKERILHT00000000909	A
rna-XM_056779487.1	A	BRAKERILHT00000000461	A
rna-XM_056791787.1	A	BRAKERILHT00000006198	A
rna-XM_056791789.1	A	BRAKERILHT00000001324	A
rna-XM_056791788.1	A	BRAKERILHT00000004123	A
rna-XM_056791790.1	A	BRAKERILHT00000000422	A
rna-XM_056791792.1	A	BRAKERILHT00000000889	A
rna-XM_056791854.1	A	BRAKERILHT00000001894	A
rna-XM_056791866.1	A	BRAKERILHT00000014534	A
rna-XM_056776355.1	A	BRAKERILHT00000001239	A
rna-XM_056776348.1	A	BRAKERILHT00000000410	A
rna-XM_056789982.1	A	BRAKERILHT00000000839	A
rna-XM_056791206.1	A	BRAKERILHT00000015660	A
rna-XM_056791716.1	A	BRAKERILHT00000015753	A
rna-XM_056791717.1	A	BRAKERILHT00000008920	A
rna-XM_056791718.1	A	BRAKERILHT00000016653	A
rna-XM_056786891.1	A	BRAKERILHT00000010201	A
rna-XM_056785491.1	A	BRAKERILHT00000009791	A
rna-XM_056792767.1	A	BRAKERILHT00000010134	A
rna-XM_056792776.1	A	BRAKERILHT00000005276	A
rna-XM_056792750.1	A	BRAKERILHT00000004870	A
rna-XM_056781954.1	A	BRAKERILHT00000005258	A
