C_chinensis	chromosome	A_obtectus	chromosome
anno1.g4177.t1	A	anno1.g5083.t2	A
anno1.g4178.t1	A	anno1.g5082.t2	A
anno1.g4181.t1	A	anno1.g4663.t2	A
anno1.g4182.t1	A	anno1.g4665.t1	A
anno1.g4183.t2	A	anno1.g4666.t2	A
anno1.g4184.t1	A	anno1.g4667.t1	A
anno1.g4185.t1	A	anno1.g4668.t2	A
anno1.g4186.t1	A	anno1.g4301.t1	A
anno1.g4187.t1	A	anno1.g4302.t1	A
anno1.g4188.t1	A	anno1.g4303.t1	A
anno1.g4189.t1	A	anno1.g4304.t1	A
anno1.g4190.t1	A	anno1.g4305.t1	A
anno1.g4191.t2	A	anno1.g4309.t1	A
anno1.g4192.t1	A	anno1.g4308.t1	A
anno1.g4193.t2	A	anno1.g4307.t1	A
anno1.g4195.t2	A	anno1.g4310.t1	A
anno1.g4196.t1	A	anno1.g4311.t1	A
anno1.g4197.t1	A	anno1.g4312.t1	A
anno1.g4198.t1	A	anno1.g4313.t1	A
anno1.g4199.t1	A	anno1.g4314.t1	A
anno1.g4200.t1	A	anno1.g4315.t1	A
anno1.g4201.t1	A	anno1.g4316.t1	A
anno1.g4202.t2	A	anno1.g4317.t3	A
anno1.g4204.t1	A	anno1.g4320.t1	A
anno1.g4205.t1	A	anno1.g4321.t2	A
anno1.g4206.t1	A	anno1.g4322.t1	A
anno1.g4207.t1	A	anno1.g4323.t1	A
anno1.g4208.t1	A	anno1.g4324.t1	A
anno1.g4209.t1	A	anno1.g4325.t1	A
anno1.g4210.t1	A	anno1.g4327.t1	A
anno1.g4211.t2	A	anno1.g4328.t1	A
anno1.g4212.t2	A	anno1.g4329.t2	A
anno1.g4213.t1	A	anno1.g4330.t1	A
anno1.g4214.t3	A	anno1.g4331.t2	A
anno1.g4215.t1	A	anno1.g4332.t1	A
anno1.g4216.t1	A	anno1.g4333.t1	A
anno1.g4217.t1	A	anno1.g4334.t1	A
anno1.g4218.t1	A	anno1.g4335.t1	A
anno1.g4219.t1	A	anno1.g4336.t1	A
anno1.g4220.t1	A	anno1.g4174.t1	A
anno1.g4221.t1	A	anno1.g4173.t1	A
anno1.g4222.t2	A	anno1.g4172.t2	A
anno1.g4223.t1	A	anno1.g4171.t1	A
anno1.g4224.t1	A	anno1.g4169.t1	A
anno1.g4225.t1	A	anno1.g4168.t1	A
anno1.g4226.t1	A	anno1.g4167.t1	A
anno1.g4227.t2	A	anno1.g4166.t2	A
anno1.g4228.t1	A	anno1.g4165.t1	A
anno1.g4229.t1	A	anno1.g4164.t1	A
anno1.g4235.t1	A	anno1.g4162.t1	A
anno1.g4236.t1	A	anno1.g4161.t1	A
anno1.g4240.t1	A	anno1.g4159.t1	A
anno1.g4241.t1	A	anno1.g4158.t2	A
anno1.g4242.t2	A	anno1.g4157.t1	A
anno1.g4243.t1	A	anno1.g4156.t1	A
anno1.g4244.t4	A	anno1.g4155.t4	A
anno1.g4245.t1	A	anno1.g4154.t1	A
anno1.g4246.t1	A	anno1.g4151.t2	A
anno1.g4247.t1	A	anno1.g4152.t1	A
anno1.g4248.t1	A	anno1.g4153.t1	A
anno1.g4249.t2	A	anno1.g4298.t2	A
anno1.g4250.t1	A	anno1.g4299.t1	A
anno1.g4251.t1	A	anno1.g4300.t1	A
anno1.g4252.t1	A	anno1.g5188.t2	A
anno1.g4254.t1	A	anno1.g5184.t1	A
anno1.g4255.t1	A	anno1.g5183.t1	A
anno1.g4256.t1	A	anno1.g5182.t1	A
anno1.g4257.t16	A	anno1.g5181.t1	A
anno1.g4258.t1	A	anno1.g5172.t1	A
anno1.g4259.t1	A	anno1.g5173.t1	A
anno1.g4260.t1	A	anno1.g4595.t1	A
anno1.g4149.t1	A	anno1.g13720.t1	A
anno1.g4150.t1	A	anno1.g13719.t1	A
anno1.g4152.t2	A	anno1.g13710.t1	A
anno1.g4153.t1	A	anno1.g13711.t1	A
anno1.g4154.t1	A	anno1.g13712.t1	A
anno1.g4155.t1	A	anno1.g13713.t1	A
anno1.g4156.t1	A	anno1.g13714.t1	A
anno1.g4157.t1	A	anno1.g13715.t1	A
anno1.g4158.t1	A	anno1.g13716.t1	A
anno1.g4159.t2	A	anno1.g13717.t1	A
anno1.g4160.t1	A	anno1.g13718.t1	A
anno1.g4162.t1	A	anno1.g13706.t1	A
anno1.g4163.t1	A	anno1.g13704.t1	A
anno1.g9730.t1	A	anno1.g8121.t1	A
anno1.g9731.t1	A	anno1.g8122.t1	A
anno1.g4126.t2	A	anno1.g8723.t1	A
anno1.g4127.t1	A	anno1.g8725.t1	A
anno1.g4128.t1	A	anno1.g8144.t1	A
anno1.g4129.t1	A	anno1.g8724.t1	A
anno1.g4130.t1	A	anno1.g14199.t1	A
anno1.g4133.t1	A	anno1.g8726.t1	A
anno1.g4134.t2	A	anno1.g8727.t1	A
anno1.g4135.t1	A	anno1.g9245.t1	A
anno1.g4136.t1	A	anno1.g8728.t1	A
anno1.g4137.t1	A	anno1.g8729.t1	A
anno1.g4139.t1	A	anno1.g8730.t2	A
anno1.g4141.t1	A	anno1.g8732.t1	A
anno1.g4142.t1	A	anno1.g8740.t1	A
anno1.g4143.t1	A	anno1.g8734.t2	A
anno1.g4146.t1	A	anno1.g8696.t1	A
anno1.g4147.t1	A	anno1.g8695.t1	A
anno1.g9719.t1	A	anno1.g573.t1	A
anno1.g9720.t1	A	anno1.g3286.t1	A
anno1.g4123.t1	A	anno1.g647.t1	A
anno1.g4125.t1	A	anno1.g646.t1	A
anno1.g9708.t2	A	anno1.g8182.t1	A
anno1.g9709.t1	A	anno1.g8183.t1	A
anno1.g9710.t1	A	anno1.g8184.t1	A
anno1.g4106.t1	A	anno1.g897.t1	A
anno1.g4107.t1	A	anno1.g898.t1	A
anno1.g4108.t2	A	anno1.g899.t1	A
anno1.g4109.t1	A	anno1.g901.t1	A
anno1.g4111.t1	A	anno1.g903.t5	A
anno1.g4112.t1	A	anno1.g14650.t1	A
anno1.g9615.t1	A	anno1.g3917.t1	A
anno1.g9616.t1	A	anno1.g3918.t1	A
anno1.g4070.t1	A	anno1.g213.t2	A
anno1.g4071.t1	A	anno1.g214.t1	A
anno1.g4072.t1	A	anno1.g215.t1	A
anno1.g4073.t1	A	anno1.g216.t1	A
anno1.g4074.t1	A	anno1.g217.t2	A
anno1.g4075.t1	A	anno1.g218.t1	A
anno1.g4076.t1	A	anno1.g219.t1	A
anno1.g4077.t1	A	anno1.g220.t1	A
anno1.g4078.t1	A	anno1.g222.t1	A
anno1.g4079.t1	A	anno1.g224.t1	A
anno1.g4080.t1	A	anno1.g225.t1	A
anno1.g4081.t1	A	anno1.g226.t1	A
anno1.g4082.t1	A	anno1.g227.t1	A
anno1.g4083.t1	A	anno1.g228.t2	A
anno1.g4084.t1	A	anno1.g229.t1	A
anno1.g4085.t1	A	anno1.g230.t1	A
anno1.g4087.t1	A	anno1.g231.t1	A
anno1.g4088.t1	A	anno1.g232.t1	A
anno1.g4089.t1	A	anno1.g233.t1	A
anno1.g4090.t1	A	anno1.g234.t1	A
anno1.g4091.t1	A	anno1.g236.t1	A
anno1.g4092.t2	A	anno1.g235.t1	A
anno1.g4093.t1	A	anno1.g237.t1	A
anno1.g4094.t1	A	anno1.g238.t1	A
anno1.g4095.t1	A	anno1.g239.t1	A
anno1.g4097.t1	A	anno1.g1541.t1	A
anno1.g4098.t1	A	anno1.g240.t1	A
anno1.g4099.t1	A	anno1.g241.t1	A
anno1.g4101.t1	A	anno1.g243.t1	A
anno1.g4102.t1	A	anno1.g244.t2	A
anno1.g4056.t1	A	anno1.g13758.t1	A
anno1.g4058.t1	A	anno1.g13757.t1	A
anno1.g4059.t1	A	anno1.g13756.t1	A
anno1.g4060.t1	A	anno1.g13754.t2	A
anno1.g4061.t1	A	anno1.g13753.t1	A
anno1.g4062.t1	A	anno1.g13751.t2	A
anno1.g4063.t1	A	anno1.g13752.t1	A
anno1.g4066.t1	A	anno1.g13750.t1	A
anno1.g4067.t1	A	anno1.g13749.t1	A
anno1.g4033.t1	A	anno1.g5199.t2	A
anno1.g4034.t2	A	anno1.g5200.t2	A
anno1.g4035.t1	A	anno1.g5201.t1	A
anno1.g4036.t1	A	anno1.g5202.t1	A
anno1.g4037.t1	A	anno1.g5203.t1	A
anno1.g4039.t2	A	anno1.g5205.t1	A
anno1.g4041.t1	A	anno1.g5206.t1	A
anno1.g4050.t1	A	anno1.g5234.t1	A
anno1.g4051.t1	A	anno1.g5235.t1	A
anno1.g4052.t2	A	anno1.g5230.t2	A
anno1.g9601.t1	A	anno1.g8628.t1	A
anno1.g9583.t1	A	anno1.g12217.t1	A
anno1.g9584.t1	A	anno1.g12218.t1	A
anno1.g4023.t1	A	anno1.g6088.t1	A
anno1.g4024.t3	A	anno1.g6089.t1	A
anno1.g4025.t1	A	anno1.g14624.t1	A
anno1.g4026.t1	A	anno1.g14626.t1	A
anno1.g4028.t1	A	anno1.g14628.t1	A
anno1.g4029.t1	A	anno1.g14627.t1	A
anno1.g4019.t1	A	anno1.g4114.t1	A
anno1.g4020.t1	A	anno1.g4115.t1	A
anno1.g4003.t1	A	anno1.g4396.t1	A
anno1.g4004.t1	A	anno1.g3445.t1	A
anno1.g4005.t1	A	anno1.g3999.t1	A
anno1.g4006.t1	A	anno1.g3446.t1	A
anno1.g4009.t1	A	anno1.g3447.t2	A
anno1.g4010.t1	A	anno1.g3448.t2	A
anno1.g4011.t1	A	anno1.g3449.t1	A
anno1.g4012.t1	A	anno1.g1498.t1	A
anno1.g4013.t1	A	anno1.g2415.t1	A
anno1.g4017.t1	A	anno1.g12112.t1	A
anno1.g4018.t1	A	anno1.g6905.t1	A
anno1.g9571.t2	A	anno1.g7535.t2	A
anno1.g9566.t1	A	anno1.g113.t1	A
anno1.g4001.t1	A	anno1.g11084.t1	A
anno1.g3856.t1	A	anno1.g9494.t1	A
anno1.g3859.t1	A	anno1.g9493.t1	A
anno1.g3865.t1	A	anno1.g9489.t2	A
anno1.g3864.t1	A	anno1.g9488.t2	A
anno1.g3866.t1	A	anno1.g9487.t1	A
anno1.g3867.t1	A	anno1.g9486.t1	A
anno1.g3868.t2	A	anno1.g9485.t2	A
anno1.g3869.t1	A	anno1.g9484.t1	A
anno1.g3870.t2	A	anno1.g9483.t1	A
anno1.g3871.t2	A	anno1.g9482.t1	A
anno1.g3872.t2	A	anno1.g9481.t1	A
anno1.g3873.t1	A	anno1.g9480.t1	A
anno1.g3874.t1	A	anno1.g9479.t1	A
anno1.g3875.t1	A	anno1.g9478.t1	A
anno1.g3877.t2	A	anno1.g9477.t2	A
anno1.g3878.t1	A	anno1.g9476.t1	A
anno1.g3879.t1	A	anno1.g9475.t1	A
anno1.g3880.t1	A	anno1.g9474.t1	A
anno1.g3881.t1	A	anno1.g9473.t1	A
anno1.g3882.t1	A	anno1.g9472.t1	A
anno1.g3883.t1	A	anno1.g9471.t1	A
anno1.g3884.t1	A	anno1.g9470.t1	A
anno1.g3885.t1	A	anno1.g9469.t1	A
anno1.g3886.t1	A	anno1.g9468.t1	A
anno1.g3887.t1	A	anno1.g9467.t1	A
anno1.g3888.t1	A	anno1.g9465.t1	A
anno1.g3889.t1	A	anno1.g9464.t1	A
anno1.g3890.t1	A	anno1.g9463.t1	A
anno1.g3891.t1	A	anno1.g9462.t1	A
anno1.g3894.t1	A	anno1.g9459.t1	A
anno1.g3895.t1	A	anno1.g9458.t2	A
anno1.g3896.t1	A	anno1.g9457.t1	A
anno1.g3897.t1	A	anno1.g9456.t1	A
anno1.g3900.t1	A	anno1.g9454.t1	A
anno1.g3901.t3	A	anno1.g9453.t1	A
anno1.g3904.t1	A	anno1.g9839.t1	A
anno1.g3906.t1	A	anno1.g9838.t1	A
anno1.g3907.t2	A	anno1.g9837.t1	A
anno1.g3908.t2	A	anno1.g9836.t1	A
anno1.g3909.t1	A	anno1.g9835.t1	A
anno1.g3910.t1	A	anno1.g9832.t1	A
anno1.g3912.t1	A	anno1.g9833.t1	A
anno1.g3913.t3	A	anno1.g9715.t2	A
anno1.g3915.t1	A	anno1.g9716.t1	A
anno1.g3917.t1	A	anno1.g9719.t2	A
anno1.g3919.t1	A	anno1.g9721.t1	A
anno1.g3920.t1	A	anno1.g9722.t1	A
anno1.g3922.t1	A	anno1.g9724.t1	A
anno1.g3923.t2	A	anno1.g9544.t1	A
anno1.g3924.t1	A	anno1.g9545.t1	A
anno1.g3925.t1	A	anno1.g1556.t1	A
anno1.g3927.t1	A	anno1.g9534.t1	A
anno1.g3928.t1	A	anno1.g9532.t1	A
anno1.g3929.t1	A	anno1.g9531.t1	A
anno1.g3930.t1	A	anno1.g9530.t1	A
anno1.g3931.t2	A	anno1.g9529.t2	A
anno1.g3932.t1	A	anno1.g9528.t1	A
anno1.g3933.t1	A	anno1.g9527.t1	A
anno1.g3934.t4	A	anno1.g9526.t3	A
anno1.g3935.t1	A	anno1.g9524.t1	A
anno1.g3936.t1	A	anno1.g9525.t1	A
anno1.g3937.t1	A	anno1.g9523.t1	A
anno1.g3939.t1	A	anno1.g9522.t1	A
anno1.g3941.t1	A	anno1.g9516.t1	A
anno1.g3942.t1	A	anno1.g9515.t1	A
anno1.g3943.t1	A	anno1.g9512.t1	A
anno1.g3944.t1	A	anno1.g9511.t1	A
anno1.g3945.t1	A	anno1.g9510.t1	A
anno1.g3946.t1	A	anno1.g9509.t1	A
anno1.g3947.t2	A	anno1.g9508.t1	A
anno1.g3948.t2	A	anno1.g9506.t2	A
anno1.g3949.t1	A	anno1.g9504.t2	A
anno1.g3950.t1	A	anno1.g9503.t3	A
anno1.g3952.t1	A	anno1.g9501.t1	A
anno1.g3954.t1	A	anno1.g9500.t1	A
anno1.g3956.t1	A	anno1.g9498.t1	A
anno1.g3958.t2	A	anno1.g9648.t1	A
anno1.g3959.t1	A	anno1.g9649.t1	A
anno1.g3960.t2	A	anno1.g9650.t1	A
anno1.g3961.t1	A	anno1.g9651.t1	A
anno1.g3962.t1	A	anno1.g9652.t1	A
anno1.g3966.t1	A	anno1.g12420.t1	A
anno1.g3968.t1	A	anno1.g9654.t1	A
anno1.g3970.t1	A	anno1.g9655.t2	A
anno1.g3971.t1	A	anno1.g9656.t1	A
anno1.g3972.t1	A	anno1.g9657.t1	A
anno1.g3973.t1	A	anno1.g9658.t1	A
anno1.g3974.t1	A	anno1.g9659.t1	A
anno1.g3975.t1	A	anno1.g9660.t1	A
anno1.g3976.t1	A	anno1.g9661.t1	A
anno1.g3977.t1	A	anno1.g9662.t1	A
anno1.g3979.t1	A	anno1.g9663.t2	A
anno1.g3980.t1	A	anno1.g9664.t1	A
anno1.g3981.t1	A	anno1.g9665.t2	A
anno1.g3983.t1	A	anno1.g9666.t1	A
anno1.g3984.t1	A	anno1.g9667.t1	A
anno1.g3985.t1	A	anno1.g9668.t3	A
anno1.g3986.t2	A	anno1.g9669.t3	A
anno1.g3989.t1	A	anno1.g9671.t1	A
anno1.g3990.t1	A	anno1.g9673.t1	A
anno1.g3992.t1	A	anno1.g9674.t1	A
anno1.g3993.t1	A	anno1.g9675.t1	A
anno1.g3994.t1	A	anno1.g9677.t1	A
anno1.g3995.t1	A	anno1.g9679.t1	A
anno1.g3996.t1	A	anno1.g9680.t1	A
anno1.g3998.t1	A	anno1.g9683.t1	A
anno1.g3999.t1	A	anno1.g9684.t2	A
anno1.g3768.t2	A	anno1.g3391.t1	A
anno1.g3769.t1	A	anno1.g3388.t1	A
anno1.g3770.t1	A	anno1.g3380.t1	A
anno1.g3771.t1	A	anno1.g3379.t1	A
anno1.g3772.t1	A	anno1.g3136.t1	A
anno1.g3773.t1	A	anno1.g3137.t1	A
anno1.g3774.t1	A	anno1.g3138.t1	A
anno1.g3775.t1	A	anno1.g3139.t2	A
anno1.g3776.t1	A	anno1.g3141.t1	A
anno1.g3777.t1	A	anno1.g3143.t1	A
anno1.g3778.t1	A	anno1.g3144.t1	A
anno1.g3779.t1	A	anno1.g3147.t1	A
anno1.g3780.t1	A	anno1.g3146.t1	A
anno1.g3781.t1	A	anno1.g3148.t2	A
anno1.g3782.t1	A	anno1.g3157.t1	A
anno1.g3783.t1	A	anno1.g3158.t1	A
anno1.g3784.t1	A	anno1.g3160.t1	A
anno1.g3786.t1	A	anno1.g3162.t1	A
anno1.g3788.t1	A	anno1.g3165.t1	A
anno1.g3790.t1	A	anno1.g3166.t1	A
anno1.g3791.t10	A	anno1.g3167.t4	A
anno1.g3792.t2	A	anno1.g3168.t2	A
anno1.g3793.t1	A	anno1.g3170.t1	A
anno1.g3794.t1	A	anno1.g3172.t1	A
anno1.g3795.t1	A	anno1.g3175.t1	A
anno1.g3796.t1	A	anno1.g3176.t1	A
anno1.g3797.t1	A	anno1.g3177.t1	A
anno1.g3798.t2	A	anno1.g3178.t2	A
anno1.g3799.t2	A	anno1.g3179.t1	A
anno1.g3800.t1	A	anno1.g3180.t1	A
anno1.g3801.t1	A	anno1.g3181.t1	A
anno1.g3802.t1	A	anno1.g3182.t1	A
anno1.g3803.t1	A	anno1.g3183.t1	A
anno1.g3804.t1	A	anno1.g3184.t3	A
anno1.g3805.t1	A	anno1.g3185.t1	A
anno1.g3806.t1	A	anno1.g3186.t1	A
anno1.g3807.t1	A	anno1.g3187.t1	A
anno1.g3808.t2	A	anno1.g3188.t1	A
anno1.g3809.t1	A	anno1.g3189.t1	A
anno1.g3810.t1	A	anno1.g3190.t2	A
anno1.g3811.t1	A	anno1.g3191.t1	A
anno1.g3812.t1	A	anno1.g3192.t1	A
anno1.g3813.t1	A	anno1.g3193.t1	A
anno1.g3814.t1	A	anno1.g3194.t1	A
anno1.g3815.t1	A	anno1.g3195.t1	A
anno1.g3816.t1	A	anno1.g3196.t1	A
anno1.g3817.t1	A	anno1.g3197.t2	A
anno1.g3818.t1	A	anno1.g3198.t1	A
anno1.g3819.t2	A	anno1.g3200.t1	A
anno1.g3820.t1	A	anno1.g3201.t1	A
anno1.g3821.t1	A	anno1.g3202.t1	A
anno1.g3822.t1	A	anno1.g3203.t1	A
anno1.g3823.t1	A	anno1.g3204.t1	A
anno1.g3824.t1	A	anno1.g3003.t1	A
anno1.g3825.t1	A	anno1.g3205.t1	A
anno1.g3826.t1	A	anno1.g3207.t1	A
anno1.g3827.t1	A	anno1.g3208.t2	A
anno1.g3829.t1	A	anno1.g3074.t1	A
anno1.g3830.t1	A	anno1.g3073.t1	A
anno1.g3828.t2	A	anno1.g3072.t1	A
anno1.g3832.t1	A	anno1.g3070.t1	A
anno1.g3833.t1	A	anno1.g12203.t1	A
anno1.g3834.t1	A	anno1.g3069.t1	A
anno1.g3835.t1	A	anno1.g3068.t1	A
anno1.g3836.t8	A	anno1.g3067.t5	A
anno1.g3837.t1	A	anno1.g3066.t4	A
anno1.g3838.t1	A	anno1.g3065.t1	A
anno1.g3839.t1	A	anno1.g3064.t1	A
anno1.g3840.t1	A	anno1.g3063.t1	A
anno1.g3841.t1	A	anno1.g3062.t2	A
anno1.g3842.t1	A	anno1.g3061.t1	A
anno1.g3843.t1	A	anno1.g3060.t2	A
anno1.g3844.t1	A	anno1.g3059.t1	A
anno1.g3845.t1	A	anno1.g3058.t1	A
anno1.g3846.t1	A	anno1.g3057.t1	A
anno1.g3847.t1	A	anno1.g3056.t1	A
anno1.g3848.t1	A	anno1.g3051.t1	A
anno1.g3849.t1	A	anno1.g3050.t1	A
anno1.g3851.t1	A	anno1.g3044.t1	A
anno1.g3852.t1	A	anno1.g3043.t1	A
anno1.g3853.t1	A	anno1.g3041.t1	A
anno1.g3854.t1	A	anno1.g3040.t1	A
anno1.g3855.t1	A	anno1.g3039.t1	A
anno1.g3751.t1	A	anno1.g3095.t1	A
anno1.g3753.t2	A	anno1.g3098.t2	A
anno1.g3754.t1	A	anno1.g3097.t1	A
anno1.g3756.t2	A	anno1.g3096.t1	A
anno1.g3757.t1	A	anno1.g3099.t1	A
anno1.g3758.t1	A	anno1.g3100.t1	A
anno1.g3759.t1	A	anno1.g3127.t1	A
anno1.g3761.t1	A	anno1.g3132.t2	A
anno1.g3762.t2	A	anno1.g3133.t2	A
anno1.g3764.t1	A	anno1.g3371.t1	A
anno1.g3766.t1	A	anno1.g3370.t1	A
anno1.g3767.t1	A	anno1.g3369.t2	A
anno1.g9553.t1	A	anno1.g14313.t1	A
anno1.g3734.t2	A	anno1.g6868.t1	A
anno1.g3735.t1	A	anno1.g6866.t1	A
anno1.g3737.t1	A	anno1.g6862.t1	A
anno1.g3738.t1	A	anno1.g6874.t1	A
anno1.g3739.t1	A	anno1.g6875.t1	A
anno1.g3740.t1	A	anno1.g6876.t1	A
anno1.g3741.t1	A	anno1.g6877.t1	A
anno1.g3742.t1	A	anno1.g6878.t1	A
anno1.g3743.t1	A	anno1.g6879.t1	A
anno1.g3744.t1	A	anno1.g6880.t1	A
anno1.g3745.t1	A	anno1.g6881.t1	A
anno1.g3746.t1	A	anno1.g6882.t2	A
anno1.g3747.t1	A	anno1.g6883.t1	A
anno1.g3748.t1	A	anno1.g6884.t1	A
anno1.g3749.t1	A	anno1.g6885.t5	A
anno1.g9546.t1	A	anno1.g9338.t1	A
anno1.g9547.t1	A	anno1.g9339.t1	A
anno1.g3729.t1	A	anno1.g12650.t1	A
anno1.g3730.t1	A	anno1.g12647.t1	A
anno1.g3731.t1	A	anno1.g12646.t2	A
anno1.g3732.t2	A	anno1.g12645.t1	A
anno1.g9489.t1	A	anno1.g10329.t1	A
anno1.g9493.t1	A	anno1.g10326.t1	A
anno1.g9468.t1	A	anno1.g10692.t1	A
anno1.g9470.t1	A	anno1.g10689.t1	A
anno1.g9475.t1	A	anno1.g10682.t1	A
anno1.g9482.t1	A	anno1.g10679.t2	A
anno1.g9484.t1	A	anno1.g10677.t2	A
anno1.g9485.t1	A	anno1.g10333.t1	A
anno1.g9487.t1	A	anno1.g10330.t1	A
anno1.g9464.t1	A	anno1.g2560.t1	A
anno1.g3712.t1	A	anno1.g13962.t1	A
anno1.g3713.t1	A	anno1.g13960.t1	A
anno1.g3714.t2	A	anno1.g13959.t2	A
anno1.g3715.t2	A	anno1.g13958.t1	A
anno1.g3718.t1	A	anno1.g1030.t1	A
anno1.g3719.t1	A	anno1.g13957.t1	A
anno1.g3720.t1	A	anno1.g13956.t1	A
anno1.g3721.t1	A	anno1.g13955.t1	A
anno1.g3722.t1	A	anno1.g13954.t1	A
anno1.g3723.t1	A	anno1.g13953.t2	A
anno1.g3724.t1	A	anno1.g13952.t1	A
anno1.g3725.t1	A	anno1.g13951.t1	A
anno1.g3711.t1	A	anno1.g733.t1	A
anno1.g9449.t1	A	anno1.g2959.t1	A
anno1.g9433.t1	A	anno1.g12384.t1	A
anno1.g9436.t1	A	anno1.g12382.t1	A
anno1.g9438.t1	A	anno1.g12380.t1	A
anno1.g9440.t1	A	anno1.g12378.t1	A
anno1.g3706.t1	A	anno1.g1461.t2	A
anno1.g3694.t1	A	anno1.g221.t1	A
anno1.g3697.t1	A	anno1.g5742.t1	A
anno1.g3700.t8	A	anno1.g5743.t6	A
anno1.g3701.t1	A	anno1.g5744.t1	A
anno1.g3702.t1	A	anno1.g5745.t1	A
anno1.g3704.t1	A	anno1.g5746.t2	A
anno1.g3705.t2	A	anno1.g5747.t1	A
anno1.g9420.t1	A	anno1.g5725.t1	A
anno1.g9405.t2	A	anno1.g11259.t1	A
anno1.g9406.t1	A	anno1.g11260.t1	A
anno1.g3693.t1	A	anno1.g4261.t1	A
anno1.g3666.t1	A	anno1.g7574.t1	A
anno1.g3667.t1	A	anno1.g7575.t1	A
anno1.g3668.t1	A	anno1.g7576.t1	A
anno1.g3670.t1	A	anno1.g7577.t1	A
anno1.g3671.t2	A	anno1.g7580.t2	A
anno1.g3672.t1	A	anno1.g7582.t1	A
anno1.g3673.t2	A	anno1.g7583.t2	A
anno1.g3674.t1	A	anno1.g7584.t1	A
anno1.g3675.t1	A	anno1.g7585.t1	A
anno1.g3676.t1	A	anno1.g7586.t1	A
anno1.g3677.t3	A	anno1.g7587.t1	A
anno1.g3678.t1	A	anno1.g7590.t2	A
anno1.g3679.t1	A	anno1.g7591.t1	A
anno1.g3680.t1	A	anno1.g7592.t1	A
anno1.g3681.t1	A	anno1.g7593.t1	A
anno1.g3682.t1	A	anno1.g7594.t1	A
anno1.g3683.t2	A	anno1.g7596.t1	A
anno1.g3684.t1	A	anno1.g7597.t1	A
anno1.g3685.t1	A	anno1.g7598.t1	A
anno1.g3686.t1	A	anno1.g7599.t1	A
anno1.g3687.t1	A	anno1.g7601.t1	A
anno1.g3688.t2	A	anno1.g7602.t2	A
anno1.g3689.t1	A	anno1.g7603.t1	A
anno1.g3690.t1	A	anno1.g7604.t1	A
anno1.g3691.t1	A	anno1.g7605.t1	A
anno1.g9398.t1	A	anno1.g13298.t1	A
anno1.g9400.t1	A	anno1.g13296.t1	A
anno1.g9403.t3	A	anno1.g13360.t2	A
anno1.g3650.t1	A	anno1.g4727.t1	A
anno1.g3652.t1	A	anno1.g4728.t1	A
anno1.g3653.t1	A	anno1.g4725.t2	A
anno1.g3654.t1	A	anno1.g4724.t1	A
anno1.g3655.t2	A	anno1.g4723.t1	A
anno1.g3656.t1	A	anno1.g4722.t2	A
anno1.g3657.t1	A	anno1.g4721.t1	A
anno1.g3658.t2	A	anno1.g4736.t2	A
anno1.g3659.t1	A	anno1.g4719.t1	A
anno1.g3660.t1	A	anno1.g4739.t2	A
anno1.g3661.t3	A	anno1.g4740.t2	A
anno1.g3662.t1	A	anno1.g4741.t1	A
anno1.g3637.t1	A	anno1.g5251.t1	A
anno1.g3638.t1	A	anno1.g14595.t1	A
anno1.g3639.t1	A	anno1.g5254.t1	A
anno1.g3640.t1	A	anno1.g14597.t2	A
anno1.g3641.t1	A	anno1.g5256.t1	A
anno1.g3642.t1	A	anno1.g5259.t1	A
anno1.g3644.t1	A	anno1.g5261.t2	A
anno1.g3645.t1	A	anno1.g5262.t1	A
anno1.g3646.t1	A	anno1.g5195.t1	A
anno1.g3647.t1	A	anno1.g5196.t2	A
anno1.g3648.t1	A	anno1.g5264.t1	A
anno1.g3649.t1	A	anno1.g4116.t1	A
anno1.g9380.t1	A	anno1.g12503.t1	A
anno1.g9368.t1	A	anno1.g10979.t1	A
anno1.g9359.t3	A	anno1.g12049.t1	A
anno1.g9361.t1	A	anno1.g12052.t1	A
anno1.g3635.t2	A	anno1.g11977.t1	A
anno1.g3630.t2	A	anno1.g6723.t1	A
anno1.g3631.t1	A	anno1.g6724.t1	A
anno1.g3632.t1	A	anno1.g6725.t2	A
anno1.g3634.t1	A	anno1.g6730.t1	A
anno1.g9356.t1	A	anno1.g8268.t2	A
anno1.g9352.t1	A	anno1.g8851.t1	A
anno1.g9343.t1	A	anno1.g7843.t1	A
anno1.g3591.t1	A	anno1.g11634.t1	A
anno1.g3593.t1	A	anno1.g11631.t1	A
anno1.g3594.t1	A	anno1.g11629.t1	A
anno1.g3597.t2	A	anno1.g11627.t2	A
anno1.g3598.t1	A	anno1.g11624.t1	A
anno1.g3601.t1	A	anno1.g11620.t1	A
anno1.g3602.t1	A	anno1.g11619.t1	A
anno1.g3603.t1	A	anno1.g10850.t1	A
anno1.g3604.t1	A	anno1.g10851.t1	A
anno1.g3606.t2	A	anno1.g10852.t2	A
anno1.g3607.t1	A	anno1.g10853.t1	A
anno1.g3608.t1	A	anno1.g10855.t1	A
anno1.g3609.t1	A	anno1.g10856.t1	A
anno1.g3610.t1	A	anno1.g10857.t1	A
anno1.g3611.t2	A	anno1.g10858.t2	A
anno1.g3612.t1	A	anno1.g10859.t1	A
anno1.g3613.t1	A	anno1.g10860.t1	A
anno1.g3614.t1	A	anno1.g10861.t1	A
anno1.g3615.t3	A	anno1.g10863.t2	A
anno1.g3616.t2	A	anno1.g10864.t2	A
