D_carinulata	chromosome	C_chinensis	chromosome
rna-XM_057804121.1	X	anno1.g3845.t1	A
rna-XM_057794867.1	X	anno1.g2543.t1	A
rna-XM_057816935.1	X	anno1.g11851.t1	A
rna-XM_057796599.1	X	anno1.g11868.t1	A
rna-XM_057807626.1	X	anno1.g4001.t1	A
rna-XM_057795052.1	X	anno1.g2492.t1	A
rna-XM_057796523.1	X	anno1.g4767.t1	A
rna-XM_057802408.1	X	anno1.g5386.t1	A
rna-XM_057802399.1	X	anno1.g5385.t1	A
rna-XM_057794903.1	X	anno1.g630.t1	A
rna-XM_057806968.1	X	anno1.g4338.t1	A
rna-XM_057806907.1	X	anno1.g4339.t2	A
rna-XM_057806840.1	X	anno1.g11258.t1	A
rna-XM_057806926.1	X	anno1.g631.t2	A
rna-XM_057806949.1	X	anno1.g632.t1	A
rna-XM_057806859.1	X	anno1.g13625.t2	A
rna-XM_057813941.1	X	anno1.g2493.t1	A
rna-XM_057813953.1	X	anno1.g2494.t1	A
rna-XM_057813977.1	X	anno1.g2495.t1	A
rna-XM_057802516.1	X	anno1.g569.t1	A
rna-XM_057807526.1	X	anno1.g8300.t2	A
rna-XM_057807562.1	X	anno1.g8301.t2	A
rna-XM_057797954.1	X	anno1.g2497.t2	A
rna-XM_057797916.1	X	anno1.g2498.t1	A
rna-XM_057806352.1	X	anno1.g2434.t1	A
rna-XM_057813229.1	X	anno1.g288.t2	A
rna-XM_057813241.1	X	anno1.g8299.t1	A
rna-XM_057813252.1	X	anno1.g2884.t1	A
rna-XM_057813271.1	X	anno1.g509.t2	A
rna-XM_057796488.1	X	anno1.g6316.t1	A
rna-XM_057796074.1	X	anno1.g1524.t1	A
rna-XM_057796363.1	X	anno1.g8302.t1	A
rna-XM_057796130.1	X	anno1.g570.t1	A
rna-XM_057796262.1	X	anno1.g571.t1	A
rna-XM_057796336.1	X	anno1.g13084.t1	A
rna-XM_057796274.1	X	anno1.g3516.t1	A
rna-XM_057796357.1	X	anno1.g12227.t1	A
rna-XM_057796350.1	X	anno1.g1161.t1	A
rna-XM_057796303.1	X	anno1.g8613.t1	A
rna-XM_057796394.1	X	anno1.g8611.t1	A
rna-XM_057816017.1	X	anno1.g8612.t1	A
rna-XM_057816031.1	X	anno1.g8610.t1	A
rna-XM_057807054.1	X	anno1.g8614.t1	A
rna-XM_057796423.1	X	anno1.g2548.t1	A
rna-XM_057806586.1	X	anno1.g10948.t3	A
rna-XM_057806594.1	X	anno1.g1014.t1	A
rna-XM_057806640.1	X	anno1.g5787.t1	A
rna-XM_057798559.1	X	anno1.g5401.t1	A
rna-XM_057804484.1	X	anno1.g315.t2	A
rna-XM_057795969.1	X	anno1.g8779.t1	A
rna-XM_057795999.1	X	anno1.g2156.t1	A
rna-XM_057807161.1	X	anno1.g801.t1	A
rna-XM_057805738.1	X	anno1.g6020.t1	A
rna-XM_057804414.1	X	anno1.g2587.t1	A
rna-XM_057803060.1	X	anno1.g13360.t1	A
rna-XM_057811292.1	X	anno1.g4848.t2	A
rna-XM_057798535.1	X	anno1.g13534.t1	A
rna-XM_057813519.1	X	anno1.g5566.t1	A
rna-XM_057813539.1	X	anno1.g5565.t1	A
rna-XM_057811333.1	X	anno1.g3565.t2	A
rna-XM_057811467.1	X	anno1.g11871.t1	A
rna-XM_057811488.1	X	anno1.g3567.t1	A
rna-XM_057811502.1	X	anno1.g11869.t1	A
rna-XM_057811528.1	X	anno1.g8395.t1	A
rna-XM_057811550.1	X	anno1.g11080.t1	A
rna-XM_057811515.1	X	anno1.g6238.t1	A
rna-XM_057811540.1	X	anno1.g11829.t1	A
rna-XM_057795114.1	X	anno1.g12106.t1	A
rna-XM_057805243.1	X	anno1.g12808.t1	A
rna-XM_057805235.1	X	anno1.g10302.t1	A
rna-XM_057805294.1	X	anno1.g4597.t1	A
rna-XM_057805264.1	X	anno1.g10860.t1	A
rna-XM_057805356.1	X	anno1.g10861.t1	A
rna-XM_057805341.1	X	anno1.g10862.t1	A
rna-XM_057805318.1	X	anno1.g10863.t1	A
rna-XM_057805377.1	X	anno1.g10306.t1	A
rna-XM_057809443.1	X	anno1.g3129.t2	A
rna-XM_057809541.1	X	anno1.g241.t1	A
rna-XM_057809495.1	X	anno1.g240.t2	A
rna-XM_057795708.1	X	anno1.g8184.t1	A
rna-XM_057795908.1	X	anno1.g8185.t1	A
rna-XM_057796018.1	X	anno1.g12018.t1	A
rna-XM_057812210.1	X	anno1.g8186.t1	A
rna-XM_057812166.1	X	anno1.g11526.t1	A
rna-XM_057798215.1	X	anno1.g11522.t1	A
rna-XM_057798016.1	X	anno1.g3227.t1	A
rna-XM_057803601.1	X	anno1.g2216.t1	A
rna-XM_057803615.1	X	anno1.g2775.t1	A
rna-XM_057810784.1	X	anno1.g6186.t1	A
rna-XM_057810490.1	X	anno1.g6185.t2	A
rna-XM_057811972.1	X	anno1.g9738.t1	A
rna-XM_057811961.1	X	anno1.g1634.t1	A
rna-XM_057811994.1	X	anno1.g1633.t1	A
rna-XM_057810855.1	X	anno1.g1630.t1	A
rna-XM_057810833.1	X	anno1.g7367.t1	A
rna-XM_057795138.1	X	anno1.g7051.t1	A
rna-XM_057812771.1	X	anno1.g5207.t1	A
rna-XM_057816841.1	X	anno1.g10635.t1	A
rna-XM_057807126.1	X	anno1.g2067.t1	A
rna-XM_057797386.1	X	anno1.g2066.t2	A
rna-XM_057816648.1	X	anno1.g2023.t1	A
rna-XM_057816562.1	X	anno1.g2024.t1	A
rna-XM_057797936.1	X	anno1.g2027.t1	A
rna-XM_057807017.1	X	anno1.g2028.t1	A
rna-XM_057804352.1	X	anno1.g8305.t1	A
rna-XM_057813484.1	X	anno1.g8304.t2	A
rna-XM_057813465.1	X	anno1.g1476.t1	A
rna-XM_057810255.1	X	anno1.g8297.t1	A
rna-XM_057810304.1	X	anno1.g8298.t1	A
rna-XM_057810282.1	X	anno1.g13661.t2	A
rna-XM_057810167.1	X	anno1.g13454.t1	A
rna-XM_057810144.1	X	anno1.g13455.t2	A
rna-XM_057810180.1	X	anno1.g9335.t1	A
rna-XM_057810341.1	X	anno1.g10632.t1	A
rna-XM_057815862.1	X	anno1.g460.t1	A
rna-XM_057815871.1	X	anno1.g459.t2	A
rna-XM_057802186.1	X	anno1.g461.t1	A
rna-XM_057807584.1	X	anno1.g9104.t2	A
rna-XM_057807623.1	X	anno1.g2037.t1	A
rna-XM_057807634.1	X	anno1.g4622.t1	A
rna-XM_057807903.1	X	anno1.g4753.t1	A
rna-XM_057807803.1	X	anno1.g1033.t1	A
rna-XM_057807925.1	X	anno1.g1034.t1	A
rna-XM_057807668.1	X	anno1.g4763.t2	A
rna-XM_057807695.1	X	anno1.g11762.t2	A
rna-XM_057807761.1	X	anno1.g12878.t1	A
rna-XM_057807681.1	X	anno1.g11764.t1	A
rna-XM_057807627.1	X	anno1.g5294.t1	A
rna-XM_057807782.1	X	anno1.g5296.t2	A
rna-XM_057807814.1	X	anno1.g5295.t1	A
rna-XM_057807866.1	X	anno1.g5293.t1	A
rna-XM_057808021.1	X	anno1.g5299.t1	A
rna-XM_057808009.1	X	anno1.g6786.t1	A
rna-XM_057808054.1	X	anno1.g5414.t1	A
rna-XM_057808067.1	X	anno1.g5413.t1	A
rna-XM_057808035.1	X	anno1.g12016.t3	A
rna-XM_057808097.1	X	anno1.g12436.t1	A
rna-XM_057808121.1	X	anno1.g5308.t1	A
rna-XM_057808198.1	X	anno1.g6522.t2	A
rna-XM_057808210.1	X	anno1.g5304.t1	A
rna-XM_057808250.1	X	anno1.g5303.t1	A
rna-XM_057808262.1	X	anno1.g5301.t1	A
rna-XM_057808300.1	X	anno1.g13391.t1	A
rna-XM_057808276.1	X	anno1.g7459.t1	A
rna-XM_057808288.1	X	anno1.g4513.t1	A
rna-XM_057808323.1	X	anno1.g6941.t1	A
rna-XM_057816503.1	X	anno1.g4050.t1	A
rna-XM_057816516.1	X	anno1.g4041.t1	A
rna-XM_057816703.1	X	anno1.g3369.t1	A
rna-XM_057816718.1	X	anno1.g4764.t1	A
rna-XM_057816746.1	X	anno1.g8806.t1	A
rna-XM_057816734.1	X	anno1.g8807.t1	A
rna-XM_057816758.1	X	anno1.g8808.t3	A
rna-XM_057816779.1	X	anno1.g1802.t1	A
rna-XM_057806000.1	X	anno1.g12657.t1	A
rna-XM_057798038.1	X	anno1.g5383.t1	A
rna-XM_057802260.1	X	anno1.g1949.t1	A
rna-XM_057816455.1	X	anno1.g8803.t1	A
rna-XM_057803407.1	X	anno1.g216.t1	A
rna-XM_057803394.1	X	anno1.g4679.t1	A
rna-XM_057804805.1	X	anno1.g222.t1	A
rna-XM_057804793.1	X	anno1.g13536.t1	A
rna-XM_057798202.1	X	anno1.g8394.t1	A
rna-XM_057807343.1	X	anno1.g4341.t1	A
rna-XM_057807404.1	X	anno1.g663.t2	A
rna-XM_057807417.1	X	anno1.g5861.t1	A
rna-XM_057810418.1	X	anno1.g5694.t1	A
rna-XM_057801486.1	X	anno1.g5693.t1	A
rna-XM_057814583.1	X	anno1.g8943.t1	A
rna-XM_057814621.1	X	anno1.g8947.t1	A
rna-XM_057815652.1	X	anno1.g728.t2	A
rna-XM_057807042.1	X	anno1.g4815.t1	A
rna-XM_057795862.1	X	anno1.g4814.t1	A
rna-XM_057795931.1	X	anno1.g11653.t1	A
rna-XM_057795850.1	X	anno1.g11454.t1	A
rna-XM_057795826.1	X	anno1.g6358.t2	A
rna-XM_057795839.1	X	anno1.g13398.t1	A
rna-XM_057795909.1	X	anno1.g12253.t1	A
rna-XM_057795919.1	X	anno1.g12254.t1	A
rna-XM_057795875.1	X	anno1.g13397.t1	A
rna-XM_057795896.1	X	anno1.g7478.t1	A
rna-XM_057795799.1	X	anno1.g9073.t3	A
rna-XM_057813001.1	X	anno1.g3661.t3	A
rna-XM_057813016.1	X	anno1.g5635.t1	A
rna-XM_057808475.1	X	anno1.g4254.t1	A
rna-XM_057799803.1	X	anno1.g13490.t1	A
rna-XM_057812435.1	X	anno1.g13489.t1	A
rna-XM_057812423.1	X	anno1.g3690.t1	A
rna-XM_057813321.1	X	anno1.g8944.t2	A
rna-XM_057813285.1	X	anno1.g7663.t1	A
rna-XM_057806799.1	X	anno1.g1065.t1	A
rna-XM_057807112.1	X	anno1.g13790.t1	A
rna-XM_057797841.1	X	anno1.g11839.t1	A
rna-XM_057797874.1	X	anno1.g5105.t2	A
rna-XM_057797863.1	X	anno1.g11840.t1	A
rna-XM_057815671.1	X	anno1.g12072.t2	A
rna-XM_057797247.1	X	anno1.g9099.t1	A
rna-XM_057797231.1	X	anno1.g9356.t1	A
rna-XM_057815973.1	A	anno1.g6713.t1	A
rna-XM_057815981.1	A	anno1.g6714.t1	A
rna-XM_057815935.1	A	anno1.g3970.t1	A
rna-XM_057815933.1	A	anno1.g1601.t1	A
rna-XM_057815533.1	A	anno1.g7170.t1	A
rna-XM_057815763.1	A	anno1.g11311.t1	A
rna-XM_057795426.1	A	anno1.g3971.t1	A
rna-XM_057795427.1	A	anno1.g3529.t1	A
rna-XM_057795424.1	A	anno1.g8379.t1	A
rna-XM_057816855.1	A	anno1.g11310.t1	A
rna-XM_057816860.1	A	anno1.g3968.t1	A
rna-XM_057816856.1	A	anno1.g356.t1	A
rna-XM_057816859.1	A	anno1.g3966.t1	A
rna-XM_057815420.1	A	anno1.g2852.t2	A
rna-XM_057815687.1	A	anno1.g8378.t1	A
rna-XM_057815668.1	A	anno1.g6402.t1	A
rna-XM_057815672.1	A	anno1.g2127.t2	A
rna-XM_057815670.1	A	anno1.g3972.t1	A
rna-XM_057815683.1	A	anno1.g9380.t1	A
rna-XM_057815666.1	A	anno1.g11151.t2	A
rna-XM_057815675.1	A	anno1.g12191.t1	A
rna-XM_057815667.1	A	anno1.g12775.t1	A
rna-XM_057815681.1	A	anno1.g12174.t1	A
rna-XM_057815669.1	A	anno1.g13634.t1	A
rna-XM_057815673.1	A	anno1.g11309.t1	A
rna-XM_057815682.1	A	anno1.g7169.t1	A
rna-XM_057815685.1	A	anno1.g13420.t1	A
rna-XM_057815688.1	A	anno1.g7887.t1	X
rna-XM_057815551.1	A	anno1.g5587.t1	A
rna-XM_057816538.1	A	anno1.g431.t1	A
rna-XM_057815014.1	A	anno1.g12678.t1	A
rna-XM_057815091.1	A	anno1.g6645.t1	A
rna-XM_057815067.1	A	anno1.g6647.t1	A
rna-XM_057815040.1	A	anno1.g9874.t1	A
rna-XM_057815027.1	A	anno1.g9876.t1	A
rna-XM_057815605.1	A	anno1.g12434.t1	A
rna-XM_057815557.1	A	anno1.g5704.t1	A
rna-XM_057815558.1	A	anno1.g10600.t1	A
rna-XM_057816205.1	A	anno1.g6620.t1	A
rna-XM_057816204.1	A	anno1.g6635.t1	A
rna-XM_057795408.1	A	anno1.g6626.t1	A
rna-XM_057795399.1	A	anno1.g6625.t1	A
rna-XM_057795402.1	A	anno1.g7560.t4	A
rna-XM_057815878.1	A	anno1.g6634.t1	A
rna-XM_057795409.1	A	anno1.g6633.t2	A
rna-XM_057816854.1	A	anno1.g6632.t1	A
rna-XM_057816845.1	A	anno1.g6631.t3	A
rna-XM_057816636.1	A	anno1.g6630.t1	A
rna-XM_057815616.1	A	anno1.g6629.t1	A
rna-XM_057815618.1	A	anno1.g8237.t1	A
rna-XM_057816136.1	A	anno1.g8235.t1	A
rna-XM_057815791.1	A	anno1.g8234.t1	A
rna-XM_057815796.1	A	anno1.g8232.t1	A
rna-XM_057815792.1	A	anno1.g8231.t1	A
rna-XM_057815801.1	A	anno1.g8230.t1	A
rna-XM_057815794.1	A	anno1.g6360.t1	A
rna-XM_057795207.1	A	anno1.g13422.t1	A
rna-XM_057795205.1	A	anno1.g2318.t1	A
rna-XM_057816698.1	A	anno1.g2319.t1	A
rna-XM_057816541.1	A	anno1.g2320.t1	A
rna-XM_057815700.1	A	anno1.g2321.t1	A
rna-XM_057815859.1	A	anno1.g2322.t1	A
rna-XM_057815960.1	A	anno1.g2323.t1	A
rna-XM_057815536.1	A	anno1.g2327.t1	A
rna-XM_057815541.1	A	anno1.g2328.t2	A
rna-XM_057816285.1	A	anno1.g2841.t1	A
rna-XM_057816292.1	A	anno1.g4259.t1	A
rna-XM_057815835.1	A	anno1.g5016.t1	A
rna-XM_057815836.1	A	anno1.g8170.t1	A
rna-XM_057816647.1	A	anno1.g3518.t1	A
rna-XM_057816649.1	A	anno1.g3517.t2	A
rna-XM_057815921.1	A	anno1.g5006.t1	A
rna-XM_057815918.1	A	anno1.g3520.t1	A
rna-XM_057815919.1	A	anno1.g3519.t1	A
rna-XM_057815923.1	A	anno1.g3513.t1	A
rna-XM_057815925.1	A	anno1.g5004.t1	A
rna-XM_057815926.1	A	anno1.g3514.t1	A
rna-XM_057816682.1	A	anno1.g3469.t1	A
rna-XM_057795463.1	A	anno1.g1577.t1	A
rna-XM_057795465.1	A	anno1.g4529.t1	A
rna-XM_057815807.1	A	anno1.g5620.t2	A
rna-XM_057815826.1	A	anno1.g5619.t1	A
rna-XM_057816267.1	A	anno1.g8514.t1	A
rna-XM_057816475.1	A	anno1.g4528.t1	A
rna-XM_057816474.1	A	anno1.g8130.t1	A
rna-XM_057816479.1	A	anno1.g6207.t1	A
rna-XM_057816477.1	A	anno1.g6208.t1	A
rna-XM_057816478.1	A	anno1.g12503.t1	A
rna-XM_057816481.1	A	anno1.g12502.t1	A
rna-XM_057816484.1	A	anno1.g2189.t1	A
rna-XM_057816486.1	A	anno1.g12504.t1	A
rna-XM_057816485.1	A	anno1.g5903.t2	A
rna-XM_057816487.1	A	anno1.g9040.t1	A
rna-XM_057816488.1	A	anno1.g9039.t1	A
rna-XM_057816490.1	A	anno1.g5939.t1	A
rna-XM_057815611.1	A	anno1.g5214.t1	A
rna-XM_057794887.1	A	anno1.g5215.t1	A
rna-XM_057815851.1	A	anno1.g1555.t1	A
rna-XM_057816548.1	A	anno1.g12644.t1	A
rna-XM_057816551.1	A	anno1.g12993.t1	A
rna-XM_057816566.1	A	anno1.g8280.t1	A
rna-XM_057816568.1	A	anno1.g10036.t1	A
rna-XM_057816577.1	A	anno1.g10035.t1	A
rna-XM_057816570.1	A	anno1.g6578.t1	A
rna-XM_057816578.1	A	anno1.g727.t1	A
rna-XM_057816569.1	A	anno1.g13700.t1	A
rna-XM_057816592.1	A	anno1.g4858.t2	A
rna-XM_057816583.1	A	anno1.g5229.t1	A
rna-XM_057816595.1	A	anno1.g6946.t1	A
rna-XM_057816632.1	A	anno1.g322.t1	A
rna-XM_057816624.1	A	anno1.g320.t2	A
rna-XM_057816626.1	A	anno1.g321.t2	A
rna-XM_057816628.1	A	anno1.g6102.t1	A
rna-XM_057816630.1	A	anno1.g9765.t1	A
rna-XM_057816629.1	A	anno1.g7828.t1	A
rna-XM_057816603.1	A	anno1.g5378.t14	A
rna-XM_057816138.1	A	anno1.g5376.t1	A
rna-XM_057816141.1	A	anno1.g5375.t1	A
rna-XM_057795209.1	A	anno1.g3610.t1	A
rna-XM_057795211.1	A	anno1.g2720.t2	A
rna-XM_057795216.1	A	anno1.g3597.t2	A
rna-XM_057816411.1	A	anno1.g3601.t1	A
rna-XM_057816412.1	A	anno1.g3602.t1	A
rna-XM_057816402.1	A	anno1.g10509.t2	A
rna-XM_057816355.1	A	anno1.g3837.t1	A
rna-XM_057815840.1	A	anno1.g3254.t1	A
rna-XM_057816323.1	A	anno1.g5971.t1	A
rna-XM_057815869.1	A	anno1.g11961.t1	A
rna-XM_057794858.1	A	anno1.g10959.t1	A
rna-XM_057794855.1	A	anno1.g3842.t1	A
rna-XM_057794856.1	A	anno1.g7363.t1	A
rna-XM_057794853.1	A	anno1.g13693.t3	A
rna-XM_057794859.1	A	anno1.g8825.t2	A
rna-XM_057816640.1	A	anno1.g8824.t1	A
rna-XM_057795412.1	A	anno1.g12929.t1	A
rna-XM_057795414.1	A	anno1.g12928.t1	A
rna-XM_057795415.1	A	anno1.g1828.t1	A
rna-XM_057816203.1	A	anno1.g8269.t1	A
rna-XM_057815529.1	A	anno1.g8268.t1	A
rna-XM_057815569.1	A	anno1.g6371.t2	A
rna-XM_057815863.1	A	anno1.g358.t1	A
rna-XM_057816724.1	A	anno1.g359.t1	A
rna-XM_057816723.1	A	anno1.g360.t1	A
rna-XM_057816725.1	A	anno1.g361.t1	A
rna-XM_057816727.1	A	anno1.g245.t2	A
rna-XM_057816729.1	A	anno1.g378.t1	A
rna-XM_057815860.1	A	anno1.g376.t1	A
rna-XM_057815968.1	A	anno1.g375.t1	A
rna-XM_057815738.1	A	anno1.g374.t1	A
rna-XM_057815895.1	A	anno1.g373.t1	A
rna-XM_057795239.1	A	anno1.g372.t1	A
rna-XM_057795252.1	A	anno1.g368.t2	A
rna-XM_057795247.1	A	anno1.g1785.t1	A
rna-XM_057795255.1	A	anno1.g367.t1	A
rna-XM_057795260.1	A	anno1.g7425.t1	A
rna-XM_057795265.1	A	anno1.g9831.t1	A
rna-XM_057795243.1	A	anno1.g12951.t1	A
rna-XM_057795240.1	A	anno1.g1542.t1	A
rna-XM_057795263.1	A	anno1.g1543.t1	A
rna-XM_057795264.1	A	anno1.g3468.t1	A
rna-XM_057795246.1	A	anno1.g1378.t1	A
rna-XM_057795254.1	A	anno1.g4971.t1	A
rna-XM_057795230.1	A	anno1.g9653.t1	A
rna-XM_057795241.1	A	anno1.g9657.t2	A
rna-XM_057795248.1	A	anno1.g9643.t1	A
rna-XM_057795251.1	A	anno1.g9642.t1	A
rna-XM_057795256.1	A	anno1.g1829.t2	A
rna-XM_057795249.1	A	anno1.g4560.t1	A
rna-XM_057795180.1	A	anno1.g4559.t1	A
rna-XM_057795181.1	A	anno1.g4558.t1	A
rna-XM_057795187.1	A	anno1.g4557.t1	A
rna-XM_057795185.1	A	anno1.g4556.t1	A
rna-XM_057795188.1	A	anno1.g4555.t1	A
rna-XM_057795086.1	A	anno1.g4551.t1	A
rna-XM_057795083.1	A	anno1.g4548.t2	A
rna-XM_057795082.1	A	anno1.g4549.t1	A
rna-XM_057795088.1	A	anno1.g8167.t1	A
rna-XM_057816522.1	A	anno1.g1385.t1	A
rna-XM_057816517.1	A	anno1.g1386.t1	A
rna-XM_057816519.1	A	anno1.g6864.t1	A
rna-XM_057816515.1	A	anno1.g5797.t1	A
rna-XM_057816521.1	A	anno1.g8168.t1	A
rna-XM_057816525.1	A	anno1.g11303.t1	A
rna-XM_057816523.1	A	anno1.g2395.t1	A
rna-XM_057816526.1	A	anno1.g10648.t1	A
rna-XM_057816527.1	A	anno1.g10649.t2	A
rna-XM_057816528.1	A	anno1.g782.t1	A
rna-XM_057816529.1	A	anno1.g5015.t1	A
rna-XM_057816245.1	A	anno1.g2949.t1	A
rna-XM_057815903.1	A	anno1.g5218.t1	A
rna-XM_057816664.1	A	anno1.g5216.t2	A
rna-XM_057815371.1	A	anno1.g10879.t1	A
rna-XM_057815379.1	A	anno1.g10878.t1	A
rna-XM_057815383.1	A	anno1.g145.t2	A
rna-XM_057816317.1	A	anno1.g148.t1	A
rna-XM_057816263.1	A	anno1.g10075.t1	A
rna-XM_057816314.1	A	anno1.g10076.t1	A
rna-XM_057795177.1	A	anno1.g7008.t1	A
rna-XM_057815745.1	A	anno1.g144.t1	A
rna-XM_057816421.1	A	anno1.g143.t2	A
rna-XM_057816812.1	A	anno1.g139.t1	A
rna-XM_057815906.1	A	anno1.g7295.t1	A
rna-XM_057815690.1	A	anno1.g4572.t1	A
rna-XM_057815692.1	A	anno1.g19.t2	A
rna-XM_057815789.1	A	anno1.g2490.t1	A
rna-XM_057815787.1	A	anno1.g3609.t1	A
rna-XM_057815788.1	A	anno1.g921.t1	A
rna-XM_057816135.1	A	anno1.g4614.t1	A
rna-XM_057816493.1	A	anno1.g2491.t1	A
rna-XM_057815915.1	A	anno1.g10138.t1	A
rna-XM_057816658.1	A	anno1.g6947.t1	A
rna-XM_057815748.1	A	anno1.g5706.t1	A
rna-XM_057816259.1	A	anno1.g6956.t1	A
rna-XM_057815595.1	A	anno1.g922.t1	A
rna-XM_057815565.1	A	anno1.g1792.t1	A
rna-XM_057815954.1	A	anno1.g3272.t1	A
rna-XM_057815615.1	A	anno1.g2489.t1	A
rna-XM_057815598.1	A	anno1.g6559.t1	A
rna-XM_057815941.1	A	anno1.g7835.t1	A
rna-XM_057815770.1	A	anno1.g11742.t1	A
rna-XM_057815834.1	A	anno1.g11741.t1	A
rna-XM_057815589.1	A	anno1.g4606.t1	A
rna-XM_057816470.1	A	anno1.g13349.t1	A
rna-XM_057816467.1	A	anno1.g5230.t1	A
rna-XM_057816275.1	A	anno1.g4334.t1	A
rna-XM_057816281.1	A	anno1.g1016.t1	A
rna-XM_057795356.1	A	anno1.g1017.t2	A
rna-XM_057815553.1	A	anno1.g2870.t1	A
rna-XM_057815552.1	A	anno1.g2875.t1	A
rna-XM_057794894.1	A	anno1.g5251.t2	A
rna-XM_057794899.1	A	anno1.g10818.t1	A
rna-XM_057794897.1	A	anno1.g5972.t1	A
rna-XM_057794898.1	A	anno1.g5974.t1	A
rna-XM_057816158.1	A	anno1.g5975.t1	A
rna-XM_057816160.1	A	anno1.g5271.t1	A
rna-XM_057816156.1	A	anno1.g2260.t1	A
rna-XM_057816473.1	A	anno1.g2261.t1	A
rna-XM_057816472.1	A	anno1.g2262.t1	A
rna-XM_057816471.1	A	anno1.g4093.t1	A
rna-XM_057815583.1	A	anno1.g4094.t1	A
rna-XM_057815388.1	A	anno1.g4095.t1	A
rna-XM_057815394.1	A	anno1.g8645.t1	X
rna-XM_057815395.1	A	anno1.g4156.t1	A
rna-XM_057815397.1	A	anno1.g1968.t1	A
rna-XM_057815396.1	A	anno1.g4644.t1	A
rna-XM_057795293.1	A	anno1.g1971.t1	A
rna-XM_057795294.1	A	anno1.g1970.t1	A
rna-XM_057795295.1	A	anno1.g5023.t1	A
rna-XM_057815580.1	A	anno1.g13351.t1	A
rna-XM_057815579.1	A	anno1.g10655.t1	A
rna-XM_057815582.1	A	anno1.g10656.t1	A
rna-XM_057795228.1	A	anno1.g10652.t1	A
rna-XM_057815606.1	A	anno1.g7856.t1	A
rna-XM_057815561.1	A	anno1.g7855.t1	A
rna-XM_057815760.1	A	anno1.g7854.t2	A
rna-XM_057795009.1	A	anno1.g7860.t2	A
rna-XM_057795038.1	A	anno1.g7874.t1	A
rna-XM_057795023.1	A	anno1.g7877.t1	A
rna-XM_057795058.1	A	anno1.g1020.t1	A
rna-XM_057795036.1	A	anno1.g7852.t1	A
rna-XM_057795021.1	A	anno1.g12123.t1	A
rna-XM_057795000.1	A	anno1.g11079.t1	A
rna-XM_057795053.1	A	anno1.g4866.t1	A
rna-XM_057795019.1	A	anno1.g12428.t1	A
rna-XM_057795055.1	A	anno1.g1019.t1	A
rna-XM_057795048.1	A	anno1.g5792.t1	A
rna-XM_057795051.1	A	anno1.g1021.t1	A
rna-XM_057795060.1	A	anno1.g3368.t1	A
rna-XM_057795063.1	A	anno1.g13656.t1	A
rna-XM_057795064.1	A	anno1.g4127.t1	A
rna-XM_057795067.1	A	anno1.g10211.t1	A
rna-XM_057795071.1	A	anno1.g2532.t1	A
rna-XM_057816301.1	A	anno1.g5786.t1	A
rna-XM_057816305.1	A	anno1.g514.t1	A
rna-XM_057795394.1	A	anno1.g4739.t2	A
rna-XM_057795398.1	A	anno1.g6990.t1	A
rna-XM_057815107.1	A	anno1.g4740.t2	A
rna-XM_057815621.1	A	anno1.g4738.t2	A
rna-XM_057815620.1	A	anno1.g8105.t2	A
rna-XM_057815625.1	A	anno1.g8106.t2	A
rna-XM_057815629.1	A	anno1.g8726.t1	A
rna-XM_057815634.1	A	anno1.g8725.t1	A
rna-XM_057815642.1	A	anno1.g7071.t2	A
rna-XM_057815641.1	A	anno1.g4185.t1	A
rna-XM_057815643.1	A	anno1.g4569.t1	A
rna-XM_057816233.1	A	anno1.g6670.t1	A
rna-XM_057816349.1	A	anno1.g6667.t1	A
rna-XM_057815593.1	A	anno1.g11168.t1	A
rna-XM_057815590.1	A	anno1.g10510.t1	A
rna-XM_057815430.1	A	anno1.g3258.t2	A
rna-XM_057815423.1	A	anno1.g5433.t1	A
rna-XM_057815421.1	A	anno1.g590.t1	A
rna-XM_057815984.1	A	anno1.g8118.t1	A
rna-XM_057816491.1	A	anno1.g1455.t1	A
rna-XM_057816217.1	A	anno1.g12816.t2	A
rna-XM_057816226.1	A	anno1.g5465.t1	A
rna-XM_057816225.1	A	anno1.g832.t1	A
rna-XM_057815573.1	A	anno1.g5575.t2	A
rna-XM_057815563.1	A	anno1.g6012.t1	A
rna-XM_057815866.1	A	anno1.g3195.t1	A
rna-XM_057815868.1	A	anno1.g5953.t1	A
rna-XM_057815867.1	A	anno1.g5954.t1	A
rna-XM_057816807.1	A	anno1.g12026.t1	A
rna-XM_057815739.1	A	anno1.g9788.t3	A
rna-XM_057816645.1	A	anno1.g8619.t1	A
rna-XM_057816294.1	A	anno1.g8620.t1	A
rna-XM_057816298.1	A	anno1.g8618.t1	A
rna-XM_057815546.1	A	anno1.g132.t1	A
rna-XM_057815819.1	A	anno1.g7392.t1	A
rna-XM_057815865.1	A	anno1.g2932.t1	A
rna-XM_057815967.1	A	anno1.g9424.t1	A
rna-XM_057816834.1	A	anno1.g12886.t2	A
rna-XM_057816842.1	A	anno1.g424.t1	A
rna-XM_057815827.1	A	anno1.g1557.t1	A
rna-XM_057816646.1	A	anno1.g3075.t1	A
rna-XM_057816498.1	A	anno1.g13561.t1	A
rna-XM_057815817.1	A	anno1.g13559.t1	A
rna-XM_057816102.1	A	anno1.g1960.t1	A
rna-XM_057794904.1	A	anno1.g788.t1	A
rna-XM_057794905.1	A	anno1.g6204.t1	A
rna-XM_057794906.1	A	anno1.g6203.t1	A
