C_maculatus	chromosome	B_siliquastri	chromosome
g888.t1	A	BRAKERILHT00000000216	A
g890.t1	A	BRAKERILHT00000001636	A
g891.t2	A	BRAKERILHT00000000860	A
g893.t1	A	BRAKERILHT00000000404	A
g894.t1	A	BRAKERILHT00000002120	A
g895.t1	A	BRAKERILHT00000001606	A
g896.t1	A	BRAKERILHT00000002083	A
g897.t1	A	BRAKERILHT00000001602	A
g898.t1	A	BRAKERILHT00000015567	A
g900.t1	A	BRAKERILHT00000001868	A
g901.t1	A	BRAKERILHT00000001559	A
g902.t1	A	BRAKERILHT00000000428	A
g904.t1	A	BRAKERILHT00000002102	A
g907.t1	A	BRAKERILHT00000001743	A
g909.t1	A	BRAKERILHT00000000543	A
g911.t1	A	BRAKERILHT00000000445	A
g912.t1	A	BRAKERILHT00000000482	A
g913.t1	A	BRAKERILHT00000000947	A
g914.t1	A	BRAKERILHT00000001392	A
g915.t2	A	BRAKERILHT00000000479	A
g917.t1	A	BRAKERILHT00000000970	A
g918.t1	A	BRAKERILHT00000001439	A
g919.t1	A	BRAKERILHT00000000245	A
g920.t2	A	BRAKERILHT00000001660	A
g921.t1	A	BRAKERILHT00000000997	A
g922.t1	A	BRAKERILHT00000000933	A
g923.t1	A	BRAKERILHT00000001902	A
g924.t1	A	BRAKERILHT00000001158	A
g926.t1	A	BRAKERILHT00000001275	A
g927.t2	A	BRAKERILHT00000000692	A
g930.t2	A	BRAKERILHT00000000592	A
g931.t1	A	BRAKERILHT00000000816	A
g932.t1	A	BRAKERILHT00000001576	A
g934.t1	A	BRAKERILHT00000001823	A
g935.t2	A	BRAKERILHT00000000600	A
g936.t1	A	BRAKERILHT00000000825	A
g937.t1	A	BRAKERILHT00000002522	A
g938.t1	A	BRAKERILHT00000001360	A
g939.t1	A	BRAKERILHT00000000142	A
g940.t1	A	BRAKERILHT00000016185	A
g941.t1	A	BRAKERILHT00000001418	A
g944.t1	A	BRAKERILHT00000001740	A
g947.t1	A	BRAKERILHT00000000518	A
g948.t1	A	BRAKERILHT00000001103	A
g949.t1	A	BRAKERILHT00000001031	A
g951.t1	A	BRAKERILHT00000000442	A
g952.t3	A	BRAKERILHT00000002002	A
g954.t1	A	BRAKERILHT00000001595	A
g955.t2	A	BRAKERILHT00000000396	A
g957.t1	A	BRAKERILHT00000001454	A
g958.t1	A	BRAKERILHT00000000250	A
g960.t1	A	BRAKERILHT00000000900	A
g961.t1	A	BRAKERILHT00000001319	A
g962.t1	A	BRAKERILHT00000001825	A
g964.t1	A	BRAKERILHT00000000469	A
g965.t3	A	BRAKERILHT00000000663	A
g966.t1	A	BRAKERILHT00000001812	A
g967.t1	A	BRAKERILHT00000000613	A
g968.t1	A	BRAKERILHT00000000123	A
g971.t3	A	BRAKERILHT00000002104	A
g972.t1	A	BRAKERILHT00000001765	A
g973.t1	A	BRAKERILHT00000001189	A
g974.t1	A	BRAKERILHT00000000235	A
g975.t1	A	BRAKERILHT00000005609	A
g976.t1	A	BRAKERILHT00000000355	A
g979.t1	A	BRAKERILHT00000013378	A
g981.t1	A	BRAKERILHT00000001304	A
g982.t2	A	BRAKERILHT00000001925	A
g983.t1	A	BRAKERILHT00000001600	A
g984.t1	A	BRAKERILHT00000000946	A
g985.t1	A	BRAKERILHT00000001702	A
g986.t1	A	BRAKERILHT00000000082	A
g988.t1	A	BRAKERILHT00000001780	A
g990.t4	A	BRAKERILHT00000000678	A
g991.t1	A	BRAKERILHT00000000317	A
g992.t2	A	BRAKERILHT00000002155	A
g994.t1	A	BRAKERILHT00000001208	A
g995.t1	A	BRAKERILHT00000000902	A
g996.t1	A	BRAKERILHT00000012351	A
g997.t1	A	BRAKERILHT00000001894	A
g998.t2	A	BRAKERILHT00000001279	A
g999.t1	A	BRAKERILHT00000001913	A
g1000.t1	A	BRAKERILHT00000001328	A
g1001.t2	A	BRAKERILHT00000000747	A
g1002.t1	A	BRAKERILHT00000000102	A
g1004.t1	A	BRAKERILHT00000001673	A
g1005.t1	A	BRAKERILHT00000000968	A
g1006.t2	A	BRAKERILHT00000001904	A
g1007.t2	A	BRAKERILHT00000001417	A
g1008.t1	A	BRAKERILHT00000000812	A
g1009.t1	A	BRAKERILHT00000001203	A
g1010.t1	A	BRAKERILHT00000001745	A
g1011.t1	A	BRAKERILHT00000000166	A
g1012.t1	A	BRAKERILHT00000000716	A
g1013.t1	A	BRAKERILHT00000001139	A
g1015.t1	A	BRAKERILHT00000001649	A
g1016.t1	A	BRAKERILHT00000000528	A
g1017.t1	A	BRAKERILHT00000000995	A
g1018.t1	A	BRAKERILHT00000001456	A
g1020.t2	A	BRAKERILHT00000001939	A
g1021.t1	A	BRAKERILHT00000001444	A
g1022.t1	A	BRAKERILHT00000000254	A
g1023.t1	A	BRAKERILHT00000000485	A
g1024.t1	A	BRAKERILHT00000002036	A
g1025.t1	A	BRAKERILHT00000001445	A
g1027.t1	A	BRAKERILHT00000001562	A
g1028.t1	A	BRAKERILHT00000000944	A
g1031.t2	A	BRAKERILHT00000000521	A
g1033.t1	A	BRAKERILHT00000000928	A
g1034.t1	A	BRAKERILHT00000000185	A
g1035.t1	A	BRAKERILHT00000002065	A
g1037.t1	A	BRAKERILHT00000001604	A
g1038.t1	A	BRAKERILHT00000001159	A
g1039.t1	A	BRAKERILHT00000000437	A
g1040.t1	A	BRAKERILHT00000001618	A
g1041.t1	A	BRAKERILHT00000001001	A
g1042.t1	A	BRAKERILHT00000000389	A
g1043.t1	A	BRAKERILHT00000001990	A
g1044.t1	A	BRAKERILHT00000000715	A
g1045.t3	A	BRAKERILHT00000000080	A
g1046.t1	A	BRAKERILHT00000001682	A
g1047.t1	A	BRAKERILHT00000000227	A
g1048.t1	A	BRAKERILHT00000001793	A
g1049.t1	A	BRAKERILHT00000001741	A
g1050.t1	A	BRAKERILHT00000001059	A
g1051.t1	A	BRAKERILHT00000000450	A
g1052.t2	A	BRAKERILHT00000000055	A
g1053.t1	A	BRAKERILHT00000001767	A
g1054.t1	A	BRAKERILHT00000000724	A
g1056.t1	A	BRAKERILHT00000002116	A
g1057.t1	A	BRAKERILHT00000000974	A
g1060.t1	A	BRAKERILHT00000000559	A
g1061.t1	A	BRAKERILHT00000014637	A
g1062.t1	A	BRAKERILHT00000001246	A
g1063.t1	A	BRAKERILHT00000000259	A
g1064.t2	A	BRAKERILHT00000001663	A
g1065.t1	A	BRAKERILHT00000000293	A
g1066.t1	A	BRAKERILHT00000001266	A
g1067.t1	A	BRAKERILHT00000001498	A
g1068.t1	A	BRAKERILHT00000001999	A
g1070.t2	A	BRAKERILHT00000000202	A
g1071.t1	A	BRAKERILHT00000001909	A
g1072.t1	A	BRAKERILHT00000001532	A
g1073.t1	A	BRAKERILHT00000000962	A
g1074.t1	A	BRAKERILHT00000001687	A
g1075.t1	A	BRAKERILHT00000000700	A
g1082.t1	A	BRAKERILHT00000000383	A
g1084.t1	A	BRAKERILHT00000001176	A
g1087.t1	A	BRAKERILHT00000000982	A
g1091.t1	A	BRAKERILHT00000001358	A
g1092.t1	A	BRAKERILHT00000000265	A
g1093.t1	A	BRAKERILHT00000001974	A
g1094.t1	A	BRAKERILHT00000001508	A
g1095.t1	A	BRAKERILHT00000002066	A
g1097.t1	A	BRAKERILHT00000000517	A
g1098.t1	A	BRAKERILHT00000001117	A
g1099.t1	A	BRAKERILHT00000000297	A
g1100.t1	A	BRAKERILHT00000000890	A
g1101.t1	A	BRAKERILHT00000002100	A
g1102.t1	A	BRAKERILHT00000002041	A
g1103.t1	A	BRAKERILHT00000000474	A
g1106.t2	A	BRAKERILHT00000002020	A
g1108.t1	A	BRAKERILHT00000001060	A
g1109.t1	A	BRAKERILHT00000000114	A
g1110.t1	A	BRAKERILHT00000001204	A
g1111.t2	A	BRAKERILHT00000000751	A
g1112.t1	A	BRAKERILHT00000001935	A
g1113.t2	A	BRAKERILHT00000001584	A
g1114.t1	A	BRAKERILHT00000000981	A
g1115.t1	A	BRAKERILHT00000000546	A
g1116.t1	A	BRAKERILHT00000000207	A
g1117.t1	A	BRAKERILHT00000001477	A
g1118.t1	A	BRAKERILHT00000000858	A
g1119.t1	A	BRAKERILHT00000000723	A
g1120.t1	A	BRAKERILHT00000000153	A
g1121.t1	A	BRAKERILHT00000002012	A
g1122.t2	A	BRAKERILHT00000001676	A
g1123.t1	A	BRAKERILHT00000000476	A
g1124.t1	A	BRAKERILHT00000002047	A
g1126.t1	A	BRAKERILHT00000000834	A
g1127.t1	A	BRAKERILHT00000001173	A
g1130.t1	A	BRAKERILHT00000002138	A
g1131.t1	A	BRAKERILHT00000001898	A
g1133.t1	A	BRAKERILHT00000001438	A
g1134.t1	A	BRAKERILHT00000000739	A
g1135.t1	A	BRAKERILHT00000000248	A
g1136.t2	A	BRAKERILHT00000001441	A
g1137.t1	A	BRAKERILHT00000000203	A
g1139.t1	A	BRAKERILHT00000001260	A
g1140.t1	A	BRAKERILHT00000001895	A
g1141.t1	A	BRAKERILHT00000000066	A
g1142.t2	A	BRAKERILHT00000002119	A
g1143.t3	A	BRAKERILHT00000001965	A
g1144.t1	A	BRAKERILHT00000002682	A
g1145.t1	A	BRAKERILHT00000001364	A
g1146.t2	A	BRAKERILHT00000000740	A
g1147.t2	A	BRAKERILHT00000000157	A
g1149.t1	A	BRAKERILHT00000000967	A
g1150.t1	A	BRAKERILHT00000001553	A
g1151.t2	A	BRAKERILHT00000001138	A
g1152.t1	A	BRAKERILHT00000000667	A
g1153.t1	A	BRAKERILHT00000000415	A
g1154.t1	A	BRAKERILHT00000001774	A
g1155.t1	A	BRAKERILHT00000001427	A
g1158.t1	A	BRAKERILHT00000001143	A
g1159.t1	A	BRAKERILHT00000000163	A
g1162.t3	A	BRAKERILHT00000000866	A
g1163.t1	A	BRAKERILHT00000000438	A
g1164.t2	A	BRAKERILHT00000001723	A
g1168.t1	A	BRAKERILHT00000000973	A
g1169.t1	A	BRAKERILHT00000000038	A
g1170.t1	A	BRAKERILHT00000000509	A
g1171.t1	A	BRAKERILHT00000000961	A
g1172.t1	A	BRAKERILHT00000017375	X
g1173.t2	A	BRAKERILHT00000001635	A
g1174.t20	A	BRAKERILHT00000001118	A
g1175.t1	A	BRAKERILHT00000000394	A
g1176.t1	A	BRAKERILHT00000000036	A
g1177.t1	A	BRAKERILHT00000001582	A
g1178.t1	A	BRAKERILHT00000000094	A
g1179.t1	A	BRAKERILHT00000001893	A
g1181.t1	A	BRAKERILHT00000002075	A
g1182.t2	A	BRAKERILHT00000000534	A
g1183.t1	A	BRAKERILHT00000000850	A
g1186.t1	A	BRAKERILHT00000001426	A
g1187.t1	A	BRAKERILHT00000000008	A
g1188.t1	A	BRAKERILHT00000000748	A
g1189.t1	A	BRAKERILHT00000000977	A
g1191.t1	A	BRAKERILHT00000015681	A
g1192.t1	A	BRAKERILHT00000001711	A
g1194.t1	A	BRAKERILHT00000001398	A
g1196.t1	A	BRAKERILHT00000003308	A
g1198.t1	A	BRAKERILHT00000002168	A
g1201.t4	A	BRAKERILHT00000000212	A
g1202.t1	A	BRAKERILHT00000001715	A
g1203.t1	A	BRAKERILHT00000000018	A
g1204.t1	A	BRAKERILHT00000000237	A
g1205.t1	A	BRAKERILHT00000001429	A
g1206.t1	A	BRAKERILHT00000000807	A
g1207.t1	A	BRAKERILHT00000000805	A
g1208.t1	A	BRAKERILHT00000001478	A
g1209.t1	A	BRAKERILHT00000001932	A
g1211.t1	A	BRAKERILHT00000000493	A
g1212.t1	A	BRAKERILHT00000001093	A
g1213.t1	A	BRAKERILHT00000000093	A
g1215.t1	A	BRAKERILHT00000001716	A
g1217.t1	A	BRAKERILHT00000000943	A
g1219.t1	A	BRAKERILHT00000000115	A
g1220.t1	A	BRAKERILHT00000001548	A
g1221.t1	A	BRAKERILHT00000000718	A
g1222.t2	A	BRAKERILHT00000000090	A
g1223.t1	A	BRAKERILHT00000001975	A
g1224.t1	A	BRAKERILHT00000001232	A
g1225.t1	A	BRAKERILHT00000000042	A
g1226.t1	A	BRAKERILHT00000001718	A
g1227.t2	A	BRAKERILHT00000001270	A
g1228.t2	A	BRAKERILHT00000000893	A
g1230.t1	A	BRAKERILHT00000001105	A
g1231.t1	A	BRAKERILHT00000001881	A
g1233.t1	A	BRAKERILHT00000002033	A
g1234.t2	A	BRAKERILHT00000000486	A
g1236.t1	A	BRAKERILHT00000000307	A
g1237.t1	A	BRAKERILHT00000017553	X
g1238.t1	A	BRAKERILHT00000001574	A
g1239.t1	A	BRAKERILHT00000000028	A
g1240.t1	A	BRAKERILHT00000000455	A
g1242.t1	A	BRAKERILHT00000001235	A
g1244.t1	A	BRAKERILHT00000000048	A
g1245.t1	A	BRAKERILHT00000001054	A
g1246.t1	A	BRAKERILHT00000000924	A
g1247.t1	A	BRAKERILHT00000001578	A
g1248.t1	A	BRAKERILHT00000000976	A
g1249.t1	A	BRAKERILHT00000000249	A
g1255.t1	A	BRAKERILHT00000000696	A
g1256.t1	A	BRAKERILHT00000001475	A
g1257.t1	A	BRAKERILHT00000000771	A
g1259.t1	A	BRAKERILHT00000001973	A
g1260.t1	A	BRAKERILHT00000000198	A
g1261.t1	A	BRAKERILHT00000001931	A
g1262.t1	A	BRAKERILHT00000000280	A
g1265.t1	A	BRAKERILHT00000001642	A
g1266.t1	A	BRAKERILHT00000001135	A
g1267.t1	A	BRAKERILHT00000000713	A
g1268.t1	A	BRAKERILHT00000000224	A
g1269.t1	A	BRAKERILHT00000002127	A
g1270.t2	A	BRAKERILHT00000000435	A
g1271.t1	A	BRAKERILHT00000001664	A
g1272.t1	A	BRAKERILHT00000000190	A
g1273.t1	A	BRAKERILHT00000000467	A
g1274.t1	A	BRAKERILHT00000000827	A
g1275.t1	A	BRAKERILHT00000001563	A
g1276.t1	A	BRAKERILHT00000001333	A
g1277.t1	A	BRAKERILHT00000000604	A
g1278.t1	A	BRAKERILHT00000000802	A
g1279.t1	A	BRAKERILHT00000000299	A
g1280.t1	A	BRAKERILHT00000000840	A
g1281.t1	A	BRAKERILHT00000000693	A
g1282.t1	A	BRAKERILHT00000000972	A
g1283.t1	A	BRAKERILHT00000000489	A
g1284.t1	A	BRAKERILHT00000001546	A
g1286.t1	A	BRAKERILHT00000002114	A
g1287.t2	A	BRAKERILHT00000001490	A
g1288.t1	A	BRAKERILHT00000000661	A
g1291.t1	A	BRAKERILHT00000001220	A
g1292.t1	A	BRAKERILHT00000000266	A
g1293.t1	A	BRAKERILHT00000002130	A
g1294.t1	A	BRAKERILHT00000001749	A
g1295.t1	A	BRAKERILHT00000000101	A
g1296.t1	A	BRAKERILHT00000000602	A
g1297.t1	A	BRAKERILHT00000000456	A
g1298.t1	A	BRAKERILHT00000001399	A
g1299.t1	A	BRAKERILHT00000001942	A
g1300.t1	A	BRAKERILHT00000000289	A
g1301.t1	A	BRAKERILHT00000000643	A
g1302.t1	A	BRAKERILHT00000001754	A
g1303.t1	A	BRAKERILHT00000001766	A
g1306.t1	A	BRAKERILHT00000000210	A
g1307.t1	A	BRAKERILHT00000001598	A
g1308.t3	A	BRAKERILHT00000000015	A
g1309.t1	A	BRAKERILHT00000000214	A
g1310.t1	A	BRAKERILHT00000001469	A
g1311.t1	A	BRAKERILHT00000000955	A
g1313.t1	A	BRAKERILHT00000000359	A
g1315.t1	A	BRAKERILHT00000001792	A
g1316.t1	A	BRAKERILHT00000000589	A
g1317.t1	A	BRAKERILHT00000000814	A
g1318.t1	A	BRAKERILHT00000001570	A
g1319.t1	A	BRAKERILHT00000001274	A
g1321.t3	A	BRAKERILHT00000000936	A
g1322.t1	A	BRAKERILHT00000000357	A
g1323.t2	A	BRAKERILHT00000000582	A
g1324.t1	A	BRAKERILHT00000001593	A
g1325.t1	A	BRAKERILHT00000002072	A
g1326.t1	A	BRAKERILHT00000001409	A
g1327.t1	A	BRAKERILHT00000001386	A
g1328.t1	A	BRAKERILHT00000000160	A
g1329.t1	A	BRAKERILHT00000000760	A
g1330.t1	A	BRAKERILHT00000001089	A
g1331.t1	A	BRAKERILHT00000001694	A
g1332.t1	A	BRAKERILHT00000001643	A
g1333.t1	A	BRAKERILHT00000000434	A
g1335.t1	A	BRAKERILHT00000000011	A
g1336.t2	A	BRAKERILHT00000001695	A
g1337.t1	A	BRAKERILHT00000001550	A
g1338.t2	A	BRAKERILHT00000001066	A
g1339.t1	A	BRAKERILHT00000001453	A
g1340.t1	A	BRAKERILHT00000001937	A
g1341.t1	A	BRAKERILHT00000001278	A
g1343.t1	A	BRAKERILHT00000000021	A
g1344.t1	A	BRAKERILHT00000001505	A
g1347.t1	A	BRAKERILHT00000001028	A
g1349.t1	A	BRAKERILHT00000001077	A
g1350.t1	A	BRAKERILHT00000000007	A
g1351.t1	A	BRAKERILHT00000001736	A
g1352.t1	A	BRAKERILHT00000001273	A
g1353.t2	A	BRAKERILHT00000001875	A
g1354.t1	A	BRAKERILHT00000000891	A
g1355.t1	A	BRAKERILHT00000001583	A
g1356.t1	A	BRAKERILHT00000000069	A
g1357.t2	A	BRAKERILHT00000000414	A
g1358.t1	A	BRAKERILHT00000002122	A
g1360.t1	A	BRAKERILHT00000000836	A
g1361.t1	A	BRAKERILHT00000000314	A
g1362.t1	A	BRAKERILHT00000001729	A
g1363.t2	A	BRAKERILHT00000001843	A
g1365.t1	A	BRAKERILHT00000000896	A
g1366.t1	A	BRAKERILHT00000001905	A
g1367.t1	A	BRAKERILHT00000001256	A
g1368.t1	A	BRAKERILHT00000002000	A
g1369.t1	A	BRAKERILHT00000000379	A
g1370.t1	A	BRAKERILHT00000000847	A
g1371.t1	A	BRAKERILHT00000001617	A
g1372.t1	A	BRAKERILHT00000002093	A
g1373.t1	A	BRAKERILHT00000001336	A
g1374.t1	A	BRAKERILHT00000000096	A
g1375.t1	A	BRAKERILHT00000000758	A
g1376.t1	A	BRAKERILHT00000001290	A
g1377.t1	A	BRAKERILHT00000000161	A
g1378.t2	A	BRAKERILHT00000001133	A
g1379.t1	A	BRAKERILHT00000000548	A
g1380.t1	A	BRAKERILHT00000001334	A
g1381.t1	A	BRAKERILHT00000001757	A
g1382.t1	A	BRAKERILHT00000001286	A
g1383.t1	A	BRAKERILHT00000000579	A
g1384.t1	A	BRAKERILHT00000000087	A
g1385.t2	A	BRAKERILHT00000001281	A
g3576.t1	A	BRAKERILHT00000003094	A
g3579.t1	A	BRAKERILHT00000013885	A
g3581.t1	A	BRAKERILHT00000012600	A
g3584.t1	A	BRAKERILHT00000012966	A
g3585.t1	A	BRAKERILHT00000013197	A
g3590.t1	A	BRAKERILHT00000012581	A
g3591.t1	A	BRAKERILHT00000013719	A
g3593.t2	A	BRAKERILHT00000013797	A
g3594.t1	A	BRAKERILHT00000013069	A
g3595.t1	A	BRAKERILHT00000013604	A
g3598.t1	A	BRAKERILHT00000012542	A
g3599.t1	A	BRAKERILHT00000013455	A
g3600.t1	A	BRAKERILHT00000012467	A
g3601.t1	A	BRAKERILHT00000013362	A
g3603.t1	A	BRAKERILHT00000012992	A
g3604.t2	A	BRAKERILHT00000012587	A
g3605.t1	A	BRAKERILHT00000013093	A
g3606.t1	A	BRAKERILHT00000013714	A
g3607.t1	A	BRAKERILHT00000012507	A
g3608.t1	A	BRAKERILHT00000013231	A
g3609.t3	A	BRAKERILHT00000012750	A
g3610.t1	A	BRAKERILHT00000013970	A
g3611.t1	A	BRAKERILHT00000013611	A
g3612.t1	A	BRAKERILHT00000013908	A
g3613.t1	A	BRAKERILHT00000013352	A
g3614.t1	A	BRAKERILHT00000012983	A
g3615.t1	A	BRAKERILHT00000012372	A
g3616.t2	A	BRAKERILHT00000013174	A
g3618.t1	A	BRAKERILHT00000012552	A
g3619.t1	A	BRAKERILHT00000013928	A
g3620.t1	A	BRAKERILHT00000013657	A
g3621.t1	A	BRAKERILHT00000013371	A
g3622.t1	A	BRAKERILHT00000012927	A
g3623.t1	A	BRAKERILHT00000012666	A
g3624.t1	A	BRAKERILHT00000013535	A
g3625.t1	A	BRAKERILHT00000014005	A
g3626.t1	A	BRAKERILHT00000013404	A
g3627.t1	A	BRAKERILHT00000013154	A
g3628.t1	A	BRAKERILHT00000013278	A
g3629.t1	A	BRAKERILHT00000013799	A
g3632.t1	A	BRAKERILHT00000012514	A
g3635.t1	A	BRAKERILHT00000012916	A
g3639.t1	A	BRAKERILHT00000013498	A
g3640.t2	A	BRAKERILHT00000012763	A
g3641.t1	A	BRAKERILHT00000012524	A
g3642.t1	A	BRAKERILHT00000013185	A
g3645.t1	A	BRAKERILHT00000013649	A
g3646.t1	A	BRAKERILHT00000013916	A
g3648.t1	A	BRAKERILHT00000012642	A
g3649.t1	A	BRAKERILHT00000012917	A
g3650.t1	A	BRAKERILHT00000012924	A
g3651.t1	A	BRAKERILHT00000013288	A
g3652.t1	A	BRAKERILHT00000012804	A
g3653.t1	A	BRAKERILHT00000013563	A
g3654.t2	A	BRAKERILHT00000013722	A
g3655.t1	A	BRAKERILHT00000012412	A
g3656.t1	A	BRAKERILHT00000012652	A
g3657.t2	A	BRAKERILHT00000013033	A
g3658.t1	A	BRAKERILHT00000013028	A
g3660.t1	A	BRAKERILHT00000013947	A
g3661.t1	A	BRAKERILHT00000012417	A
g3663.t1	A	BRAKERILHT00000013203	A
g3664.t1	A	BRAKERILHT00000013546	A
g3665.t1	A	BRAKERILHT00000013896	A
g3666.t1	A	BRAKERILHT00000012528	A
g3668.t1	A	BRAKERILHT00000013336	A
g3669.t3	A	BRAKERILHT00000013815	A
g3673.t1	A	BRAKERILHT00000013471	A
g3678.t1	A	BRAKERILHT00000013429	A
g3681.t1	A	BRAKERILHT00000012408	A
g3684.t1	A	BRAKERILHT00000013918	A
g3688.t1	A	BRAKERILHT00000013527	A
g3689.t1	A	BRAKERILHT00000013065	A
g3691.t1	A	BRAKERILHT00000013416	A
g3692.t1	A	BRAKERILHT00000013002	A
g3693.t1	A	BRAKERILHT00000013586	A
g3694.t1	A	BRAKERILHT00000012828	A
g3695.t1	A	BRAKERILHT00000012430	A
g3696.t1	A	BRAKERILHT00000013754	A
g3697.t1	A	BRAKERILHT00000013537	A
g3699.t1	A	BRAKERILHT00000012386	A
g3700.t1	A	BRAKERILHT00000013487	A
g3701.t1	A	BRAKERILHT00000013963	A
g3704.t2	A	BRAKERILHT00000013009	A
g3705.t1	A	BRAKERILHT00000012569	A
g3707.t1	A	BRAKERILHT00000002137	A
g3711.t1	A	BRAKERILHT00000012730	A
g3712.t1	A	BRAKERILHT00000013847	A
g3713.t1	A	BRAKERILHT00000013479	A
g3714.t1	A	BRAKERILHT00000012735	A
g3715.t1	A	BRAKERILHT00000013854	A
g3717.t1	A	BRAKERILHT00000013519	A
g3718.t1	A	BRAKERILHT00000012915	A
g3719.t1	A	BRAKERILHT00000012740	A
g3720.t1	A	BRAKERILHT00000012771	A
g3722.t1	A	BRAKERILHT00000017642	X
g3723.t1	A	BRAKERILHT00000013930	A
g3724.t2	A	BRAKERILHT00000012635	A
g3725.t1	A	BRAKERILHT00000012449	A
g3726.t2	A	BRAKERILHT00000012988	A
g3727.t1	A	BRAKERILHT00000013841	A
g3728.t1	A	BRAKERILHT00000013363	A
g3731.t1	A	BRAKERILHT00000012839	A
g3733.t1	A	BRAKERILHT00000012439	A
g3734.t1	A	BRAKERILHT00000013878	A
g3735.t1	A	BRAKERILHT00000013513	A
g3736.t1	A	BRAKERILHT00000012472	A
g3738.t1	A	BRAKERILHT00000013046	A
g3739.t1	A	BRAKERILHT00000012548	A
g3740.t1	A	BRAKERILHT00000013860	A
g3741.t1	A	BRAKERILHT00000013617	A
g3742.t1	A	BRAKERILHT00000013275	A
g3743.t1	A	BRAKERILHT00000013128	A
g3744.t1	A	BRAKERILHT00000013605	A
g3745.t1	A	BRAKERILHT00000012398	A
g3746.t1	A	BRAKERILHT00000012827	A
g3747.t1	A	BRAKERILHT00000013964	A
g3748.t1	A	BRAKERILHT00000013382	A
g3749.t1	A	BRAKERILHT00000012653	A
g3750.t1	A	BRAKERILHT00000012805	A
g3753.t2	A	BRAKERILHT00000013047	A
g3754.t1	A	BRAKERILHT00000013606	A
g3755.t1	A	BRAKERILHT00000012654	A
g3756.t1	A	BRAKERILHT00000013025	A
g3757.t1	A	BRAKERILHT00000013591	A
g3758.t1	A	BRAKERILHT00000013171	A
g3759.t2	A	BRAKERILHT00000012506	A
g3761.t1	A	BRAKERILHT00000012906	A
g3762.t1	A	BRAKERILHT00000013183	A
g3763.t1	A	BRAKERILHT00000012698	A
g3764.t1	A	BRAKERILHT00000013913	A
g3765.t1	A	BRAKERILHT00000013443	A
g3766.t1	A	BRAKERILHT00000012949	A
g3767.t1	A	BRAKERILHT00000013334	A
g3768.t2	A	BRAKERILHT00000012856	A
g3769.t1	A	BRAKERILHT00000012355	A
g3770.t1	A	BRAKERILHT00000013358	A
g3772.t1	A	BRAKERILHT00000012565	A
g3773.t2	A	BRAKERILHT00000013531	A
g3776.t2	A	BRAKERILHT00000014008	A
g3777.t1	A	BRAKERILHT00000012894	A
g3778.t1	A	BRAKERILHT00000013356	A
g3779.t1	A	BRAKERILHT00000013826	A
g3780.t1	A	BRAKERILHT00000012627	A
g3781.t2	A	BRAKERILHT00000013056	A
g3783.t1	A	BRAKERILHT00000012508	A
g3784.t1	A	BRAKERILHT00000012912	A
g3785.t1	A	BRAKERILHT00000013272	A
g3786.t2	A	BRAKERILHT00000013437	A
g3789.t2	A	BRAKERILHT00000013425	A
g3790.t1	A	BRAKERILHT00000013876	A
g3791.t1	A	BRAKERILHT00000013703	A
g3792.t1	A	BRAKERILHT00000013186	A
g3793.t1	A	BRAKERILHT00000013235	A
g3796.t1	A	BRAKERILHT00000013881	A
g3798.t1	A	BRAKERILHT00000012651	A
g3799.t1	A	BRAKERILHT00000013439	A
g3800.t1	A	BRAKERILHT00000013116	A
g3801.t1	A	BRAKERILHT00000012733	A
g3802.t1	A	BRAKERILHT00000013292	A
g3804.t1	A	BRAKERILHT00000012522	A
g3805.t1	A	BRAKERILHT00000013857	A
g3807.t1	A	BRAKERILHT00000013158	A
g3809.t3	A	BRAKERILHT00000013254	A
g3810.t1	A	BRAKERILHT00000012487	A
g3812.t1	A	BRAKERILHT00000013906	A
g3813.t1	A	BRAKERILHT00000012691	A
g3814.t1	A	BRAKERILHT00000013179	A
g3815.t1	A	BRAKERILHT00000013502	A
g3816.t1	A	BRAKERILHT00000013140	A
g3817.t1	A	BRAKERILHT00000013279	A
g3818.t1	A	BRAKERILHT00000013996	A
g3819.t1	A	BRAKERILHT00000012686	A
g3820.t1	A	BRAKERILHT00000012434	A
g3821.t1	A	BRAKERILHT00000012859	A
g3823.t1	A	BRAKERILHT00000012447	A
g3824.t1	A	BRAKERILHT00000013753	A
g3827.t2	A	BRAKERILHT00000012511	A
g3828.t1	A	BRAKERILHT00000013907	A
g3829.t3	A	BRAKERILHT00000013281	A
g3830.t1	A	BRAKERILHT00000012897	A
g3831.t1	A	BRAKERILHT00000012760	A
g3832.t1	A	BRAKERILHT00000013237	A
g3834.t2	A	BRAKERILHT00000013491	A
g3835.t3	A	BRAKERILHT00000013145	A
g3836.t2	A	BRAKERILHT00000013543	A
g3837.t1	A	BRAKERILHT00000013633	A
g3838.t1	A	BRAKERILHT00000014017	A
g3839.t1	A	BRAKERILHT00000012589	A
g3840.t2	A	BRAKERILHT00000013312	A
g3841.t1	A	BRAKERILHT00000013765	A
g3842.t1	A	BRAKERILHT00000012373	A
g3847.t1	A	BRAKERILHT00000013403	A
g3850.t1	A	BRAKERILHT00000013934	A
g3851.t1	A	BRAKERILHT00000013282	A
g3859.t1	A	BRAKERILHT00000012888	A
g3860.t1	A	BRAKERILHT00000013335	A
g3861.t1	A	BRAKERILHT00000017607	X
g3867.t1	A	BRAKERILHT00000013515	A
