D_sublineata	chromosome	B_varius	chromosome
rna-XM_056792136.1	A	anno1.g745.t1	A
rna-XM_056781714.1	A	anno1.g794.t1	A
rna-XM_056775347.1	A	anno1.g9938.t1	A
rna-XM_056775439.1	A	anno1.g9089.t1	A
rna-XM_056775367.1	A	anno1.g9060.t2	A
rna-XM_056775429.1	A	anno1.g9062.t1	A
rna-XM_056791878.1	A	anno1.g4178.t1	A
rna-XM_056791486.1	A	anno1.g9057.t1	A
rna-XM_056783883.1	A	anno1.g7997.t1	A
rna-XM_056785063.1	A	anno1.g8091.t1	A
rna-XM_056774940.1	A	anno1.g812.t1	A
rna-XM_056774952.1	A	anno1.g9090.t2	A
rna-XM_056774798.1	A	anno1.g9139.t1	A
rna-XM_056782005.1	A	anno1.g9058.t2	A
rna-XM_056782028.1	A	anno1.g7989.t2	A
rna-XM_056791620.1	A	anno1.g7991.t2	A
rna-XM_056778175.1	A	anno1.g1421.t2	A
rna-XM_056786024.1	A	anno1.g115.t1	A
rna-XM_056785927.1	A	anno1.g10721.t1	A
rna-XM_056786149.1	A	anno1.g10720.t1	A
rna-XM_056791809.1	A	anno1.g10712.t2	A
rna-XM_056775286.1	A	anno1.g4580.t1	A
rna-XM_056775263.1	A	anno1.g10843.t1	A
rna-XM_056791645.1	A	anno1.g10855.t1	A
rna-XM_056791651.1	A	anno1.g3756.t1	A
rna-XM_056791650.1	A	anno1.g8641.t1	A
rna-XM_056791652.1	A	anno1.g2433.t2	A
rna-XM_056791628.1	A	anno1.g2435.t1	A
rna-XM_056791653.1	A	anno1.g2436.t1	A
rna-XM_056791654.1	A	anno1.g2318.t1	A
rna-XM_056791658.1	A	anno1.g11155.t1	A
rna-XM_056791660.1	A	anno1.g11153.t2	A
rna-XM_056791681.1	A	anno1.g11170.t1	A
rna-XM_056791672.1	A	anno1.g11307.t1	A
rna-XM_056791662.1	A	anno1.g11306.t2	A
rna-XM_056791667.1	A	anno1.g11171.t1	A
rna-XM_056791680.1	A	anno1.g11175.t1	A
rna-XM_056784628.1	A	anno1.g11144.t1	A
rna-XM_056791630.1	A	anno1.g11159.t1	A
rna-XM_056782668.1	A	anno1.g3809.t1	A
rna-XM_056785702.1	A	anno1.g3919.t1	A
rna-XM_056779384.1	A	anno1.g9403.t1	A
rna-XM_056784232.1	A	anno1.g9414.t1	A
rna-XM_056774094.1	A	anno1.g7025.t1	A
rna-XM_056783915.1	A	anno1.g3938.t1	A
rna-XM_056783928.1	A	anno1.g4022.t1	A
rna-XM_056778162.1	A	anno1.g3935.t1	A
rna-XM_056791916.1	A	anno1.g1409.t1	A
rna-XM_056791912.1	A	anno1.g7650.t1	A
rna-XM_056791644.1	A	anno1.g7651.t1	A
rna-XM_056791795.1	A	anno1.g7560.t1	A
rna-XM_056791784.1	A	anno1.g7074.t3	A
rna-XM_056792691.1	A	anno1.g8860.t1	A
rna-XM_056791682.1	A	anno1.g2080.t1	A
rna-XM_056791869.1	A	anno1.g6107.t2	A
rna-XM_056791872.1	A	anno1.g10416.t2	A
rna-XM_056789153.1	A	anno1.g9017.t2	A
rna-XM_056789239.1	A	anno1.g8939.t1	A
rna-XM_056789176.1	A	anno1.g8940.t1	A
rna-XM_056789189.1	A	anno1.g8941.t1	A
rna-XM_056789224.1	A	anno1.g9268.t1	A
rna-XM_056789163.1	A	anno1.g9267.t1	A
rna-XM_056792188.1	A	anno1.g10769.t1	A
rna-XM_056791657.1	A	anno1.g11225.t1	A
rna-XM_056791671.1	A	anno1.g11224.t1	A
rna-XM_056791720.1	A	anno1.g9241.t1	A
rna-XM_056776149.1	A	anno1.g9244.t1	A
rna-XM_056778959.1	A	anno1.g9246.t1	A
rna-XM_056783591.1	A	anno1.g9247.t1	A
rna-XM_056783963.1	A	anno1.g9248.t1	A
rna-XM_056774734.1	A	anno1.g9250.t1	A
rna-XM_056783673.1	A	anno1.g10961.t1	A
rna-XM_056791721.1	A	anno1.g2872.t1	A
rna-XM_056781335.1	A	anno1.g10502.t1	A
rna-XM_056781363.1	A	anno1.g10503.t1	A
rna-XM_056781386.1	A	anno1.g6785.t1	A
rna-XM_056781440.1	A	anno1.g6786.t1	A
rna-XM_056781455.1	A	anno1.g4643.t3	A
rna-XM_056781505.1	A	anno1.g5274.t1	A
rna-XM_056781519.1	A	anno1.g9625.t1	A
rna-XM_056781543.1	A	anno1.g4640.t1	A
rna-XM_056781563.1	A	anno1.g4638.t1	A
rna-XM_056779227.1	A	anno1.g5604.t1	A
rna-XM_056787789.1	A	anno1.g9179.t1	A
rna-XM_056776677.1	A	anno1.g5601.t1	A
rna-XM_056791622.1	A	anno1.g2345.t3	A
rna-XM_056777963.1	A	anno1.g5557.t1	A
rna-XM_056790748.1	A	anno1.g5558.t1	A
rna-XM_056790735.1	A	anno1.g1172.t1	A
rna-XM_056774848.1	A	anno1.g1764.t1	A
rna-XM_056779044.1	A	anno1.g1765.t1	A
rna-XM_056779032.1	A	anno1.g1169.t1	A
rna-XM_056786625.1	A	anno1.g8757.t1	A
rna-XM_056781020.1	A	anno1.g5547.t1	A
rna-XM_056773659.1	A	anno1.g8176.t1	A
rna-XM_056778208.1	A	anno1.g8178.t2	A
rna-XM_056778187.1	A	anno1.g4839.t2	A
rna-XM_056791555.1	A	anno1.g366.t1	A
rna-XM_056791557.1	A	anno1.g5583.t1	A
rna-XM_056785521.1	A	anno1.g7416.t1	A
rna-XM_056781065.1	A	anno1.g3196.t1	A
rna-XM_056783672.1	A	anno1.g364.t1	A
rna-XM_056792278.1	A	anno1.g5571.t1	A
rna-XM_056792444.1	A	anno1.g2987.t1	A
rna-XM_056783547.1	A	anno1.g6027.t1	A
rna-XM_056783579.1	A	anno1.g10640.t1	A
rna-XM_056784671.1	A	anno1.g3253.t2	A
rna-XM_056791641.1	A	anno1.g8294.t1	A
rna-XM_056791642.1	A	anno1.g3251.t1	A
rna-XM_056791643.1	A	anno1.g6612.t1	A
rna-XM_056791638.1	A	anno1.g1040.t1	A
rna-XM_056783122.1	A	anno1.g1039.t3	A
rna-XM_056792774.1	A	anno1.g1038.t1	A
rna-XM_056792033.1	A	anno1.g1037.t1	A
rna-XM_056786880.1	A	anno1.g1036.t1	A
rna-XM_056777830.1	A	anno1.g1033.t1	A
rna-XM_056777878.1	A	anno1.g1032.t1	A
rna-XM_056788214.1	A	anno1.g1031.t1	A
rna-XM_056775309.1	A	anno1.g10024.t1	A
rna-XM_056775298.1	A	anno1.g342.t1	A
rna-XM_056774919.1	A	anno1.g9761.t1	A
rna-XM_056777790.1	A	anno1.g343.t1	A
rna-XM_056777803.1	A	anno1.g896.t1	A
rna-XM_056777817.1	A	anno1.g196.t1	A
rna-XM_056791061.1	A	anno1.g197.t1	A
rna-XM_056791099.1	A	anno1.g216.t2	A
rna-XM_056791126.1	A	anno1.g211.t2	A
rna-XM_056791148.1	A	anno1.g335.t1	A
rna-XM_056782534.1	A	anno1.g198.t1	A
rna-XM_056783765.1	A	anno1.g203.t1	A
rna-XM_056783754.1	A	anno1.g201.t1	A
rna-XM_056779895.1	A	anno1.g336.t1	A
rna-XM_056779478.1	A	anno1.g200.t1	A
rna-XM_056792046.1	A	anno1.g212.t2	A
rna-XM_056792061.1	A	anno1.g204.t1	A
rna-XM_056784273.1	A	anno1.g205.t1	A
rna-XM_056784295.1	A	anno1.g207.t1	A
rna-XM_056784698.1	A	anno1.g6784.t1	A
rna-XM_056791744.1	A	anno1.g8748.t2	A
rna-XM_056780364.1	A	anno1.g8746.t1	A
rna-XM_056791692.1	A	anno1.g3603.t1	A
rna-XM_056791691.1	A	anno1.g9413.t1	A
rna-XM_056791700.1	A	anno1.g9411.t1	A
rna-XM_056791698.1	A	anno1.g9410.t2	A
rna-XM_056787704.1	A	anno1.g9409.t1	A
rna-XM_056787674.1	A	anno1.g9407.t1	A
rna-XM_056787731.1	A	anno1.g9408.t1	A
rna-XM_056787757.1	A	anno1.g9406.t1	A
rna-XM_056787777.1	A	anno1.g11220.t1	A
rna-XM_056785906.1	A	anno1.g11218.t1	A
rna-XM_056789987.1	A	anno1.g11217.t1	A
rna-XM_056792607.1	A	anno1.g9393.t1	A
rna-XM_056780050.1	A	anno1.g801.t1	A
rna-XM_056792916.1	A	anno1.g11163.t1	A
rna-XM_056782598.1	A	anno1.g3597.t1	A
rna-XM_056781181.1	A	anno1.g3594.t1	A
rna-XM_056791922.1	A	anno1.g3593.t1	A
rna-XM_056776550.1	A	anno1.g3908.t2	A
rna-XM_056782546.1	A	anno1.g11297.t1	A
rna-XM_056775644.1	A	anno1.g11296.t1	A
rna-XM_056791885.1	A	anno1.g11294.t1	A
rna-XM_056791884.1	A	anno1.g11289.t1	A
rna-XM_056791888.1	A	anno1.g3189.t1	A
rna-XM_056791890.1	A	anno1.g3190.t2	A
rna-XM_056779467.1	A	anno1.g11150.t1	A
rna-XM_056777419.1	A	anno1.g10334.t1	A
rna-XM_056773804.1	A	anno1.g5565.t1	A
rna-XM_056774003.1	A	anno1.g11065.t1	A
rna-XM_056773990.1	A	anno1.g1052.t1	A
rna-XM_056784755.1	A	anno1.g11069.t1	A
rna-XM_056781323.1	A	anno1.g5564.t1	A
rna-XM_056778526.1	A	anno1.g7575.t1	A
rna-XM_056773647.1	A	anno1.g11093.t1	A
rna-XM_056778004.1	A	anno1.g11343.t1	A
rna-XM_056777976.1	A	anno1.g7769.t1	A
rna-XM_056791685.1	A	anno1.g3599.t1	A
rna-XM_056791683.1	A	anno1.g10332.t1	A
rna-XM_056791688.1	A	anno1.g10459.t1	A
rna-XM_056775015.1	A	anno1.g6447.t1	A
rna-XM_056783861.1	A	anno1.g10330.t1	A
rna-XM_056785919.1	A	anno1.g10331.t1	A
rna-XM_056791904.1	A	anno1.g7105.t1	A
rna-XM_056791911.1	A	anno1.g10923.t1	A
rna-XM_056775123.1	A	anno1.g3598.t1	A
rna-XM_056776003.1	A	anno1.g11070.t5	A
rna-XM_056780652.1	A	anno1.g10956.t1	A
rna-XM_056782560.1	A	anno1.g10457.t1	A
rna-XM_056782574.1	A	anno1.g10458.t1	A
rna-XM_056791842.1	A	anno1.g2100.t1	A
rna-XM_056791829.1	A	anno1.g2418.t1	A
rna-XM_056781925.1	A	anno1.g10952.t3	A
rna-XM_056784824.1	A	anno1.g10333.t2	A
rna-XM_056784868.1	A	anno1.g1506.t1	A
rna-XM_056784804.1	A	anno1.g10951.t1	A
rna-XM_056784887.1	A	anno1.g10713.t1	A
rna-XM_056781854.1	A	anno1.g10714.t1	A
rna-XM_056781894.1	A	anno1.g10715.t1	A
rna-XM_056788762.1	A	anno1.g10717.t1	A
rna-XM_056788748.1	A	anno1.g10718.t1	A
rna-XM_056788618.1	A	anno1.g10752.t2	A
rna-XM_056788671.1	A	anno1.g10965.t1	A
rna-XM_056788575.1	A	anno1.g10966.t2	A
rna-XM_056788696.1	A	anno1.g10967.t1	A
rna-XM_056788716.1	A	anno1.g10968.t1	A
rna-XM_056788683.1	A	anno1.g2534.t1	A
rna-XM_056788630.1	A	anno1.g10329.t1	A
rna-XM_056788641.1	A	anno1.g10328.t1	A
rna-XM_056788597.1	A	anno1.g10326.t1	A
rna-XM_056774029.1	A	anno1.g10325.t1	A
rna-XM_056776160.1	A	anno1.g9385.t1	A
rna-XM_056774447.1	A	anno1.g9207.t1	A
rna-XM_056792157.1	A	anno1.g9643.t1	A
rna-XM_056792177.1	A	anno1.g9644.t1	A
rna-XM_056774050.1	A	anno1.g9645.t1	A
rna-XM_056774062.1	A	anno1.g123.t1	A
rna-XM_056774074.1	A	anno1.g9647.t1	A
rna-XM_056784538.1	A	anno1.g5070.t2	A
rna-XM_056792203.1	A	anno1.g3186.t1	A
rna-XM_056792255.1	A	anno1.g3187.t1	A
rna-XM_056788205.1	A	anno1.g3188.t1	A
rna-XM_056791250.1	A	anno1.g3192.t1	A
rna-XM_056791256.1	A	anno1.g3191.t1	A
rna-XM_056791277.1	A	anno1.g338.t1	A
rna-XM_056791259.1	A	anno1.g7861.t1	A
rna-XM_056791290.1	A	anno1.g7862.t1	A
rna-XM_056783692.1	A	anno1.g339.t1	A
rna-XM_056778050.1	A	anno1.g6206.t2	A
rna-XM_056778147.1	A	anno1.g9642.t1	A
rna-XM_056781967.1	A	anno1.g3742.t1	A
rna-XM_056776032.1	A	anno1.g2215.t1	A
rna-XM_056776243.1	A	anno1.g2214.t1	A
rna-XM_056780331.1	A	anno1.g2371.t1	A
rna-XM_056780462.1	A	anno1.g11056.t1	A
rna-XM_056785191.1	A	anno1.g2373.t2	A
rna-XM_056774980.1	A	anno1.g11295.t1	A
rna-XM_056784989.1	A	anno1.g2372.t1	A
rna-XM_056785000.1	A	anno1.g11055.t1	A
rna-XM_056775593.1	A	anno1.g2688.t1	A
rna-XM_056775619.1	A	anno1.g4970.t1	A
rna-XM_056775565.1	A	anno1.g8855.t1	A
rna-XM_056779853.1	A	anno1.g5247.t1	A
rna-XM_056790447.1	A	anno1.g9873.t2	A
rna-XM_056790468.1	A	anno1.g2521.t2	A
rna-XM_056790514.1	A	anno1.g5251.t2	A
rna-XM_056780755.1	A	anno1.g9875.t1	A
rna-XM_056775107.1	A	anno1.g9876.t1	A
rna-XM_056780861.1	A	anno1.g5246.t1	A
rna-XM_056781048.1	A	anno1.g5245.t1	A
rna-XM_056781167.1	A	anno1.g370.t1	A
rna-XM_056781296.1	A	anno1.g371.t1	A
rna-XM_056781590.1	A	anno1.g8349.t1	A
rna-XM_056781755.1	A	anno1.g8627.t2	A
rna-XM_056781877.1	A	anno1.g8628.t1	A
rna-XM_056783060.1	A	anno1.g2390.t1	A
rna-XM_056782001.1	A	anno1.g8630.t1	A
rna-XM_056776923.1	A	anno1.g9013.t1	A
rna-XM_056781780.1	A	anno1.g9012.t1	A
rna-XM_056781792.1	A	anno1.g9011.t1	A
rna-XM_056792406.1	A	anno1.g9010.t1	A
rna-XM_056782769.1	A	anno1.g9009.t1	A
rna-XM_056788801.1	A	anno1.g9005.t1	A
rna-XM_056788832.1	A	anno1.g9542.t1	A
rna-XM_056788839.1	A	anno1.g1826.t1	A
rna-XM_056788366.1	A	anno1.g1829.t1	A
rna-XM_056788345.1	A	anno1.g1830.t1	A
rna-XM_056788380.1	A	anno1.g1831.t1	A
rna-XM_056788323.1	A	anno1.g1832.t1	A
rna-XM_056788392.1	A	anno1.g1834.t1	A
rna-XM_056791830.1	A	anno1.g1835.t1	A
rna-XM_056775670.1	A	anno1.g1837.t1	A
rna-XM_056775922.1	A	anno1.g1840.t1	A
rna-XM_056774433.1	A	anno1.g1844.t1	A
rna-XM_056791818.1	A	anno1.g1846.t2	A
rna-XM_056791820.1	A	anno1.g1847.t2	A
rna-XM_056791821.1	A	anno1.g1848.t1	A
rna-XM_056788451.1	A	anno1.g1166.t1	A
rna-XM_056788468.1	A	anno1.g6662.t1	A
rna-XM_056788526.1	A	anno1.g1342.t1	A
rna-XM_056785598.1	A	anno1.g9905.t1	A
rna-XM_056785586.1	A	anno1.g1343.t1	A
rna-XM_056773620.1	A	anno1.g1959.t2	A
rna-XM_056787800.1	A	anno1.g1957.t1	A
rna-XM_056788191.1	A	anno1.g6462.t1	A
rna-XM_056788199.1	A	anno1.g2150.t1	A
rna-XM_056780597.1	A	anno1.g1338.t1	A
rna-XM_056780321.1	A	anno1.g1337.t1	A
rna-XM_056773679.1	A	anno1.g6629.t1	A
rna-XM_056776529.1	A	anno1.g8561.t1	A
rna-XM_056781643.1	A	anno1.both_agree_g14163.t2	A
rna-XM_056781662.1	A	anno1.g7166.t1	A
rna-XM_056787579.1	A	anno1.g7163.t1	A
rna-XM_056787567.1	A	anno1.g7164.t1	A
rna-XM_056774743.1	A	anno1.g7165.t1	A
rna-XM_056778246.1	A	anno1.g8573.t1	A
rna-XM_056791963.1	A	anno1.g11926.t1	X
rna-XM_056779272.1	A	anno1.g764.t1	A
rna-XM_056785832.1	A	anno1.g1986.t1	A
rna-XM_056788107.1	A	anno1.g1985.t2	A
rna-XM_056787686.1	A	anno1.g1978.t2	A
rna-XM_056788339.1	A	anno1.g1979.t1	A
rna-XM_056773634.1	A	anno1.g2008.t1	A
rna-XM_056777454.1	A	anno1.g2009.t1	A
rna-XM_056789091.1	A	anno1.g714.t1	A
rna-XM_056789069.1	A	anno1.g712.t1	A
rna-XM_056789120.1	A	anno1.g9824.t1	A
rna-XM_056789143.1	A	anno1.g1708.t1	A
rna-XM_056775500.1	A	anno1.g11177.t1	A
rna-XM_056774215.1	A	anno1.g375.t1	A
rna-XM_056773725.1	A	anno1.g3674.t1	A
rna-XM_056776266.1	A	anno1.g3775.t1	A
rna-XM_056776309.1	A	anno1.g3655.t1	A
rna-XM_056782923.1	A	anno1.g3746.t1	A
rna-XM_056782883.1	A	anno1.g3745.t1	A
rna-XM_056782901.1	A	anno1.g3748.t1	A
rna-XM_056782851.1	A	anno1.g3656.t1	A
rna-XM_056792266.1	A	anno1.g3467.t1	A
rna-XM_056791779.1	A	anno1.g3794.t2	A
rna-XM_056791778.1	A	anno1.g3747.t1	A
rna-XM_056791780.1	A	anno1.g3803.t1	A
rna-XM_056786346.1	A	anno1.g3824.t2	A
rna-XM_056791825.1	A	anno1.g3445.t1	A
rna-XM_056791828.1	A	anno1.g3706.t1	A
rna-XM_056780681.1	A	anno1.g3707.t1	A
rna-XM_056791513.1	A	anno1.g4000.t2	A
rna-XM_056789528.1	A	anno1.g3998.t1	A
rna-XM_056787633.1	A	anno1.g4051.t1	A
rna-XM_056787665.1	A	anno1.g11145.t2	A
rna-XM_056787590.1	A	anno1.g1445.t2	A
rna-XM_056791574.1	A	anno1.g10702.t2	A
rna-XM_056791578.1	A	anno1.g10453.t2	A
rna-XM_056791603.1	A	anno1.g10456.t1	A
rna-XM_056791604.1	A	anno1.g10455.t1	A
rna-XM_056791607.1	A	anno1.g10692.t1	A
rna-XM_056791606.1	A	anno1.g10693.t1	A
rna-XM_056776725.1	A	anno1.g11146.t1	A
rna-XM_056776342.1	A	anno1.g10694.t1	A
rna-XM_056775146.1	A	anno1.g10695.t1	A
rna-XM_056785431.1	A	anno1.g10304.t1	A
rna-XM_056774340.1	A	anno1.g10305.t1	A
rna-XM_056784585.1	A	anno1.g10683.t1	A
rna-XM_056784598.1	A	anno1.g10684.t2	A
rna-XM_056784682.1	A	anno1.g10685.t1	A
rna-XM_056776864.1	A	anno1.g10686.t1	A
rna-XM_056776989.1	A	anno1.g10687.t1	A
rna-XM_056777228.1	A	anno1.g10690.t2	A
rna-XM_056777110.1	A	anno1.g10764.t1	A
rna-XM_056792385.1	A	anno1.g10691.t1	A
rna-XM_056781817.1	A	anno1.g9666.t1	A
rna-XM_056791710.1	A	anno1.g10460.t1	A
rna-XM_056791712.1	A	anno1.g10647.t2	A
rna-XM_056791713.1	A	anno1.g10648.t2	A
rna-XM_056779323.1	A	anno1.g10650.t1	A
rna-XM_056776571.1	A	anno1.g10654.t1	A
rna-XM_056777564.1	A	anno1.g10658.t1	A
rna-XM_056779562.1	A	anno1.g10659.t1	A
rna-XM_056774899.1	A	anno1.g2061.t1	A
rna-XM_056779965.1	A	anno1.g10660.t1	A
rna-XM_056786794.1	A	anno1.g10341.t1	A
rna-XM_056784649.1	A	anno1.g10340.t1	A
rna-XM_056784660.1	A	anno1.g1877.t1	A
rna-XM_056777802.1	A	anno1.g10339.t1	A
rna-XM_056782068.1	A	anno1.g11222.t2	A
rna-XM_056782082.1	A	anno1.g10346.t1	A
rna-XM_056785502.1	A	anno1.g6348.t1	A
rna-XM_056774641.1	A	anno1.g6711.t1	A
rna-XM_056783028.1	A	anno1.g5775.t3	A
rna-XM_056783039.1	A	anno1.g5974.t1	A
rna-XM_056783076.1	A	anno1.g6713.t1	A
rna-XM_056787283.1	A	anno1.g6712.t2	A
rna-XM_056781906.1	A	anno1.g9237.t1	A
rna-XM_056776411.1	A	anno1.g7553.t1	A
rna-XM_056780248.1	A	anno1.g8067.t1	A
rna-XM_056780261.1	A	anno1.g8420.t1	A
rna-XM_056792148.1	A	anno1.g6783.t1	A
rna-XM_056787555.1	A	anno1.g6623.t1	A
rna-XM_056776688.1	A	anno1.g6624.t1	A
rna-XM_056776203.1	A	anno1.g8798.t1	A
rna-XM_056779487.1	A	anno1.g3160.t1	A
rna-XM_056791787.1	A	anno1.g4870.t1	A
rna-XM_056791789.1	A	anno1.g3144.t1	A
rna-XM_056791790.1	A	anno1.g3143.t2	A
rna-XM_056791792.1	A	anno1.g3142.t2	A
rna-XM_056791854.1	A	anno1.g2338.t1	A
rna-XM_056791866.1	A	anno1.g891.t1	A
rna-XM_056776355.1	A	anno1.g3095.t1	A
rna-XM_056776348.1	A	anno1.g3099.t1	A
rna-XM_056789982.1	A	anno1.g3214.t1	A
rna-XM_056791206.1	A	anno1.g1487.t4	A
rna-XM_056791717.1	A	anno1.g7998.t1	A
rna-XM_056791718.1	A	anno1.g1504.t2	A
rna-XM_056786891.1	A	anno1.g8303.t1	A
rna-XM_056785491.1	A	anno1.g8304.t2	A
rna-XM_056792767.1	A	anno1.g7949.t2	A
rna-XM_056792776.1	A	anno1.g4007.t1	A
rna-XM_056792750.1	A	anno1.g3592.t1	A
rna-XM_056781954.1	A	anno1.g3604.t1	A
rna-XM_056782724.1	A	anno1.g10480.t1	A
rna-XM_056782735.1	A	anno1.g10477.t1	A
rna-XM_056782755.1	A	anno1.g10479.t2	A
rna-XM_056786875.1	A	anno1.g10481.t1	A
rna-XM_056783973.1	A	anno1.g11310.t1	A
rna-XM_056783987.1	A	anno1.g4093.t1	A
rna-XM_056791850.1	A	anno1.g3865.t1	A
rna-XM_056778865.1	A	anno1.g4055.t1	A
rna-XM_056784347.1	A	anno1.g3443.t1	A
rna-XM_056784332.1	A	anno1.g3444.t2	A
rna-XM_056784320.1	A	anno1.g3650.t1	A
rna-XM_056784387.1	A	anno1.g3647.t1	A
rna-XM_056784408.1	A	anno1.g3648.t1	A
rna-XM_056791794.1	A	anno1.g3646.t1	A
rna-XM_056791793.1	A	anno1.g3644.t1	A
rna-XM_056791796.1	A	anno1.g4062.t1	A
rna-XM_056783828.1	A	anno1.g10784.t1	A
rna-XM_056779641.1	A	anno1.g10762.t1	A
rna-XM_056779599.1	A	anno1.g9369.t2	A
rna-XM_056779620.1	A	anno1.g4050.t2	A
rna-XM_056785845.1	A	anno1.g4054.t2	A
rna-XM_056778287.1	A	anno1.g11274.t1	A
rna-XM_056780739.1	A	anno1.g10748.t1	A
rna-XM_056776509.1	A	anno1.g3323.t1	A
rna-XM_056791797.1	A	anno1.g10711.t1	A
rna-XM_056791798.1	A	anno1.g10710.t1	A
rna-XM_056791802.1	A	anno1.g3324.t1	A
rna-XM_056790162.1	A	anno1.g9027.t1	A
rna-XM_056790185.1	A	anno1.g10360.t1	A
rna-XM_056790174.1	A	anno1.g11234.t1	A
rna-XM_056781599.1	A	anno1.g10361.t1	A
rna-XM_056779775.1	A	anno1.g11116.t1	A
rna-XM_056777351.1	A	anno1.g10365.t1	A
rna-XM_056774770.1	A	anno1.g10366.t2	A
rna-XM_056791883.1	A	anno1.g9594.t1	A
rna-XM_056791882.1	A	anno1.g6643.t1	A
rna-XM_056776345.1	A	anno1.g8145.t1	A
rna-XM_056779059.1	A	anno1.g9592.t1	A
rna-XM_056779072.1	A	anno1.g9593.t1	A
rna-XM_056790401.1	A	anno1.g7199.t1	A
rna-XM_056778683.1	A	anno1.g7198.t1	A
rna-XM_056778701.1	A	anno1.g7415.t1	A
rna-XM_056778712.1	A	anno1.g6745.t1	A
rna-XM_056778725.1	A	anno1.g11185.t1	A
rna-XM_056778737.1	A	anno1.g11184.t1	A
rna-XM_056778756.1	A	anno1.g3321.t1	A
rna-XM_056779236.1	A	anno1.g6400.t1	A
rna-XM_056778768.1	A	anno1.g2536.t1	A
rna-XM_056778788.1	A	anno1.g11095.t2	A
rna-XM_056778892.1	A	anno1.g11091.t1	A
rna-XM_056778921.1	A	anno1.g3316.t1	A
rna-XM_056779461.1	A	anno1.g3307.t1	A
rna-XM_056782636.1	A	anno1.g3502.t2	A
rna-XM_056779501.1	A	anno1.g4021.t1	A
rna-XM_056781700.1	A	anno1.g3936.t1	A
rna-XM_056791862.1	A	anno1.g3583.t1	A
rna-XM_056791864.1	A	anno1.g6640.t1	A
rna-XM_056791867.1	A	anno1.g6641.t1	A
rna-XM_056791861.1	A	anno1.g6639.t2	A
rna-XM_056789998.1	A	anno1.g7438.t1	A
rna-XM_056790035.1	A	anno1.g7439.t1	A
rna-XM_056790045.1	A	anno1.g7440.t1	A
rna-XM_056780877.1	A	anno1.g6637.t1	A
rna-XM_056780919.1	A	anno1.g6638.t1	A
rna-XM_056774837.1	A	anno1.g6636.t1	A
rna-XM_056774828.1	A	anno1.g7679.t2	A
rna-XM_056779936.1	A	anno1.g7677.t1	A
rna-XM_056774817.1	A	anno1.g7676.t1	A
rna-XM_056785529.1	A	anno1.g7213.t1	A
rna-XM_056791757.1	A	anno1.g7471.t1	A
rna-XM_056780006.1	A	anno1.g10728.t1	A
rna-XM_056789547.1	A	anno1.g10698.t1	A
rna-XM_056789573.1	A	anno1.g3495.t1	A
rna-XM_056789591.1	A	anno1.g3846.t1	A
rna-XM_056789607.1	A	anno1.g10970.t2	A
rna-XM_056789685.1	A	anno1.g9745.t2	A
rna-XM_056789739.1	A	anno1.g10740.t1	A
rna-XM_056789695.1	A	anno1.g10742.t1	A
rna-XM_056789752.1	A	anno1.g10744.t1	A
rna-XM_056789788.1	A	anno1.g10746.t2	A
rna-XM_056789831.1	A	anno1.g10747.t2	A
rna-XM_056789854.1	A	anno1.g11183.t2	A
rna-XM_056789847.1	A	anno1.g11182.t1	A
rna-XM_056789869.1	A	anno1.g11181.t1	A
rna-XM_056789878.1	A	anno1.g10371.t1	A
rna-XM_056789885.1	A	anno1.g10372.t2	A
rna-XM_056789918.1	A	anno1.g10523.t1	A
rna-XM_056789944.1	A	anno1.g10524.t1	A
rna-XM_056789930.1	A	anno1.g10525.t1	A
rna-XM_056789899.1	A	anno1.g10526.t1	A
rna-XM_056781689.1	A	anno1.g11312.t1	A
rna-XM_056791760.1	A	anno1.g11191.t1	A
rna-XM_056791765.1	A	anno1.g11189.t1	A
rna-XM_056791767.1	A	anno1.g11187.t1	A
rna-XM_056785384.1	A	anno1.g7636.t1	A
rna-XM_056774016.1	A	anno1.g2289.t1	A
rna-XM_056782111.1	A	anno1.g7637.t1	A
rna-XM_056780643.1	A	anno1.g10592.t1	A
rna-XM_056775179.1	A	anno1.g10963.t1	A
rna-XM_056792972.1	A	anno1.g8017.t1	A
rna-XM_056792571.1	A	anno1.g6339.t1	A
rna-XM_056792573.1	A	anno1.g6340.t1	A
rna-XM_056792678.1	A	anno1.g6343.t1	A
rna-XM_056792861.1	A	anno1.g7417.t2	A
rna-XM_056792482.1	A	anno1.g6439.t1	A
rna-XM_056792483.1	A	anno1.g6440.t1	A
rna-XM_056792695.1	A	anno1.g6264.t1	A
rna-XM_056793027.1	A	anno1.g6263.t2	A
rna-XM_056773590.1	A	anno1.g6262.t1	A
rna-XM_056793252.1	A	anno1.g6030.t1	A
rna-XM_056773545.1	A	anno1.g8870.t1	A
rna-XM_056773547.1	A	anno1.g11373.t1	A
rna-XM_056792350.1	A	anno1.g4807.t2	A
rna-XM_056792558.1	A	anno1.g10.t1	A
rna-XM_056792559.1	A	anno1.g9450.t1	A
rna-XM_056792331.1	A	anno1.g960.t1	A
rna-XM_056792341.1	A	anno1.g7773.t1	A
rna-XM_056792335.1	A	anno1.g6024.t1	A
rna-XM_056792337.1	A	anno1.g1004.t2	A
rna-XM_056792338.1	A	anno1.g4981.t1	A
rna-XM_056792340.1	A	anno1.g1006.t1	A
rna-XM_056792345.1	A	anno1.g4942.t1	A
