D_sublineata	chromosome	A_obtectus	chromosome
rna-XM_056791754.1	A	anno1.g14266.t2	A
rna-XM_056777900.1	A	anno1.g11286.t2	A
rna-XM_056791560.1	A	anno1.g11921.t1	A
rna-XM_056774603.1	A	anno1.g11812.t1	A
rna-XM_056774592.1	A	anno1.g11948.t1	A
rna-XM_056774615.1	A	anno1.g11947.t1	A
rna-XM_056774628.1	A	anno1.g11946.t1	A
rna-XM_056784436.1	A	anno1.g7751.t2	A
rna-XM_056775066.1	A	anno1.g8477.t2	A
rna-XM_056791561.1	A	anno1.g8476.t1	A
rna-XM_056781842.1	A	anno1.g8475.t2	A
rna-XM_056773805.1	A	anno1.g8486.t1	A
rna-XM_056773839.1	A	anno1.g4658.t1	A
rna-XM_056779763.1	A	anno1.g8778.t2	A
rna-XM_056780194.1	A	anno1.g13706.t1	A
rna-XM_056778476.1	A	anno1.g1272.t1	A
rna-XM_056778514.1	A	anno1.g1271.t1	A
rna-XM_056774227.1	A	anno1.g13387.t1	A
rna-XM_056775966.1	A	anno1.g4634.t1	A
rna-XM_056781133.1	A	anno1.g4659.t2	A
rna-XM_056790940.1	A	anno1.g14196.t1	A
rna-XM_056790952.1	A	anno1.g14254.t1	A
rna-XM_056779801.1	A	anno1.g4631.t1	A
rna-XM_056779875.1	A	anno1.g8365.t1	A
rna-XM_056787453.1	A	anno1.g8362.t2	A
rna-XM_056780938.1	A	anno1.g8360.t2	A
rna-XM_056779908.1	A	anno1.g14261.t1	A
rna-XM_056792114.1	A	anno1.g4948.t1	A
rna-XM_056792126.1	A	anno1.g8180.t2	A
rna-XM_056792136.1	A	anno1.g11925.t1	A
rna-XM_056781714.1	A	anno1.g14256.t1	A
rna-XM_056775347.1	A	anno1.g8453.t1	A
rna-XM_056775439.1	A	anno1.g10021.t1	A
rna-XM_056775367.1	A	anno1.g9828.t1	A
rna-XM_056775429.1	A	anno1.g9826.t1	A
rna-XM_056791878.1	A	anno1.g11026.t1	A
rna-XM_056791486.1	A	anno1.g10081.t1	A
rna-XM_056783883.1	A	anno1.g9103.t1	A
rna-XM_056785063.1	A	anno1.g8777.t2	A
rna-XM_056774940.1	A	anno1.g14238.t2	A
rna-XM_056774952.1	A	anno1.g10022.t1	A
rna-XM_056774798.1	A	anno1.g10121.t1	A
rna-XM_056782005.1	A	anno1.g9831.t1	A
rna-XM_056782014.1	A	anno1.g9015.t1	A
rna-XM_056782028.1	A	anno1.g9091.t1	A
rna-XM_056791620.1	A	anno1.g9093.t2	A
rna-XM_056778175.1	A	anno1.g11918.t2	A
rna-XM_056786024.1	A	anno1.g12885.t1	A
rna-XM_056785927.1	A	anno1.g633.t1	A
rna-XM_056786149.1	A	anno1.g626.t1	A
rna-XM_056791809.1	A	anno1.g611.t2	A
rna-XM_056775286.1	A	anno1.g10746.t1	A
rna-XM_056775263.1	A	anno1.g1495.t1	A
rna-XM_056791645.1	A	anno1.g843.t1	A
rna-XM_056791651.1	A	anno1.g11624.t1	A
rna-XM_056791650.1	A	anno1.g9731.t1	A
rna-XM_056791652.1	A	anno1.g6123.t1	A
rna-XM_056791628.1	A	anno1.g6122.t2	A
rna-XM_056791653.1	A	anno1.g6121.t1	A
rna-XM_056791654.1	A	anno1.g6299.t2	A
rna-XM_056791658.1	A	anno1.g373.t1	A
rna-XM_056791629.1	A	anno1.g43.t1	A
rna-XM_056791660.1	A	anno1.g377.t2	A
rna-XM_056791681.1	A	anno1.g14706.t1	A
rna-XM_056791672.1	A	anno1.g1464.t1	A
rna-XM_056791662.1	A	anno1.g1466.t3	A
rna-XM_056791667.1	A	anno1.g14705.t1	A
rna-XM_056791680.1	A	anno1.g14702.t2	A
rna-XM_056784628.1	A	anno1.g291.t1	A
rna-XM_056791630.1	A	anno1.g368.t1	A
rna-XM_056782668.1	A	anno1.g11682.t1	A
rna-XM_056785702.1	A	anno1.g2842.t1	A
rna-XM_056779384.1	A	anno1.g14312.t1	A
rna-XM_056784232.1	A	anno1.g7324.t1	A
rna-XM_056774094.1	A	anno1.g2828.t1	A
rna-XM_056783915.1	A	anno1.g11251.t1	A
rna-XM_056783928.1	A	anno1.g11175.t1	A
rna-XM_056778162.1	A	anno1.g11255.t1	A
rna-XM_056791916.1	A	anno1.g11842.t1	A
rna-XM_056791912.1	A	anno1.g2650.t1	A
rna-XM_056791644.1	A	anno1.g2637.t1	A
rna-XM_056791795.1	A	anno1.g3888.t1	A
rna-XM_056791784.1	A	anno1.g3026.t1	A
rna-XM_056792691.1	A	anno1.g9745.t2	A
rna-XM_056791682.1	A	anno1.g6451.t1	A
rna-XM_056791869.1	A	anno1.g4236.t1	A
rna-XM_056791872.1	A	anno1.g1199.t2	A
rna-XM_056789153.1	A	anno1.g10092.t1	A
rna-XM_056789176.1	A	anno1.g9957.t1	A
rna-XM_056789189.1	A	anno1.g9953.t1	A
rna-XM_056789224.1	A	anno1.g7693.t1	A
rna-XM_056789163.1	A	anno1.g7694.t1	A
rna-XM_056791657.1	A	anno1.g165.t1	A
rna-XM_056791671.1	A	anno1.g158.t1	A
rna-XM_056791720.1	A	anno1.g7718.t1	A
rna-XM_056791715.1	A	anno1.g7132.t1	A
rna-XM_056776149.1	A	anno1.g7722.t1	A
rna-XM_056778959.1	A	anno1.g7724.t1	A
rna-XM_056783591.1	A	anno1.g7725.t1	A
rna-XM_056783963.1	A	anno1.g7713.t1	A
rna-XM_056774734.1	A	anno1.g7715.t1	A
rna-XM_056783673.1	A	anno1.g1033.t1	A
rna-XM_056791721.1	A	anno1.g6787.t1	A
rna-XM_056781335.1	A	anno1.g1264.t2	A
rna-XM_056781363.1	A	anno1.g1274.t1	A
rna-XM_056781386.1	A	anno1.g14495.t5	A
rna-XM_056781440.1	A	anno1.g14557.t1	A
rna-XM_056781455.1	A	anno1.g10677.t2	A
rna-XM_056781505.1	A	anno1.g4915.t1	A
rna-XM_056781519.1	A	anno1.g7386.t1	A
rna-XM_056781543.1	A	anno1.g10680.t1	A
rna-XM_056781563.1	A	anno1.g10681.t1	A
rna-XM_056781576.1	A	anno1.g4896.t1	A
rna-XM_056779227.1	A	anno1.g4689.t1	A
rna-XM_056787789.1	A	anno1.g7463.t1	A
rna-XM_056776677.1	A	anno1.g4692.t1	A
rna-XM_056791622.1	A	anno1.g6330.t3	A
rna-XM_056777963.1	A	anno1.g4742.t1	A
rna-XM_056790735.1	A	anno1.g13169.t1	A
rna-XM_056774848.1	A	anno1.g13931.t1	A
rna-XM_056779044.1	A	anno1.g13930.t2	A
rna-XM_056779032.1	A	anno1.g13168.t1	A
rna-XM_056786625.1	A	anno1.g9722.t1	A
rna-XM_056785787.1	A	anno1.g3943.t1	A
rna-XM_056781020.1	A	anno1.g4750.t1	A
rna-XM_056773659.1	A	anno1.g8910.t1	A
rna-XM_056778208.1	A	anno1.g8911.t1	A
rna-XM_056778187.1	A	anno1.g10564.t1	A
rna-XM_056791555.1	A	anno1.g12699.t1	A
rna-XM_056791557.1	A	anno1.g4709.t1	A
rna-XM_056785521.1	A	anno1.g4006.t1	A
rna-XM_056781065.1	A	anno1.g7181.t2	A
rna-XM_056783672.1	A	anno1.g12697.t1	A
rna-XM_056783978.1	A	anno1.g12695.t1	A
rna-XM_056783787.1	A	anno1.g12685.t1	A
rna-XM_056792278.1	A	anno1.g4727.t1	A
rna-XM_056792444.1	A	anno1.g11698.t1	A
rna-XM_056783547.1	A	anno1.g4087.t1	A
rna-XM_056783579.1	A	anno1.g1237.t1	A
rna-XM_056784671.1	A	anno1.g6089.t1	A
rna-XM_056791641.1	A	anno1.g8804.t1	A
rna-XM_056791642.1	A	anno1.g6088.t1	A
rna-XM_056791643.1	A	anno1.g2746.t1	A
rna-XM_056783122.1	A	anno1.g12613.t7	A
rna-XM_056792774.1	A	anno1.g12606.t1	A
rna-XM_056792033.1	A	anno1.g12605.t1	A
rna-XM_056786880.1	A	anno1.g12604.t1	A
rna-XM_056777878.1	A	anno1.g12601.t1	A
rna-XM_056788214.1	A	anno1.g12591.t1	A
rna-XM_056775309.1	A	anno1.g8348.t1	A
rna-XM_056775298.1	A	anno1.g12049.t1	A
rna-XM_056774919.1	A	anno1.g8659.t1	A
rna-XM_056777790.1	A	anno1.g12050.t1	A
rna-XM_056777803.1	A	anno1.g12441.t1	A
rna-XM_056777817.1	A	anno1.g13055.t1	A
rna-XM_056791061.1	A	anno1.g13056.t1	A
rna-XM_056791099.1	A	anno1.g13010.t1	A
rna-XM_056791126.1	A	anno1.g13044.t1	A
rna-XM_056791148.1	A	anno1.g12040.t1	A
rna-XM_056782534.1	A	anno1.g13057.t1	A
rna-XM_056783765.1	A	anno1.g13046.t1	A
rna-XM_056779895.1	A	anno1.g12041.t1	A
rna-XM_056779478.1	A	anno1.g13059.t2	A
rna-XM_056792046.1	A	anno1.g13045.t1	A
rna-XM_056792061.1	A	anno1.g13114.t1	A
rna-XM_056784273.1	A	anno1.g13112.t1	A
rna-XM_056784295.1	A	anno1.g13042.t1	A
rna-XM_056784698.1	A	anno1.g3655.t1	A
rna-XM_056791744.1	A	anno1.g9529.t2	A
rna-XM_056780364.1	A	anno1.g9527.t1	A
rna-XM_056791691.1	A	anno1.g7323.t2	A
rna-XM_056791699.1	A	anno1.g14840.t1	A
rna-XM_056791698.1	A	anno1.g7334.t1	A
rna-XM_056788245.1	A	anno1.g7333.t1	A
rna-XM_056787704.1	A	anno1.g7335.t1	A
rna-XM_056787674.1	A	anno1.g7337.t1	A
rna-XM_056787731.1	A	anno1.g7336.t1	A
rna-XM_056787757.1	A	anno1.g7338.t1	A
rna-XM_056785906.1	A	anno1.g150.t1	A
rna-XM_056789987.1	A	anno1.g149.t1	A
rna-XM_056792607.1	A	anno1.g7354.t1	A
rna-XM_056780050.1	A	anno1.g14834.t1	A
rna-XM_056792916.1	A	anno1.g365.t1	A
rna-XM_056782598.1	A	anno1.g10902.t1	A
rna-XM_056781181.1	A	anno1.g10905.t1	A
rna-XM_056791922.1	A	anno1.g10906.t1	A
rna-XM_056776550.1	A	anno1.g11351.t2	A
rna-XM_056782546.1	A	anno1.g1430.t1	A
rna-XM_056775644.1	A	anno1.g14514.t1	A
rna-XM_056791885.1	A	anno1.g1429.t1	A
rna-XM_056791884.1	A	anno1.g1423.t1	A
rna-XM_056791888.1	A	anno1.g7191.t1	A
rna-XM_056791890.1	A	anno1.g7190.t2	A
rna-XM_056779467.1	A	anno1.g286.t1	A
rna-XM_056777419.1	A	anno1.g11977.t1	A
rna-XM_056773804.1	A	anno1.g4721.t1	A
rna-XM_056774003.1	A	anno1.g1114.t1	A
rna-XM_056773990.1	A	anno1.g12627.t1	A
rna-XM_056781323.1	A	anno1.g4736.t2	A
rna-XM_056778526.1	A	anno1.g3900.t1	A
rna-XM_056773647.1	A	anno1.g1080.t1	A
rna-XM_056778004.1	A	anno1.g210.t1	A
rna-XM_056777976.1	A	anno1.g3226.t1	A
rna-XM_056791685.1	A	anno1.g10900.t1	A
rna-XM_056791683.1	A	anno1.g790.t1	A
rna-XM_056791688.1	A	anno1.g412.t1	A
rna-XM_056775015.1	A	anno1.g5726.t1	A
rna-XM_056783861.1	A	anno1.g794.t1	A
rna-XM_056785919.1	A	anno1.g793.t1	A
rna-XM_056791904.1	A	anno1.g3070.t1	A
rna-XM_056791911.1	A	anno1.g925.t1	A
rna-XM_056779711.1	A	anno1.g11260.t1	A
rna-XM_056775123.1	A	anno1.g10901.t1	A
rna-XM_056776003.1	A	anno1.g1109.t6	A
rna-XM_056780652.1	A	anno1.g1024.t1	A
rna-XM_056782560.1	A	anno1.g398.t1	A
rna-XM_056782574.1	A	anno1.g411.t1	A
rna-XM_056791829.1	A	anno1.g6223.t1	A
rna-XM_056781925.1	A	anno1.g815.t1	A
rna-XM_056780100.1	A	anno1.g11753.t1	A
rna-XM_056784824.1	A	anno1.g688.t2	A
rna-XM_056784868.1	A	anno1.g13390.t1	A
rna-XM_056784804.1	A	anno1.g820.t1	A
rna-XM_056784887.1	A	anno1.g612.t1	A
rna-XM_056781854.1	A	anno1.g619.t1	A
rna-XM_056781894.1	A	anno1.g618.t1	A
rna-XM_056788762.1	A	anno1.g623.t1	A
rna-XM_056788748.1	A	anno1.g624.t1	A
rna-XM_056788618.1	A	anno1.g660.t2	A
rna-XM_056788671.1	A	anno1.g1041.t1	A
rna-XM_056788696.1	A	anno1.g1044.t1	A
rna-XM_056788716.1	A	anno1.g1045.t1	A
rna-XM_056788683.1	A	anno1.g6377.t2	A
rna-XM_056788630.1	A	anno1.g797.t1	A
rna-XM_056788641.1	A	anno1.g799.t1	A
rna-XM_056788597.1	A	anno1.g802.t2	A
rna-XM_056774029.1	A	anno1.g803.t1	A
rna-XM_056776160.1	A	anno1.g7880.t1	A
rna-XM_056792157.1	A	anno1.g7362.t1	A
rna-XM_056792177.1	A	anno1.g7361.t1	A
rna-XM_056774050.1	A	anno1.g7360.t1	A
rna-XM_056774062.1	A	anno1.g12892.t1	A
rna-XM_056774074.1	A	anno1.g7359.t1	A
rna-XM_056774750.1	A	anno1.g7358.t1	A
rna-XM_056784538.1	A	anno1.g4822.t1	A
rna-XM_056792203.1	A	anno1.g7194.t1	A
rna-XM_056788205.1	A	anno1.g7192.t1	A
rna-XM_056791250.1	A	anno1.g7188.t1	A
rna-XM_056791256.1	A	anno1.g7189.t2	A
rna-XM_056791277.1	A	anno1.g12045.t1	A
rna-XM_056791259.1	A	anno1.g3314.t1	A
rna-XM_056791290.1	A	anno1.g3313.t1	A
rna-XM_056783692.1	A	anno1.g12044.t2	A
rna-XM_056778050.1	A	anno1.g5397.t4	A
rna-XM_056778147.1	A	anno1.g7363.t1	A
rna-XM_056781967.1	A	anno1.g10858.t2	A
rna-XM_056776032.1	A	anno1.g5884.t1	A
rna-XM_056776243.1	A	anno1.g5883.t1	A
rna-XM_056780331.1	A	anno1.g5887.t1	A
rna-XM_056780462.1	A	anno1.g1128.t1	A
rna-XM_056785191.1	A	anno1.g5889.t1	A
rna-XM_056784989.1	A	anno1.g5888.t3	A
rna-XM_056785000.1	A	anno1.g1129.t1	A
rna-XM_056775593.1	A	anno1.g5875.t1	A
rna-XM_056775619.1	A	anno1.g10289.t1	A
rna-XM_056779737.1	A	anno1.g1893.t1	X
rna-XM_056779853.1	A	anno1.g4882.t1	A
rna-XM_056790468.1	A	anno1.g6388.t1	A
rna-XM_056790514.1	A	anno1.g4885.t1	A
rna-XM_056780755.1	A	anno1.g8574.t1	A
rna-XM_056775107.1	A	anno1.g8575.t1	A
rna-XM_056780861.1	A	anno1.g4881.t1	A
rna-XM_056781048.1	A	anno1.g4880.t1	A
rna-XM_056781167.1	A	anno1.g12704.t1	A
rna-XM_056781296.1	A	anno1.g12705.t1	A
rna-XM_056781590.1	A	anno1.g8728.t1	A
rna-XM_056781755.1	A	anno1.g9452.t1	A
rna-XM_056781877.1	A	anno1.g9451.t1	A
rna-XM_056782487.1	A	anno1.g9450.t1	A
rna-XM_056782001.1	A	anno1.g9446.t1	A
rna-XM_056776923.1	A	anno1.g10094.t1	A
rna-XM_056781780.1	A	anno1.g10095.t1	A
rna-XM_056781792.1	A	anno1.g10096.t2	A
rna-XM_056792406.1	A	anno1.g10155.t2	A
rna-XM_056782769.1	A	anno1.g10156.t1	A
rna-XM_056788801.1	A	anno1.g10143.t1	A
rna-XM_056788832.1	A	anno1.g7537.t1	A
rna-XM_056788839.1	A	anno1.g13796.t1	A
rna-XM_056788366.1	A	anno1.g13793.t1	A
rna-XM_056788345.1	A	anno1.g13795.t1	A
rna-XM_056788380.1	A	anno1.g13794.t1	A
rna-XM_056788323.1	A	anno1.g13792.t1	A
rna-XM_056788392.1	A	anno1.g13791.t2	A
rna-XM_056791830.1	A	anno1.g13789.t1	A
rna-XM_056775670.1	A	anno1.g13788.t1	A
rna-XM_056775922.1	A	anno1.g13785.t1	A
rna-XM_056774433.1	A	anno1.g13778.t1	A
rna-XM_056776044.1	A	anno1.g2807.t1	A
rna-XM_056791818.1	A	anno1.g13775.t2	A
rna-XM_056791820.1	A	anno1.g13774.t1	A
rna-XM_056791821.1	A	anno1.g13773.t3	A
rna-XM_056788422.1	A	anno1.g13162.t1	A
rna-XM_056788451.1	A	anno1.g13171.t1	A
rna-XM_056788468.1	A	anno1.g3523.t1	A
rna-XM_056788535.1	A	anno1.g13274.t1	A
rna-XM_056788526.1	A	anno1.g13733.t2	A
rna-XM_056785598.1	A	anno1.g8491.t1	A
rna-XM_056785586.1	A	anno1.g13734.t1	A
rna-XM_056773620.1	A	anno1.g14630.t1	A
rna-XM_056787800.1	A	anno1.g13210.t1	A
rna-XM_056788191.1	A	anno1.g5713.t1	A
rna-XM_056788199.1	A	anno1.g5921.t1	A
rna-XM_056780597.1	A	anno1.g13943.t1	A
rna-XM_056780321.1	A	anno1.g13944.t2	A
rna-XM_056773679.1	A	anno1.g3698.t2	A
rna-XM_056776529.1	A	anno1.g9383.t1	A
rna-XM_056781643.1	A	anno1.g3351.t1	A
rna-XM_056781662.1	A	anno1.g3137.t1	A
rna-XM_056787579.1	A	anno1.g3142.t1	A
rna-XM_056787567.1	A	anno1.g3141.t1	A
rna-XM_056774743.1	A	anno1.g3139.t2	A
rna-XM_056778246.1	A	anno1.g9406.t1	A
rna-XM_056791963.1	A	anno1.g1911.t1	X
rna-XM_056779272.1	A	anno1.g14130.t1	A
rna-XM_056785832.1	A	anno1.g13246.t1	A
rna-XM_056788107.1	A	anno1.g13245.t1	A
rna-XM_056787686.1	A	anno1.g13248.t3	A
rna-XM_056788339.1	A	anno1.g13249.t1	A
rna-XM_056773634.1	A	anno1.g13288.t2	A
rna-XM_056777454.1	A	anno1.g13289.t1	A
rna-XM_056789091.1	A	anno1.g12163.t1	A
rna-XM_056789069.1	A	anno1.g12164.t1	A
rna-XM_056789120.1	A	anno1.g8626.t1	A
rna-XM_056789143.1	A	anno1.g13669.t2	A
rna-XM_056775500.1	A	anno1.g99.t1	A
rna-XM_056774215.1	A	anno1.g12707.t1	A
rna-XM_056773725.1	A	anno1.g11586.t1	A
rna-XM_056776266.1	A	anno1.g11735.t2	A
rna-XM_056776309.1	A	anno1.g10848.t2	A
rna-XM_056782923.1	A	anno1.g10854.t1	A
rna-XM_056782883.1	A	anno1.g10855.t1	A
rna-XM_056782936.1	A	anno1.g10760.t1	A
rna-XM_056782901.1	A	anno1.g10852.t2	A
rna-XM_056782851.1	A	anno1.g10849.t1	A
rna-XM_056792266.1	A	anno1.g11809.t1	A
rna-XM_056791779.1	A	anno1.g11675.t1	A
rna-XM_056791778.1	A	anno1.g10853.t1	A
rna-XM_056791780.1	A	anno1.g11437.t1	A
rna-XM_056786346.1	A	anno1.g11699.t3	A
rna-XM_056791825.1	A	anno1.g11021.t3	A
rna-XM_056791828.1	A	anno1.g10893.t1	A
rna-XM_056780681.1	A	anno1.g10892.t1	A
rna-XM_056791513.1	A	anno1.g11197.t1	A
rna-XM_056791463.1	A	anno1.g11198.t1	A
rna-XM_056789528.1	A	anno1.g11200.t1	A
rna-XM_056787633.1	A	anno1.g11307.t1	A
rna-XM_056787645.1	A	anno1.g666.t1	A
rna-XM_056776602.1	A	anno1.g654.t1	A
rna-XM_056787665.1	A	anno1.g290.t1	A
rna-XM_056787590.1	A	anno1.g14160.t1	A
rna-XM_056791574.1	A	anno1.g608.t1	A
rna-XM_056791578.1	A	anno1.g407.t1	A
rna-XM_056791603.1	A	anno1.g409.t1	A
rna-XM_056791604.1	A	anno1.g408.t1	A
rna-XM_056791607.1	A	anno1.g599.t1	A
rna-XM_056791606.1	A	anno1.g600.t1	A
rna-XM_056776725.1	A	anno1.g278.t2	A
rna-XM_056776342.1	A	anno1.g601.t1	A
rna-XM_056775146.1	A	anno1.g602.t1	A
rna-XM_056785431.1	A	anno1.g584.t1	A
rna-XM_056774340.1	A	anno1.g582.t1	A
rna-XM_056784585.1	A	anno1.g588.t1	A
rna-XM_056784598.1	A	anno1.g592.t2	A
rna-XM_056784682.1	A	anno1.g590.t2	A
rna-XM_056776864.1	A	anno1.g594.t2	A
rna-XM_056776989.1	A	anno1.g595.t1	A
rna-XM_056777228.1	A	anno1.g596.t1	A
rna-XM_056777110.1	A	anno1.g1006.t1	A
rna-XM_056792385.1	A	anno1.g598.t1	A
rna-XM_056781817.1	A	anno1.g7909.t1	A
rna-XM_056791710.1	A	anno1.g401.t1	A
rna-XM_056791712.1	A	anno1.g283.t1	A
rna-XM_056791713.1	A	anno1.g333.t1	A
rna-XM_056779323.1	A	anno1.g334.t1	A
rna-XM_056776571.1	A	anno1.g336.t1	A
rna-XM_056777538.1	A	anno1.g331.t1	A
rna-XM_056777341.1	A	anno1.g330.t1	A
rna-XM_056777564.1	A	anno1.g533.t1	A
rna-XM_056779562.1	A	anno1.g536.t1	A
rna-XM_056779965.1	A	anno1.g537.t1	A
rna-XM_056786794.1	A	anno1.g701.t1	A
rna-XM_056784649.1	A	anno1.g703.t1	A
rna-XM_056777802.1	A	anno1.g704.t1	A
rna-XM_056782068.1	A	anno1.g163.t4	A
rna-XM_056785502.1	A	anno1.g5580.t1	A
rna-XM_056778605.1	A	anno1.g2900.t1	A
rna-XM_056774641.1	A	anno1.g2899.t1	A
rna-XM_056783028.1	A	anno1.g4504.t3	A
rna-XM_056783039.1	A	anno1.g5731.t3	A
rna-XM_056783076.1	A	anno1.g2897.t1	A
rna-XM_056787283.1	A	anno1.g2898.t3	A
rna-XM_056777185.1	A	anno1.g5620.t1	A
rna-XM_056775159.1	A	anno1.g5582.t7	A
rna-XM_056781906.1	A	anno1.g7737.t1	A
rna-XM_056776411.1	A	anno1.g3272.t1	A
rna-XM_056776432.1	A	anno1.g1052.t1	A
rna-XM_056780248.1	A	anno1.g9221.t1	A
rna-XM_056780217.1	A	anno1.g6165.t1	A
rna-XM_056780261.1	A	anno1.g9248.t1	A
rna-XM_056792148.1	A	anno1.g3654.t1	A
rna-XM_056787555.1	A	anno1.g3706.t1	A
rna-XM_056776688.1	A	anno1.g3705.t1	A
rna-XM_056776203.1	A	anno1.g9478.t1	A
rna-XM_056778623.1	A	anno1.g9545.t1	A
rna-XM_056778747.1	A	anno1.g7137.t1	A
rna-XM_056779487.1	A	anno1.g7138.t1	A
rna-XM_056791787.1	A	anno1.g10376.t1	A
rna-XM_056791789.1	A	anno1.g7049.t1	A
rna-XM_056791788.1	A	anno1.g3774.t1	A
rna-XM_056791790.1	A	anno1.g7048.t1	A
rna-XM_056791792.1	A	anno1.g7047.t2	A
rna-XM_056791854.1	A	anno1.g6322.t1	A
rna-XM_056791866.1	A	anno1.g12445.t3	A
rna-XM_056776355.1	A	anno1.g7010.t2	A
rna-XM_056776348.1	A	anno1.g6999.t1	A
rna-XM_056789982.1	A	anno1.g7266.t1	A
rna-XM_056791716.1	A	anno1.g13375.t1	A
rna-XM_056791717.1	A	anno1.g9102.t1	A
rna-XM_056791718.1	A	anno1.g13388.t1	A
rna-XM_056786891.1	A	anno1.g8681.t2	A
rna-XM_056785491.1	A	anno1.g8680.t1	A
rna-XM_056792767.1	A	anno1.g9088.t1	A
rna-XM_056792776.1	A	anno1.g11188.t1	A
rna-XM_056792750.1	A	anno1.g10907.t1	A
rna-XM_056781954.1	A	anno1.g11469.t1	A
rna-XM_056782724.1	A	anno1.g449.t1	A
rna-XM_056782735.1	A	anno1.g438.t2	A
rna-XM_056782755.1	A	anno1.g450.t1	A
rna-XM_056786875.1	A	anno1.g448.t1	A
rna-XM_056783973.1	A	anno1.g1460.t1	A
rna-XM_056783987.1	A	anno1.g9773.t1	A
rna-XM_056791850.1	A	anno1.g11407.t1	A
rna-XM_056778865.1	A	anno1.g11310.t1	A
rna-XM_056784347.1	A	anno1.g11023.t3	A
rna-XM_056784332.1	A	anno1.g11022.t1	A
rna-XM_056784320.1	A	anno1.g10840.t1	A
rna-XM_056784387.1	A	anno1.g10838.t2	A
rna-XM_056784408.1	A	anno1.g10839.t1	A
rna-XM_056791794.1	A	anno1.g10837.t1	A
rna-XM_056791793.1	A	anno1.g10835.t1	A
rna-XM_056791796.1	A	anno1.g11317.t1	A
rna-XM_056779641.1	A	anno1.g1148.t1	A
rna-XM_056779599.1	A	anno1.g7796.t2	A
rna-XM_056779620.1	A	anno1.g11295.t2	A
rna-XM_056785845.1	A	anno1.g11309.t2	A
rna-XM_056778287.1	A	anno1.g1393.t1	A
rna-XM_056780739.1	A	anno1.g14331.t1	X
rna-XM_056776509.1	A	anno1.g6178.t1	A
rna-XM_056791797.1	A	anno1.g610.t1	A
rna-XM_056791798.1	A	anno1.g609.t1	A
rna-XM_056791802.1	A	anno1.g6177.t2	A
rna-XM_056790162.1	A	anno1.g10082.t1	A
rna-XM_056790185.1	A	anno1.g722.t1	A
rna-XM_056790174.1	A	anno1.g1333.t1	A
rna-XM_056781599.1	A	anno1.g723.t1	A
rna-XM_056779775.1	A	anno1.g78.t3	A
rna-XM_056777351.1	A	anno1.g718.t1	A
rna-XM_056774770.1	A	anno1.g717.t1	A
rna-XM_056791883.1	A	anno1.g7415.t1	A
rna-XM_056791882.1	A	anno1.g3579.t1	A
rna-XM_056783998.1	A	anno1.g2442.t1	A
rna-XM_056776345.1	A	anno1.g8884.t1	A
rna-XM_056779059.1	A	anno1.g7417.t1	A
rna-XM_056779072.1	A	anno1.g7416.t1	A
rna-XM_056790401.1	A	anno1.g2440.t1	A
rna-XM_056778683.1	A	anno1.g2438.t2	A
rna-XM_056778701.1	A	anno1.g3988.t1	A
rna-XM_056778712.1	A	anno1.g3602.t1	A
rna-XM_056778725.1	A	anno1.g346.t1	A
rna-XM_056778737.1	A	anno1.g342.t1	A
rna-XM_056778756.1	A	anno1.g6181.t1	A
rna-XM_056779236.1	A	anno1.g5682.t1	A
rna-XM_056778768.1	A	anno1.g6375.t1	A
rna-XM_056778788.1	A	anno1.g1078.t1	A
rna-XM_056778892.1	A	anno1.g1081.t2	A
rna-XM_056779350.1	A	anno1.g1082.t1	A
rna-XM_056778921.1	A	anno1.g6187.t1	A
rna-XM_056782636.1	A	anno1.g11773.t1	A
rna-XM_056779501.1	A	anno1.g11174.t1	A
rna-XM_056781700.1	A	anno1.g11254.t1	A
rna-XM_056791862.1	A	anno1.g10917.t1	A
rna-XM_056791864.1	A	anno1.g3587.t1	A
rna-XM_056791861.1	A	anno1.g3588.t1	A
rna-XM_056779687.1	A	anno1.g3974.t1	A
rna-XM_056789998.1	A	anno1.g3973.t1	A
rna-XM_056790035.1	A	anno1.g14800.t1	A
rna-XM_056790045.1	A	anno1.g3971.t1	A
rna-XM_056780877.1	A	anno1.g3589.t1	A
rna-XM_056780919.1	A	anno1.g3590.t1	A
rna-XM_056774837.1	A	anno1.g3592.t1	A
rna-XM_056774828.1	A	anno1.g2529.t2	A
rna-XM_056779936.1	A	anno1.g2527.t1	A
rna-XM_056774817.1	A	anno1.g2617.t1	A
rna-XM_056785529.1	A	anno1.g2472.t1	A
rna-XM_056791757.1	A	anno1.g3957.t1	A
rna-XM_056780006.1	A	anno1.g634.t1	A
rna-XM_056789547.1	A	anno1.g606.t1	A
rna-XM_056789573.1	A	anno1.g11769.t1	A
rna-XM_056789591.1	A	anno1.g11721.t1	A
rna-XM_056789607.1	A	anno1.g1060.t4	A
rna-XM_056789666.1	A	anno1.g13299.t1	A
rna-XM_056789685.1	A	anno1.g7987.t1	A
rna-XM_056789714.1	A	anno1.g642.t1	A
rna-XM_056789739.1	A	anno1.g644.t1	A
rna-XM_056789695.1	A	anno1.g646.t1	A
rna-XM_056789752.1	A	anno1.g649.t1	A
rna-XM_056789788.1	A	anno1.g650.t2	A
rna-XM_056789831.1	A	anno1.g651.t5	A
rna-XM_056789854.1	A	anno1.g14691.t2	A
rna-XM_056789847.1	A	anno1.g14692.t1	A
rna-XM_056789869.1	A	anno1.g14693.t2	A
