B_siliquastri	chromosome	D_carinulata	chromosome
BRAKERILHT00000001828	A	rna-XM_057812016.1	A
BRAKERILHT00000001178	A	rna-XM_057813492.1	A
BRAKERILHT00000000596	A	rna-XM_057811111.1	A
BRAKERILHT00000001496	A	rna-XM_057798880.1	A
BRAKERILHT00000002085	A	rna-XM_057803355.1	A
BRAKERILHT00000000497	A	rna-XM_057811688.1	A
BRAKERILHT00000001864	A	rna-XM_057814479.1	A
BRAKERILHT00000001451	A	rna-XM_057810167.1	X
BRAKERILHT00000000964	A	rna-XM_057810144.1	X
BRAKERILHT00000000483	A	rna-XM_057800442.1	A
BRAKERILHT00000000107	A	rna-XM_057800283.1	A
BRAKERILHT00000000746	A	rna-XM_057811969.1	A
BRAKERILHT00000001669	A	rna-XM_057800405.1	A
BRAKERILHT00000001725	A	rna-XM_057800847.1	A
BRAKERILHT00000001037	A	rna-XM_057801171.1	A
BRAKERILHT00000000657	A	rna-XM_057808697.1	A
BRAKERILHT00000000003	A	rna-XM_057815397.1	A
BRAKERILHT00000001891	A	rna-XM_057795588.1	A
BRAKERILHT00000001327	A	rna-XM_057810957.1	X
BRAKERILHT00000000719	A	rna-XM_057814918.1	A
BRAKERILHT00000000675	A	rna-XM_057804421.1	A
BRAKERILHT00000000796	A	rna-XM_057804425.1	A
BRAKERILHT00000001108	A	rna-XM_057802260.1	X
BRAKERILHT00000001727	A	rna-XM_057809629.1	A
BRAKERILHT00000002019	A	rna-XM_057803682.1	A
BRAKERILHT00000001738	A	rna-XM_057803679.1	A
BRAKERILHT00000001979	A	rna-XM_057802146.1	A
BRAKERILHT00000001788	A	rna-XM_057797955.1	A
BRAKERILHT00000001277	A	rna-XM_057806132.1	A
BRAKERILHT00000000089	A	rna-XM_057816741.1	A
BRAKERILHT00000002074	A	rna-XM_057816742.1	A
BRAKERILHT00000001147	A	rna-XM_057805097.1	A
BRAKERILHT00000001009	A	rna-XM_057800359.1	A
BRAKERILHT00000000503	A	rna-XM_057800360.1	A
BRAKERILHT00000000519	A	rna-XM_057800628.1	A
BRAKERILHT00000001415	A	rna-XM_057801516.1	A
BRAKERILHT00000001165	A	rna-XM_057800277.1	A
BRAKERILHT00000001038	A	rna-XM_057800516.1	A
BRAKERILHT00000001241	A	rna-XM_057804385.1	A
BRAKERILHT00000001967	A	rna-XM_057812222.1	A
BRAKERILHT00000001034	A	rna-XM_057812221.1	A
BRAKERILHT00000001506	A	rna-XM_057814493.1	A
BRAKERILHT00000002013	A	rna-XM_057799064.1	A
BRAKERILHT00000000251	A	rna-XM_057809169.1	A
BRAKERILHT00000000666	A	rna-XM_057794983.1	A
BRAKERILHT00000001526	A	rna-XM_057808419.1	A
BRAKERILHT00000001808	A	rna-XM_057797017.1	A
BRAKERILHT00000001016	A	rna-XM_057797015.1	A
BRAKERILHT00000001954	A	rna-XM_057814654.1	A
BRAKERILHT00000000710	A	rna-XM_057795502.1	A
BRAKERILHT00000000218	A	rna-XM_057795295.1	A
BRAKERILHT00000000770	A	rna-XM_057800473.1	A
BRAKERILHT00000000004	A	rna-XM_057811518.1	A
BRAKERILHT00000000996	A	rna-XM_057805294.1	X
BRAKERILHT00000001640	A	rna-XM_057811289.1	A
BRAKERILHT00000001706	A	rna-XM_057814663.1	A
BRAKERILHT00000000522	A	rna-XM_057814716.1	A
BRAKERILHT00000001350	A	rna-XM_057816233.1	A
BRAKERILHT00000001633	A	rna-XM_057816349.1	A
BRAKERILHT00000001969	A	rna-XM_057795617.1	A
BRAKERILHT00000000380	A	rna-XM_057795622.1	A
BRAKERILHT00000001295	A	rna-XM_057808487.1	A
BRAKERILHT00000000806	A	rna-XM_057807927.1	A
BRAKERILHT00000000230	A	rna-XM_057808538.1	A
BRAKERILHT00000001344	A	rna-XM_057808024.1	A
BRAKERILHT00000000063	A	rna-XM_057808542.1	A
BRAKERILHT00000000673	A	rna-XM_057808547.1	A
BRAKERILHT00000001342	A	rna-XM_057808545.1	A
BRAKERILHT00000002006	A	rna-XM_057807990.1	A
BRAKERILHT00000001430	A	rna-XM_057808305.1	A
BRAKERILHT00000001977	A	rna-XM_057807941.1	A
BRAKERILHT00000000971	A	rna-XM_057814490.1	A
BRAKERILHT00000000345	A	rna-XM_057814492.1	A
BRAKERILHT00000001632	A	rna-XM_057795591.1	A
BRAKERILHT00000001194	A	rna-XM_057808795.1	A
BRAKERILHT00000000540	A	rna-XM_057808797.1	A
BRAKERILHT00000001777	A	rna-XM_057813200.1	A
BRAKERILHT00000001183	A	rna-XM_057795293.1	A
BRAKERILHT00000001452	A	rna-XM_057795294.1	A
BRAKERILHT00000000844	A	rna-XM_057796332.1	A
BRAKERILHT00000000518	A	rna-XM_057813375.1	A
BRAKERILHT00000000958	A	rna-XM_057797009.1	A
BRAKERILHT00000002151	A	rna-XM_057797014.1	A
BRAKERILHT00000000026	A	rna-XM_057815690.1	A
BRAKERILHT00000001689	A	rna-XM_057814489.1	A
BRAKERILHT00000001219	A	rna-XM_057815643.1	A
BRAKERILHT00000000738	A	rna-XM_057795664.1	A
BRAKERILHT00000001789	A	rna-XM_057799017.1	A
BRAKERILHT00000000561	A	rna-XM_057799014.1	A
BRAKERILHT00000001144	A	rna-XM_057799343.1	A
BRAKERILHT00000002157	A	rna-XM_057799929.1	A
BRAKERILHT00000000275	A	rna-XM_057799860.1	A
BRAKERILHT00000001780	A	rna-XM_057797868.1	A
BRAKERILHT00000000082	A	rna-XM_057799404.1	A
BRAKERILHT00000001702	A	rna-XM_057802281.1	A
BRAKERILHT00000000946	A	rna-XM_057805883.1	A
BRAKERILHT00000001600	A	rna-XM_057806238.1	A
BRAKERILHT00000000235	A	rna-XM_057806483.1	A
BRAKERILHT00000001189	A	rna-XM_057806241.1	A
BRAKERILHT00000001765	A	rna-XM_057805676.1	A
BRAKERILHT00000002104	A	rna-XM_057806353.1	A
BRAKERILHT00000000562	A	rna-XM_057806356.1	A
BRAKERILHT00000000132	A	rna-XM_057806362.1	A
BRAKERILHT00000000674	A	rna-XM_057806357.1	A
BRAKERILHT00000002172	A	rna-XM_057813794.1	A
BRAKERILHT00000000325	A	rna-XM_057801995.1	A
BRAKERILHT00000001624	A	rna-XM_057809201.1	A
BRAKERILHT00000001655	A	rna-XM_057813868.1	A
BRAKERILHT00000001794	A	rna-XM_057807335.1	A
BRAKERILHT00000001466	A	rna-XM_057813196.1	A
BRAKERILHT00000002068	A	rna-XM_057807331.1	A
BRAKERILHT00000002048	A	rna-XM_057801917.1	A
BRAKERILHT00000001163	A	rna-XM_057802322.1	A
BRAKERILHT00000000576	A	rna-XM_057802211.1	A
BRAKERILHT00000001685	A	rna-XM_057801616.1	A
BRAKERILHT00000000263	A	rna-XM_057813456.1	A
BRAKERILHT00000001813	A	rna-XM_057813324.1	A
BRAKERILHT00000002131	A	rna-XM_057811673.1	A
BRAKERILHT00000001510	A	rna-XM_057814437.1	A
BRAKERILHT00000000505	A	rna-XM_057813791.1	A
BRAKERILHT00000001011	A	rna-XM_057813788.1	A
BRAKERILHT00000001657	A	rna-XM_057799697.1	A
BRAKERILHT00000000473	A	rna-XM_057813341.1	A
BRAKERILHT00000000382	A	rna-XM_057813734.1	A
BRAKERILHT00000001960	A	rna-XM_057804844.1	A
BRAKERILHT00000001628	A	rna-XM_057797880.1	A
BRAKERILHT00000000875	A	rna-XM_057814960.1	A
BRAKERILHT00000002050	A	rna-XM_057814878.1	A
BRAKERILHT00000001460	A	rna-XM_057804953.1	A
BRAKERILHT00000000590	A	rna-XM_057804950.1	A
BRAKERILHT00000001768	A	rna-XM_057810179.1	A
BRAKERILHT00000000252	A	rna-XM_057810887.1	A
BRAKERILHT00000001416	A	rna-XM_057812036.1	A
BRAKERILHT00000002040	A	rna-XM_057812202.1	A
BRAKERILHT00000000487	A	rna-XM_057812198.1	A
BRAKERILHT00000001597	A	rna-XM_057812203.1	A
BRAKERILHT00000000172	A	rna-XM_057810075.1	A
BRAKERILHT00000001390	A	rna-XM_057810457.1	A
BRAKERILHT00000000885	A	rna-XM_057810454.1	A
BRAKERILHT00000002141	A	rna-XM_057810463.1	A
BRAKERILHT00000000551	A	rna-XM_057814714.1	A
BRAKERILHT00000001737	A	rna-XM_057814702.1	A
BRAKERILHT00000000377	A	rna-XM_057801480.1	A
BRAKERILHT00000000905	A	rna-XM_057801479.1	A
BRAKERILHT00000001551	A	rna-XM_057813800.1	A
BRAKERILHT00000002159	A	rna-XM_057797729.1	A
BRAKERILHT00000001693	A	rna-XM_057797500.1	A
BRAKERILHT00000000135	A	rna-XM_057800713.1	A
BRAKERILHT00000000762	A	rna-XM_057800715.1	A
BRAKERILHT00000001914	A	rna-XM_057797643.1	A
BRAKERILHT00000002008	A	rna-XM_057802323.1	A
BRAKERILHT00000001145	A	rna-XM_057795809.1	A
BRAKERILHT00000000985	A	rna-XM_057802369.1	A
BRAKERILHT00000000557	A	rna-XM_057811664.1	A
BRAKERILHT00000000397	A	rna-XM_057802560.1	A
BRAKERILHT00000001032	A	rna-XM_057802559.1	A
BRAKERILHT00000001639	A	rna-XM_057805878.1	A
BRAKERILHT00000000086	A	rna-XM_057805563.1	A
BRAKERILHT00000001307	A	rna-XM_057805997.1	A
BRAKERILHT00000002078	A	rna-XM_057805380.1	A
BRAKERILHT00000001479	A	rna-XM_057813785.1	A
BRAKERILHT00000001641	A	rna-XM_057797530.1	A
BRAKERILHT00000000083	A	rna-XM_057810444.1	A
BRAKERILHT00000001004	A	rna-XM_057812522.1	A
BRAKERILHT00000000559	A	rna-XM_057807437.1	A
BRAKERILHT00000000974	A	rna-XM_057807439.1	A
BRAKERILHT00000002116	A	rna-XM_057807479.1	A
BRAKERILHT00000000724	A	rna-XM_057807482.1	A
BRAKERILHT00000001767	A	rna-XM_057807485.1	A
BRAKERILHT00000000055	A	rna-XM_057807524.1	A
BRAKERILHT00000001059	A	rna-XM_057807083.1	A
BRAKERILHT00000001288	A	rna-XM_057809802.1	A
BRAKERILHT00000001741	A	rna-XM_057809801.1	A
BRAKERILHT00000000227	A	rna-XM_057809248.1	A
BRAKERILHT00000001682	A	rna-XM_057815356.1	A
BRAKERILHT00000000715	A	rna-XM_057801390.1	A
BRAKERILHT00000001990	A	rna-XM_057799909.1	A
BRAKERILHT00000000389	A	rna-XM_057800583.1	A
BRAKERILHT00000001001	A	rna-XM_057799071.1	A
BRAKERILHT00000001618	A	rna-XM_057799073.1	A
BRAKERILHT00000001159	A	rna-XM_057799681.1	A
BRAKERILHT00000001604	A	rna-XM_057799679.1	A
BRAKERILHT00000002065	A	rna-XM_057797942.1	A
BRAKERILHT00000000928	A	rna-XM_057798148.1	A
BRAKERILHT00000000944	A	rna-XM_057797951.1	A
BRAKERILHT00000000485	A	rna-XM_057797995.1	A
BRAKERILHT00000000254	A	rna-XM_057809198.1	A
BRAKERILHT00000001444	A	rna-XM_057797479.1	A
BRAKERILHT00000001939	A	rna-XM_057812943.1	A
BRAKERILHT00000001456	A	rna-XM_057801126.1	A
BRAKERILHT00000000995	A	rna-XM_057798129.1	A
BRAKERILHT00000001649	A	rna-XM_057799684.1	A
BRAKERILHT00000001139	A	rna-XM_057799688.1	A
BRAKERILHT00000000716	A	rna-XM_057799745.1	A
BRAKERILHT00000000166	A	rna-XM_057795223.1	A
BRAKERILHT00000001745	A	rna-XM_057801316.1	A
BRAKERILHT00000001203	A	rna-XM_057806842.1	A
BRAKERILHT00000000812	A	rna-XM_057797419.1	A
BRAKERILHT00000001417	A	rna-XM_057804144.1	A
BRAKERILHT00000001904	A	rna-XM_057804154.1	A
BRAKERILHT00000000968	A	rna-XM_057808650.1	A
BRAKERILHT00000001673	A	rna-XM_057796552.1	A
BRAKERILHT00000000102	A	rna-XM_057801881.1	A
BRAKERILHT00000000747	A	rna-XM_057804929.1	A
BRAKERILHT00000001328	A	rna-XM_057796554.1	A
BRAKERILHT00000001913	A	rna-XM_057796016.1	A
BRAKERILHT00000001279	A	rna-XM_057815115.1	A
BRAKERILHT00000001894	A	rna-XM_057813621.1	A
BRAKERILHT00000000902	A	rna-XM_057800210.1	A
BRAKERILHT00000001208	A	rna-XM_057800889.1	A
BRAKERILHT00000002155	A	rna-XM_057808081.1	A
BRAKERILHT00000000317	A	rna-XM_057807853.1	A
BRAKERILHT00000000678	A	rna-XM_057814770.1	A
BRAKERILHT00000002098	A	rna-XM_057814587.1	A
BRAKERILHT00000000060	A	rna-XM_057811197.1	A
BRAKERILHT00000001571	A	rna-XM_057802648.1	A
BRAKERILHT00000000341	A	rna-XM_057797856.1	A
BRAKERILHT00000001806	A	rna-XM_057804671.1	A
BRAKERILHT00000001002	A	rna-XM_057811098.1	A
BRAKERILHT00000001198	A	rna-XM_057814863.1	A
BRAKERILHT00000000560	A	rna-XM_057815590.1	A
BRAKERILHT00000002108	A	rna-XM_057816402.1	A
BRAKERILHT00000001569	A	rna-XM_057799060.1	A
BRAKERILHT00000000607	A	rna-XM_057811255.1	A
BRAKERILHT00000002063	A	rna-XM_057814943.1	A
BRAKERILHT00000001449	A	rna-XM_057814944.1	A
BRAKERILHT00000000234	A	rna-XM_057814938.1	A
BRAKERILHT00000001784	A	rna-XM_057816204.1	A
BRAKERILHT00000001130	A	rna-XM_057808909.1	X
BRAKERILHT00000000683	A	rna-XM_057795318.1	A
BRAKERILHT00000000108	A	rna-XM_057810139.1	A
BRAKERILHT00000000938	A	rna-XM_057799181.1	A
BRAKERILHT00000000332	A	rna-XM_057810140.1	A
BRAKERILHT00000002143	A	rna-XM_057808229.1	A
BRAKERILHT00000001533	A	rna-XM_057814374.1	A
BRAKERILHT00000001150	A	rna-XM_057815091.1	A
BRAKERILHT00000000575	A	rna-XM_057813514.1	A
BRAKERILHT00000000195	A	rna-XM_057815067.1	A
BRAKERILHT00000001761	A	rna-XM_057815878.1	A
BRAKERILHT00000001933	A	rna-XM_057816854.1	A
BRAKERILHT00000001762	A	rna-XM_057816845.1	A
BRAKERILHT00000000264	A	rna-XM_057816636.1	A
BRAKERILHT00000001152	A	rna-XM_057815616.1	A
BRAKERILHT00000002059	A	rna-XM_057795408.1	A
BRAKERILHT00000001464	A	rna-XM_057795399.1	A
BRAKERILHT00000000650	A	rna-XM_057811115.1	X
BRAKERILHT00000000047	A	rna-XM_057800612.1	A
BRAKERILHT00000001621	A	rna-XM_057801018.1	A
BRAKERILHT00000001107	A	rna-XM_057795366.1	A
BRAKERILHT00000000187	A	rna-XM_057797111.1	A
BRAKERILHT00000000073	A	rna-XM_057804976.1	A
BRAKERILHT00000002165	A	rna-XM_057814744.1	A
BRAKERILHT00000001407	A	rna-XM_057800451.1	X
BRAKERILHT00000001461	A	rna-XM_057799960.1	A
BRAKERILHT00000000179	A	rna-XM_057801022.1	A
BRAKERILHT00000001856	A	rna-XM_057809326.1	X
BRAKERILHT00000001082	A	rna-XM_057809337.1	X
BRAKERILHT00000000226	A	rna-XM_057795320.1	A
BRAKERILHT00000000256	A	rna-XM_057800429.1	A
BRAKERILHT00000001668	A	rna-XM_057807503.1	A
BRAKERILHT00000000966	A	rna-XM_057808904.1	A
BRAKERILHT00000002010	A	rna-XM_057795782.1	A
BRAKERILHT00000001535	A	rna-XM_057802398.1	A
BRAKERILHT00000001098	A	rna-XM_057800315.1	A
BRAKERILHT00000000361	A	rna-XM_057813949.1	A
BRAKERILHT00000000098	A	rna-XM_057798089.1	A
BRAKERILHT00000001041	A	rna-XM_057797662.1	A
BRAKERILHT00000001351	A	rna-XM_057797664.1	A
BRAKERILHT00000002056	A	rna-XM_057797819.1	A
BRAKERILHT00000001326	A	rna-XM_057800866.1	A
BRAKERILHT00000000608	A	rna-XM_057800609.1	A
BRAKERILHT00000001575	A	rna-XM_057800611.1	A
BRAKERILHT00000000164	A	rna-XM_057797054.1	A
BRAKERILHT00000000822	A	rna-XM_057800563.1	A
BRAKERILHT00000001190	A	rna-XM_057800674.1	A
BRAKERILHT00000000292	A	rna-XM_057803958.1	A
BRAKERILHT00000001863	A	rna-XM_057803930.1	A
BRAKERILHT00000001137	A	rna-XM_057803892.1	A
BRAKERILHT00000000634	A	rna-XM_057795605.1	A
BRAKERILHT00000000993	A	rna-XM_057803889.1	A
BRAKERILHT00000000531	A	rna-XM_057803888.1	A
BRAKERILHT00000001462	A	rna-XM_057803956.1	A
BRAKERILHT00000001035	A	rna-XM_057803928.1	A
BRAKERILHT00000000296	A	rna-XM_057803881.1	A
BRAKERILHT00000000662	A	rna-XM_057810278.1	A
BRAKERILHT00000000331	A	rna-XM_057810834.1	A
BRAKERILHT00000001020	A	rna-XM_057810840.1	A
BRAKERILHT00000001202	A	rna-XM_057810843.1	A
BRAKERILHT00000001801	A	rna-XM_057800475.1	A
BRAKERILHT00000000240	A	rna-XM_057800233.1	A
BRAKERILHT00000000350	A	rna-XM_057802170.1	A
BRAKERILHT00000001166	A	rna-XM_057800459.1	A
BRAKERILHT00000002124	A	rna-XM_057807646.1	A
BRAKERILHT00000000413	A	rna-XM_057808258.1	A
BRAKERILHT00000000874	A	rna-XM_057808922.1	X
BRAKERILHT00000001734	A	rna-XM_057815143.1	A
BRAKERILHT00000000737	A	rna-XM_057797823.1	A
BRAKERILHT00000000878	A	rna-XM_057798302.1	A
BRAKERILHT00000001359	A	rna-XM_057813586.1	A
BRAKERILHT00000001516	A	rna-XM_057813596.1	A
BRAKERILHT00000001012	A	rna-XM_057815074.1	A
BRAKERILHT00000000133	A	rna-XM_057814536.1	A
BRAKERILHT00000001413	A	rna-XM_057814531.1	A
BRAKERILHT00000000446	A	rna-XM_057813699.1	A
BRAKERILHT00000002133	A	rna-XM_057797177.1	A
BRAKERILHT00000000854	A	rna-XM_057807726.1	A
BRAKERILHT00000000619	A	rna-XM_057807723.1	A
BRAKERILHT00000001339	A	rna-XM_057796560.1	A
BRAKERILHT00000002045	A	rna-XM_057796555.1	A
BRAKERILHT00000000903	A	rna-XM_057796550.1	A
BRAKERILHT00000001247	A	rna-XM_057796549.1	A
BRAKERILHT00000000387	A	rna-XM_057809797.1	A
BRAKERILHT00000000460	A	rna-XM_057803147.1	A
BRAKERILHT00000000601	A	rna-XM_057802230.1	A
BRAKERILHT00000001095	A	rna-XM_057802234.1	A
BRAKERILHT00000001886	A	rna-XM_057808140.1	A
BRAKERILHT00000000273	A	rna-XM_057807975.1	A
BRAKERILHT00000001306	A	rna-XM_057808506.1	A
BRAKERILHT00000001467	A	rna-XM_057807992.1	A
BRAKERILHT00000001927	A	rna-XM_057807676.1	A
BRAKERILHT00000000032	A	rna-XM_057808114.1	A
BRAKERILHT00000001701	A	rna-XM_057808154.1	A
BRAKERILHT00000000340	A	rna-XM_057808233.1	A
BRAKERILHT00000002018	A	rna-XM_057807858.1	A
BRAKERILHT00000000457	A	rna-XM_057808910.1	A
BRAKERILHT00000000288	A	rna-XM_057808167.1	A
BRAKERILHT00000000914	A	rna-XM_057812824.1	A
BRAKERILHT00000000470	A	rna-XM_057813705.1	A
BRAKERILHT00000000141	A	rna-XM_057813697.1	A
BRAKERILHT00000000670	A	rna-XM_057813695.1	A
BRAKERILHT00000001372	A	rna-XM_057813704.1	A
BRAKERILHT00000001836	A	rna-XM_057807850.1	A
BRAKERILHT00000000328	A	rna-XM_057807869.1	A
BRAKERILHT00000000295	A	rna-XM_057807715.1	A
BRAKERILHT00000000898	A	rna-XM_057807716.1	A
BRAKERILHT00000001207	A	rna-XM_057807794.1	A
BRAKERILHT00000001844	A	rna-XM_057800100.1	A
BRAKERILHT00000002170	A	rna-XM_057815875.1	A
BRAKERILHT00000000310	A	rna-XM_057804935.1	A
BRAKERILHT00000001234	A	rna-XM_057799349.1	A
BRAKERILHT00000001268	A	rna-XM_057806695.1	A
BRAKERILHT00000001052	A	rna-XM_057799294.1	X
BRAKERILHT00000000322	A	rna-XM_057808898.1	A
BRAKERILHT00000000019	A	rna-XM_057808254.1	A
BRAKERILHT00000001713	A	rna-XM_057803885.1	A
BRAKERILHT00000001097	A	rna-XM_057804578.1	A
BRAKERILHT00000000648	A	rna-XM_057803937.1	A
BRAKERILHT00000000139	A	rna-XM_057805094.1	A
BRAKERILHT00000001402	A	rna-XM_057805104.1	A
BRAKERILHT00000000759	A	rna-XM_057801878.1	A
BRAKERILHT00000000464	A	rna-XM_057805105.1	A
BRAKERILHT00000002031	A	rna-XM_057805101.1	A
BRAKERILHT00000001388	A	rna-XM_057805110.1	A
BRAKERILHT00000001239	A	rna-XM_057813628.1	A
BRAKERILHT00000000014	A	rna-XM_057795586.1	A
BRAKERILHT00000000410	A	rna-XM_057813619.1	A
BRAKERILHT00000001601	A	rna-XM_057814865.1	A
BRAKERILHT00000000412	A	rna-XM_057800868.1	A
BRAKERILHT00000001952	A	rna-XM_057800409.1	A
BRAKERILHT00000001950	A	rna-XM_057794993.1	A
BRAKERILHT00000000068	A	rna-XM_057800770.1	A
BRAKERILHT00000000731	A	rna-XM_057799970.1	A
BRAKERILHT00000001853	A	rna-XM_057798514.1	A
BRAKERILHT00000002017	A	rna-XM_057797025.1	A
BRAKERILHT00000001529	A	rna-XM_057797026.1	A
BRAKERILHT00000001058	A	rna-XM_057797031.1	A
BRAKERILHT00000000106	A	rna-XM_057797030.1	A
BRAKERILHT00000000623	A	rna-XM_057797033.1	A
BRAKERILHT00000001670	A	rna-XM_057797027.1	A
BRAKERILHT00000000071	A	rna-XM_057797029.1	A
BRAKERILHT00000001297	A	rna-XM_057802467.1	A
BRAKERILHT00000001971	A	rna-XM_057797072.1	A
BRAKERILHT00000000346	A	rna-XM_057797068.1	A
BRAKERILHT00000000558	A	rna-XM_057797067.1	A
BRAKERILHT00000001121	A	rna-XM_057796835.1	A
BRAKERILHT00000001661	A	rna-XM_057801221.1	A
BRAKERILHT00000001383	A	rna-XM_057801838.1	A
BRAKERILHT00000000889	A	rna-XM_057813630.1	A
BRAKERILHT00000000422	A	rna-XM_057813627.1	A
BRAKERILHT00000001324	A	rna-XM_057813632.1	A
BRAKERILHT00000001674	A	rna-XM_057802273.1	A
BRAKERILHT00000000365	A	rna-XM_057799967.1	A
BRAKERILHT00000000845	A	rna-XM_057799962.1	A
BRAKERILHT00000001463	A	rna-XM_057800353.1	A
BRAKERILHT00000001131	A	rna-XM_057800751.1	A
BRAKERILHT00000001083	A	rna-XM_057797756.1	A
BRAKERILHT00000000635	A	rna-XM_057798819.1	A
BRAKERILHT00000000151	A	rna-XM_057798564.1	A
BRAKERILHT00000001857	A	rna-XM_057798563.1	A
BRAKERILHT00000001590	A	rna-XM_057805160.1	A
BRAKERILHT00000000909	A	rna-XM_057814557.1	A
BRAKERILHT00000000461	A	rna-XM_057813634.1	A
BRAKERILHT00000000100	A	rna-XM_057797168.1	A
BRAKERILHT00000001849	A	rna-XM_057797170.1	A
BRAKERILHT00000002121	A	rna-XM_057797105.1	A
BRAKERILHT00000000120	A	rna-XM_057797156.1	A
BRAKERILHT00000002073	A	rna-XM_057795402.1	A
BRAKERILHT00000001084	A	rna-XM_057797083.1	A
BRAKERILHT00000000621	A	rna-XM_057797090.1	A
BRAKERILHT00000001411	A	rna-XM_057800247.1	A
BRAKERILHT00000001609	A	rna-XM_057800192.1	A
BRAKERILHT00000001080	A	rna-XM_057810839.1	A
BRAKERILHT00000000680	A	rna-XM_057807747.1	A
BRAKERILHT00000001776	A	rna-XM_057808108.1	A
BRAKERILHT00000001308	A	rna-XM_057808265.1	A
BRAKERILHT00000001053	A	rna-XM_057807804.1	A
BRAKERILHT00000001512	A	rna-XM_057808518.1	A
BRAKERILHT00000000278	A	rna-XM_057807774.1	A
BRAKERILHT00000001140	A	rna-XM_057797125.1	A
BRAKERILHT00000000453	A	rna-XM_057815420.1	A
BRAKERILHT00000001167	A	rna-XM_057797023.1	A
BRAKERILHT00000001400	A	rna-XM_057812686.1	A
BRAKERILHT00000001216	A	rna-XM_057812685.1	A
BRAKERILHT00000000578	A	rna-XM_057813026.1	A
BRAKERILHT00000002087	A	rna-XM_057812661.1	A
BRAKERILHT00000000906	A	rna-XM_057812670.1	A
BRAKERILHT00000001371	A	rna-XM_057812818.1	A
BRAKERILHT00000001996	A	rna-XM_057813027.1	A
BRAKERILHT00000001022	A	rna-XM_057812122.1	A
BRAKERILHT00000000564	A	rna-XM_057811185.1	A
BRAKERILHT00000001560	A	rna-XM_057808010.1	A
BRAKERILHT00000002060	A	rna-XM_057808012.1	A
BRAKERILHT00000000364	A	rna-XM_057802280.1	A
BRAKERILHT00000001995	A	rna-XM_057802595.1	A
BRAKERILHT00000000426	A	rna-XM_057802596.1	A
BRAKERILHT00000002149	A	rna-XM_057799419.1	A
BRAKERILHT00000001211	A	rna-XM_057799409.1	A
BRAKERILHT00000000646	A	rna-XM_057799417.1	A
BRAKERILHT00000000017	A	rna-XM_057799422.1	A
BRAKERILHT00000000839	A	rna-XM_057813636.1	A
BRAKERILHT00000001218	A	rna-XM_057805093.1	A
BRAKERILHT00000001236	A	rna-XM_057802074.1	A
BRAKERILHT00000000629	A	rna-XM_057802081.1	A
BRAKERILHT00000000286	A	rna-XM_057802076.1	A
BRAKERILHT00000000684	A	rna-XM_057803492.1	A
BRAKERILHT00000001644	A	rna-XM_057802187.1	A
BRAKERILHT00000000144	A	rna-XM_057799493.1	A
BRAKERILHT00000000884	A	rna-XM_057799046.1	A
BRAKERILHT00000000222	A	rna-XM_057798985.1	A
BRAKERILHT00000000654	A	rna-XM_057799764.1	A
BRAKERILHT00000001523	A	rna-XM_057799773.1	A
BRAKERILHT00000000284	A	rna-XM_057802607.1	A
BRAKERILHT00000000786	A	rna-XM_057802578.1	A
BRAKERILHT00000001264	A	rna-XM_057794924.1	A
BRAKERILHT00000000044	A	rna-XM_057807002.1	A
BRAKERILHT00000000058	A	rna-XM_057808905.1	A
BRAKERILHT00000000679	A	rna-XM_057814946.1	A
BRAKERILHT00000001149	A	rna-XM_057808253.1	A
BRAKERILHT00000000496	A	rna-XM_057807754.1	A
BRAKERILHT00000000824	A	rna-XM_057807752.1	A
BRAKERILHT00000001486	A	rna-XM_057808030.1	A
BRAKERILHT00000000177	A	rna-XM_057808039.1	A
BRAKERILHT00000001941	A	rna-XM_057807648.1	A
BRAKERILHT00000000792	A	rna-XM_057808141.1	A
BRAKERILHT00000001259	A	rna-XM_057808138.1	A
BRAKERILHT00000001213	A	rna-XM_057797616.1	A
BRAKERILHT00000001831	A	rna-XM_057796968.1	A
BRAKERILHT00000000335	A	rna-XM_057813176.1	A
BRAKERILHT00000000627	A	rna-XM_057805055.1	A
BRAKERILHT00000001267	A	rna-XM_057805150.1	A
BRAKERILHT00000000433	A	rna-XM_057812563.1	A
BRAKERILHT00000001010	A	rna-XM_057805163.1	A
BRAKERILHT00000001282	A	rna-XM_057809486.1	A
BRAKERILHT00000002090	A	rna-XM_057805169.1	A
BRAKERILHT00000001296	A	rna-XM_057803912.1	A
BRAKERILHT00000001710	A	rna-XM_057795205.1	A
BRAKERILHT00000001112	A	rna-XM_057816698.1	A
BRAKERILHT00000000787	A	rna-XM_057816541.1	A
BRAKERILHT00000000194	A	rna-XM_057815700.1	A
BRAKERILHT00000001976	A	rna-XM_057815859.1	A
BRAKERILHT00000001481	A	rna-XM_057815960.1	A
BRAKERILHT00000001033	A	rna-XM_057809970.1	A
BRAKERILHT00000000444	A	rna-XM_057812358.1	A
BRAKERILHT00000001472	A	rna-XM_057815541.1	A
BRAKERILHT00000000199	A	rna-XM_057815536.1	A
BRAKERILHT00000000699	A	rna-XM_057814413.1	A
BRAKERILHT00000002132	A	rna-XM_057807773.1	A
BRAKERILHT00000000616	A	rna-XM_057807772.1	A
BRAKERILHT00000001062	A	rna-XM_057801436.1	A
BRAKERILHT00000002025	A	rna-XM_057805904.1	A
BRAKERILHT00000001721	A	rna-XM_057805912.1	A
