B_varius	chromosome	B_siliquastri	chromosome
anno1.g748.t1	A	BRAKERILHT00000015068	A
anno1.g749.t1	A	BRAKERILHT00000015316	A
anno1.g750.t1	A	BRAKERILHT00000014077	A
anno1.g751.t1	A	BRAKERILHT00000014385	A
anno1.g752.t1	A	BRAKERILHT00000014730	A
anno1.g753.t1	A	BRAKERILHT00000014794	A
anno1.g754.t1	A	BRAKERILHT00000014916	A
anno1.g755.t2	A	BRAKERILHT00000014454	A
anno1.g756.t1	A	BRAKERILHT00000014312	A
anno1.g757.t1	A	BRAKERILHT00000015446	A
anno1.g759.t1	A	BRAKERILHT00000014758	A
anno1.g760.t1	A	BRAKERILHT00000014337	A
anno1.g761.t1	A	BRAKERILHT00000014943	A
anno1.g762.t1	A	BRAKERILHT00000015552	A
anno1.g763.t1	A	BRAKERILHT00000014413	A
anno1.g764.t1	A	BRAKERILHT00000014787	A
anno1.g765.t2	A	BRAKERILHT00000014833	A
anno1.g766.t1	A	BRAKERILHT00000014350	A
anno1.g768.t1	A	BRAKERILHT00000015500	A
anno1.g769.t1	A	BRAKERILHT00000014591	A
anno1.g770.t1	A	BRAKERILHT00000014153	A
anno1.g771.t1	A	BRAKERILHT00000014564	A
anno1.g773.t2	A	BRAKERILHT00000014119	A
anno1.g774.t1	A	BRAKERILHT00000015014	A
anno1.g776.t1	A	BRAKERILHT00000014574	A
anno1.g777.t1	A	BRAKERILHT00000014286	A
anno1.g778.t1	A	BRAKERILHT00000014897	A
anno1.g779.t1	A	BRAKERILHT00000014457	A
anno1.g780.t1	A	BRAKERILHT00000014226	A
anno1.g781.t1	A	BRAKERILHT00000015375	A
anno1.g787.t1	A	BRAKERILHT00000014212	A
anno1.g788.t2	A	BRAKERILHT00000014474	A
anno1.g789.t1	A	BRAKERILHT00000014929	A
anno1.g790.t1	A	BRAKERILHT00000015525	A
anno1.g791.t1	A	BRAKERILHT00000014351	A
anno1.g793.t1	A	BRAKERILHT00000014638	A
anno1.g794.t1	A	BRAKERILHT00000015097	A
anno1.g795.t1	A	BRAKERILHT00000015210	A
anno1.g796.t1	A	BRAKERILHT00000015451	A
anno1.g797.t1	A	BRAKERILHT00000014321	A
anno1.g798.t2	A	BRAKERILHT00000014660	A
anno1.g799.t1	A	BRAKERILHT00000014677	A
anno1.g800.t1	A	BRAKERILHT00000014412	A
anno1.g801.t1	A	BRAKERILHT00000014956	A
anno1.g802.t1	A	BRAKERILHT00000015420	A
anno1.g803.t1	A	BRAKERILHT00000014813	A
anno1.g804.t1	A	BRAKERILHT00000014359	A
anno1.g805.t1	A	BRAKERILHT00000015295	A
anno1.g806.t2	A	BRAKERILHT00000014849	A
anno1.g807.t1	A	BRAKERILHT00000014842	A
anno1.g808.t1	A	BRAKERILHT00000014580	A
anno1.g809.t1	A	BRAKERILHT00000014135	A
anno1.g810.t2	A	BRAKERILHT00000015065	A
anno1.g811.t1	A	BRAKERILHT00000014561	A
anno1.g812.t1	A	BRAKERILHT00000015264	A
anno1.g813.t1	A	BRAKERILHT00000014936	A
anno1.g814.t1	A	BRAKERILHT00000014553	A
anno1.g815.t1	A	BRAKERILHT00000014232	A
anno1.g817.t1	A	BRAKERILHT00000014581	A
anno1.g822.t1	A	BRAKERILHT00000015505	A
anno1.g824.t3	A	BRAKERILHT00000014372	A
anno1.g825.t1	A	BRAKERILHT00000014771	A
anno1.g826.t2	A	BRAKERILHT00000015246	A
anno1.g827.t1	A	BRAKERILHT00000015346	A
anno1.g828.t1	A	BRAKERILHT00000014171	A
anno1.g829.t4	A	BRAKERILHT00000014830	A
anno1.g830.t2	A	BRAKERILHT00000015354	A
anno1.g834.t1	A	BRAKERILHT00000014430	A
anno1.g835.t2	A	BRAKERILHT00000014755	A
anno1.g836.t1	A	BRAKERILHT00000014884	A
anno1.g837.t1	A	BRAKERILHT00000015248	A
anno1.g838.t1	A	BRAKERILHT00000015388	A
anno1.g839.t1	A	BRAKERILHT00000014229	A
anno1.g840.t1	A	BRAKERILHT00000014573	A
anno1.g841.t1	A	BRAKERILHT00000014156	A
anno1.g842.t1	A	BRAKERILHT00000014682	A
anno1.g843.t2	A	BRAKERILHT00000015411	A
anno1.g844.t1	A	BRAKERILHT00000014371	A
anno1.g846.t1	A	BRAKERILHT00000014609	A
anno1.g847.t1	A	BRAKERILHT00000015463	A
anno1.g850.t1	A	BRAKERILHT00000015012	A
anno1.g853.t1	A	BRAKERILHT00000014109	A
anno1.g854.t1	A	BRAKERILHT00000015531	A
anno1.g855.t1	A	BRAKERILHT00000015183	A
anno1.g856.t1	A	BRAKERILHT00000014644	A
anno1.g857.t1	A	BRAKERILHT00000014291	A
anno1.g858.t1	A	BRAKERILHT00000015366	A
anno1.g859.t1	A	BRAKERILHT00000015267	A
anno1.g861.t1	A	BRAKERILHT00000014635	A
anno1.g863.t1	A	BRAKERILHT00000014419	A
anno1.g864.t1	A	BRAKERILHT00000014475	A
anno1.g865.t1	A	BRAKERILHT00000015189	A
anno1.g866.t1	A	BRAKERILHT00000014934	A
anno1.g868.t1	A	BRAKERILHT00000015361	A
anno1.g869.t1	A	BRAKERILHT00000015064	A
anno1.g870.t1	A	BRAKERILHT00000014051	A
anno1.g871.t1	A	BRAKERILHT00000015554	A
anno1.g873.t1	A	BRAKERILHT00000014244	A
anno1.g876.t1	A	BRAKERILHT00000014582	A
anno1.g878.t1	A	BRAKERILHT00000015337	A
anno1.g879.t1	A	BRAKERILHT00000014986	A
anno1.g880.t1	A	BRAKERILHT00000015076	A
anno1.g882.t1	A	BRAKERILHT00000014713	A
anno1.g883.t1	A	BRAKERILHT00000015298	A
anno1.g884.t1	A	BRAKERILHT00000014166	A
anno1.g885.t1	A	BRAKERILHT00000015849	A
anno1.g887.t1	A	BRAKERILHT00000014569	A
anno1.g888.t1	A	BRAKERILHT00000015251	A
anno1.g889.t1	A	BRAKERILHT00000014739	A
anno1.g890.t1	A	BRAKERILHT00000014406	A
anno1.g891.t1	A	BRAKERILHT00000014534	A
anno1.g893.t1	A	BRAKERILHT00000014420	A
anno1.g894.t1	A	BRAKERILHT00000015468	A
anno1.g895.t1	A	BRAKERILHT00000016670	A
anno1.g896.t1	A	BRAKERILHT00000014743	A
anno1.g897.t1	A	BRAKERILHT00000015234	A
anno1.g902.t1	A	BRAKERILHT00000014387	A
anno1.g904.t1	A	BRAKERILHT00000014700	A
anno1.g905.t1	A	BRAKERILHT00000014380	A
anno1.g907.t1	A	BRAKERILHT00000014117	A
anno1.g908.t1	A	BRAKERILHT00000015362	A
anno1.g909.t2	A	BRAKERILHT00000014895	A
anno1.g910.t1	A	BRAKERILHT00000014998	A
anno1.g911.t1	A	BRAKERILHT00000014631	A
anno1.g912.t1	A	BRAKERILHT00000014278	A
anno1.g913.t1	A	BRAKERILHT00000015510	A
anno1.g914.t1	A	BRAKERILHT00000014442	A
anno1.g915.t1	A	BRAKERILHT00000014882	A
anno1.g916.t1	A	BRAKERILHT00000014478	A
anno1.g917.t1	A	BRAKERILHT00000015013	A
anno1.g918.t1	A	BRAKERILHT00000015394	A
anno1.g919.t1	A	BRAKERILHT00000014260	A
anno1.g920.t1	A	BRAKERILHT00000015409	A
anno1.g921.t1	A	BRAKERILHT00000014775	A
anno1.g922.t2	A	BRAKERILHT00000015260	A
anno1.g923.t1	A	BRAKERILHT00000014039	A
anno1.g925.t1	A	BRAKERILHT00000014364	A
anno1.g926.t2	A	BRAKERILHT00000014199	A
anno1.g931.t2	A	BRAKERILHT00000015181	A
anno1.g932.t1	A	BRAKERILHT00000015457	A
anno1.g933.t1	A	BRAKERILHT00000014424	A
anno1.g934.t1	A	BRAKERILHT00000015161	A
anno1.g937.t1	A	BRAKERILHT00000015233	A
anno1.g940.t1	A	BRAKERILHT00000014422	A
anno1.g943.t1	A	BRAKERILHT00000014185	A
anno1.g944.t1	A	BRAKERILHT00000014618	A
anno1.g945.t1	A	BRAKERILHT00000014857	A
anno1.g947.t1	A	BRAKERILHT00000015557	A
anno1.g948.t1	A	BRAKERILHT00000014450	A
anno1.g949.t1	A	BRAKERILHT00000014118	A
anno1.g951.t1	A	BRAKERILHT00000014579	A
anno1.g954.t1	A	BRAKERILHT00000014669	A
anno1.g955.t1	A	BRAKERILHT00000014234	A
anno1.g956.t1	A	BRAKERILHT00000014881	A
anno1.g957.t1	A	BRAKERILHT00000015205	A
anno1.g958.t2	A	BRAKERILHT00000014783	A
anno1.g959.t1	A	BRAKERILHT00000014560	A
anno1.g961.t1	A	BRAKERILHT00000014729	A
anno1.g962.t1	A	BRAKERILHT00000014362	A
anno1.g963.t1	A	BRAKERILHT00000015610	A
anno1.g964.t2	A	BRAKERILHT00000015499	A
anno1.g965.t1	A	BRAKERILHT00000014548	A
anno1.g966.t1	A	BRAKERILHT00000014576	A
anno1.g967.t1	A	BRAKERILHT00000014049	A
anno1.g968.t1	A	BRAKERILHT00000014277	A
anno1.g969.t2	A	BRAKERILHT00000015512	A
anno1.g973.t1	A	BRAKERILHT00000014142	A
anno1.g974.t1	A	BRAKERILHT00000014802	A
anno1.g975.t1	A	BRAKERILHT00000014279	A
anno1.g976.t1	A	BRAKERILHT00000015485	A
anno1.g977.t1	A	BRAKERILHT00000014964	A
anno1.g978.t1	A	BRAKERILHT00000014610	A
anno1.g979.t1	A	BRAKERILHT00000014060	A
anno1.g980.t1	A	BRAKERILHT00000014382	A
anno1.g981.t1	A	BRAKERILHT00000015591	A
anno1.g982.t1	A	BRAKERILHT00000002643	A
anno1.g983.t1	A	BRAKERILHT00000014710	A
anno1.g984.t1	A	BRAKERILHT00000014869	A
anno1.g985.t1	A	BRAKERILHT00000014504	A
anno1.g986.t1	A	BRAKERILHT00000015576	A
anno1.g987.t1	A	BRAKERILHT00000015042	A
anno1.g988.t1	A	BRAKERILHT00000014974	A
anno1.g989.t1	A	BRAKERILHT00000014814	A
anno1.g990.t1	A	BRAKERILHT00000014058	A
anno1.g991.t1	A	BRAKERILHT00000014120	A
anno1.g992.t1	A	BRAKERILHT00000014699	A
anno1.g994.t1	A	BRAKERILHT00000017263	X
anno1.g995.t1	A	BRAKERILHT00000010456	A
anno1.g996.t1	A	BRAKERILHT00000015092	A
anno1.g997.t1	A	BRAKERILHT00000014721	A
anno1.g999.t1	A	BRAKERILHT00000015522	A
anno1.g1000.t1	A	BRAKERILHT00000014642	A
anno1.g1002.t1	A	BRAKERILHT00000015008	A
anno1.g1003.t1	A	BRAKERILHT00000015357	A
anno1.g1006.t1	A	BRAKERILHT00000014647	A
anno1.g1007.t2	A	BRAKERILHT00000014206	A
anno1.g1008.t1	A	BRAKERILHT00000015455	A
anno1.g1009.t1	A	BRAKERILHT00000015391	A
anno1.g1010.t1	A	BRAKERILHT00000014792	A
anno1.g1012.t1	A	BRAKERILHT00000004469	A
anno1.g1013.t1	A	BRAKERILHT00000015141	A
anno1.g1014.t1	A	BRAKERILHT00000015477	A
anno1.g1016.t1	A	BRAKERILHT00000015146	A
anno1.g1018.t1	A	BRAKERILHT00000000624	A
anno1.g1020.t1	A	BRAKERILHT00000016309	A
anno1.g1021.t1	A	BRAKERILHT00000014275	A
anno1.g1023.t1	A	BRAKERILHT00000015905	A
anno1.g1024.t1	A	BRAKERILHT00000014480	A
anno1.g1025.t1	A	BRAKERILHT00000014045	A
anno1.g1026.t1	A	BRAKERILHT00000014695	A
anno1.g1027.t1	A	BRAKERILHT00000014267	A
anno1.g1029.t1	A	BRAKERILHT00000015606	A
anno1.g1030.t1	A	BRAKERILHT00000015173	A
anno1.g1031.t1	A	BRAKERILHT00000014767	A
anno1.g1032.t1	A	BRAKERILHT00000015283	A
anno1.g1033.t1	A	BRAKERILHT00000014604	A
anno1.g1034.t1	A	BRAKERILHT00000015309	A
anno1.g1035.t1	A	BRAKERILHT00000014327	A
anno1.g1036.t1	A	BRAKERILHT00000014785	A
anno1.g1037.t1	A	BRAKERILHT00000015118	A
anno1.g1038.t1	A	BRAKERILHT00000014184	A
anno1.g1039.t3	A	BRAKERILHT00000015217	A
anno1.g1040.t1	A	BRAKERILHT00000014565	A
anno1.g1041.t1	A	BRAKERILHT00000014652	A
anno1.g1043.t1	A	BRAKERILHT00000015503	A
anno1.g1044.t1	A	BRAKERILHT00000014403	A
anno1.g1045.t1	A	BRAKERILHT00000014740	A
anno1.g1046.t1	A	BRAKERILHT00000015229	A
anno1.g1047.t1	A	BRAKERILHT00000015300	A
anno1.g1048.t1	A	BRAKERILHT00000014571	A
anno1.g1049.t1	A	BRAKERILHT00000015120	A
anno1.g1050.t2	A	BRAKERILHT00000014871	A
anno1.g1051.t1	A	BRAKERILHT00000015179	A
anno1.g1052.t1	A	BRAKERILHT00000015526	A
anno1.g1053.t1	A	BRAKERILHT00000014374	A
anno1.g1054.t1	A	BRAKERILHT00000015603	A
anno1.g1055.t1	A	BRAKERILHT00000014817	A
anno1.g1056.t1	A	BRAKERILHT00000014763	A
anno1.g1059.t1	A	BRAKERILHT00000015425	A
anno1.g1060.t1	A	BRAKERILHT00000015074	A
anno1.g1061.t1	A	BRAKERILHT00000014157	A
anno1.g1065.t1	A	BRAKERILHT00000014241	A
anno1.g1067.t1	A	BRAKERILHT00000014955	A
anno1.g1069.t2	A	BRAKERILHT00000015137	A
anno1.g1070.t1	A	BRAKERILHT00000015574	A
anno1.g1071.t1	A	BRAKERILHT00000015466	A
anno1.g1072.t1	A	BRAKERILHT00000015024	A
anno1.g1079.t1	A	BRAKERILHT00000014449	A
anno1.g1082.t1	A	BRAKERILHT00000015390	A
anno1.g1083.t1	A	BRAKERILHT00000014041	A
anno1.g1086.t1	A	BRAKERILHT00000015153	A
anno1.g1090.t1	A	BRAKERILHT00000014248	A
anno1.g1095.t1	A	BRAKERILHT00000015530	A
anno1.g1096.t2	A	BRAKERILHT00000014255	A
anno1.g1098.t2	A	BRAKERILHT00000014777	A
anno1.g1099.t1	A	BRAKERILHT00000014195	A
anno1.g1100.t1	A	BRAKERILHT00000015035	A
anno1.g1101.t1	A	BRAKERILHT00000015490	A
anno1.g1102.t1	A	BRAKERILHT00000014764	A
anno1.g1103.t1	A	BRAKERILHT00000014906	A
anno1.g1108.t2	A	BRAKERILHT00000014596	A
anno1.g1109.t1	A	BRAKERILHT00000014228	A
anno1.g1110.t1	A	BRAKERILHT00000016089	A
anno1.g1111.t1	A	BRAKERILHT00000016660	A
anno1.g1112.t1	A	BRAKERILHT00000016687	A
anno1.g1113.t2	A	BRAKERILHT00000016977	A
anno1.g1114.t1	A	BRAKERILHT00000016086	A
anno1.g1115.t1	A	BRAKERILHT00000016327	A
anno1.g1120.t2	A	BRAKERILHT00000016884	A
anno1.g1121.t1	A	BRAKERILHT00000015897	A
anno1.g1129.t1	A	BRAKERILHT00000016252	A
anno1.g1133.t2	A	BRAKERILHT00000014694	A
anno1.g1134.t2	A	BRAKERILHT00000014427	A
anno1.g1137.t1	A	BRAKERILHT00000008322	A
anno1.g1146.t1	A	BRAKERILHT00000017468	X
anno1.g1153.t1	A	BRAKERILHT00000009456	A
anno1.g1155.t1	A	BRAKERILHT00000016415	A
anno1.g1159.t1	A	BRAKERILHT00000016649	A
anno1.g1161.t2	A	BRAKERILHT00000016233	A
anno1.g1162.t1	A	BRAKERILHT00000015786	A
anno1.g1164.t1	A	BRAKERILHT00000016004	A
anno1.g1166.t1	A	BRAKERILHT00000015611	A
anno1.g1169.t1	A	BRAKERILHT00000016308	A
anno1.g1171.t1	A	BRAKERILHT00000015910	A
anno1.g1172.t1	A	BRAKERILHT00000016647	A
anno1.g1173.t1	A	BRAKERILHT00000016813	A
anno1.g1174.t1	A	BRAKERILHT00000016163	A
anno1.g1175.t1	A	BRAKERILHT00000015704	A
anno1.g1177.t1	A	BRAKERILHT00000016563	A
anno1.g1179.t1	A	BRAKERILHT00000016573	A
anno1.g1180.t1	A	BRAKERILHT00000016280	A
anno1.g1181.t1	A	BRAKERILHT00000016493	A
anno1.g1182.t1	A	BRAKERILHT00000016193	A
anno1.g1183.t1	A	BRAKERILHT00000015881	A
anno1.g1184.t1	A	BRAKERILHT00000016987	A
anno1.g1186.t1	A	BRAKERILHT00000016210	A
anno1.g1187.t1	A	BRAKERILHT00000016505	A
anno1.g1188.t1	A	BRAKERILHT00000016897	A
anno1.g1189.t1	A	BRAKERILHT00000015819	A
anno1.g1190.t1	A	BRAKERILHT00000011543	A
anno1.g1191.t1	A	BRAKERILHT00000016099	A
anno1.g1192.t1	A	BRAKERILHT00000016411	A
anno1.g1194.t1	A	BRAKERILHT00000016466	A
anno1.g1195.t1	A	BRAKERILHT00000015831	A
anno1.g1196.t1	A	BRAKERILHT00000016723	A
anno1.g1197.t1	A	BRAKERILHT00000016580	A
anno1.g1199.t1	A	BRAKERILHT00000016259	A
anno1.g1200.t2	A	BRAKERILHT00000016388	A
anno1.g1201.t1	A	BRAKERILHT00000016685	A
anno1.g1202.t1	A	BRAKERILHT00000016913	A
anno1.g1203.t1	A	BRAKERILHT00000016212	A
anno1.g1204.t1	A	BRAKERILHT00000016739	A
anno1.g1206.t1	A	BRAKERILHT00000016253	A
anno1.g1207.t1	A	BRAKERILHT00000015954	A
anno1.g1208.t1	A	BRAKERILHT00000016856	A
anno1.g1209.t1	A	BRAKERILHT00000016550	A
anno1.g1211.t1	A	BRAKERILHT00000015721	A
anno1.g1212.t1	A	BRAKERILHT00000016025	A
anno1.g1213.t1	A	BRAKERILHT00000016491	A
anno1.g1214.t1	A	BRAKERILHT00000016100	A
anno1.g1215.t1	A	BRAKERILHT00000016586	A
anno1.g1216.t1	A	BRAKERILHT00000016568	A
anno1.g1217.t1	A	BRAKERILHT00000016287	A
anno1.g1218.t1	A	BRAKERILHT00000015947	A
anno1.g1219.t1	A	BRAKERILHT00000015810	A
anno1.g1222.t1	A	BRAKERILHT00000007786	A
anno1.g1223.t1	A	BRAKERILHT00000016973	A
anno1.g1248.t1	A	BRAKERILHT00000015938	A
anno1.g1249.t1	A	BRAKERILHT00000016349	A
anno1.g1256.t1	A	BRAKERILHT00000016846	A
anno1.g1259.t1	A	BRAKERILHT00000016043	A
anno1.g1260.t1	A	BRAKERILHT00000006308	A
anno1.g1261.t1	A	BRAKERILHT00000015730	A
anno1.g1266.t1	A	BRAKERILHT00000016751	A
anno1.g1267.t1	A	BRAKERILHT00000016488	A
anno1.g1268.t2	A	BRAKERILHT00000016203	A
anno1.g1269.t2	A	BRAKERILHT00000015874	A
anno1.g1270.t1	A	BRAKERILHT00000016953	A
anno1.g1271.t1	A	BRAKERILHT00000016640	A
anno1.g1273.t1	A	BRAKERILHT00000016174	A
anno1.g1274.t1	A	BRAKERILHT00000015962	A
anno1.g1275.t1	A	BRAKERILHT00000015662	A
anno1.g1276.t1	A	BRAKERILHT00000015862	A
anno1.g1277.t1	A	BRAKERILHT00000001594	A
anno1.g1280.t1	A	BRAKERILHT00000015864	A
anno1.g1289.t1	A	BRAKERILHT00000013084	A
anno1.g1297.t1	A	BRAKERILHT00000000336	A
anno1.g1298.t1	A	BRAKERILHT00000004642	A
anno1.g1300.t3	A	BRAKERILHT00000016753	A
anno1.g1301.t1	A	BRAKERILHT00000016541	A
anno1.g1302.t1	A	BRAKERILHT00000016348	A
anno1.g1303.t1	A	BRAKERILHT00000016599	A
anno1.g1304.t1	A	BRAKERILHT00000015698	A
anno1.g1306.t1	A	BRAKERILHT00000015797	A
anno1.g1313.t1	A	BRAKERILHT00000015629	A
anno1.g1314.t1	A	BRAKERILHT00000016894	A
anno1.g1315.t2	A	BRAKERILHT00000016403	A
anno1.g1318.t1	A	BRAKERILHT00000016117	A
anno1.g1322.t1	A	BRAKERILHT00000016716	A
anno1.g1323.t1	A	BRAKERILHT00000016041	A
anno1.g1326.t1	A	BRAKERILHT00000016688	A
anno1.g1328.t1	A	BRAKERILHT00000016298	A
anno1.g1331.t1	A	BRAKERILHT00000016023	A
anno1.g1333.t1	A	BRAKERILHT00000016827	A
anno1.g1335.t1	A	BRAKERILHT00000015752	A
anno1.g1336.t1	A	BRAKERILHT00000016184	A
anno1.g1337.t1	A	BRAKERILHT00000016956	A
anno1.g1338.t1	A	BRAKERILHT00000016027	A
anno1.g1339.t1	A	BRAKERILHT00000015616	A
anno1.g1340.t1	A	BRAKERILHT00000016701	A
anno1.g1341.t1	A	BRAKERILHT00000016602	A
anno1.g1342.t1	A	BRAKERILHT00000016761	A
anno1.g1343.t1	A	BRAKERILHT00000016449	A
anno1.g1344.t1	A	BRAKERILHT00000016040	A
anno1.g1348.t1	A	BRAKERILHT00000016529	A
anno1.g1349.t2	A	BRAKERILHT00000016355	A
anno1.g1350.t1	A	BRAKERILHT00000016823	A
anno1.g1351.t1	A	BRAKERILHT00000016574	A
anno1.g1352.t1	A	BRAKERILHT00000016699	A
anno1.g1353.t1	A	BRAKERILHT00000016869	A
anno1.g1354.t1	A	BRAKERILHT00000016928	A
anno1.g1355.t1	A	BRAKERILHT00000016844	A
anno1.g1356.t1	A	BRAKERILHT00000016526	A
anno1.g1357.t2	A	BRAKERILHT00000015763	A
anno1.g1358.t1	A	BRAKERILHT00000016749	A
anno1.g1359.t1	A	BRAKERILHT00000016369	A
anno1.g1360.t2	A	BRAKERILHT00000016656	A
anno1.g1361.t1	A	BRAKERILHT00000016055	A
anno1.g1362.t2	A	BRAKERILHT00000015776	A
anno1.g1363.t1	A	BRAKERILHT00000016518	A
anno1.g1364.t1	A	BRAKERILHT00000016854	A
anno1.g1365.t3	A	BRAKERILHT00000015921	A
anno1.g1366.t1	A	BRAKERILHT00000016430	A
anno1.g1367.t2	A	BRAKERILHT00000016337	A
anno1.g1369.t1	A	BRAKERILHT00000016958	A
anno1.g1375.t1	A	BRAKERILHT00000015932	A
anno1.g1376.t1	A	BRAKERILHT00000016143	A
anno1.g1377.t1	A	BRAKERILHT00000015795	A
anno1.g1379.t1	A	BRAKERILHT00000016398	A
anno1.g1380.t1	A	BRAKERILHT00000016236	A
anno1.g1381.t1	A	BRAKERILHT00000016843	A
anno1.g1382.t1	A	BRAKERILHT00000016600	A
anno1.g1383.t1	A	BRAKERILHT00000016976	A
anno1.g1385.t1	A	BRAKERILHT00000000530	A
anno1.g1387.t1	A	BRAKERILHT00000016532	A
anno1.g1388.t2	A	BRAKERILHT00000016135	A
anno1.g1390.t1	A	BRAKERILHT00000016380	A
anno1.g1391.t1	A	BRAKERILHT00000016181	A
anno1.g1393.t1	A	BRAKERILHT00000016557	A
anno1.g1395.t1	A	BRAKERILHT00000015762	A
anno1.g1397.t3	A	BRAKERILHT00000015980	A
anno1.g1398.t1	A	BRAKERILHT00000016130	A
anno1.g1399.t1	A	BRAKERILHT00000016320	A
anno1.g1400.t1	A	BRAKERILHT00000016707	A
anno1.g1401.t1	A	BRAKERILHT00000016241	A
anno1.g1402.t1	A	BRAKERILHT00000016042	A
anno1.g1403.t1	A	BRAKERILHT00000016366	A
anno1.g1404.t1	A	BRAKERILHT00000000912	A
anno1.g1405.t1	A	BRAKERILHT00000016187	A
anno1.g1406.t1	A	BRAKERILHT00000016601	A
anno1.g1407.t4	A	BRAKERILHT00000016804	A
anno1.g1408.t1	A	BRAKERILHT00000016066	A
anno1.g1409.t1	A	BRAKERILHT00000016045	A
anno1.g1410.t1	A	BRAKERILHT00000015653	A
anno1.g1411.t1	A	BRAKERILHT00000016575	A
anno1.g1412.t1	A	BRAKERILHT00000015792	A
anno1.g1413.t2	A	BRAKERILHT00000016226	A
anno1.g1414.t1	A	BRAKERILHT00000016149	A
anno1.g1415.t1	A	BRAKERILHT00000016535	A
anno1.g1416.t2	A	BRAKERILHT00000016853	A
anno1.g1417.t1	A	BRAKERILHT00000015919	A
anno1.g1418.t1	A	BRAKERILHT00000015685	A
anno1.g1419.t1	A	BRAKERILHT00000016975	A
anno1.g1420.t1	A	BRAKERILHT00000016155	A
anno1.g1421.t2	A	BRAKERILHT00000016081	A
anno1.g1422.t1	A	BRAKERILHT00000016585	A
anno1.g1423.t1	A	BRAKERILHT00000016954	A
anno1.g1425.t1	A	BRAKERILHT00000016735	A
anno1.g1427.t1	A	BRAKERILHT00000016054	A
anno1.g1428.t1	A	BRAKERILHT00000016888	A
anno1.g1429.t1	A	BRAKERILHT00000016503	A
anno1.g1432.t1	A	BRAKERILHT00000016796	A
anno1.g1433.t1	A	BRAKERILHT00000016216	A
anno1.g1436.t1	A	BRAKERILHT00000016516	A
anno1.g1437.t1	A	BRAKERILHT00000016087	A
anno1.g1439.t1	A	BRAKERILHT00000015707	A
anno1.g1440.t1	A	BRAKERILHT00000016730	A
anno1.g1441.t1	A	BRAKERILHT00000016330	A
anno1.g1442.t2	A	BRAKERILHT00000016101	A
anno1.g1443.t1	A	BRAKERILHT00000015749	A
anno1.g1444.t1	A	BRAKERILHT00000016545	A
anno1.g1445.t2	A	BRAKERILHT00000016414	A
anno1.g1446.t1	A	BRAKERILHT00000016024	A
anno1.g1447.t1	A	BRAKERILHT00000016747	A
anno1.g1448.t1	A	BRAKERILHT00000015677	A
anno1.g1449.t1	A	BRAKERILHT00000015975	A
anno1.g1450.t1	A	BRAKERILHT00000016356	A
anno1.g1451.t1	A	BRAKERILHT00000016871	A
anno1.g1452.t3	A	BRAKERILHT00000016384	A
anno1.g1453.t1	A	BRAKERILHT00000016782	A
anno1.g1454.t1	A	BRAKERILHT00000012814	A
anno1.g1456.t1	A	BRAKERILHT00000016779	A
anno1.g1458.t1	A	BRAKERILHT00000015840	A
anno1.g1459.t1	A	BRAKERILHT00000016137	A
anno1.g1460.t1	A	BRAKERILHT00000015987	A
anno1.g1463.t1	A	BRAKERILHT00000016918	A
anno1.g1464.t2	A	BRAKERILHT00000016694	A
anno1.g1466.t2	A	BRAKERILHT00000016754	A
anno1.g1467.t1	A	BRAKERILHT00000016454	A
anno1.g1468.t1	A	BRAKERILHT00000016512	A
anno1.g1472.t1	A	BRAKERILHT00000015613	A
anno1.g1473.t1	A	BRAKERILHT00000015669	A
anno1.g1474.t1	A	BRAKERILHT00000015957	A
anno1.g1475.t1	A	BRAKERILHT00000016124	A
anno1.g1476.t1	A	BRAKERILHT00000016080	A
anno1.g1477.t1	A	BRAKERILHT00000016326	A
anno1.g1478.t1	A	BRAKERILHT00000016520	A
anno1.g1479.t1	A	BRAKERILHT00000016433	A
anno1.g1480.t1	A	BRAKERILHT00000015838	A
anno1.g1481.t1	A	BRAKERILHT00000016837	A
anno1.g1483.t1	A	BRAKERILHT00000016767	A
anno1.g1484.t1	A	BRAKERILHT00000015783	A
anno1.g1485.t1	A	BRAKERILHT00000015815	A
anno1.g1486.t1	A	BRAKERILHT00000016818	A
anno1.g1487.t4	A	BRAKERILHT00000015660	A
anno1.g1490.t1	A	BRAKERILHT00000015739	A
anno1.g1491.t1	A	BRAKERILHT00000016108	A
anno1.g1492.t1	A	BRAKERILHT00000016623	A
anno1.g1493.t1	A	BRAKERILHT00000015680	A
anno1.g1494.t1	A	BRAKERILHT00000016744	A
anno1.g1495.t1	A	BRAKERILHT00000016920	A
anno1.g1496.t1	A	BRAKERILHT00000015985	A
anno1.g1497.t1	A	BRAKERILHT00000015694	A
anno1.g1498.t1	A	BRAKERILHT00000015693	A
anno1.g1500.t1	A	BRAKERILHT00000016777	A
anno1.g1501.t1	A	BRAKERILHT00000016577	A
anno1.g1503.t1	A	BRAKERILHT00000015689	A
anno1.g1504.t2	A	BRAKERILHT00000016653	A
anno1.g1505.t1	A	BRAKERILHT00000016445	A
anno1.g1506.t1	A	BRAKERILHT00000016793	A
anno1.g1507.t1	A	BRAKERILHT00000016405	A
anno1.g1508.t1	A	BRAKERILHT00000016162	A
anno1.g1509.t1	A	BRAKERILHT00000015955	A
anno1.g1510.t1	A	BRAKERILHT00000016962	A
anno1.g1511.t1	A	BRAKERILHT00000016352	A
anno1.g1512.t1	A	BRAKERILHT00000016790	A
