D_sublineata	chromosome	C_maculatus	chromosome
rna-XM_056792188.1	A	g10768.t1	A
rna-XM_056791657.1	A	g9765.t1	A
rna-XM_056791671.1	A	g9764.t1	A
rna-XM_056791720.1	A	g3984.t1	A
rna-XM_056791715.1	A	g44.t1	A
rna-XM_056776149.1	A	g13719.t1	A
rna-XM_056778959.1	A	g3968.t1	A
rna-XM_056783591.1	A	g3973.t2	A
rna-XM_056783963.1	A	g3964.t1	A
rna-XM_056774734.1	A	g3962.t1	A
rna-XM_056783673.1	A	g10329.t1	A
rna-XM_056791721.1	A	g493.t1	A
rna-XM_056781335.1	A	g10649.t1	A
rna-XM_056781363.1	A	g10650.t1	A
rna-XM_056781386.1	A	g11313.t1	A
rna-XM_056781455.1	A	g8874.t1	A
rna-XM_056781505.1	A	g13484.t1	A
rna-XM_056781519.1	A	g4174.t1	A
rna-XM_056781563.1	A	g8871.t2	A
rna-XM_056779227.1	A	g13171.t2	A
rna-XM_056787789.1	A	g4060.t1	A
rna-XM_056776677.1	A	g13225.t1	A
rna-XM_056791622.1	A	g990.t4	A
rna-XM_056777963.1	A	g13271.t1	A
rna-XM_056790748.1	A	g13270.t2	A
rna-XM_056790735.1	A	g1855.t1	A
rna-XM_056774848.1	A	g2158.t2	A
rna-XM_056779044.1	A	g2157.t1	A
rna-XM_056779032.1	A	g1856.t1	A
rna-XM_056786625.1	A	g6356.t1	A
rna-XM_056785787.1	A	g4479.t1	A
rna-XM_056781020.1	A	g13282.t1	A
rna-XM_056773659.1	A	g5967.t1	A
rna-XM_056778208.1	A	g5966.t1	A
rna-XM_056778187.1	A	g9042.t1	A
rna-XM_056791555.1	A	g2275.t1	A
rna-XM_056791557.1	A	g13241.t1	A
rna-XM_056785521.1	A	g12149.t1	A
rna-XM_056781065.1	A	g13649.t1	A
rna-XM_056783672.1	A	g5386.t1	A
rna-XM_056783787.1	A	g5384.t1	A
rna-XM_056792278.1	A	g13253.t1	A
rna-XM_056792444.1	A	g12954.t1	A
rna-XM_056783547.1	A	g4916.t1	A
rna-XM_056783579.1	A	g10832.t1	A
rna-XM_056791641.1	A	g6145.t1	A
rna-XM_056791642.1	A	g3116.t2	A
rna-XM_056791643.1	A	g11405.t1	A
rna-XM_056791638.1	A	g5158.t1	A
rna-XM_056783122.1	A	g5157.t1	A
rna-XM_056792033.1	A	g5476.t1	A
rna-XM_056777878.1	A	g5156.t1	A
rna-XM_056788214.1	A	g5155.t1	A
rna-XM_056775309.1	A	g4608.t1	A
rna-XM_056775298.1	A	g5365.t1	A
rna-XM_056774919.1	A	g4305.t1	A
rna-XM_056777790.1	A	g9413.t1	A
rna-XM_056777803.1	A	g2339.t1	A
rna-XM_056777817.1	A	g7501.t1	A
rna-XM_056791061.1	A	g7502.t1	A
rna-XM_056791099.1	A	g7518.t1	A
rna-XM_056791126.1	A	g7514.t1	A
rna-XM_056791148.1	A	g2309.t1	A
rna-XM_056782534.1	A	g7503.t1	A
rna-XM_056783765.1	A	g7507.t1	A
rna-XM_056783754.1	A	g7506.t1	A
rna-XM_056779895.1	A	g5357.t1	A
rna-XM_056779478.1	A	g7380.t2	A
rna-XM_056792046.1	A	g7515.t1	A
rna-XM_056792061.1	A	g7508.t1	A
rna-XM_056784273.1	A	g7510.t1	A
rna-XM_056784698.1	A	g11314.t1	A
rna-XM_056791744.1	A	g6343.t2	A
rna-XM_056780364.1	A	g6341.t1	A
rna-XM_056791691.1	A	g3834.t2	A
rna-XM_056791699.1	A	g3832.t1	A
rna-XM_056791698.1	A	g3830.t1	A
rna-XM_056788245.1	A	g3831.t1	A
rna-XM_056787704.1	A	g3829.t3	A
rna-XM_056787674.1	A	g3827.t2	A
rna-XM_056787731.1	A	g3828.t1	A
rna-XM_056787757.1	A	g3826.t1	A
rna-XM_056787777.1	A	g9760.t1	A
rna-XM_056785906.1	A	g9781.t1	A
rna-XM_056789987.1	A	g9782.t1	A
rna-XM_056792607.1	A	g3783.t1	A
rna-XM_056780050.1	A	g13729.t1	A
rna-XM_056792916.1	A	g9837.t1	A
rna-XM_056782598.1	A	g7795.t1	A
rna-XM_056781181.1	A	g7792.t1	A
rna-XM_056791922.1	A	g7791.t1	A
rna-XM_056776550.1	A	g7984.t1	A
rna-XM_056782546.1	A	g9690.t1	A
rna-XM_056775644.1	A	g9697.t2	A
rna-XM_056791885.1	A	g9705.t1	A
rna-XM_056791884.1	A	g9713.t1	A
rna-XM_056791888.1	A	g13640.t1	A
rna-XM_056791890.1	A	g13641.t2	A
rna-XM_056779467.1	A	g9848.t1	A
rna-XM_056777419.1	A	g13902.t1	A
rna-XM_056774003.1	A	g9914.t1	A
rna-XM_056773990.1	A	g5145.t2	A
rna-XM_056781323.1	A	g13261.t1	A
rna-XM_056778526.1	A	g12310.t1	A
rna-XM_056773647.1	A	g9947.t1	A
rna-XM_056778004.1	A	g10254.t1	A
rna-XM_056777976.1	A	g7693.t1	A
rna-XM_056791685.1	A	g7797.t1	A
rna-XM_056791683.1	A	g10450.t1	A
rna-XM_056791688.1	A	g10601.t1	A
rna-XM_056775015.1	A	g12857.t1	A
rna-XM_056783861.1	A	g10452.t1	A
rna-XM_056785919.1	A	g10451.t1	A
rna-XM_056791904.1	A	g11851.t1	A
rna-XM_056791911.1	A	g10287.t1	A
rna-XM_056779711.1	A	g8011.t1	A
rna-XM_056775123.1	A	g7796.t1	A
rna-XM_056780652.1	A	g10323.t1	A
rna-XM_056782560.1	A	g10599.t2	A
rna-XM_056782574.1	A	g10600.t1	A
rna-XM_056791842.1	A	g870.t1	A
rna-XM_056791829.1	A	g1177.t1	A
rna-XM_056781925.1	A	g10319.t1	A
rna-XM_056780100.1	A	g7813.t1	A
rna-XM_056784824.1	A	g10448.t1	A
rna-XM_056784868.1	A	g3340.t2	A
rna-XM_056784804.1	A	g10317.t1	A
rna-XM_056784887.1	A	g10905.t1	A
rna-XM_056781854.1	A	g10904.t1	A
rna-XM_056781894.1	A	g10901.t1	A
rna-XM_056788762.1	A	g10899.t1	A
rna-XM_056788748.1	A	g10898.t1	A
rna-XM_056788618.1	A	g10757.t1	A
rna-XM_056788671.1	A	g10335.t1	A
rna-XM_056788575.1	A	g10336.t2	A
rna-XM_056788696.1	A	g10337.t1	A
rna-XM_056788716.1	A	g10338.t1	A
rna-XM_056788683.1	A	g1204.t1	A
rna-XM_056788630.1	A	g10453.t1	A
rna-XM_056788641.1	A	g10454.t1	A
rna-XM_056788597.1	A	g10458.t2	A
rna-XM_056774029.1	A	g10459.t1	A
rna-XM_056776160.1	A	g3791.t1	A
rna-XM_056774447.1	A	g4026.t1	A
rna-XM_056792157.1	A	g11042.t1	A
rna-XM_056792177.1	A	g11041.t1	A
rna-XM_056774050.1	A	g4192.t1	A
rna-XM_056774062.1	A	g13671.t2	A
rna-XM_056774074.1	A	g11038.t1	A
rna-XM_056774750.1	A	g4196.t1	A
rna-XM_056784538.1	A	g12404.t1	A
rna-XM_056792203.1	A	g12453.t1	A
rna-XM_056792255.1	A	g12450.t1	A
rna-XM_056788205.1	A	g5087.t1	A
rna-XM_056791250.1	A	g13643.t2	A
rna-XM_056791256.1	A	g13642.t1	A
rna-XM_056791277.1	A	g9407.t1	A
rna-XM_056791290.1	A	g5543.t1	A
rna-XM_056783692.1	A	g5361.t1	A
rna-XM_056778050.1	A	g12624.t2	A
rna-XM_056778147.1	A	g11036.t1	A
rna-XM_056781967.1	A	g8286.t2	A
rna-XM_056776032.1	A	g648.t1	A
rna-XM_056776243.1	A	g646.t2	A
rna-XM_056780331.1	A	g967.t1	A
rna-XM_056780462.1	A	g9903.t1	A
rna-XM_056785191.1	A	g965.t3	A
rna-XM_056784989.1	A	g966.t1	A
rna-XM_056785000.1	A	g9902.t1	A
rna-XM_056775593.1	A	g930.t2	A
rna-XM_056775619.1	A	g9133.t2	A
rna-XM_056775565.1	A	g6873.t1	A
rna-XM_056779737.1	A	g1420.t1	X
rna-XM_056779853.1	A	g13509.t1	A
rna-XM_056790447.1	A	g4417.t1	A
rna-XM_056790468.1	A	g1189.t1	A
rna-XM_056790514.1	A	g13507.t1	A
rna-XM_056780755.1	A	g4420.t1	A
rna-XM_056775107.1	A	g4421.t2	A
rna-XM_056780861.1	A	g13512.t1	A
rna-XM_056781048.1	A	g13513.t1	A
rna-XM_056781167.1	A	g2279.t1	A
rna-XM_056781296.1	A	g2280.t1	A
rna-XM_056781590.1	A	g9433.t1	A
rna-XM_056781755.1	A	g6197.t1	A
rna-XM_056781877.1	A	g6198.t1	A
rna-XM_056782001.1	A	g6200.t1	A
rna-XM_056776923.1	A	g6955.t1	A
rna-XM_056781780.1	A	g6956.t1	A
rna-XM_056781792.1	A	g6957.t1	A
rna-XM_056792406.1	A	g6958.t2	A
rna-XM_056782769.1	A	g6959.t1	A
rna-XM_056788801.1	A	g6962.t1	A
rna-XM_056788832.1	A	g14371.t1	A
rna-XM_056788839.1	A	g2072.t1	A
rna-XM_056788366.1	A	g2069.t1	A
rna-XM_056788345.1	A	g2071.t1	A
rna-XM_056788380.1	A	g2070.t1	A
rna-XM_056788323.1	A	g2068.t1	A
rna-XM_056791830.1	A	g2066.t1	A
rna-XM_056775670.1	A	g2078.t1	A
rna-XM_056775922.1	A	g2081.t1	A
rna-XM_056774433.1	A	g2936.t1	A
rna-XM_056791818.1	A	g2050.t1	A
rna-XM_056791820.1	A	g2049.t1	A
rna-XM_056791821.1	A	g2048.t3	A
rna-XM_056788422.1	A	g1852.t3	A
rna-XM_056788451.1	A	g1854.t1	A
rna-XM_056788468.1	A	g11346.t1	A
rna-XM_056788535.1	A	g14740.t1	A
rna-XM_056788526.1	A	g5235.t1	A
rna-XM_056785598.1	A	g4459.t1	A
rna-XM_056785586.1	A	g5232.t1	A
rna-XM_056773620.1	A	g14753.t2	A
rna-XM_056787800.1	A	g14752.t2	A
rna-XM_056788191.1	A	g12871.t2	A
rna-XM_056788199.1	A	g821.t1	A
rna-XM_056780597.1	A	g5241.t1	A
rna-XM_056780321.1	A	g5242.t1	A
rna-XM_056773679.1	A	g11386.t1	A
rna-XM_056776529.1	A	g6446.t1	A
rna-XM_056781643.1	A	g12123.t2	A
rna-XM_056781662.1	A	g11015.t1	A
rna-XM_056787579.1	A	g11917.t1	A
rna-XM_056787567.1	A	g11918.t1	A
rna-XM_056774743.1	A	g11018.t1	A
rna-XM_056778246.1	A	g6423.t1	A
rna-XM_056791963.1	A	g1669.t1	X
rna-XM_056779272.1	A	g5472.t1	A
rna-XM_056785832.1	A	g14741.t1	A
rna-XM_056788107.1	A	g14743.t2	A
rna-XM_056787686.1	A	g14774.t2	A
rna-XM_056788339.1	A	g14775.t2	A
rna-XM_056773634.1	A	g14729.t1	A
rna-XM_056777454.1	A	g14728.t1	A
rna-XM_056789091.1	A	g2421.t1	A
rna-XM_056789069.1	A	g2423.t1	A
rna-XM_056789143.1	A	g9667.t1	A
rna-XM_056775500.1	A	g9825.t1	A
rna-XM_056774215.1	A	g2282.t1	A
rna-XM_056773725.1	A	g7889.t1	A
rna-XM_056776266.1	A	g8262.t2	A
rna-XM_056776309.1	A	g7860.t1	A
rna-XM_056782923.1	A	g8282.t1	A
rna-XM_056782883.1	A	g8283.t1	A
rna-XM_056782936.1	A	g8800.t1	A
rna-XM_056782901.1	A	g8280.t2	A
rna-XM_056782851.1	A	g7861.t1	A
rna-XM_056792266.1	A	g8328.t1	A
rna-XM_056791779.1	A	g8242.t2	A
rna-XM_056791778.1	A	g8281.t1	A
rna-XM_056786346.1	A	g7770.t2	A
rna-XM_056791825.1	A	g2755.t1	A
rna-XM_056791828.1	A	g8323.t1	A
rna-XM_056780681.1	A	g8322.t1	A
rna-XM_056791513.1	A	g8079.t1	A
rna-XM_056791463.1	A	g8078.t2	A
rna-XM_056789528.1	A	g8076.t1	A
rna-XM_056787633.1	A	g8123.t1	A
rna-XM_056787645.1	A	g10754.t1	A
rna-XM_056776602.1	A	g10755.t1	A
rna-XM_056787665.1	A	g9999.t1	A
rna-XM_056787590.1	A	g3376.t1	A
rna-XM_056791574.1	A	g10889.t2	A
rna-XM_056791578.1	A	g10596.t1	A
rna-XM_056791603.1	A	g10598.t1	A
rna-XM_056791604.1	A	g10597.t1	A
rna-XM_056791607.1	A	g10882.t1	A
rna-XM_056776725.1	A	g9851.t1	A
rna-XM_056776342.1	A	g10883.t1	A
rna-XM_056775146.1	A	g10884.t1	A
rna-XM_056785431.1	A	g10777.t1	A
rna-XM_056774340.1	A	g10778.t1	A
rna-XM_056784585.1	A	g10460.t1	A
rna-XM_056784598.1	A	g10874.t2	A
rna-XM_056784682.1	A	g10875.t1	A
rna-XM_056776864.1	A	g10876.t1	A
rna-XM_056776989.1	A	g10877.t1	A
rna-XM_056777228.1	A	g10878.t1	A
rna-XM_056777110.1	A	g10773.t1	A
rna-XM_056792385.1	A	g10880.t1	A
rna-XM_056781817.1	A	g4214.t1	A
rna-XM_056791710.1	A	g10602.t1	A
rna-XM_056791712.1	A	g10824.t1	A
rna-XM_056791713.1	A	g10823.t2	A
rna-XM_056779323.1	A	g10820.t1	A
rna-XM_056776571.1	A	g10819.t1	A
rna-XM_056777538.1	A	g10817.t1	A
rna-XM_056777341.1	A	g10816.t1	A
rna-XM_056777564.1	A	g10813.t1	A
rna-XM_056779562.1	A	g10811.t1	A
rna-XM_056774899.1	A	g890.t1	A
rna-XM_056785179.1	A	g14520.t1	A
rna-XM_056779965.1	A	g10810.t1	A
rna-XM_056786794.1	A	g10463.t2	A
rna-XM_056784649.1	A	g10440.t1	A
rna-XM_056784660.1	A	g14668.t1	A
rna-XM_056777802.1	A	g10461.t1	A
rna-XM_056785502.1	A	g2720.t1	A
rna-XM_056778605.1	A	g11235.t1	A
rna-XM_056774641.1	A	g11234.t1	A
rna-XM_056783028.1	A	g13050.t1	A
rna-XM_056783039.1	A	g4964.t1	A
rna-XM_056783076.1	A	g11231.t1	A
rna-XM_056787283.1	A	g11233.t1	A
rna-XM_056777185.1	A	g2723.t2	A
rna-XM_056775159.1	A	g2722.t1	A
rna-XM_056781906.1	A	g3988.t1	A
rna-XM_056776411.1	A	g12291.t1	A
rna-XM_056780248.1	A	g5710.t1	A
rna-XM_056780217.1	A	g476.t1	A
rna-XM_056780261.1	A	g3286.t1	A
rna-XM_056778283.1	A	g11659.t1	A
rna-XM_056792148.1	A	g11315.t1	A
rna-XM_056787555.1	A	g11393.t1	A
rna-XM_056776688.1	A	g11392.t1	A
rna-XM_056776203.1	A	g7001.t1	A
rna-XM_056778623.1	A	g12495.t1	A
rna-XM_056778747.1	A	g197.t1	A
rna-XM_056779487.1	A	g193.t1	A
rna-XM_056791787.1	A	g9236.t1	A
rna-XM_056791789.1	A	g212.t3	A
rna-XM_056791788.1	A	g12276.t1	A
rna-XM_056791790.1	A	g214.t1	A
rna-XM_056791792.1	A	g215.t2	A
rna-XM_056791854.1	A	g997.t1	A
rna-XM_056791866.1	A	g2344.t2	A
rna-XM_056776355.1	A	g249.t1	A
rna-XM_056776348.1	A	g244.t1	A
rna-XM_056789982.1	A	g3152.t1	A
rna-XM_056791716.1	A	g3355.t1	A
rna-XM_056791717.1	A	g5795.t1	A
rna-XM_056791718.1	A	g3342.t1	A
rna-XM_056786891.1	A	g6150.t1	A
rna-XM_056785491.1	A	g6152.t1	A
rna-XM_056792767.1	A	g6034.t2	A
rna-XM_056792776.1	A	g8086.t1	A
rna-XM_056792750.1	A	g7790.t1	A
rna-XM_056781954.1	A	g7806.t1	A
rna-XM_056782735.1	A	g10623.t1	A
rna-XM_056782755.1	A	g10626.t1	A
rna-XM_056786875.1	A	g10627.t1	A
rna-XM_056783973.1	A	g10409.t1	A
rna-XM_056783987.1	A	g8168.t1	A
rna-XM_056791850.1	A	g7921.t1	A
rna-XM_056778865.1	A	g8126.t1	A
rna-XM_056784347.1	A	g2757.t1	A
rna-XM_056784332.1	A	g2756.t1	A
rna-XM_056784320.1	A	g7856.t1	A
rna-XM_056784387.1	A	g7853.t3	A
rna-XM_056784408.1	A	g7854.t1	A
rna-XM_056791794.1	A	g7851.t1	A
rna-XM_056791793.1	A	g7849.t1	A
rna-XM_056791796.1	A	g8132.t1	A
rna-XM_056783828.1	A	g10434.t1	A
rna-XM_056779641.1	A	g10766.t1	A
rna-XM_056779599.1	A	g3781.t2	A
rna-XM_056779620.1	A	g8122.t1	A
rna-XM_056785845.1	A	g8125.t2	A
rna-XM_056778287.1	A	g9728.t1	A
rna-XM_056780739.1	A	g10753.t1	A
rna-XM_056776509.1	A	g96.t1	A
rna-XM_056791797.1	A	g10891.t1	A
rna-XM_056791798.1	A	g10890.t1	A
rna-XM_056791802.1	A	g95.t1	A
rna-XM_056790162.1	A	g6939.t1	A
rna-XM_056790185.1	A	g10492.t1	A
rna-XM_056790174.1	A	g9774.t1	A
rna-XM_056781599.1	A	g10493.t1	A
rna-XM_056779775.1	A	g9973.t1	A
rna-XM_056777351.1	A	g10496.t1	A
rna-XM_056774770.1	A	g10498.t1	A
rna-XM_056791883.1	A	g4141.t1	A
rna-XM_056791882.1	A	g11370.t1	A
rna-XM_056783998.1	A	g11945.t1	A
rna-XM_056776345.1	A	g6000.t1	A
rna-XM_056779059.1	A	g4138.t1	A
rna-XM_056779072.1	A	g4139.t1	A
rna-XM_056790401.1	A	g11943.t1	A
rna-XM_056778683.1	A	g11942.t1	A
rna-XM_056778701.1	A	g12148.t1	A
rna-XM_056778712.1	A	g11191.t1	A
rna-XM_056778725.1	A	g9816.t1	A
rna-XM_056778737.1	A	g9817.t1	A
rna-XM_056778756.1	A	g99.t1	A
rna-XM_056779236.1	A	g4876.t1	A
rna-XM_056778768.1	A	g1206.t1	A
rna-XM_056778788.1	A	g9948.t1	A
rna-XM_056778892.1	A	g9944.t1	A
rna-XM_056779350.1	A	g9943.t2	A
rna-XM_056782636.1	A	g8374.t2	A
rna-XM_056779501.1	A	g8100.t1	A
rna-XM_056781700.1	A	g8017.t1	A
rna-XM_056791860.1	A	g7785.t1	A
rna-XM_056791862.1	A	g7781.t1	A
rna-XM_056791864.1	A	g11373.t1	A
rna-XM_056791867.1	A	g11372.t1	A
rna-XM_056791861.1	A	g11374.t2	A
rna-XM_056789998.1	A	g12165.t1	A
rna-XM_056790035.1	A	g12166.t1	A
rna-XM_056790045.1	A	g12167.t1	A
rna-XM_056780877.1	A	g11375.t1	A
rna-XM_056780919.1	A	g11376.t1	A
rna-XM_056774837.1	A	g11378.t1	A
rna-XM_056774828.1	A	g5641.t1	A
rna-XM_056779936.1	A	g5638.t1	A
rna-XM_056774817.1	A	g5637.t1	A
rna-XM_056785529.1	A	g11958.t1	A
rna-XM_056791757.1	A	g12223.t1	A
rna-XM_056780006.1	A	g10909.t1	A
rna-XM_056789547.1	A	g10887.t1	A
rna-XM_056789573.1	A	g8195.t1	A
rna-XM_056789591.1	A	g7947.t1	A
rna-XM_056789607.1	A	g12196.t1	A
rna-XM_056789685.1	A	g4288.t1	A
rna-XM_056789739.1	A	g10745.t1	A
rna-XM_056789695.1	A	g10747.t1	A
rna-XM_056789752.1	A	g10749.t1	A
rna-XM_056789788.1	A	g10751.t2	A
rna-XM_056789831.1	A	g10752.t2	A
rna-XM_056789854.1	A	g9818.t2	A
rna-XM_056789847.1	A	g9819.t1	A
rna-XM_056789869.1	A	g9820.t1	A
rna-XM_056780129.1	A	g9821.t1	A
rna-XM_056789878.1	A	g10509.t1	A
rna-XM_056789885.1	A	g10511.t2	A
rna-XM_056789918.1	A	g10671.t1	A
rna-XM_056789944.1	A	g10672.t1	A
rna-XM_056789930.1	A	g10673.t1	A
rna-XM_056789899.1	A	g10674.t2	A
rna-XM_056781689.1	A	g10412.t1	A
rna-XM_056791760.1	A	g9811.t1	A
rna-XM_056791765.1	A	g9812.t1	A
rna-XM_056791767.1	A	g9814.t1	A
rna-XM_056785384.1	A	g12382.t1	A
rna-XM_056774016.1	A	g715.t1	A
rna-XM_056782111.1	A	g12383.t1	A
rna-XM_056780643.1	A	g10707.t1	A
rna-XM_056775179.1	A	g10331.t1	A
rna-XM_056792972.1	A	g5305.t1	A
rna-XM_056792571.1	A	g2708.t1	A
rna-XM_056792573.1	A	g2709.t1	A
rna-XM_056792678.1	A	g2713.t1	A
rna-XM_056792694.1	A	g2714.t1	A
rna-XM_056792861.1	A	g12151.t1	A
rna-XM_056792482.1	A	g12846.t1	A
rna-XM_056792483.1	A	g12847.t1	A
rna-XM_056792695.1	A	g2638.t1	A
rna-XM_056793027.1	A	g2572.t1	A
rna-XM_056773590.1	A	g2637.t1	A
rna-XM_056793252.1	A	g4911.t1	A
rna-XM_056773545.1	A	g6699.t1	A
rna-XM_056773547.1	A	g10023.t1	A
rna-XM_056792702.1	A	g11692.t1	A
rna-XM_056792704.1	A	g273.t1	A
rna-XM_056792350.1	A	g9076.t1	A
rna-XM_056792559.1	A	g3878.t1	A
rna-XM_056792331.1	A	g9532.t1	A
rna-XM_056792341.1	A	g7697.t1	A
rna-XM_056792335.1	A	g4919.t1	A
rna-XM_056792337.1	A	g5184.t1	A
rna-XM_056792713.1	A	g14238.t1	A
rna-XM_056792338.1	A	g9125.t1	A
rna-XM_056792340.1	A	g5183.t1	A
rna-XM_056792345.1	A	g9163.t1	A
rna-XM_056792515.1	A	g13363.t1	A
rna-XM_056792017.1	A	g9642.t1	A
rna-XM_056792018.1	A	g12830.t1	A
rna-XM_056792021.1	A	g12640.t2	A
rna-XM_056792022.1	A	g12641.t1	A
rna-XM_056792722.1	A	g6361.t1	A
rna-XM_056792032.1	A	g13273.t1	A
rna-XM_056792729.1	A	g5068.t1	A
rna-XM_056792035.1	A	g2692.t1	A
rna-XM_056792511.1	A	g12705.t2	A
rna-XM_056792514.1	A	g12706.t1	A
rna-XM_056792610.1	A	g2418.t1	A
rna-XM_056792611.1	A	g5144.t1	A
rna-XM_056792064.1	A	g9057.t1	A
rna-XM_056792082.1	A	g7526.t1	A
rna-XM_056792084.1	A	g7365.t1	A
rna-XM_056792187.1	A	g7531.t1	A
rna-XM_056792974.1	A	g9381.t1	A
rna-XM_056792508.1	A	g14050.t1	A
rna-XM_056773797.1	A	g9398.t2	A
rna-XM_056773799.1	A	g9396.t1	A
rna-XM_056792763.1	A	g8669.t1	A
rna-XM_056792779.1	A	g4683.t1	A
rna-XM_056792780.1	A	g6773.t1	A
rna-XM_056793139.1	A	g4398.t1	A
rna-XM_056793245.1	A	g6353.t1	A
rna-XM_056792765.1	A	g12813.t1	A
rna-XM_056773689.1	A	g4860.t1	A
rna-XM_056792367.1	A	g4859.t1	A
rna-XM_056793248.1	A	g4857.t1	A
rna-XM_056793104.1	A	g4858.t1	A
rna-XM_056793087.1	A	g8292.t2	A
rna-XM_056792828.1	A	g5387.t1	A
rna-XM_056793075.1	A	g3547.t1	A
rna-XM_056792778.1	A	g10963.t1	A
rna-XM_056792167.1	A	g3711.t1	A
rna-XM_056792316.1	A	g10611.t1	A
rna-XM_056792404.1	A	g10612.t1	A
rna-XM_056792670.1	A	g10316.t1	A
rna-XM_056792636.1	A	g9041.t1	A
rna-XM_056792530.1	A	g13473.t1	A
rna-XM_056793008.1	A	g5148.t1	A
rna-XM_056792296.1	A	g12708.t1	A
rna-XM_056792657.1	A	g14746.t1	A
rna-XM_056792642.1	A	g12702.t2	A
rna-XM_056792005.1	A	g4289.t2	A
rna-XM_056793066.1	A	g8494.t1	A
rna-XM_056792371.1	A	g1096.t1	A
rna-XM_056793241.1	A	g8491.t2	A
rna-XM_056773548.1	A	g3815.t1	A
rna-XM_056792007.1	A	g3694.t1	A
rna-XM_056792805.1	A	g2823.t1	X
rna-XM_056792761.1	A	g8492.t1	A
rna-XM_056792762.1	A	g3693.t1	A
rna-XM_056792624.1	A	g9895.t1	A
rna-XM_056774141.1	A	g2246.t1	A
rna-XM_056792809.1	A	g13283.t1	A
rna-XM_056774142.1	A	g13170.t1	A
rna-XM_056793068.1	A	g6037.t1	A
rna-XM_056792104.1	A	g13567.t1	A
rna-XM_056792471.1	A	g9669.t1	A
rna-XM_056792660.1	A	g3394.t1	A
rna-XM_056791998.1	A	g10655.t1	A
rna-XM_056792819.1	A	g10068.t1	A
rna-XM_056793230.1	A	g3912.t1	A
rna-XM_056774187.1	A	g14561.t1	A
rna-XM_056774194.1	A	g2742.t2	A
rna-XM_056792826.1	A	g7408.t1	A
rna-XM_056792829.1	A	g7607.t1	A
rna-XM_056774197.1	A	g7602.t1	A
rna-XM_056774203.1	A	g8341.t1	A
rna-XM_056774205.1	A	g1061.t1	A
rna-XM_056774209.1	A	g2693.t1	A
rna-XM_056774206.1	A	g954.t1	A
rna-XM_056774210.1	A	g955.t2	A
rna-XM_056774216.1	A	g957.t1	A
rna-XM_056792832.1	A	g958.t1	A
rna-XM_056774217.1	A	g14229.t1	A
rna-XM_056774219.1	A	g14228.t1	A
rna-XM_056774218.1	A	g5786.t1	A
rna-XM_056792833.1	A	g5789.t1	A
rna-XM_056774221.1	A	g5788.t1	A
rna-XM_056774220.1	A	g5787.t2	A
rna-XM_056774222.1	A	g13378.t1	A
rna-XM_056792797.1	A	g631.t1	A
rna-XM_056792747.1	A	g553.t2	A
rna-XM_056792086.1	A	g14308.t1	A
rna-XM_056792087.1	A	g13847.t2	A
rna-XM_056792089.1	A	g13813.t1	A
rna-XM_056792519.1	A	g14233.t1	A
rna-XM_056792311.1	A	g14230.t1	A
rna-XM_056792310.1	A	g14231.t3	A
rna-XM_056792892.1	A	g6262.t2	A
rna-XM_056793063.1	A	g12339.t1	A
rna-XM_056792284.1	A	g961.t1	A
rna-XM_056792305.1	A	g5791.t1	A
rna-XM_056793092.1	A	g5790.t1	A
rna-XM_056792901.1	A	g2492.t1	A
rna-XM_056792903.1	A	g10053.t1	A
rna-XM_056792274.1	A	g8801.t1	A
rna-XM_056792275.1	A	g6845.t1	A
rna-XM_056792844.1	A	g1332.t1	A
rna-XM_056792398.1	A	g3278.t2	A
rna-XM_056792402.1	A	g6684.t1	A
rna-XM_056774237.1	A	g588.t1	A
rna-XM_056793030.1	A	g6593.t2	A
rna-XM_056793031.1	A	g5741.t1	A
rna-XM_056792537.1	A	g5742.t1	A
rna-XM_056792532.1	A	g6010.t1	A
rna-XM_056792535.1	A	g8.t1	A
rna-XM_056773593.1	A	g13250.t1	A
rna-XM_056792689.1	A	g4904.t1	A
rna-XM_056792690.1	A	g7589.t1	A
rna-XM_056792525.1	A	g6347.t1	A
rna-XM_056792784.1	A	g6345.t1	A
rna-XM_056773830.1	A	g7513.t1	A
rna-XM_056792253.1	A	g4710.t1	A
rna-XM_056792313.1	A	g6344.t1	A
rna-XM_056792151.1	A	g10839.t2	A
rna-XM_056792152.1	A	g10836.t1	A
rna-XM_056793010.1	A	g10837.t2	A
rna-XM_056773849.1	A	g3213.t1	A
rna-XM_056792798.1	A	g4702.t1	A
rna-XM_056774165.1	A	g5029.t1	A
rna-XM_056792623.1	A	g4763.t1	A
rna-XM_056773853.1	A	g4762.t1	A
rna-XM_056774021.1	A	g11729.t1	A
rna-XM_056774024.1	A	g11728.t1	A
rna-XM_056774026.1	A	g14285.t1	A
rna-XM_056774027.1	A	g4707.t2	A
rna-XM_056774028.1	A	g14246.t1	A
rna-XM_056774031.1	A	g4706.t1	A
rna-XM_056774033.1	A	g11575.t1	A
rna-XM_056774036.1	A	g11576.t3	A
rna-XM_056774040.1	A	g4767.t1	A
rna-XM_056774044.1	A	g4605.t1	A
rna-XM_056774038.1	A	g4606.t1	A
rna-XM_056774045.1	A	g4765.t1	A
rna-XM_056774046.1	A	g4764.t1	A
rna-XM_056774048.1	A	g4700.t1	A
rna-XM_056774049.1	A	g4699.t1	A
rna-XM_056773856.1	A	g4698.t1	A
rna-XM_056774051.1	A	g4695.t3	A
rna-XM_056774054.1	A	g4697.t1	A
